contract_id,buyer_key,buyer_name,SIREN,SIRET,buyer_key_type,segment,source_date,declared_duration_months,estimated_end_date,p_renewal_12m,p_renewal_24m,risk_tier,main_risk_reason,cpv_generic,cpv_div2,event,observed_duration_months,model_used
BOAMP:17-56720,NAME:gcs esante pays loire,GCS eSanté Pays de la Loire,,,NAME,IT Services & Consulting,2017-08-29,12.0,2018-08-29,0.03184870657633987,0.05562243195124161,Low,model-estimated recurrence probability,False,72.0,0,106.31,LogLogisticAFT
BOAMP:17-58486,SIREN:264400136,CHU de Nantes,264400136,,SIREN_ENRICHED,Digital Workplace & Collaboration,2017-04-28,12.0,2018-04-28,0.03812841623245444,0.06626882516785049,Low,model-estimated recurrence probability,False,72.0,0,110.35,LogLogisticAFT
BOAMP:17-58113,NAME:arafer,ARAFER,,,NAME,IT Maintenance & Support,2017-04-28,24.0,2019-04-28,0.023795969530320038,0.04181830434266409,Low,model-estimated recurrence probability,False,72.0,0,110.35,LogLogisticAFT
BOAMP:17-58214,SIREN:794304097,Nantes Métropole,794304097,,SIREN_ENRICHED,Cybersecurity,2017-04-30,48.0,2021-04-30,0.024812329936956812,0.04357006879968117,Low,model-estimated recurrence probability,False,72.0,0,110.28,LogLogisticAFT
BOAMP:17-56890,SIREN:794304097,Nantes Métropole,794304097,,SIREN_ENRICHED,Unknown,2017-08-21,12.0,2018-08-21,0.035406707229034495,0.06166716150305063,Low,model-estimated recurrence probability,False,90.0,0,106.57,LogLogisticAFT
BOAMP:17-62129,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,IT Services & Consulting,2017-05-04,18.0,2018-11-04,0.04178943425566972,0.07242837357196685,Low,model-estimated recurrence probability,False,72.0,0,110.15,LogLogisticAFT
BOAMP:17-61199,SIREN:546650169,Vendée Expansion,546650169,,SIREN_ENRICHED,IT Services & Consulting,2017-05-04,12.0,2018-05-04,0.044602604726004524,0.077138049007075,Low,model-estimated recurrence probability,False,72.0,0,110.15,LogLogisticAFT
BOAMP:17-61541,SIREN:264400136,CHU de Nantes,264400136,,SIREN_ENRICHED,IT Services & Consulting,2017-07-21,48.0,2021-07-21,0.030094141427807086,0.05262935409621816,Low,model-estimated recurrence probability,False,72.0,1,50.79,LogLogisticAFT
BOAMP:17-62974,SIREN:353686934,CAP ATLANTIQUE,353686934,,SIREN_ENRICHED,Software & Applications,2017-05-05,48.0,2021-05-05,0.019394299668187842,0.034199735656236796,Low,model-estimated recurrence probability,False,48.0,0,110.12,LogLogisticAFT
BOAMP:17-62873,SIREN:194909701,Université d'Angers,194909701,,SIREN_ENRICHED,IT Services & Consulting,2017-05-07,36.0,2020-05-07,0.034333708174291044,0.0598477166727428,Low,model-estimated recurrence probability,False,72.0,1,40.44,LogLogisticAFT
BOAMP:17-56105,SIREN:264400268,Centre Hospitalier de Saint-Nazaire,264400268,,SIREN_ENRICHED,Software & Applications,2017-05-07,60.0,2022-05-07,0.016967056110306244,0.02997619846398758,Low,model-estimated recurrence probability,False,48.0,0,110.05,LogLogisticAFT
BOAMP:17-66007,NAME:ch mans,CH LE MANS,,,NAME,IT Services & Consulting,2017-05-12,48.0,2021-05-12,0.020204562413920324,0.03560608614012839,Low,duration imputed,False,72.0,0,109.89,LogLogisticAFT
BOAMP:17-67752,NAME:gpm nantes st nazaire,GPM de Nantes - St Nazaire,,,NAME,Telecom & Networks,2017-05-16,48.0,2021-05-16,0.01633875471263857,0.028880312706942246,Low,duration imputed,False,32.0,0,109.76,LogLogisticAFT
BOAMP:17-69161,SIREN:217500016,Ville du Mans,217500016,,SIREN_ENRICHED,Data & AI,2017-05-17,48.0,2021-05-17,0.024245857129871706,0.042594056073104736,Low,duration imputed,False,37.0,1,50.3,LogLogisticAFT
BOAMP:17-69162,SIREN:247200132,Le Mans Métropole - Communauté Urbaine,247200132,,SIREN_ENRICHED,IT Services & Consulting,2017-10-30,30.0,2020-04-30,0.036664180369493815,0.06379559510846222,Low,model-estimated recurrence probability,False,72.0,0,104.27,LogLogisticAFT
BOAMP:17-68186,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,IT Services & Consulting,2017-08-09,12.0,2018-08-09,0.044602604726004524,0.077138049007075,Low,model-estimated recurrence probability,True,72.0,1,11.33,LogLogisticAFT
BOAMP:17-59442,NAME:ademe,ADEME,,,NAME,IT Services & Consulting,2017-05-19,48.0,2021-05-19,0.021395960145133563,0.03767074470622889,Low,model-estimated recurrence probability,False,72.0,0,109.66,LogLogisticAFT
BOAMP:17-68883,NAME:arafer,ARAFER,,,NAME,IT Maintenance & Support,2017-05-19,24.0,2019-05-19,0.023795969530320038,0.04181830434266409,Low,model-estimated recurrence probability,False,72.0,0,109.66,LogLogisticAFT
BOAMP:17-71849,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Digital Workplace & Collaboration,2017-08-09,12.0,2018-08-09,0.03812841623245444,0.06626882516785049,Low,model-estimated recurrence probability,False,72.0,0,106.96,LogLogisticAFT
BOAMP:17-71852,SIREN:284900016,SDIS 49,284900016,,SIREN_ENRICHED,Cybersecurity,2017-07-21,48.0,2021-07-21,0.023435253124156286,0.04119592131570127,Low,duration imputed,False,35.0,0,107.59,LogLogisticAFT
BOAMP:17-73536,SIREN:794304097,Nantes Métropole,794304097,,SIREN_ENRICHED,Software & Applications,2017-10-26,60.0,2022-10-26,0.016967056110306244,0.02997619846398758,Low,model-estimated recurrence probability,True,48.0,0,104.4,LogLogisticAFT
BOAMP:17-73142,SIREN:247200132,Le Mans Métropole - Communauté Urbaine,247200132,,SIREN_ENRICHED,Software & Applications,2017-08-22,36.0,2020-08-22,0.02216094779330713,0.03899443192249841,Low,model-estimated recurrence probability,False,48.0,0,106.54,LogLogisticAFT
BOAMP:17-73357,NAME:syndicat departemental energie,Syndicat Départemental d'Energie,,,NAME,Telecom & Networks,2017-10-26,12.0,2018-10-26,0.025813681731964966,0.04529326741980999,Low,model-estimated recurrence probability,False,32.0,0,104.4,LogLogisticAFT
BOAMP:17-72992,NAME:groupe etude controle vari,Groupe d'étude et de contrôle des vari,,,NAME,IT Services & Consulting,2017-07-17,24.0,2019-07-17,0.02790712296500697,0.04888719022243493,Low,model-estimated recurrence probability,False,72.0,0,107.72,LogLogisticAFT
BOAMP:17-74632,SIREN:130029747,Université de Nantes,130029747,,SIREN_ENRICHED,Software & Applications,2017-05-31,48.0,2021-05-31,0.0183122753092122,0.032318927188018653,Low,duration imputed,True,48.0,0,109.26,LogLogisticAFT
BOAMP:17-75817,SIREN:200053593,COMMUNE DE CHEMILLE EN ANJOU,200053593,,SIREN_ENRICHED,Software & Applications,2017-05-31,48.0,2021-05-31,0.0183122753092122,0.032318927188018653,Low,duration imputed,False,48.0,0,109.26,LogLogisticAFT
BOAMP:17-76729,NAME:dir interregionale sces penitentiaires,DIR INTERREGIONALE SCES PENITENTIAIRES,,,NAME,Telecom & Networks,2017-06-01,48.0,2021-06-01,0.01633875471263857,0.028880312706942246,Low,duration imputed,False,32.0,0,109.23,LogLogisticAFT
BOAMP:17-76616,SIREN:794304097,Nantes Métropole,794304097,,SIREN_ENRICHED,Cybersecurity,2017-06-03,48.0,2021-06-03,0.024812329936956812,0.04357006879968117,Low,model-estimated recurrence probability,False,72.0,0,109.17,LogLogisticAFT
BOAMP:17-77862,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Unknown,2017-10-04,12.0,2018-10-04,0.035406707229034495,0.06166716150305063,Low,model-estimated recurrence probability,False,34.0,0,105.12,LogLogisticAFT
BOAMP:17-78402,SIREN:288500010,SDIS 85,288500010,,SIREN_ENRICHED,Telecom & Networks,2017-06-06,48.0,2021-06-06,0.02438321642178498,0.04283080005741957,Low,model-estimated recurrence probability,False,,0,109.07,LogLogisticAFT
BOAMP:17-78663,NAME:quinconces espal,Les Quinconces l'Espal,,,NAME,Telecom & Networks,2017-06-06,48.0,2021-06-06,0.01633875471263857,0.028880312706942246,Low,duration imputed,False,32.0,0,109.07,LogLogisticAFT
BOAMP:17-79002,SIREN:198513905,LYCEE POLYVALENT LEONARD DE VINCI,198513905,,SIREN_ENRICHED,Telecom & Networks,2017-06-07,48.0,2021-06-07,0.023029392864128084,0.04049522999052613,Low,duration imputed,False,32.0,0,109.03,LogLogisticAFT
BOAMP:17-68985,SIREN:794304097,Nantes Métropole,794304097,,SIREN_ENRICHED,Software & Applications,2017-10-16,48.0,2021-10-16,0.019394299668187842,0.034199735656236796,Low,model-estimated recurrence probability,False,48.0,0,104.73,LogLogisticAFT
BOAMP:17-80207,SIREN:214402042,Ville de Thouaré-sur-Loire,214402042,,SIREN_ENRICHED,Unknown,2017-06-08,48.0,2021-06-08,0.022491950093442625,0.03956669028814219,Low,duration imputed,False,,1,52.76,LogLogisticAFT
BOAMP:17-80194,SIREN:935367433,Conseil départemental Loire-Atlantique,935367433,,SIREN_ENRICHED,IT Services & Consulting,2017-06-08,48.0,2021-06-08,0.030094141427807086,0.05262935409621816,Low,model-estimated recurrence probability,False,72.0,0,109.0,LogLogisticAFT
BOAMP:17-80573,SIREN:284400017,SDIS 44,284400017,,SIREN_ENRICHED,Telecom & Networks,2017-10-17,48.0,2021-10-17,0.02438321642178498,0.04283080005741957,Low,model-estimated recurrence probability,False,32.0,0,104.7,LogLogisticAFT
BOAMP:17-80380,NAME:maine loire habitat office pub habitat,MAINE LOIRE HABITAT OFFICE PUB HABITAT,,,NAME,Telecom & Networks,2017-10-03,48.0,2021-10-03,0.017306224638020784,0.030567331255431984,Low,model-estimated recurrence probability,False,32.0,0,105.16,LogLogisticAFT
BOAMP:17-82963,SIREN:217500016,Ville du Mans,217500016,,SIREN_ENRICHED,Telecom & Networks,2017-10-09,48.0,2021-10-09,0.023029392864128084,0.04049522999052613,Low,duration imputed,False,32.0,0,104.96,LogLogisticAFT
BOAMP:17-85841,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Software & Applications,2017-10-23,12.0,2018-10-23,0.028898035138186673,0.05058428757786171,Low,model-estimated recurrence probability,False,48.0,0,104.5,LogLogisticAFT
BOAMP:17-85294,SIREN:391722881,GIE SESAM Vitale,391722881,,SIREN_ENRICHED,Software & Applications,2017-06-21,12.0,2018-06-21,0.028898035138186673,0.05058428757786171,Low,model-estimated recurrence probability,False,48.0,0,108.57,LogLogisticAFT
BOAMP:17-88463,NAME:cesame ch sainte gemmes loire,CESAME - CH de Sainte Gemmes sur Loire,,,NAME,Telecom & Networks,2017-06-25,39.0,2020-09-25,0.019131579742149074,0.03374335902308456,Low,model-estimated recurrence probability,False,32.0,0,108.44,LogLogisticAFT
BOAMP:17-90424,NAME:regie dept passages eau vendee,Régie Dépt Passages d'Eau de Vendée,,,NAME,IT Services & Consulting,2017-06-27,48.0,2021-06-27,0.020204562413920324,0.03560608614012839,Low,duration imputed,False,72.0,1,51.38,LogLogisticAFT
BOAMP:17-90049,SIREN:391722881,GIE SESAM Vitale,391722881,,SIREN_ENRICHED,Cybersecurity,2017-06-28,12.0,2018-06-28,0.03687121937113391,0.06414564083809382,Low,model-estimated recurrence probability,False,35.0,0,108.34,LogLogisticAFT
BOAMP:17-91935,SIREN:794304097,Nantes Métropole,794304097,,SIREN_ENRICHED,Telecom & Networks,2017-07-01,48.0,2021-07-01,0.02438321642178498,0.04283080005741957,Low,model-estimated recurrence probability,False,32.0,0,108.25,LogLogisticAFT
BOAMP:17-91530,SIREN:225300011,Conseil départemental de la Mayenne,225300011,,SIREN_ENRICHED,Unknown,2018-05-29,24.0,2020-05-29,0.031049849494392934,0.05426068229801384,Low,model-estimated recurrence probability,False,45.0,0,97.34,LogLogisticAFT
BOAMP:17-93042,SIREN:391722881,GIE SESAM Vitale,391722881,,SIREN_ENRICHED,IT Services & Consulting,2017-07-02,24.0,2019-07-02,0.03914642566438664,0.06798506496656087,Low,model-estimated recurrence probability,False,72.0,0,108.21,LogLogisticAFT
BOAMP:17-93666,SIREN:264400136,CHU de Nantes,264400136,,SIREN_ENRICHED,IT Services & Consulting,2017-07-03,48.0,2021-07-03,0.028432472402643127,0.04978725991995003,Low,duration imputed,False,72.0,0,108.18,LogLogisticAFT
BOAMP:17-93952,SIREN:391722881,GIE SESAM Vitale,391722881,,SIREN_ENRICHED,Digital Workplace & Collaboration,2018-05-14,24.0,2020-05-14,0.03344826079270724,0.05834403194478999,Low,model-estimated recurrence probability,False,72.0,1,37.68,LogLogisticAFT
BOAMP:17-97519,SIREN:214402042,Ville de Thouaré-sur-Loire,214402042,,SIREN_ENRICHED,Digital Workplace & Collaboration,2017-07-07,48.0,2021-07-07,0.024245857129871706,0.042594056073104736,Low,duration imputed,False,72.0,1,51.81,LogLogisticAFT
BOAMP:17-97609,SIREN:284400017,SDIS 44,284400017,,SIREN_ENRICHED,Cybersecurity,2017-07-07,48.0,2021-07-07,0.023435253124156286,0.04119592131570127,Low,duration imputed,False,35.0,1,44.51,LogLogisticAFT
BOAMP:17-94724,SIREN:214401846,Commune de Saint-Nazaire,214401846,,SIREN_ENRICHED,Telecom & Networks,2017-10-03,36.0,2020-10-03,0.027841340644088497,0.04877443528511338,Low,model-estimated recurrence probability,False,32.0,0,105.16,LogLogisticAFT
BOAMP:17-98996,SIREN:214401622,Commune de Saint-Herblain,214401622,,SIREN_ENRICHED,IT Services & Consulting,2017-07-11,36.0,2020-07-11,0.034333708174291044,0.0598477166727428,Low,model-estimated recurrence probability,False,72.0,0,107.92,LogLogisticAFT
BOAMP:17-96902,SIREN:214401846,Commune de Saint-Nazaire,214401846,,SIREN_ENRICHED,Software & Applications,2017-07-13,48.0,2021-07-13,0.019394299668187842,0.034199735656236796,Low,model-estimated recurrence probability,False,48.0,0,107.85,LogLogisticAFT
BOAMP:17-82154,SIREN:794304097,Nantes Métropole,794304097,,SIREN_ENRICHED,Unknown,2017-07-13,36.0,2020-07-13,0.027194726121045454,0.047665487321969846,Low,model-estimated recurrence probability,False,79.0,0,107.85,LogLogisticAFT
BOAMP:17-100085,SIREN:244900015,Angers Loire Métropole,244900015,,SIREN_ENRICHED,Unknown,2017-11-10,24.0,2019-11-10,0.031038904017952174,0.05424201273731466,Low,model-estimated recurrence probability,False,42.0,0,103.91,LogLogisticAFT
BOAMP:17-101340,NAME:crous rennes,CROUS de Rennes,,,NAME,Telecom & Networks,2017-07-15,48.0,2021-07-15,0.01633875471263857,0.028880312706942246,Low,duration imputed,False,32.0,0,107.79,LogLogisticAFT
BOAMP:17-102708,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Software & Applications,2017-07-18,36.0,2020-07-18,0.02216094779330713,0.03899443192249841,Low,model-estimated recurrence probability,False,48.0,0,107.69,LogLogisticAFT
BOAMP:17-102482,SIREN:264400136,CHU de Nantes,264400136,,SIREN_ENRICHED,IT Services & Consulting,2017-07-18,48.0,2021-07-18,0.028432472402643127,0.04978725991995003,Low,duration imputed,False,72.0,0,107.69,LogLogisticAFT
BOAMP:17-102187,SIREN:194909701,Université d'Angers,194909701,,SIREN_ENRICHED,Telecom & Networks,2017-07-19,36.0,2020-07-19,0.027841340644088497,0.04877443528511338,Low,model-estimated recurrence probability,False,32.0,1,34.53,LogLogisticAFT
BOAMP:17-100105,SIREN:214401846,Commune de Saint-Nazaire,214401846,,SIREN_ENRICHED,Software & Applications,2017-11-15,12.0,2018-11-15,0.028898035138186673,0.05058428757786171,Low,model-estimated recurrence probability,True,48.0,0,103.75,LogLogisticAFT
BOAMP:17-103193,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Software & Applications,2018-03-19,48.0,2022-03-19,0.018318817747475125,0.03233030898756539,Low,duration imputed,True,48.0,0,99.67,LogLogisticAFT
BOAMP:17-102923,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Software & Applications,2017-07-20,48.0,2021-07-20,0.019394299668187842,0.034199735656236796,Low,model-estimated recurrence probability,True,48.0,0,107.62,LogLogisticAFT
BOAMP:17-103816,NAME:dirisi,DIRISI,,,NAME,Telecom & Networks,2017-12-20,66.0,2023-06-20,0.014154068180588397,0.02506139509834726,Low,model-estimated recurrence probability,True,32.0,0,102.6,LogLogisticAFT
BOAMP:17-102568,SIREN:524795564,CARENE,524795564,,SIREN_ENRICHED,Software & Applications,2017-07-21,48.0,2021-07-21,0.019394299668187842,0.034199735656236796,Low,model-estimated recurrence probability,False,48.0,0,107.59,LogLogisticAFT
BOAMP:17-104235,SIREN:391722881,GIE SESAM Vitale,391722881,,SIREN_ENRICHED,Software & Applications,2017-07-22,36.0,2020-07-22,0.02216094779330713,0.03899443192249841,Low,model-estimated recurrence probability,False,48.0,0,107.56,LogLogisticAFT
BOAMP:17-104895,SIREN:264900390,Centre Hospitalier de Cholet,264900390,,SIREN_ENRICHED,Cybersecurity,2017-10-09,48.0,2021-10-09,0.023435253124156286,0.04119592131570127,Low,duration imputed,False,35.0,0,104.96,LogLogisticAFT
BOAMP:17-104307,SIREN:214401846,Commune de Saint-Nazaire,214401846,,SIREN_ENRICHED,Unknown,2017-11-09,48.0,2021-11-09,0.023814949286283138,0.04185104252157168,Low,model-estimated recurrence probability,False,39.0,0,103.94,LogLogisticAFT
BOAMP:17-105683,SIREN:247200132,Le Mans Métropole - Communauté Urbaine,247200132,,SIREN_ENRICHED,Software & Applications,2017-12-20,2.0,2018-02-20,0.03225872035137467,0.056320699379015515,Low,model-estimated recurrence probability,False,39.0,0,102.6,LogLogisticAFT
BOAMP:17-106453,SIREN:214401580,Mairie de Saint Etienne de Montluc,214401580,,SIREN_ENRICHED,Telecom & Networks,2017-07-24,48.0,2021-07-24,0.023029392864128084,0.04049522999052613,Low,duration imputed,False,,0,107.49,LogLogisticAFT
BOAMP:17-106009,SIREN:794304097,Nantes Métropole,794304097,,SIREN_ENRICHED,Cybersecurity,2017-11-26,48.0,2021-11-26,0.024812329936956812,0.04357006879968117,Low,model-estimated recurrence probability,False,72.0,0,103.38,LogLogisticAFT
BOAMP:17-106845,SIREN:214900201,Ville de Beaucouzé,214900201,,SIREN_ENRICHED,Unknown,2017-11-08,14.0,2019-01-08,0.034639679770926524,0.060366847566259096,Low,model-estimated recurrence probability,False,45.0,0,103.98,LogLogisticAFT
BOAMP:17-109941,SIREN:214401846,Commune de Saint-Nazaire,214401846,,SIREN_ENRICHED,Software & Applications,2017-11-13,12.0,2018-11-13,0.028898035138186673,0.05058428757786171,Low,model-estimated recurrence probability,False,48.0,0,103.81,LogLogisticAFT
BOAMP:17-110921,SIREN:194401006,Ecole Centrale de Nantes,194401006,,SIREN_ENRICHED,Software & Applications,2017-12-18,48.0,2021-12-18,0.019394299668187842,0.034199735656236796,Low,model-estimated recurrence probability,False,48.0,0,102.66,LogLogisticAFT
BOAMP:17-103068,SIREN:241700434,COMMUNAUTE D AGGLOMERATION LA ROCHELLE,241700434,,SIREN_ENRICHED,Telecom & Networks,2017-08-10,48.0,2021-08-10,0.023029392864128084,0.04049522999052613,Low,duration imputed,False,32.0,0,106.93,LogLogisticAFT
BOAMP:17-115008,SIREN:281700252,SDIS 17,281700252,,SIREN_ENRICHED,Data & AI,2017-08-10,12.0,2018-08-10,0.03812841623245444,0.06626882516785049,Low,model-estimated recurrence probability,False,,0,106.93,LogLogisticAFT
BOAMP:17-114118,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Software & Applications,2017-12-28,48.0,2021-12-28,0.0183122753092122,0.032318927188018653,Low,duration imputed,True,48.0,1,45.34,LogLogisticAFT
BOAMP:17-114694,NAME:hop intercommunal baugeois val,HOP INTERCOMMUNAL DU BAUGEOIS ET VAL,,,NAME,Telecom & Networks,2017-12-12,12.0,2018-12-12,0.025813681731964966,0.04529326741980999,Low,model-estimated recurrence probability,False,32.0,0,102.86,LogLogisticAFT
BOAMP:17-111330,SIREN:794304097,Nantes Métropole,794304097,,SIREN_ENRICHED,Cybersecurity,2018-01-16,12.0,2019-01-16,0.03688414325038314,0.06416748785453152,Low,model-estimated recurrence probability,False,72.0,0,101.71,LogLogisticAFT
BOAMP:17-115598,NAME:drac pays loire,DRAC Pays de la Loire,,,NAME,Data & AI,2017-08-12,5.0,2018-01-12,0.029353784983132347,0.051363960599616676,Low,model-estimated recurrence probability,False,92.0,0,106.87,LogLogisticAFT
BOAMP:17-117075,NAME:syndicat mixte dvlpt numerique,SYNDICAT MIXTE POUR LE DVLPT NUMERIQUE,,,NAME,IT Services & Consulting,2017-08-17,48.0,2021-08-17,0.020204562413920324,0.03560608614012839,Low,duration imputed,False,72.0,1,49.61,LogLogisticAFT
BOAMP:17-117591,SIREN:217201540,Commune de La Flèche,217201540,,SIREN_ENRICHED,Unknown,2017-08-18,48.0,2021-08-18,0.022491950093442625,0.03956669028814219,Low,duration imputed,True,45.0,0,106.67,LogLogisticAFT
BOAMP:17-118765,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Software & Applications,2017-12-14,12.0,2018-12-14,0.028898035138186673,0.05058428757786171,Low,model-estimated recurrence probability,False,48.0,0,102.79,LogLogisticAFT
BOAMP:17-119142,NAME:prefecture,Préfecture,,,NAME,IT Services & Consulting,2017-08-23,48.0,2021-08-23,0.020204562413920324,0.03560608614012839,Low,duration imputed,False,72.0,0,106.5,LogLogisticAFT
BOAMP:17-120212,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,IT Services & Consulting,2017-12-15,12.0,2018-12-15,0.044602604726004524,0.077138049007075,Low,model-estimated recurrence probability,True,72.0,0,102.76,LogLogisticAFT
BOAMP:17-115928,NAME:ademe,ADEME,,,NAME,IT Services & Consulting,2018-04-24,48.0,2022-04-24,0.02140358027303413,0.037683937865293005,Low,model-estimated recurrence probability,False,72.0,0,98.49,LogLogisticAFT
BOAMP:17-120545,NAME:e collectivites vendee,e-Collectivités Vendée,,,NAME,IT Services & Consulting,2017-11-06,12.0,2018-11-06,0.03184870657633987,0.05562243195124161,Low,model-estimated recurrence probability,False,72.0,0,104.04,LogLogisticAFT
BOAMP:17-123450,SIREN:935367433,Conseil départemental Loire-Atlantique,935367433,,SIREN_ENRICHED,Software & Applications,2017-09-03,48.0,2021-09-03,0.019394299668187842,0.034199735656236796,Low,model-estimated recurrence probability,False,48.0,0,106.14,LogLogisticAFT
BOAMP:17-123584,SIREN:200006971,Communauté de Communes du Perche,200006971,,SIREN_ENRICHED,Data & AI,2017-12-04,7.0,2018-07-04,0.04026477706786413,0.0698673835489888,Low,model-estimated recurrence probability,True,45.0,0,103.12,LogLogisticAFT
BOAMP:17-123367,SIREN:865800767,Loire Ocean developpement,865800767,,SIREN_ENRICHED,Unknown,2017-12-12,96.0,2025-12-12,0.013952444730590985,0.024708291882437616,Low,model-estimated recurrence probability,False,45.0,0,102.86,LogLogisticAFT
BOAMP:17-124242,SIREN:287200265,SDIS de la Sarthe,287200265,,SIREN_ENRICHED,Cybersecurity,2017-10-27,48.0,2021-10-27,0.023435253124156286,0.04119592131570127,Low,duration imputed,False,35.0,0,104.37,LogLogisticAFT
BOAMP:17-123595,SIREN:244400404,METROPOLE NANTES METROPOLE,244400404,,SIREN_ENRICHED,Telecom & Networks,2018-01-18,12.0,2019-01-18,0.03625401686724883,0.06310179310138797,Low,model-estimated recurrence probability,False,44.0,0,101.64,LogLogisticAFT
BOAMP:17-124586,SIREN:194909701,Université d'Angers,194909701,,SIREN_ENRICHED,IT Services & Consulting,2017-12-15,36.0,2020-12-15,0.034333708174291044,0.0598477166727428,Low,model-estimated recurrence probability,False,72.0,1,33.15,LogLogisticAFT
BOAMP:17-128615,SIREN:924405756,INSERM,924405756,,SIREN_ENRICHED,IT Services & Consulting,2017-09-14,24.0,2019-09-14,0.03914642566438664,0.06798506496656087,Low,model-estimated recurrence probability,False,72.0,0,105.78,LogLogisticAFT
BOAMP:17-129931,NAME:cmar pays loire,CMAR Pays de La Loire,,,NAME,IT Services & Consulting,2017-09-17,48.0,2021-09-17,0.021395960145133563,0.03767074470622889,Low,model-estimated recurrence probability,False,72.0,0,105.68,LogLogisticAFT
BOAMP:17-127198,SIREN:524795564,CARENE,524795564,,SIREN_ENRICHED,Unknown,2017-12-19,12.0,2018-12-19,0.035406707229034495,0.06166716150305063,Low,model-estimated recurrence probability,False,44.0,0,102.63,LogLogisticAFT
BOAMP:17-130980,NAME:e collectivites vendee,e-Collectivités Vendée,,,NAME,IT Services & Consulting,2017-09-17,48.0,2021-09-17,0.021395960145133563,0.03767074470622889,Low,model-estimated recurrence probability,False,72.0,0,105.68,LogLogisticAFT
BOAMP:17-117419,NAME:dsna,DSNA,,,NAME,Telecom & Networks,2017-12-13,48.0,2021-12-13,0.017306224638020784,0.030567331255431984,Low,model-estimated recurrence probability,False,32.0,0,102.83,LogLogisticAFT
BOAMP:17-133782,SIREN:214401325,Ville de Pornichet,214401325,,SIREN_ENRICHED,IT Services & Consulting,2017-09-22,12.0,2018-09-22,0.044602604726004524,0.077138049007075,Low,model-estimated recurrence probability,False,72.0,0,105.52,LogLogisticAFT
BOAMP:17-135447,SIREN:130029747,Université de Nantes,130029747,,SIREN_ENRICHED,Data & AI,2017-09-26,48.0,2021-09-26,0.024245857129871706,0.042594056073104736,Low,duration imputed,False,,0,105.39,LogLogisticAFT
BOAMP:17-134575,SIREN:110006012,Ministère des Affaires étrangères,110006012,,SIREN_ENRICHED,Cybersecurity,2018-01-16,48.0,2022-01-16,0.024821135937043493,0.043585234461804956,Low,model-estimated recurrence probability,False,72.0,0,101.71,LogLogisticAFT
BOAMP:17-135932,SIREN:188500490,Chambre de Commerce et d'Industrie,188500490,,SIREN_ENRICHED,Unknown,2017-09-28,48.0,2021-09-28,0.022491950093442625,0.03956669028814219,Low,duration imputed,False,45.0,0,105.32,LogLogisticAFT
BOAMP:17-136551,SIREN:130001704,DIR INTERDEPARTEMENTALE ROUTES OUEST,130001704,,SIREN_ENRICHED,IT Services & Consulting,2017-09-30,48.0,2021-09-30,0.030094141427807086,0.05262935409621816,Low,model-estimated recurrence probability,False,72.0,0,105.26,LogLogisticAFT
BOAMP:17-130666,NAME:ademe,ADEME,,,NAME,IT Maintenance & Support,2017-10-01,48.0,2021-10-01,0.018226018100857555,0.03216885573055295,Low,model-estimated recurrence probability,False,72.0,0,105.22,LogLogisticAFT
BOAMP:17-138140,SIREN:214400558,Commune de La Baule,214400558,,SIREN_ENRICHED,Telecom & Networks,2018-01-02,12.0,2019-01-02,0.03625401686724883,0.06310179310138797,Low,model-estimated recurrence probability,False,32.0,0,102.17,LogLogisticAFT
BOAMP:17-140377,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Cybersecurity,2017-12-14,24.0,2019-12-14,0.03232880765169599,0.05644001627239836,Low,model-estimated recurrence probability,False,72.0,0,102.79,LogLogisticAFT
BOAMP:17-141116,SIREN:217500016,Ville du Mans,217500016,,SIREN_ENRICHED,Telecom & Networks,2017-10-06,48.0,2021-10-06,0.023029392864128084,0.04049522999052613,Low,duration imputed,False,18.0,1,58.31,LogLogisticAFT
BOAMP:17-140760,NAME:plate forme achats finances nord est,Plate Forme Achats Finances Nord Est,,,NAME,Cybersecurity,2017-10-08,12.0,2018-10-08,0.026267291823366845,0.04607299302119605,Low,model-estimated recurrence probability,False,35.0,0,104.99,LogLogisticAFT
BOAMP:17-140948,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Software & Applications,2017-12-30,48.0,2021-12-30,0.0183122753092122,0.032318927188018653,Low,duration imputed,True,48.0,1,45.27,LogLogisticAFT
