buyer_key,buyer_name,n_contracts,expected_renewals_12m,expected_renewals_24m,max_p12
SIREN:215601071,Ville de Larmor-plage,1,0.03942198808535391,0.06844916896574349,0.03942198808535391
SIREN:200014926,TERRITOIRE ENERGIE LOIRE ATLANTIQUE,1,0.03922862824062634,0.06812353159660822,0.03922862824062634
SIREN:233500016,Région Bretagne,1,0.03921491632271634,0.0681004356858057,0.03921491632271634
SIREN:535104756,URSSAF des Pays de la Loire,1,0.03921491632271634,0.0681004356858057,0.03921491632271634
SIRET:13002591900015,Office Français de la Biodiversité,1,0.039213727217814576,0.06809843277310812,0.039213727217814576
SIRET:19440100600011,Ecole Centrale de Nantes,1,0.039213727217814576,0.06809843277310812,0.039213727217814576
SIRET:21850047800209,Commune de Challans,1,0.03920002029587755,0.06807534474993904,0.03920002029587755
SIRET:17440005100010,NANTES UNIVERSITE,1,0.03920002029587755,0.06807534474993904,0.03920002029587755
SIRET:19350937900015,Université Rennes 2,1,0.03920002029587755,0.06807534474993904,0.03920002029587755
SIRET:23350001600040,Région Bretagne,1,0.039189014148783397,0.06805680557718552,0.039189014148783397
SIREN:860800077,Loire Atlantique Développement - GIE,1,0.03916011460990376,0.06800812460541672,0.03916011460990376
SIREN:924405756,INSERM,1,0.03914642566438664,0.06798506496656087,0.03914642566438664
SIREN:214401358,Ville de LE POULIGUEN,1,0.038736249405933454,0.067293880160058,0.038736249405933454
SIREN:200076396,PETR Pays Vallée du Loir,1,0.038736249405933454,0.067293880160058,0.038736249405933454
SIREN:180092025,Institut Mines-Télécom Atlantique,1,0.038709609032019476,0.06724897363471793,0.038709609032019476
SIRET:20008213900011,Ville des Sables d'Olonne,1,0.038709301525758466,0.06724845527400913,0.038709301525758466
NAME:destination rennes tourisme congres,DESTINATION RENNES Tourisme Congrès,2,0.03865911829843938,0.06816268984579865,0.021426456587355425
SIREN:200056679,COMMUNE DE VERRIERES EN ANJOU,1,0.03857377380705751,0.0670199735392778,0.03857377380705751
NAME:gip vendee numerique,GIP Vendée Numérique,2,0.038440040357227256,0.06777174753622883,0.022089585392393585
SIRET:13000190200068,SID Nord-Ouest,1,0.038379613447865446,0.06669256217137154,0.038379613447865446
SIRET:17350111500013,Société d'aménagement de la Métropole Ouest Atlantique,1,0.03836618644279555,0.06666991669309974,0.03836618644279555
SIRET:20007116500167,Les Sables d'Olonne Agglomération,1,0.03832989156164324,0.06660870078600001,0.03832989156164324
SIRET:17440005100010,Tribunal Administratif de Nantes,1,0.03832989156164324,0.06660870078600001,0.03832989156164324
SIRET:18440132100015,CROUS de Nantes Pays de la Loire,1,0.03831339854145721,0.06658088209509927,0.03831339854145721
SIRET:19561718800600,UNIVERSITE  BRETAGNE SUD,1,0.03831339854145721,0.06658088209509927,0.03831339854145721
SIRET:19561718800600,Universite bretagne Sud,1,0.03831339854145721,0.06658088209509927,0.03831339854145721
SIRET:20006001000051,Mauges Communauté,1,0.03831339854145721,0.06658088209509927,0.03831339854145721
SIRET:19561718800600,UNIVERSITE BRETAGNE SUD,1,0.03831339854145721,0.06658088209509927,0.03831339854145721
SIRET:17440005100010,REGION PAYS DE LA LOIRE,1,0.03827583361745268,0.06651751890640911,0.03827583361745268
SIREN:860800077,Loire Atlantique développement,1,0.0381951965811278,0.06638149086256662,0.0381951965811278
SIREN:200071553,CC Loire Layon Aubance,1,0.038181831532081545,0.06635894349866522,0.038181831532081545
SIREN:200071678,CA Agglomération du Choletais,1,0.038181831532081545,0.06635894349866522,0.038181831532081545
SIREN:233500016,CCI de région Bretagne,1,0.03816847097407006,0.06633640324911794,0.03816847097407006
SIREN:281700252,SDIS 17,1,0.03812841623245444,0.06626882516785049,0.03812841623245444
SIREN:784301525,IRCANTEC,1,0.03810173550127438,0.06622380865107125,0.03810173550127438
SIRET:12001201800111,Direction de l'administration pénitentiaire,1,0.03779233581016339,0.06570164571204185,0.03779233581016339
SIREN:254901309,SI ENERGIES DE MAINE ET LOIRE,2,0.037720038789515686,0.06654206539260454,0.019401221042040562
SIREN:200061778,Mayenne Très Haut Débit,1,0.03754128557561798,0.06527777480949837,0.03754128557561798
SIRET:26720016000013,CH LE MANS,1,0.03746218292949732,0.06514418478018336,0.03746218292949732
NAME:cmar pays loire,CMAR Pays de La Loire,2,0.0373565771747747,0.06589099004315757,0.021395960145133563
SIREN:172800013,PREFECTURE D'EURE-ET-LOIR,1,0.03704200692843951,0.06443431161316815,0.03704200692843951
SIREN:214401903,Ville de Saint Sébastien sur Loire,1,0.036948828020445856,0.06427682692978132,0.036948828020445856
SIREN:200084655,Ville de Château-Gontier,1,0.03689707148609067,0.06418934180137204,0.03689707148609067
SIREN:214401358,Ville de Le Pouliguen,1,0.03688414325038314,0.06416748785453152,0.03688414325038314
SIREN:798203576,SPL EAU DU BASSIN RENNAIS,1,0.03674136985567722,0.06392611421232253,0.03674136985567722
SIREN:200067635,Clisson Sèvre et Maine Agglo,1,0.036304905373977236,0.063187896068987,0.036304905373977236
SIREN:922749635,ENSA Nantes,1,0.03629217680664043,0.06316636006103249,0.03629217680664043
SIREN:439446386,VALLET,1,0.03621589554383964,0.06303728769946992,0.03621589554383964
SIREN:451324974,Ville du Croisic,1,0.03621589554383964,0.06303728769946992,0.03621589554383964
NAME:cc ocean marais monts,CC Océan Marais de Monts,2,0.03617141668118751,0.06384134216349491,0.019809253224927215
NAME:cte cnes coeur estuaire,Cté Cnes Coeur d'Estuaire,2,0.036152263469578116,0.06380386182303721,0.020197360351436378
NAME:chbr reg metiers artisanat nouv aquit,CHBR REG METIERS ARTISANAT NOUV AQUIT,2,0.03594879348650626,0.06344826345884791,0.020218974085226882
SIRET:20002377800018,Pays de Saint Gilles Croix de Vie Agglomération (85),1,0.03589748773350254,0.062498359605624776,0.03589748773350254
NAME:cte cnes pays ancenis,Cté de Cnes du Pays d'Ancenis,2,0.0357799600709513,0.06315811692799478,0.01980218922538135
SIREN:184503019,Agence de l'eau Loire-Bretagne,1,0.03577102251047415,0.062284234931219706,0.03577102251047415
NAME:ville sables olonne,ville des Sables d'Olonne,1,0.03555245505302018,0.061914069131942084,0.03555245505302018
SIREN:213500515,COMMUNE DE CESSON SEVIGNE,1,0.03546889639773132,0.061772521337969954,0.03546889639773132
SIREN:213502883,Ville de Saint-Malo,1,0.03544400811458537,0.061730357240053824,0.03544400811458537
NAME:spic arena loire trelaze,SPIC - ARENA LOIRE TRELAZE,2,0.03531299292365919,0.06234716679000363,0.01935237589401806
NAME:chu angers,CHU d'Angers,2,0.03504336570432698,0.06188150086492061,0.018716303010250734
SIREN:130025919,OFFICE FRANCAIS DE LA BIODIVERSITE,1,0.034576611669210555,0.06025986220715551,0.034576611669210555
SIREN:110043015,Ministère de l'éducation nationale,1,0.034381997372198936,0.059929663446672166,0.034381997372198936
SIREN:575850490,Mancelle d'habitation,1,0.03435784459142155,0.05988867693643263,0.03435784459142155
NAME:mindef dga do s2a,MINDEF/DGA/DO/S2A,2,0.03422950559807292,0.06046665336261714,0.017606745685748493
NAME:caf somme,CAF de la Somme,2,0.03415641130636049,0.06033636683883492,0.018219508190229883
SIREN:214401721,ville de Sainte-Luce-sur-Loire,1,0.03390060016725671,0.059112459970462106,0.03390060016725671
NAME:sdegm,SDEGM,2,0.0336387921798339,0.05943686321586117,0.01730003746719533
SIREN:200081115,Ville de Montaigu-Vendée,1,0.03322346573817481,0.057961953979298375,0.03322346573817481
NAME:iphv hauts thebaudieres,IPHV LES HAUTS THEBAUDIERES,2,0.03319285757927126,0.05862403884651668,0.020218974085226882
NAME:ville arnage,Ville d'Arnage,2,0.033190310888315366,0.05861971331657678,0.020211766991570235
NAME:grand t theatre loire atlantique,Le Grand T - Théâtre Loire-Atlantique,2,0.033185650485614615,0.058611537790553836,0.020211766991570235
SIREN:244400438,Grand Lieu Communauté,1,0.03237437156072809,0.05651757753496722,0.03237437156072809
NAME:dir interregionale sces penitentiaires,DIR INTERREGIONALE SCES PENITENTIAIRES,2,0.03230508766689377,0.057110538514704046,0.01633875471263857
NAME:dgac dsna,DGAC DSNA,1,0.031904853092933116,0.055718077469222305,0.031904853092933116
NAME:gie loire ocean,GIE Loire Océan,1,0.03187115370701388,0.05566067160267174,0.03187115370701388
NAME:sictiam,SICTIAM,1,0.03184870657633987,0.05562243195124161,0.03184870657633987
NAME:acoss,ACOSS,1,0.03182627473564659,0.055584217024648885,0.03182627473564659
SIREN:788058030,Adoma,1,0.03180753686190485,0.055552294133890845,0.03180753686190485
SIREN:130031487,Chambre Agriculture Pays de la Loire,1,0.03175155598658019,0.05545691648583906,0.03175155598658019
SIRET:11000201100044,Rectorat de NANTES,1,0.03161734979948727,0.05522822860393006,0.03161734979948727
SIRET:13002953100055,"Rectorat de la région académique Grand Est, rectorat de l'académie de Nancy-Metz",1,0.031602286271533164,0.055202557337084235,0.031602286271533164
NAME:cte communes erdre gesvres,Cté de Communes d'Erdre et Gesvres,2,0.03156804183545092,0.055822788944793755,0.016362163456260292
SIRET:19753472000010,Ecole Nationale Supérieure d'Arts et Métiers,1,0.03128773259657924,0.05466635861832703,0.03128773259657924
SIRET:17350111500864,SDIS44,1,0.03127670597005949,0.05464755754135564,0.03127670597005949
SIRET:17440005100010,Nantes Université,1,0.0312568322000919,0.054613670732520436,0.0312568322000919
SIRET:28440002500011,Centre de Gestion de la fonction publique territoriale de Loire-Atlantique,1,0.030616839894486048,0.05352186272635584,0.030616839894486048
SIRET:26490003600015,CHU ANGERS Etablissement support du Groupement Hospitalier de Territoire de Maine et Loire,1,0.030606042238111697,0.0535034329912244,0.030606042238111697
SIRET:13001044000019,I.F.C.E.,1,0.03058764280619497,0.05347202763009873,0.03058764280619497
SIRET:13000686900015,ACOSS,1,0.03057685512197983,0.0534536140860532,0.03057685512197983
SIREN:538208455,GCS E SANTE PAYS DE LA LOIRE,1,0.03011539039862432,0.052665650801009156,0.03011539039862432
SIREN:449073014,Syndicat Vendée des Iles,1,0.030083522391006645,0.05261121460463736,0.030083522391006645
NAME:communaute communes nozay,Communauté de Communes de Nozay,1,0.029867517049113834,0.05224216863223097,0.029867517049113834
NAME:cc pays st fulgent essarts,CC DU PAYS DE ST FULGENT LES ESSARTS,1,0.029856975517479234,0.05222415523345447,0.029856975517479234
SIREN:200071165,CA LES SABLES D OLONNE AGGLOMERATION,1,0.02976536552610165,0.05206759947442152,0.02976536552610165
SIREN:840423198,ANGERS LOIRE ECO,1,0.02935615576188233,0.05136801496868981,0.02935615576188233
NAME:drac pays loire,DRAC Pays de la Loire,1,0.029353784983132347,0.051363960599616676,0.029353784983132347
SIREN:218502268,Ville de Saint-Hilaire-de-Riez,1,0.029294009932313014,0.051261731847744074,0.029294009932313014
NAME:rectorat division scus,Rectorat Division Scus,1,0.029197245889592827,0.051096223604171986,0.029197245889592827
SIREN:200055812,Commune Bagnoles de l'Orne Normandie,1,0.029106574822640008,0.05094111451698191,0.029106574822640008
NAME:groupement transamo cenovia,GROUPEMENT TRANSAMO - CENOVIA,1,0.029104060243641983,0.050936812569861156,0.029104060243641983
SIREN:130013097,ECOLE NATIONALE SUPERIEURE MARITIME,1,0.028918464739229655,0.05061924922895056,0.028918464739229655
SIREN:218500478,Commune de Challans,1,0.028908248187719865,0.05060176554488682,0.028908248187719865
SIREN:268502424,C.H.D La Roche Sur Yon-Luçon-Montaigu,1,0.028898035138186673,0.05058428757786171,0.028898035138186673
SIREN:794885913,Saumur Agglopropreté,1,0.02887761954055179,0.050549348788339166,0.02887761954055179
SIREN:379774177,CIF GIE GEIPCI,1,0.028472706434784945,0.04985616186909869,0.028472706434784945
SIREN:753000611,SATT OUEST VALORISATION,1,0.028472706434784945,0.04985616186909869,0.028472706434784945
SIREN:217200955,ville de Coulaines,1,0.028452582515254954,0.049821699607904724,0.028452582515254954
SIREN:200033298,COMMUNAUTE de COMMUNES des COEVRONS,1,0.02842242252115479,0.04977004853685574,0.02842242252115479
NAME:sna ouest,SNA/ouest,1,0.028207652014827778,0.04940216957037713,0.028207652014827778
NAME:epsilon centrale achat informatique,EPSILON CENTRALE D'ACHAT INFORMATIQUE,1,0.02794663497293748,0.04895491071538638,0.02794663497293748
NAME:communaute communes vie boulogne,Communauté de Communes Vie et Boulogne,1,0.027936751880059507,0.048937972254878725,0.027936751880059507
NAME:crdc lieu unique,CRDC LE LIEU UNIQUE,1,0.027927856435497334,0.048922726286188434,0.027927856435497334
NAME:bretagne developpement innovation,Bretagne Développement Innovation,1,0.0279169958771891,0.048904112010018874,0.0279169958771891
NAME:groupe etude controle vari,Groupe d'étude et de contrôle des vari,1,0.02790712296500697,0.04888719022243493,0.02790712296500697
NAME:mte dgpr srn service central vigicrues,MTE/DGPR/SRN/service central Vigicrues,1,0.02766054201599122,0.04846447622665573,0.02766054201599122
NAME:lpo touchard washington,LPO Touchard Washington,1,0.027611327986818868,0.048380089257453074,0.027611327986818868
NAME:saelsi,SAELSI,1,0.027562845252865564,0.04829694995250633,0.027562845252865564
NAME:dreal bretagne,DREAL BRETAGNE,2,0.027499652441733913,0.048706667711853946,0.013749826220866956
NAME:nantes metropole habitat,Nantes Métropole Habitat,2,0.02747992192489046,0.048672096986075886,0.01373996096244523
SIREN:200048551,CC PAYS DE CRAON,1,0.027223619868043003,0.04771506396443026,0.027223619868043003
NAME:ircec,IRCEC,1,0.027211629648264957,0.04769449110262647,0.027211629648264957
NAME:ars pays loire,ARS Pays de La Loire,1,0.027192372084754557,0.04766144810762396,0.027192372084754557
NAME:universite rennes 1,université de Rennes 1,1,0.027192372084754557,0.04766144810762396,0.027192372084754557
NAME:cci metropolitaine bretagne ouest,CCI METROPOLITAINE BRETAGNE OUEST,2,0.026742904415207214,0.047379939898571255,0.013759698463699288
NAME:ctre national enst distance,CTRE NATIONAL D ENST A DISTANCE,1,0.026285911949868956,0.046104988077475983,0.026285911949868956
NAME:plate forme achats finances nord est,Plate Forme Achats Finances Nord Est,1,0.026267291823366845,0.04607299302119605,0.026267291823366845
NAME:mindef ema dc sca pfaf co rennes,MINDEF/EMA/DC SCA/PFAF CO Rennes,1,0.025831988837715203,0.04532474672884723,0.025831988837715203
NAME:sgami ouest bzamp,SGAMI OUEST BZAMP,1,0.025831988837715203,0.04532474672884723,0.025831988837715203
NAME:hop intercommunal baugeois val,HOP INTERCOMMUNAL DU BAUGEOIS ET VAL,1,0.025813681731964966,0.04529326741980999,0.025813681731964966
NAME:laval spla,LAVAL SPLA,1,0.025502393690602143,0.044757866848499805,0.025502393690602143
SIREN:264901893,CENTRE COMMUNAL D ACTION SOCIALE,1,0.02535700291934595,0.04450771317009816,0.02535700291934595
SIREN:211703004,Ville de La Rochelle,1,0.025312078099621438,0.04443040588163516,0.025312078099621438
NAME:groupement achats herm,Groupement d'achats de l'Herm,1,0.025248734754379498,0.044321394578780704,0.025248734754379498
SIREN:217902022,Ville de Parthenay,1,0.02484757221555922,0.043630761683096986,0.02484757221555922
SIREN:247200090,Communauté de communes de sablé,1,0.02484757221555922,0.043630761683096986,0.02484757221555922
SIREN:219300779,Ville de Villemomble,1,0.024829944982841523,0.04360040516207808,0.024829944982841523
SIREN:278000013,Baie de Somme Habitat,1,0.024829944982841523,0.04360040516207808,0.024829944982841523
SIREN:482414216,Le Voyage à Nantes,1,0.024821135937043493,0.043585234461804956,0.024821135937043493
NAME:cte cnes vallee clisson,Cté de Cnes de la Vallée de Clisson,1,0.024432358928773712,0.04291548679521673,0.024432358928773712
NAME:inra angers nantes,INRA Angers Nantes,1,0.024432358928773712,0.04291548679521673,0.024432358928773712
SIREN:940022890,CNDP,1,0.024365910378725708,0.0428009752083689,0.024365910378725708
SIREN:214401119,Commune de Notre Dame des Landes,1,0.024271695945570326,0.04263859411027038,0.024271695945570326
SIREN:828620831,SAINT NAZAIRE AGGLOMERATION TOURISME,1,0.024271695945570326,0.04263859411027038,0.024271695945570326
SIREN:268504453,Centre Hospitalier Loire Vendée Océan,1,0.0242372501535697,0.04257921994145897,0.0242372501535697
SIREN:213503642,Ville de Noyal-Châtillon sur Seiche,1,0.0242372501535697,0.04257921994145897,0.0242372501535697
SIREN:523699148,Ecole des Mines de Nantes,1,0.0242372501535697,0.04257921994145897,0.0242372501535697
NAME:plongeoir cite cirque,LE PLONGEOIR - CITE DU CIRQUE,1,0.02420711883726845,0.04252728002776529,0.02420711883726845
NAME:cte cnes pays chateau gontier,Cté cnes du Pays de Château de Gontier,1,0.02382134060552088,0.04186206669040371,0.02382134060552088
SIREN:173501115,Cour d'Appel de Rennes,1,0.023426926993440622,0.04118155122754219,0.023426926993440622
NAME:cte cnes portes briardes,Cté Cnes LES PORTES BRIARDES,1,0.023124563654957853,0.040659575792499125,0.023124563654957853
SIREN:244400586,COMMUNAUTE DE COMMUNES DU SUD ESTUAIRE,1,0.023062162630511418,0.040551821244713904,0.023062162630511418
SIREN:214402158,COMMUNE DE VERTOU,1,0.023037581040799116,0.04050937070865901,0.023037581040799116
SIREN:200052587,SYNDICAT MIXTE OUVERT ANJOU NUMERIQUE,1,0.023037581040799116,0.04050937070865901,0.023037581040799116
SIREN:860800077,Société Loire Atlantique Développement,1,0.023029392864128084,0.04049522999052613,0.023029392864128084
SIREN:241700434,COMMUNAUTE D AGGLOMERATION LA ROCHELLE,1,0.023029392864128084,0.04049522999052613,0.023029392864128084
SIREN:130025158,Casier judiciaire national,1,0.023029392864128084,0.04049522999052613,0.023029392864128084
SIREN:265300236,Centre hospitalier de Laval,1,0.023021207529177024,0.04048109400027633,0.023021207529177024
SIREN:515163749,CPAM de Loire-Atlantique,1,0.023021207529177024,0.04048109400027633,0.023021207529177024
SIREN:791052491,Ville d'Allonnes,1,0.02301302503500846,0.04046696273647399,0.02301302503500846
SIREN:214402158,Ville de Vertou,1,0.02301302503500846,0.04046696273647399,0.02301302503500846
SIREN:218502888,Ville de Talmont Saint Hilaire,1,0.02301302503500846,0.04046696273647399,0.02301302503500846
SIREN:265300087,Centre Hospitalier du Haut Anjou,1,0.02301302503500846,0.04046696273647399,0.02301302503500846
NAME:ecole national sup arts metiers,Ecole National Sup. d'Arts et Métiers,1,0.022633729287910076,0.03981171741716094,0.022633729287910076
SIREN:214400186,COMMUNE DE BOUAYE,1,0.022523972734883935,0.03962203751117821,0.022523972734883935
SIREN:211704150,Commune de Saintes,1,0.02251596290121738,0.039608193750538034,0.02251596290121738
SIREN:217200542,Commune de Champagné,1,0.022507955850368355,0.039594354627428,0.022507955850368355
SIREN:214401325,VILLE DE PORNICHET,1,0.02249995158141671,0.039580520140434006,0.02249995158141671
SIREN:247200348,Communauté de communes Pays Fléchois,1,0.02249995158141671,0.039580520140434006,0.02249995158141671
SIREN:217203207,MAIRIE DE SAINT SATURNIN,1,0.022491950093442625,0.03956669028814219,0.022491950093442625
SIREN:188500490,Chambre de Commerce et d'Industrie,1,0.022491950093442625,0.03956669028814219,0.022491950093442625
SIREN:217201540,Commune de La Flèche,1,0.022491950093442625,0.03956669028814219,0.022491950093442625
SIREN:403040850,Sarthe Habitat,1,0.02248395138552639,0.03955286506913902,0.02248395138552639
SIREN:180046013,Centre des monuments nationaux,1,0.02248395138552639,0.03955286506913902,0.02248395138552639
SIREN:214400459,MAIRIE DE CORDEMAIS,1,0.02173749739814157,0.03826191406316448,0.02173749739814157
NAME:centre gestion fonction publi,CENTRE DE GESTION DE LA FONCTION PUBLI,1,0.021426456587355425,0.03772354398523725,0.021426456587355425
NAME:cc pays chantonnay,CC DU PAYS DE CHANTONNAY,1,0.021395960145133563,0.03767074470622889,0.021395960145133563
SIREN:200058899,COMMUNE DE BEAUFORT EN ANJOU,1,0.021368004111884775,0.03762234150387589,0.021368004111884775
NAME:institut 4 10,INSTITUT 4.10,1,0.02053092813045443,0.03617204923157591,0.02053092813045443
NAME:espacil habitat,Espacil Habitat,1,0.020226183695730815,0.03564358930933087,0.020226183695730815
NAME:prefecture,Préfecture,1,0.020204562413920324,0.03560608614012839,0.020204562413920324
NAME:dreal pays loire,DREAL Pays de la Loire,1,0.020197360351436378,0.0355935935308922,0.020197360351436378
NAME:saem vendee,SAEM Vendée,1,0.02019016080327818,0.03558110514304935,0.02019016080327818
NAME:ccas angers,CCAS d'Angers,1,0.020079451396176173,0.035389050194028826,0.020079451396176173
NAME:semitan mandataire cun,"SEMITAN, mandataire de la CUN",1,0.020030091740299016,0.035303412061279626,0.020030091740299016
NAME:sm megalis,SM Mégalis,1,0.019788068629934874,0.034883411010030674,0.019788068629934874
SIREN:528848153,ALTER Public,1,0.01966970170170501,0.034677942288298236,0.01966970170170501
SIREN:927831396,Podeliha,1,0.019421999693983505,0.03424784310902229,0.019421999693983505
SIREN:248500415,Communauté Communes La Chataigneraie,1,0.019401221042040562,0.03421175640503915,0.019401221042040562
NAME:cesame ch sainte gemmes loire,CESAME - CH de Sainte Gemmes sur Loire,1,0.019131579742149074,0.03374335902308456,0.019131579742149074
SIREN:214400152,Mairie de Blain,1,0.018338458828084048,0.03236447763736705,0.018338458828084048
SIREN:200060010,MAUGES COMMUNAUTE,1,0.018331909506137944,0.032353084211015015,0.018331909506137944
SIREN:194401006,ECOLE CENTRALE DE NANTES,1,0.018318817747475125,0.03233030898756539,0.018318817747475125
SIREN:200053593,COMMUNE DE CHEMILLE EN ANJOU,1,0.0183122753092122,0.032318927188018653,0.0183122753092122
SIREN:245300355,Communauté de communes de l'Ernée,1,0.0183122753092122,0.032318927188018653,0.0183122753092122
NAME:cci reg ctre val loire,CCI DE REG CTRE VAL DE LOIRE,1,0.01824556153276069,0.032202859425148,0.01824556153276069
NAME:comcom vallees haut anjou,ComCom des Vallées du Haut-Anjou,1,0.01824556153276069,0.032202859425148,0.01824556153276069
NAME:etablissement public marais poitevi,ETABLISSEMENT PUBLIC DU MARAIS POITEVI,1,0.018239044771353297,0.032191521001246226,0.018239044771353297
NAME:c h s sarthe,C.H.S. de la Sarthe,1,0.018213000561656312,0.032146205887873425,0.018213000561656312
NAME:agrocampus ouest,Agrocampus Ouest,1,0.017983306388034803,0.031746474348071985,0.017983306388034803
NAME:centre gestion 87,CENTRE DE GESTION 87,1,0.017638242274020444,0.03114569806748002,0.017638242274020444
NAME:dir reg envir amenagement logt bretagn,DIR REG ENVIR AMENAGEMENT LOGT BRETAGN,1,0.017638242274020444,0.03114569806748002,0.017638242274020444
NAME:conservatoire littoral,Conservatoire du littoral,1,0.017631938532909563,0.031134719888854856,0.017631938532909563
NAME:mindef dga dt scat,MINDEF/DGA/DT/SCAT,1,0.017600452999542382,0.03107988515085003,0.017600452999542382
NAME:cnam,CNAM,1,0.017330995066598964,0.030610491089369862,0.017330995066598964
NAME:ville evron,Ville d'Evron,1,0.017312413982637942,0.03057811568555957,0.017312413982637942
NAME:dsna,DSNA,1,0.017306224638020784,0.030567331255431984,0.017306224638020784
NAME:e c s gendarmerie nationale,E.C.A.S. gendarmerie nationale,1,0.01730003746719533,0.030556550508918923,0.01730003746719533
NAME:sisto,SISTO,1,0.017214184206454375,0.030406945996763413,0.017214184206454375
NAME:cerema dtermed,CEREMA - DTerMed,1,0.017214184206454375,0.030406945996763413,0.017214184206454375
NAME:mindef sga dcsid esid bordeaux,MINDEF/SGA/DCSID/ESID Bordeaux,1,0.017214184206454375,0.030406945996763413,0.017214184206454375
NAME:synd mixte pays coutances,SYND MIXTE DU PAYS DE COUTANCES,1,0.017201876685483564,0.0303854977535728,0.017201876685483564
NAME:pole sante sarthe loire,Pole Santé Sarthe et Loire,1,0.017195726167436254,0.03037477912827302,0.017195726167436254
NAME:cte agglomeration choletais,Cté d'Agglomération du Choletais,1,0.017195726167436254,0.03037477912827302,0.017195726167436254
NAME:ec sup beaux arts tours angers mans,EC SUP BEAUX ARTS TOURS ANGERS MANS,1,0.01665252609298362,0.029427728269659892,0.01665252609298362
NAME:ville ancenis saint gereon,Ville d'Ancenis-Saint-Géréon,1,0.016640613337972843,0.029406949791581982,0.016640613337972843
NAME:o p h mans habitat,O.P.H LE MANS HABITAT,1,0.016378356619266676,0.028949418238255475,0.016378356619266676
NAME:sca pfaf so,SCA/PFAF SO,1,0.016362163456260292,0.028921161601454415,0.016362163456260292
NAME:crous rennes,CROUS de Rennes,1,0.01633875471263857,0.028880312706942246,0.01633875471263857
NAME:quinconces espal,Les Quinconces l'Espal,1,0.01633875471263857,0.028880312706942246,0.01633875471263857
NAME:centre gestion fpt loire atlantique,Centre de Gestion FPT Loire-Atlantique,1,0.01633875471263857,0.028880312706942246,0.01633875471263857
NAME:communaute communes huisne sarthoise,COMMUNAUTE COMMUNES HUISNE SARTHOISE,1,0.01597777084556995,0.028250197031992275,0.01597777084556995
NAME:inst interdpt bassin sevre niortaise,Inst. Interdpt bassin Sèvre Niortaise,1,0.01595490311814174,0.028210268292145013,0.01595490311814174
NAME:cci maine loire,CCI de Maine et Loire,1,0.015949191219072012,0.02820029467230689,0.015949191219072012
NAME:cpam sarthe,CPAM de la Sarthe,1,0.015949191219072012,0.02820029467230689,0.015949191219072012
NAME:hopital intercommunal sevre loire,Hopital Intercommunal Sèvre et Loire,1,0.015949191219072012,0.02820029467230689,0.015949191219072012
NAME:universite europeenne bretagne,Université Européenne de Bretagne,1,0.015712927536551624,0.02778767370568791,0.015712927536551624
NAME:inra formation permanente nationale,INRA - Formation permanente nationale,1,0.015707300882651043,0.02777784522169291,0.015707300882651043
NAME:com communes pays ancenis,Com Communes du Pays d'Ancenis,1,0.01373996096244523,0.024336048493037943,0.01373996096244523
NAME:centre hospitalier laval 53,Centre Hospitalier de Laval (53),1,0.01299253501949893,0.02302567395721955,0.01299253501949893
NAME:orchestre national pays loir,Orchestre National des Pays de la Loir,1,0.01299253501949893,0.02302567395721955,0.01299253501949893
NAME:sde35,SDE35,1,0.01299253501949893,0.02302567395721955,0.01299253501949893
NAME:comm comm doue fontaine,Comm Comm de Doué la Fontaine,1,0.012983205951507926,0.023009308709011744,0.012983205951507926
NAME:communaute communes pays redon,COMMUNAUTE COMMUNES PAYS DE REDON,1,0.012978543896745132,0.023001130344505794,0.012978543896745132
NAME:cte reg peches maritimes elevages mari,CTE REG PECHES MARITIMES ELEVAGES MARI,1,0.012978543896745132,0.023001130344505794,0.012978543896745132
NAME:centre hospitalier specialise blain,Centre Hospitalier Spécialisé de Blain,1,0.012969224742835905,0.0229847821300061,0.012969224742835905
NAME:ville avrille,Ville d'Avrillé,1,0.012969224742835905,0.0229847821300061,0.012969224742835905
NAME:residences saint alexandre,RESIDENCES SAINT ALEXANDRE,1,0.012964567642550384,0.022976612278139408,0.012964567642550384
NAME:sictom loir sarthe,SICTOM Loir et Sarthe,1,0.012964567642550384,0.022976612278139408,0.012964567642550384
NAME:smirgeom est sarthe,SMIRGEOM Est Sarthe,1,0.012011703336348378,0.021303769475823353,0.012011703336348378
