selected_method,eligible_contracts,events,event_rate,median_survival_months,survival_12m,survival_24m,survival_48m,survival_60m
M0 balanced,1661,183,0.11017459361830223,inf,0.9548229802345561,0.9435771453944917,0.9017562378976919,0.8770264160301731
