contract_id,buyer_key,buyer_name,SIREN,SIRET,buyer_key_type,segment,source_date,declared_duration_months,estimated_end_date,p_renewal_12m,p_renewal_24m,risk_tier,main_risk_reason,cpv_generic,data_quality_flags,prediction_date
BOAMP:22-30678,SIREN:225300011,DEPARTEMENT DE LA MAYENNE,225300011,,SIREN_ENRICHED,Data & AI,2022-03-01,12.0,2023-03-01,0.0381951965811278,0.0663814908625666,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:22-39639,SIREN:225300011,DEPARTEMENT DE LA MAYENNE,225300011,,SIREN_ENRICHED,Digital Workplace & Collaboration,2022-03-17,12.0,2023-03-17,0.0381951965811278,0.0663814908625666,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:22-90330,SIREN:860800077,Loire Atlantique développement,860800077,,SIREN_ENRICHED,IT Maintenance & Support,2022-09-20,12.0,2023-09-20,0.0381951965811278,0.0663814908625666,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:20-114714,SIREN:935367433,Conseil départemental Loire-Atlantique,935367433,,SIREN_ENRICHED,IT Maintenance & Support,2021-02-01,12.0,2022-02-01,0.0381818315320815,0.0663589434986652,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:20-117677,SIREN:935367433,Conseil départemental Loire-Atlantique,935367433,,SIREN_ENRICHED,IT Hardware & Equipment,2021-01-19,12.0,2022-01-19,0.0381818315320815,0.0663589434986652,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:20-125567,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Cloud & Infrastructure,2021-02-26,12.0,2022-02-26,0.0381818315320815,0.0663589434986652,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:21-151331,SIREN:831928452,FONDATION PARTENARIALE POLYTECH,831928452,,SIREN_ENRICHED,Digital Workplace & Collaboration,2021-11-17,12.0,2022-11-17,0.0381818315320815,0.0663589434986652,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:21-67771,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Cloud & Infrastructure,2021-10-08,12.0,2022-10-08,0.0381818315320815,0.0663589434986652,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:21-67894,SIREN:200071678,CA Agglomération du Choletais,200071678,,SIREN_ENRICHED,Data & AI,2021-12-09,12.0,2022-12-09,0.0381818315320815,0.0663589434986652,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:21-77546,SIREN:935367433,Conseil départemental Loire-Atlantique,935367433,,SIREN_ENRICHED,IT Maintenance & Support,2021-06-10,12.0,2022-06-10,0.0381818315320815,0.0663589434986652,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:21-77933,SIREN:830955068,ANGERS LOIRE TOURISME EXPO CONGRES,830955068,,SIREN_ENRICHED,Digital Workplace & Collaboration,2021-07-27,12.0,2022-07-27,0.0381818315320815,0.0663589434986652,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:21-81812,SIREN:200071553,CC Loire Layon Aubance,200071553,,SIREN_ENRICHED,Cloud & Infrastructure,2021-10-27,12.0,2022-10-27,0.0381818315320815,0.0663589434986652,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:19-181049,SIREN:233500016,CCI de région Bretagne,233500016,,SIREN_ENRICHED,Digital Workplace & Collaboration,2020-10-05,12.0,2021-10-05,0.03816847097407,0.0663364032491179,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:20-109382,SIREN:214401846,COMMUNE DE SAINT NAZAIRE,214401846,,SIREN_ENRICHED,IT Hardware & Equipment,2020-12-03,12.0,2021-12-03,0.03816847097407,0.0663364032491179,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:20-32737,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Digital Workplace & Collaboration,2020-10-29,12.0,2021-10-29,0.03816847097407,0.0663364032491179,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:20-68352,SIREN:935367433,Conseil départemental Loire-Atlantique,935367433,,SIREN_ENRICHED,IT Maintenance & Support,2020-05-28,12.0,2021-05-28,0.03816847097407,0.0663364032491179,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:19-1779,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Digital Workplace & Collaboration,2019-05-14,12.0,2020-05-14,0.0381551149057143,0.0663138701120497,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:19-185581,SIREN:224900019,Département de Maine-et-Loire,224900019,,SIREN_ENRICHED,Data & AI,2019-12-20,12.0,2020-12-20,0.0381551149057143,0.0663138701120497,Low,model-estimated recurrence probability,False,missing_cpv;,2026-07-09
BOAMP:19-51014,SIREN:110006012,Ministère des Affaires étrangères,110006012,,SIREN_ENRICHED,IT Hardware & Equipment,2019-03-29,12.0,2020-03-29,0.0381551149057143,0.0663138701120497,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:18-144441,SIREN:353686934,CAP ATLANTIQUE,353686934,,SIREN_ENRICHED,IT Hardware & Equipment,2018-10-17,12.0,2019-10-17,0.0381417633256352,0.0662913440855853,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:18-149893,SIREN:935367433,Conseil départemental Loire-Atlantique,935367433,,SIREN_ENRICHED,IT Maintenance & Support,2018-10-26,12.0,2019-10-26,0.0381417633256352,0.0662913440855853,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:18-26824,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Digital Workplace & Collaboration,2018-06-25,12.0,2019-06-25,0.0381417633256352,0.0662913440855853,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:18-30222,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Digital Workplace & Collaboration,2018-07-12,12.0,2019-07-12,0.0381417633256352,0.0662913440855853,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:18-38747,SIREN:217500016,Ville du Mans,217500016,,SIREN_ENRICHED,GIS & Mapping,2018-08-30,12.0,2019-08-30,0.0381417633256352,0.0662913440855853,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:18-58840,SIREN:381053768,La Cité des Congrès de Nantes,381053768,,SIREN_ENRICHED,IT Hardware & Equipment,2018-04-28,12.0,2019-04-28,0.0381417633256352,0.0662913440855853,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:16-139147,SIREN:391722881,GIE SESAM Vitale,391722881,,SIREN_ENRICHED,Digital Workplace & Collaboration,2017-06-21,12.0,2018-06-21,0.0381284162324544,0.0662688251678504,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:17-115008,SIREN:281700252,SDIS 17,281700252,,SIREN_ENRICHED,Data & AI,2017-08-10,12.0,2018-08-10,0.0381284162324544,0.0662688251678504,Low,model-estimated recurrence probability,False,missing_cpv;,2026-07-09
BOAMP:17-161917,SIREN:935367433,Conseil départemental Loire-Atlantique,935367433,,SIREN_ENRICHED,IT Maintenance & Support,2017-11-18,12.0,2018-11-18,0.0381284162324544,0.0662688251678504,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:17-58486,SIREN:264400136,CHU de Nantes,264400136,,SIREN_ENRICHED,Digital Workplace & Collaboration,2017-04-28,12.0,2018-04-28,0.0381284162324544,0.0662688251678504,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:17-71849,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Digital Workplace & Collaboration,2017-08-09,12.0,2018-08-09,0.0381284162324544,0.0662688251678504,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:16-79523,SIREN:214401846,Commune de Saint-Nazaire,214401846,,SIREN_ENRICHED,IT Hardware & Equipment,2016-10-03,12.0,2017-10-03,0.0381150736247933,0.0662463133569705,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:15-31641,SIREN:784301525,IRCANTEC,784301525,,SIREN_ENRICHED,Data & AI,2015-03-04,12.0,2016-03-04,0.0381017355012743,0.0662238086510712,Low,model-estimated recurrence probability,False,missing_cpv;,2026-07-09
BOAMP:25-37800,SIRET:24850058900317,La Roche sur Yon Agglomération (85),521017848,24850058900317,SIRET,Unknown,2025-04-04,4.92772667542707,2025-09-04,0.0379034355434927,0.065889173344846,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:24-5880,SIREN:834692402,CENOVIA CITES,834692402,,SIREN_ENRICHED,Unknown,2024-01-19,6.0,2024-07-19,0.0378999269783065,0.0658832516510883,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:24-65191,SIREN:194909701,Université d'Angers,194909701,,SIREN_ENRICHED,Unknown,2024-06-06,6.0,2024-12-06,0.0378999269783065,0.0658832516510883,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:24-61330,SIRET:20007023300016,"Terres de Montaigu, Communauté d'Agglomération (85)",,20007023300016,SIRET,Unknown,2024-05-29,5.0,2024-10-29,0.0378602810578729,0.0658163357574038,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:20-78639,SIREN:200052702,MAIRIE DE BAUGE EN ANJOU,200052702,,SIREN_ENRICHED,Unknown,2020-09-21,6.0,2021-03-21,0.0378468905367105,0.065793733806114,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:24-142269,SIRET:12001201800111,Direction de l'administration pénitentiaire,120012018,12001201800111,SIRET,Cybersecurity,2024-12-20,8.869908015768726,2025-09-20,0.0377923358101633,0.0657016457120418,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:24-83726,SIREN:200061778,Mayenne Très Haut Débit,200061778,,SIREN_ENRICHED,Telecom & Networks,2024-07-17,9.0,2025-04-17,0.0375412855756179,0.0652777748094983,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:25-63820,SIRET:26720016000013,CH LE MANS,,26720016000013,SIRET,Unknown,2025-06-08,6.0,2025-12-08,0.0374621829294973,0.0651441847801833,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:24-145315,SIREN:935367433,Conseil départemental Loire Atlantique,935367433,,SIREN_ENRICHED,Unknown,2024-12-28,8.0,2025-08-28,0.0370809643710994,0.0645001481647922,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:21-87993,SIREN:172800013,PREFECTURE D'EURE-ET-LOIR,172800013,,SIREN_ENRICHED,Unknown,2021-06-25,8.0,2022-02-25,0.0370420069284395,0.0644343116131681,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:16-108815,SIREN:214400558,VILLE DE LA BAULE-ESCOUBLAC,214400558,,SIREN_ENRICHED,Unknown,2016-07-21,8.0,2017-03-21,0.0369771652972543,0.0643247230619672,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:23-107376,SIREN:214401903,Ville de Saint Sébastien sur Loire,214401903,,SIREN_ENRICHED,Cybersecurity,2023-07-27,12.0,2024-07-27,0.0369488280204458,0.0642768269297813,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:23-117688,SIREN:284400017,SDIS 44,284400017,,SIREN_ENRICHED,Cybersecurity,2023-12-12,12.0,2024-12-12,0.0369488280204458,0.0642768269297813,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:23-159290,SIREN:244900015,Angers Loire Métropole,244900015,,SIREN_ENRICHED,Cybersecurity,2023-12-02,12.0,2024-12-02,0.0369488280204458,0.0642768269297813,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:23-24020,SIREN:214900995,Ville de Cholet,214900995,,SIREN_ENRICHED,Cybersecurity,2023-05-11,12.0,2024-05-11,0.0369488280204458,0.0642768269297813,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:23-47137,SIREN:532458809,Ville d'Angers,532458809,,SIREN_ENRICHED,Cybersecurity,2023-07-19,12.0,2024-07-19,0.0369488280204458,0.0642768269297813,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:23-86121,SIREN:228500013,Département de la Vendée,228500013,,SIREN_ENRICHED,Cybersecurity,2023-11-28,12.0,2024-11-28,0.0369488280204458,0.0642768269297813,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:23-94478,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Cybersecurity,2023-12-21,12.0,2024-12-21,0.0369488280204458,0.0642768269297813,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:22-12758,SIREN:532458809,Ville d'Angers,532458809,,SIREN_ENRICHED,Cybersecurity,2022-06-17,12.0,2023-06-17,0.0369358823454333,0.0642549452428192,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:22-72719,SIREN:532458809,Ville d'Angers,532458809,,SIREN_ENRICHED,Cybersecurity,2022-08-04,12.0,2023-08-04,0.0369358823454333,0.0642549452428192,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:21-16505,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Cybersecurity,2021-05-10,12.0,2022-05-10,0.0369229410322684,0.0642330704936646,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:21-25103,SIREN:200082139,COMMUNE LES SABLES D OLONNE,200082139,,SIREN_ENRICHED,Cybersecurity,2021-06-22,12.0,2022-06-22,0.0369229410322684,0.0642330704936646,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:21-69124,SIREN:935367433,Conseil départemental Loire-Atlantique,935367433,,SIREN_ENRICHED,Cybersecurity,2021-05-23,12.0,2022-05-23,0.0369229410322684,0.0642330704936646,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:21-93999,SIREN:200069474,COMMUNE DE OMBREE D ANJOU,200069474,,SIREN_ENRICHED,Cybersecurity,2021-07-09,12.0,2022-07-09,0.0369229410322684,0.0642330704936646,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:20-114032,SIREN:214400269,Ville de Carquefou,214400269,,SIREN_ENRICHED,Cybersecurity,2020-09-17,12.0,2021-09-17,0.0369100040796034,0.0642112026804661,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:20-11443,SIREN:214401846,COMMUNE DE SAINT NAZAIRE,214401846,,SIREN_ENRICHED,Cybersecurity,2020-05-29,12.0,2021-05-29,0.0369100040796034,0.0642112026804661,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:20-52846,SIREN:285300018,Sdis de la Mayenne,285300018,,SIREN_ENRICHED,Cybersecurity,2020-11-12,12.0,2021-11-12,0.0369100040796034,0.0642112026804661,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:20-70265,SIREN:228500013,Département de la Vendée,228500013,,SIREN_ENRICHED,Cybersecurity,2020-09-19,12.0,2021-09-19,0.0369100040796034,0.0642112026804661,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:18-168544,SIREN:794304097,Nantes Métropole,794304097,,SIREN_ENRICHED,Cybersecurity,2019-03-19,12.0,2020-03-19,0.0368970714860906,0.064189341801372,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:19-10428,SIREN:228500013,Département de la Vendée,228500013,,SIREN_ENRICHED,Cybersecurity,2019-05-16,12.0,2020-05-16,0.0368970714860906,0.064189341801372,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:19-105133,SIREN:200084655,Ville de Château-Gontier,200084655,,SIREN_ENRICHED,Cybersecurity,2019-07-10,12.0,2020-07-10,0.0368970714860906,0.064189341801372,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:19-131092,SIREN:284400017,SDIS 44,284400017,,SIREN_ENRICHED,Cybersecurity,2019-08-30,12.0,2020-08-30,0.0368970714860906,0.064189341801372,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:19-21908,SIREN:935367433,Conseil départemental Loire-Atlantique,935367433,,SIREN_ENRICHED,Cybersecurity,2019-09-24,12.0,2020-09-24,0.0368970714860906,0.064189341801372,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:19-32405,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Cybersecurity,2019-06-27,12.0,2020-06-27,0.0368970714860906,0.064189341801372,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:19-51855,SIREN:228500013,Département de la Vendée,228500013,,SIREN_ENRICHED,Cybersecurity,2019-07-04,12.0,2020-07-04,0.0368970714860906,0.064189341801372,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:17-111330,SIREN:794304097,Nantes Métropole,794304097,,SIREN_ENRICHED,Cybersecurity,2018-01-16,12.0,2019-01-16,0.0368841432503831,0.0641674878545315,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:18-105237,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Cybersecurity,2018-07-26,12.0,2019-07-26,0.0368841432503831,0.0641674878545315,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:18-124536,SIREN:214401358,Ville de Le Pouliguen,214401358,,SIREN_ENRICHED,Cybersecurity,2018-09-06,12.0,2019-09-06,0.0368841432503831,0.0641674878545315,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:18-134465,SIREN:284400017,SDIS 44,284400017,,SIREN_ENRICHED,Cybersecurity,2018-01-03,12.0,2019-01-03,0.0368841432503831,0.0641674878545315,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:18-4239,SIREN:200067346,CA PORNIC AGGLO PAYS DE RETZ,200067346,,SIREN_ENRICHED,Cybersecurity,2018-03-19,12.0,2019-03-19,0.0368841432503831,0.0641674878545315,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:17-22230,SIREN:214401622,Commune de Saint-Herblain,214401622,,SIREN_ENRICHED,Cybersecurity,2017-05-18,12.0,2018-05-18,0.0368712193711339,0.0641456408380938,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:17-90049,SIREN:391722881,GIE SESAM Vitale,391722881,,SIREN_ENRICHED,Cybersecurity,2017-06-28,12.0,2018-06-28,0.0368712193711339,0.0641456408380938,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:16-118533,SIREN:287200265,SDIS de la Sarthe,287200265,,SIREN_ENRICHED,Cybersecurity,2016-10-31,12.0,2017-10-31,0.0368582998469966,0.0641238007502081,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:16-183705,SIREN:285300018,Sdis de la Mayenne,285300018,,SIREN_ENRICHED,Cybersecurity,2016-12-24,12.0,2017-12-24,0.0368582998469966,0.0641238007502081,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:16-85552,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Cybersecurity,2016-10-14,12.0,2017-10-14,0.0368582998469966,0.0641238007502081,Low,model-estimated recurrence probability,True,,2026-07-09
BOAMP:23-16483,SIREN:798203576,SPL EAU DU BASSIN RENNAIS,798203576,,SIREN_ENRICHED,IT Services & Consulting,2023-02-03,30.0,2025-08-03,0.0367413698556772,0.0639261142123225,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:17-69162,SIREN:247200132,Le Mans Métropole - Communauté Urbaine,247200132,,SIREN_ENRICHED,IT Services & Consulting,2017-10-30,30.0,2020-04-30,0.0366641803694938,0.0637955951084622,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:17-23389,SIREN:865800767,Loire Ocean developpement,865800767,,SIREN_ENRICHED,Unknown,2017-02-16,9.0,2017-11-16,0.0365879999457472,0.0636667670437444,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:22-120791,SIREN:244900015,Angers Loire Métropole,244900015,,SIREN_ENRICHED,Telecom & Networks,2023-01-30,12.0,2024-01-30,0.0363176382373029,0.0632094389240425,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:23-85344,SIREN:130026123,UNIVERSITE GUSTAVE EIFFEL,130026123,,SIREN_ENRICHED,Telecom & Networks,2023-06-23,12.0,2024-06-23,0.0363176382373029,0.0632094389240425,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:23-85790,SIREN:130026123,UNIVERSITE GUSTAVE EIFFEL,130026123,,SIREN_ENRICHED,Telecom & Networks,2023-06-23,12.0,2024-06-23,0.0363176382373029,0.0632094389240425,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:23-86585,SIREN:200071900,Vendée Grand Littoral,200071900,,SIREN_ENRICHED,Telecom & Networks,2023-06-22,12.0,2024-06-22,0.0363176382373029,0.0632094389240425,Low,model-estimated recurrence probability,True,,2026-07-09
BOAMP:22-15069,SIREN:244900015,Angers Loire Métropole,244900015,,SIREN_ENRICHED,Telecom & Networks,2022-05-13,12.0,2023-05-13,0.0363049053739772,0.063187896068987,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:22-35887,SIREN:200067635,Clisson Sèvre et Maine Agglo,200067635,,SIREN_ENRICHED,Telecom & Networks,2022-06-21,12.0,2023-06-21,0.0363049053739772,0.063187896068987,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:22-73696,SIREN:217500016,Ville du Mans,217500016,,SIREN_ENRICHED,Telecom & Networks,2022-08-16,12.0,2023-08-16,0.0363049053739772,0.063187896068987,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:22-95015,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Telecom & Networks,2022-07-09,12.0,2023-07-09,0.0363049053739772,0.063187896068987,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:20-138135,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Telecom & Networks,2021-02-10,12.0,2022-02-10,0.0362921768066404,0.0631663600610324,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:21-121431,SIREN:532458809,Ville d'Angers,532458809,,SIREN_ENRICHED,Telecom & Networks,2021-09-30,12.0,2022-09-30,0.0362921768066404,0.0631663600610324,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:21-88585,SIREN:922749635,ENSA Nantes,922749635,,SIREN_ENRICHED,Telecom & Networks,2021-10-27,12.0,2022-10-27,0.0362921768066404,0.0631663600610324,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:20-111698,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Telecom & Networks,2020-12-04,12.0,2021-12-04,0.0362794525339609,0.0631448308983402,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:20-120545,SIREN:130001704,DIR INTERDEPARTEMENTALE DES RTE OUEST,130001704,,SIREN_ENRICHED,Telecom & Networks,2020-12-03,12.0,2021-12-03,0.0362794525339609,0.0631448308983402,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:20-27109,SIREN:214400202,Ville de Bouguenais,214400202,,SIREN_ENRICHED,Telecom & Networks,2020-02-23,12.0,2021-02-23,0.0362794525339609,0.0631448308983402,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:20-56147,SIREN:200069474,COMMUNE DE OMBREE D ANJOU,200069474,,SIREN_ENRICHED,Telecom & Networks,2020-04-23,12.0,2021-04-23,0.0362794525339609,0.0631448308983402,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:20-61130,SIREN:214400202,Ville de Bouguenais,214400202,,SIREN_ENRICHED,Telecom & Networks,2020-10-22,12.0,2021-10-22,0.0362794525339609,0.0631448308983402,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:20-70855,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Telecom & Networks,2020-06-02,12.0,2021-06-02,0.0362794525339609,0.0631448308983402,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:19-111839,SIREN:935367433,Conseil départemental Loire-Atlantique,935367433,,SIREN_ENRICHED,Telecom & Networks,2019-07-20,12.0,2020-07-20,0.0362667325546073,0.0631233085790714,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:19-157359,SIREN:214401846,COMMUNE DE SAINT NAZAIRE,214401846,,SIREN_ENRICHED,Telecom & Networks,2019-12-26,12.0,2020-12-26,0.0362667325546073,0.0631233085790714,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:19-165120,SIREN:264400136,CHU de Nantes,264400136,,SIREN_ENRICHED,Telecom & Networks,2019-10-30,12.0,2020-10-30,0.0362667325546073,0.0631233085790714,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:19-184534,SIREN:214400202,Ville de Bouguenais,214400202,,SIREN_ENRICHED,Telecom & Networks,2019-12-11,12.0,2020-12-11,0.0362667325546073,0.0631233085790714,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:19-81470,SIREN:935367433,Conseil départemental Loire-Atlantique,935367433,,SIREN_ENRICHED,Telecom & Networks,2019-05-24,12.0,2020-05-24,0.0362667325546073,0.0631233085790714,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:19-91082,SIREN:224900019,Département de Maine-et-Loire,224900019,,SIREN_ENRICHED,Telecom & Networks,2019-06-16,12.0,2020-06-16,0.0362667325546073,0.0631233085790714,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:17-123595,SIREN:244400404,METROPOLE NANTES METROPOLE,244400404,,SIREN_ENRICHED,Telecom & Networks,2018-01-18,12.0,2019-01-18,0.0362540168672488,0.0631017931013879,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:17-138140,SIREN:214400558,Commune de La Baule,214400558,,SIREN_ENRICHED,Telecom & Networks,2018-01-02,12.0,2019-01-02,0.0362540168672488,0.0631017931013879,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:18-12557,SIREN:381053768,La Cité des Congrès de Nantes,381053768,,SIREN_ENRICHED,Telecom & Networks,2018-01-28,12.0,2019-01-28,0.0362540168672488,0.0631017931013879,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:18-25585,SIREN:244900015,Angers Loire Métropole,244900015,,SIREN_ENRICHED,Telecom & Networks,2018-02-22,12.0,2019-02-22,0.0362540168672488,0.0631017931013879,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:18-265,SIREN:234400034,Conseil régional des Pays de la Loire,234400034,,SIREN_ENRICHED,Telecom & Networks,2018-06-27,12.0,2019-06-27,0.0362540168672488,0.0631017931013879,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:18-27476,SIREN:194909701,Université d'Angers,194909701,,SIREN_ENRICHED,Telecom & Networks,2018-06-01,12.0,2019-06-01,0.0362540168672488,0.0631017931013879,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:18-32739,SIREN:214400558,Commune de La Baule,214400558,,SIREN_ENRICHED,Telecom & Networks,2018-03-08,12.0,2019-03-08,0.0362540168672488,0.0631017931013879,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:18-60154,SIREN:244900015,Angers Loire Métropole,244900015,,SIREN_ENRICHED,Telecom & Networks,2018-12-06,12.0,2019-12-06,0.0362540168672488,0.0631017931013879,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:18-94803,SIREN:264400136,CHU de Nantes,264400136,,SIREN_ENRICHED,Telecom & Networks,2018-07-06,12.0,2019-07-06,0.0362540168672488,0.0631017931013879,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:16-151887,SIREN:214400269,Ville de Carquefou,214400269,,SIREN_ENRICHED,Telecom & Networks,2017-02-01,12.0,2018-02-01,0.0362413054705548,0.0630802844634517,Low,model-estimated recurrence probability,False,,2026-07-09
BOAMP:17-167643,SIREN:935367433,Conseil départemental Loire-Atlantique,935367433,,SIREN_ENRICHED,Telecom & Networks,2017-11-28,12.0,2018-11-28,0.0362413054705548,0.0630802844634517,Low,model-estimated recurrence probability,False,,2026-07-09
