contract_id,source,buyer_key,cpv_div2,category_label,start_date,declared_duration_months,event,observed_duration_months,censoring_duration_months,renewal_duration_months,renewal_contract_id,amount_clean,type_procedure,type_marche,dur_was_imputed,estimated_end_date,start_date_source,link_method,composite_score,text_similarity,cpv_match_score,cpv_used_in_score,temporal_score,flag_amount_zero,flag_amount_tiny,flag_amount_ceiling,best_composite_score,second_best_composite_score,score_margin,n_candidates_for_source,single_candidate_match,high_confidence_strict
BOAMP:15-30947,BOAMP,NAME:smictom de la vallee de l authion,48.0,Software & Applications,2015-03-02,12.0,0,118.0,118.0,,,150000.0,OUVERT,SERVICES,False,2016-03-01,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-31464,BOAMP,SIREN:285300018,,Unknown,2015-03-02,36.0,1,33.54,,33.54,BOAMP:17-176560,,OUVERT,FOURNITURES,False,2018-03-01,publication_date,sentence_transformers,0.7812,0.6922,,False,0.7951,0,0,0,0.7812,,,1,True,False
BOAMP:15-31513,BOAMP,SIREN:214401432,38.0,Unknown,2015-03-02,48.0,1,51.12,,51.12,BOAMP:19-87143,,OUVERT,FOURNITURES,False,2019-03-02,publication_date,sentence_transformers,0.5101,0.2113,,False,0.7403,0,0,0,0.5101,,,1,True,False
BOAMP:15-20937,BOAMP,SIREN:214401093,44.0,Unknown,2015-03-03,48.0,1,47.17,,47.17,BOAMP:19-17307,,OUVERT,FOURNITURES,False,2019-03-03,publication_date,sentence_transformers,0.8606,0.686,1.0,True,0.9312,0,0,0,0.8606,0.4367,0.4239,4,False,True
BOAMP:15-32168,BOAMP,SIREN:234400034,72.0,IT Services & Consulting,2015-07-21,24.0,1,24.11,,24.11,BOAMP:17-48788,,OUVERT,SERVICES,False,2017-07-20,attribution_award_date,sentence_transformers,0.5985,0.5009,0.2,True,0.9906,0,0,0,0.5985,0.5695,0.029,35,False,False
BOAMP:15-31641,BOAMP,SIREN:784301525,,Data & AI,2015-03-04,12.0,0,117.94,117.94,,,800000.0,OUVERT,FOURNITURES,False,2016-03-03,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-31797,BOAMP,NAME:acoss,72.0,IT Services & Consulting,2015-03-04,12.0,0,117.94,117.94,,,,OUVERT,SERVICES,False,2016-03-03,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-33241,BOAMP,SIREN:264400136,32.0,Telecom & Networks,2015-09-11,48.0,1,52.96,,52.96,BOAMP:20-19986,,OUVERT,FOURNITURES,True,2019-09-11,attribution_award_date,sentence_transformers,0.7516,0.5856,1.0,True,0.5869,0,0,0,0.7516,0.5274,0.2242,6,False,True
BOAMP:15-33752,BOAMP,SIREN:234400034,72.0,Cybersecurity,2015-06-29,48.0,1,52.76,,52.76,BOAMP:19-174098,,OUVERT,SERVICES,True,2019-06-29,attribution_award_date,sentence_transformers,0.5346,0.5347,0.2,True,0.6034,0,0,0,0.5346,0.5311,0.0034999999999999,19,False,False
BOAMP:15-34520,BOAMP,NAME:d angers,32.0,Telecom & Networks,2015-03-06,48.0,0,117.87,117.87,,,,PROCEDURE_ADAPTE,FOURNITURES,True,2019-03-06,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-37182,BOAMP,NAME:mindef dga dt scat,35.0,Cybersecurity,2015-03-11,48.0,0,117.71,117.71,,,,NEGOCIE,,False,2019-03-11,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-42843,BOAMP,NAME:cte de cnes de l ile de noirmoutier,72.0,IT Services & Consulting,2015-03-24,48.0,0,117.28,117.28,,,,OUVERT,SERVICES,False,2019-03-24,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-44999,BOAMP,NAME:conseil general de la vendee,39.0,Cybersecurity,2015-03-24,48.0,1,52.86,,52.86,BOAMP:19-126819,,OUVERT,,True,2019-03-24,publication_date,sentence_transformers,0.5379,0.336,,False,0.5952,0,0,0,0.5379,,,1,True,False
BOAMP:15-47591,BOAMP,SIREN:532458809,32.0,Telecom & Networks,2015-03-27,36.0,1,24.84,,24.84,BOAMP:17-55172,,PROCEDURE_ADAPTE,,False,2018-03-26,publication_date,sentence_transformers,0.3211,0.3929,0.0,True,0.0696,0,0,0,0.3211,0.3099,0.0111999999999999,2,False,False
BOAMP:15-47696,BOAMP,SIREN:110006012,72.0,IT Services & Consulting,2015-03-30,48.0,1,47.21,,47.21,BOAMP:19-34512,,OUVERT,SERVICES,False,2019-03-30,publication_date,sentence_transformers,0.539,0.5056,0.0,True,0.934,0,0,0,0.539,0.496,0.043,2,False,False
BOAMP:15-31076,BOAMP,SIREN:218501914,35.0,Cybersecurity,2015-04-01,48.0,1,54.34,,54.34,BOAMP:19-154710,,PROCEDURE_ADAPTE,,False,2019-04-01,publication_date,sentence_transformers,0.4741,0.5742,0.0,True,0.472,0,0,0,0.4741,0.328,0.1461,2,False,False
BOAMP:15-50314,BOAMP,SIREN:110006012,72.0,IT Services & Consulting,2015-04-02,48.0,1,47.11,,47.11,BOAMP:19-34512,,OUVERT,,True,2019-04-02,publication_date,sentence_transformers,0.49,0.3871,0.0,True,0.9258,0,0,0,0.49,0.4412,0.0488,2,False,False
BOAMP:15-51571,BOAMP,NAME:residences saint alexandre,48.0,Software & Applications,2015-04-07,48.0,0,116.82,116.82,,,,OUVERT,,True,2019-04-07,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-52664,BOAMP,SIREN:110006012,72.0,IT Services & Consulting,2015-04-08,48.0,1,46.91,,46.91,BOAMP:19-34512,,OUVERT,SERVICES,False,2019-04-08,publication_date,sentence_transformers,0.5154,0.4589,0.0,True,0.9093,0,0,0,0.5154,0.4439,0.0714999999999999,2,False,False
BOAMP:15-53947,BOAMP,SIREN:214401622,48.0,Software & Applications,2015-04-10,48.0,1,50.82,,50.82,BOAMP:19-104228,,PROCEDURE_ADAPTE,SERVICES,True,2019-04-10,publication_date,sentence_transformers,0.4468,0.3594,0.0,True,0.7649,0,0,0,0.4468,,,1,True,False
BOAMP:15-54892,BOAMP,SIREN:288500010,32.0,Telecom & Networks,2015-04-10,48.0,0,116.72,116.72,,,,OUVERT,,True,2019-04-10,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-54272,BOAMP,SIREN:264900390,,Unknown,2015-04-10,44.0,0,116.72,116.72,,,,OUVERT,,False,2018-12-09,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-54977,BOAMP,NAME:conseil general de la sarthe,64.0,Digital Workplace & Collaboration,2015-04-13,48.0,0,116.62,116.62,,,,OUVERT,SERVICES,True,2019-04-13,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-55213,BOAMP,SIREN:451324974,32.0,Telecom & Networks,2015-04-13,12.0,0,116.62,116.62,,,,OUVERT,,False,2016-04-12,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-56123,BOAMP,SIREN:247200132,45.0,Unknown,2015-04-14,48.0,1,47.37,,47.37,BOAMP:18-146639,,PROCEDURE_ADAPTE,,True,2019-04-14,publication_date,sentence_transformers,0.5164,0.4421,0.0,True,0.9477,0,0,0,0.5164,0.3858,0.1306,3,False,False
BOAMP:15-56649,BOAMP,SIREN:234400034,72.0,IT Services & Consulting,2015-04-14,12.0,1,7.79,,7.79,BOAMP:15-141361,,OUVERT,SERVICES,False,2016-04-13,publication_date,sentence_transformers,0.6309,0.2529,1.0,True,0.6488,0,0,0,0.6309,0.4737,0.1572,9,False,False
BOAMP:15-55527,BOAMP,NAME:cdc du pays de saint gilles cx de vie,48.0,Software & Applications,2015-04-14,48.0,1,42.18,,42.18,BOAMP:18-52482,,OUVERT,SERVICES,True,2019-04-14,publication_date,sentence_transformers,0.6851,0.4552,1.0,True,0.5151,0,0,0,0.6851,0.4443,0.2408,3,False,False
BOAMP:15-56918,BOAMP,NAME:vallet,32.0,Telecom & Networks,2015-04-15,12.0,0,116.56,116.56,,,,PROCEDURE_ADAPTE,,False,2016-04-14,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-56776,BOAMP,SIREN:532458809,32.0,Telecom & Networks,2015-04-15,48.0,1,45.24,,45.24,BOAMP:19-10579,,PROCEDURE_ADAPTE,,True,2019-04-15,publication_date,sentence_transformers,0.4669,0.4074,0.0,True,0.7697,0,0,0,0.4669,0.4214,0.0454999999999999,2,False,False
BOAMP:15-58339,BOAMP,NAME:cnieg,72.0,IT Services & Consulting,2015-07-22,48.0,1,47.4,,47.4,BOAMP:19-103125,,OUVERT,SERVICES,False,2019-07-22,attribution_award_date,sentence_transformers,0.5271,0.3426,0.2,True,0.9504,0,0,0,0.5271,0.4215,0.1056,4,False,False
BOAMP:15-58989,BOAMP,NAME:ccir pays de la loire,48.0,Software & Applications,2015-04-17,48.0,1,44.32,,44.32,BOAMP:18-148384,,OUVERT,,True,2019-04-17,publication_date,sentence_transformers,0.5413,0.6317,0.0,True,0.6931,0,0,0,0.5413,0.5011,0.0402,4,False,False
BOAMP:15-59370,BOAMP,SIREN:264400136,72.0,IT Services & Consulting,2015-04-20,48.0,1,37.55,,37.55,BOAMP:18-76556,,PROCEDURE_ADAPTE,SERVICES,False,2019-04-20,publication_date,sentence_transformers,0.5839,0.3953,1.0,True,0.1291,0,0,0,0.5839,0.5825,0.0013999999999999,10,False,False
BOAMP:15-59556,BOAMP,NAME:conseil general de loire atlantique,35.0,Cybersecurity,2015-08-24,48.0,0,112.25,112.25,,,200000.0,OUVERT,,False,2019-08-24,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-64142,BOAMP,SIREN:264400136,48.0,Software & Applications,2015-04-24,48.0,1,47.77,,47.77,BOAMP:19-59985,,PROCEDURE_ADAPTE,,True,2019-04-24,publication_date,sentence_transformers,0.5772,0.4528,0.2,True,0.9805,0,0,0,0.5772,0.4733,0.1039,9,False,False
BOAMP:15-50024,BOAMP,SIREN:258500222,35.0,Cybersecurity,2015-06-25,6.0,0,114.22,114.22,,,,PROCEDURE_ADAPTE,,False,2015-12-24,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-63153,BOAMP,SIREN:258500222,45.0,Unknown,2015-04-27,48.0,1,48.59,,48.59,BOAMP:19-75795,,PROCEDURE_ADAPTE,,True,2019-04-27,publication_date,sentence_transformers,0.5256,0.4633,0.0,True,0.9511,0,0,0,0.5256,,,1,True,False
BOAMP:15-64904,BOAMP,SIREN:288500010,48.0,Software & Applications,2015-04-28,68.0,1,71.48,,71.48,BOAMP:20-137315,,PROCEDURE_ADAPTE,,False,2020-12-26,publication_date,sentence_transformers,0.4645,0.4315,0.0,True,0.7096,0,0,0,0.4645,0.4543,0.0102,3,False,False
BOAMP:15-65940,BOAMP,NAME:pole sante sarthe et loire,72.0,IT Maintenance & Support,2015-04-29,48.0,0,116.1,116.1,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-04-29,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-65742,BOAMP,NAME:ville du mans,32.0,Telecom & Networks,2015-07-10,48.0,1,46.42,,46.42,BOAMP:19-80774,,PROCEDURE_ADAPTE,,True,2019-07-10,attribution_award_date,sentence_transformers,0.5812,0.2806,,False,0.8683,0,0,0,0.5812,0.5456,0.0356,6,False,False
BOAMP:15-68078,BOAMP,NAME:dir ouest,32.0,Telecom & Networks,2015-05-04,48.0,1,52.99,,52.99,BOAMP:19-71182,240000.0,OUVERT,SERVICES,False,2019-05-04,publication_date,sentence_transformers,0.8463,0.8236,1.0,True,0.5842,0,0,0,0.8463,,,1,True,False
BOAMP:15-67480,BOAMP,NAME:syndicat departemental d energie,48.0,Software & Applications,2015-05-04,48.0,0,115.93,115.93,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-05-04,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-70236,BOAMP,SIREN:288500010,72.0,IT Services & Consulting,2015-05-06,42.0,0,115.87,115.87,,,,PROCEDURE_ADAPTE,SERVICES,False,2018-11-04,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-71156,BOAMP,SIREN:194909701,48.0,Software & Applications,2015-10-06,48.0,1,58.94,,58.94,BOAMP:20-47300,,OUVERT,,False,2019-10-06,attribution_award_date,sentence_transformers,0.675,0.6432,1.0,True,0.0887,0,0,0,0.675,0.3542,0.3208,2,False,False
BOAMP:15-72457,BOAMP,SIREN:234400034,72.0,IT Services & Consulting,2015-05-12,12.0,1,6.87,,6.87,BOAMP:15-141361,,OUVERT,SERVICES,False,2016-05-11,publication_date,sentence_transformers,0.6352,0.302,1.0,True,0.5722,0,0,0,0.6352,0.4918,0.1433999999999999,7,False,False
BOAMP:15-78724,BOAMP,NAME:e collectivites vendee,72.0,IT Services & Consulting,2015-05-22,48.0,1,58.64,,58.64,BOAMP:19-180395,,PROCEDURE_ADAPTE,SERVICES,True,2019-05-22,publication_date,sentence_transformers,0.3829,0.5256,0.0,True,0.1133,0,0,0,0.3829,,,1,True,False
BOAMP:15-78916,BOAMP,SIREN:264400136,72.0,IT Services & Consulting,2015-05-22,48.0,1,39.29,,39.29,BOAMP:18-121819,,PROCEDURE_ADAPTE,SERVICES,True,2019-05-22,publication_date,sentence_transformers,0.5893,0.3363,1.0,True,0.2742,0,0,0,0.5893,0.5882,0.0011000000000001,6,False,False
BOAMP:15-78924,BOAMP,SIREN:234400034,,Telecom & Networks,2015-05-26,12.0,1,16.79,,16.79,BOAMP:16-96174,,OUVERT,SERVICES,False,2016-05-25,publication_date,sentence_transformers,0.6599,0.5617,,False,0.6011,0,0,0,0.6599,0.6532,0.0067,8,False,False
BOAMP:15-81386,BOAMP,NAME:gpm de nantes st nazaire,48.0,Software & Applications,2015-05-28,48.0,1,48.29,,48.29,BOAMP:19-87510,600000.0,DIALOGUE_COMPETITIF,SERVICES,True,2019-05-28,publication_date,sentence_transformers,0.5808,0.4641,0.2,True,0.9757,0,0,0,0.5808,0.4043,0.1765,3,False,False
BOAMP:15-81231,BOAMP,NAME:saem vendee,72.0,IT Services & Consulting,2015-09-28,48.0,0,111.1,111.1,,,,OUVERT,SERVICES,True,2019-09-28,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-82510,BOAMP,NAME:cg49,,Data & AI,2015-06-01,48.0,0,115.01,115.01,,,,OUVERT,,True,2019-06-01,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-82236,BOAMP,SIREN:214401432,38.0,Unknown,2015-06-01,48.0,0,115.01,115.01,,,1090000.0,OUVERT,,False,2019-06-01,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-83632,BOAMP,SIREN:264400136,72.0,IT Services & Consulting,2015-06-03,48.0,1,36.1,,36.1,BOAMP:18-76556,,PROCEDURE_ADAPTE,SERVICES,True,2019-06-03,publication_date,sentence_transformers,0.7421,0.851,1.0,True,0.0087,0,0,0,0.7421,0.5482,0.1938999999999999,11,False,True
BOAMP:15-85320,BOAMP,SIREN:110006012,48.0,Software & Applications,2015-06-04,48.0,1,45.04,,45.04,BOAMP:19-34512,,PROCEDURE_ADAPTE,,True,2019-06-04,publication_date,sentence_transformers,0.4439,0.3581,0.0,True,0.7533,0,0,0,0.4439,0.4364,0.0075,2,False,False
BOAMP:15-84881,BOAMP,NAME:nantes metropole,48.0,Software & Applications,2015-10-14,48.0,1,47.83,,47.83,BOAMP:19-151382,,OUVERT,SERVICES,False,2019-10-14,attribution_award_date,sentence_transformers,0.6627,0.6637,0.2,True,0.986,0,0,0,0.6627,0.5581,0.1045999999999999,24,False,False
BOAMP:15-86218,BOAMP,SIREN:264400136,35.0,Cybersecurity,2015-06-05,48.0,1,49.01,,49.01,BOAMP:19-103545,,PROCEDURE_ADAPTE,,False,2019-06-05,publication_date,sentence_transformers,0.4766,0.3587,0.0,True,0.9155,0,0,0,0.4766,0.4105,0.0661,10,False,False
BOAMP:15-87511,BOAMP,SIREN:265300087,,Telecom & Networks,2015-06-09,48.0,0,114.75,114.75,,,,OUVERT,SERVICES,True,2019-06-09,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-69493,BOAMP,NAME:ademe,72.0,Data & AI,2015-06-10,11.0,1,7.29,,7.29,BOAMP:16-1046,,OUVERT,SERVICES,False,2016-05-09,publication_date,sentence_transformers,0.508,0.4245,0.2,True,0.6911,0,0,0,0.508,0.3474,0.1606,2,False,False
BOAMP:15-89415,BOAMP,NAME:le mans,,Software & Applications,2015-06-11,48.0,1,42.97,,42.97,BOAMP:19-3707,,PROCEDURE_ADAPTE,SERVICES,True,2019-06-11,publication_date,sentence_transformers,0.5885,0.438,,False,0.5808,0,0,0,0.5885,0.5786,0.0099,5,False,False
BOAMP:15-89263,BOAMP,SIREN:258500222,72.0,Data & AI,2015-07-22,48.0,1,45.76,,45.76,BOAMP:19-75795,,PROCEDURE_ADAPTE,SERVICES,True,2019-07-22,attribution_award_date,sentence_transformers,0.6617,0.6224,0.4,True,0.8135,0,0,0,0.6617,,,1,True,False
BOAMP:15-90549,BOAMP,SIREN:242900769,72.0,IT Services & Consulting,2015-06-15,48.0,0,114.55,114.55,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-06-15,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-90148,BOAMP,SIREN:242900769,30.0,IT Hardware & Equipment,2015-06-15,48.0,0,114.55,114.55,,,,OUVERT,,True,2019-06-15,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-92216,BOAMP,SIREN:264400136,72.0,IT Services & Consulting,2015-06-16,48.0,1,48.65,,48.65,BOAMP:19-103545,,PROCEDURE_ADAPTE,,True,2019-06-16,publication_date,sentence_transformers,0.551,0.5297,0.0,True,0.9456,0,0,0,0.551,0.5151,0.0359,10,False,False
BOAMP:15-92588,BOAMP,SIREN:234400034,72.0,IT Services & Consulting,2015-10-08,12.0,1,12.35,,12.35,BOAMP:16-96174,,OUVERT,SERVICES,False,2016-10-07,attribution_award_date,sentence_transformers,0.5798,0.5891,0.0,True,0.9707,0,0,0,0.5798,0.5703,0.0094999999999999,16,False,False
BOAMP:15-94958,BOAMP,SIREN:791052491,,Telecom & Networks,2015-06-22,48.0,0,114.32,114.32,,,,OUVERT,SERVICES,True,2019-06-22,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-93928,BOAMP,NAME:cte d agglomeration du choletais,39.0,Cloud & Infrastructure,2015-06-22,48.0,0,114.32,114.32,,,,OUVERT,,True,2019-06-22,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-95100,BOAMP,SIREN:247200132,31.0,Telecom & Networks,2015-06-22,48.0,1,48.59,,48.59,BOAMP:19-105444,,OUVERT,,True,2019-06-22,publication_date,sentence_transformers,0.6884,0.8704,0.0,True,0.9511,0,0,0,0.6884,0.5775,0.1109,7,False,False
BOAMP:15-95253,BOAMP,SIREN:264400136,35.0,Cybersecurity,2015-06-22,48.0,1,48.46,,48.46,BOAMP:19-103545,,PROCEDURE_ADAPTE,,True,2019-06-22,publication_date,sentence_transformers,0.4892,0.3671,0.0,True,0.962,0,0,0,0.4892,0.4222,0.067,9,False,False
BOAMP:15-95813,BOAMP,SIREN:214401622,48.0,Software & Applications,2015-10-14,48.0,1,44.68,,44.68,BOAMP:19-104228,,OUVERT,,True,2019-10-14,attribution_award_date,sentence_transformers,0.3872,0.2313,0.0,True,0.7232,0,0,0,0.3872,,,1,True,False
BOAMP:15-96106,BOAMP,NAME:cnieg,72.0,IT Services & Consulting,2015-06-24,48.0,1,48.32,,48.32,BOAMP:19-103125,,PROCEDURE_ADAPTE,SERVICES,True,2019-06-24,publication_date,sentence_transformers,0.6234,0.572,0.2,True,0.973,0,0,0,0.6234,0.5808,0.0425999999999999,6,False,False
BOAMP:15-96786,BOAMP,NAME:conseil general de la sarthe,72.0,IT Services & Consulting,2015-06-24,48.0,0,114.26,114.26,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-06-24,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-96870,BOAMP,SIREN:244900015,72.0,IT Services & Consulting,2015-06-25,48.0,1,50.53,,50.53,BOAMP:19-136955,,PROCEDURE_ADAPTE,SERVICES,True,2019-06-25,publication_date,sentence_transformers,0.6588,0.2522,1.0,True,0.7895,0,0,0,0.6588,0.498,0.1608,8,False,False
BOAMP:15-98976,BOAMP,SIREN:110006012,48.0,Software & Applications,2015-06-29,24.0,1,25.82,,25.82,BOAMP:17-44758,,PROCEDURE_ADAPTE,SERVICES,False,2017-06-28,publication_date,sentence_transformers,0.4452,0.3139,0.0,True,0.8482,0,0,0,0.4452,0.357,0.0882,2,False,False
BOAMP:15-100830,BOAMP,SIREN:247200132,45.0,Unknown,2015-07-01,48.0,1,44.81,,44.81,BOAMP:18-146639,,PROCEDURE_ADAPTE,,True,2019-07-01,publication_date,sentence_transformers,0.4515,0.3868,0.0,True,0.7341,0,0,0,0.4515,0.4135,0.038,4,False,False
BOAMP:15-100455,BOAMP,NAME:nantes metropole,35.0,Cybersecurity,2015-11-20,48.0,1,50.07,,50.07,BOAMP:19-156899,,OUVERT,SERVICES,False,2019-11-20,attribution_award_date,sentence_transformers,0.7262,0.4014,1.0,True,0.8279,0,0,0,0.7262,0.5792,0.1469999999999999,30,False,True
BOAMP:15-102510,BOAMP,NAME:conseil general de la sarthe,72.0,Digital Workplace & Collaboration,2016-01-26,48.0,0,107.16,107.16,,,,OUVERT,SERVICES,True,2020-01-26,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-105085,BOAMP,NAME:ccir pays de la loire,48.0,Software & Applications,2015-07-07,48.0,1,51.48,,51.48,BOAMP:19-106429,,DIALOGUE_COMPETITIF,SERVICES,True,2019-07-07,publication_date,sentence_transformers,0.4788,0.342,0.2,True,0.7101,0,0,0,0.4788,0.4585,0.0202999999999999,4,False,False
BOAMP:15-104125,BOAMP,SIREN:214401093,48.0,Software & Applications,2015-07-08,48.0,1,48.36,,48.36,BOAMP:19-110370,,PROCEDURE_ADAPTE,SERVICES,False,2019-07-08,publication_date,sentence_transformers,0.4825,0.2212,0.2,True,0.9702,0,0,0,0.4825,0.4512,0.0312999999999999,8,False,False
BOAMP:15-107245,BOAMP,SIREN:247200132,48.0,Software & Applications,2016-02-02,48.0,1,52.04,,52.04,BOAMP:19-177021,,PROCEDURE_ADAPTE,,True,2020-02-02,attribution_award_date,sentence_transformers,0.5481,0.5384,0.2,True,0.6636,0,0,0,0.5481,0.4283,0.1198,3,False,False
BOAMP:15-108955,BOAMP,SIREN:247200132,,Telecom & Networks,2015-07-13,48.0,1,47.9,,47.9,BOAMP:19-105444,,OUVERT,,True,2019-07-13,publication_date,sentence_transformers,0.8038,0.6364,,False,0.9915,0,0,0,0.8038,0.6576,0.1462,7,False,True
BOAMP:15-108645,BOAMP,SIREN:218502888,32.0,Telecom & Networks,2015-07-13,48.0,1,45.86,,45.86,BOAMP:19-73211,,PROCEDURE_ADAPTE,,True,2019-07-13,publication_date,sentence_transformers,0.4271,0.282,0.0,True,0.8217,0,0,0,0.4271,,,1,True,False
BOAMP:15-111481,BOAMP,SIREN:264400136,48.0,Software & Applications,2015-07-20,48.0,1,44.91,,44.91,BOAMP:19-59985,,OUVERT,,True,2019-07-20,publication_date,sentence_transformers,0.7506,0.5054,1.0,True,0.7423,0,0,0,0.7506,0.509,0.2416,7,False,True
BOAMP:15-111661,BOAMP,NAME:inra formation permanente nationale,48.0,Software & Applications,2015-07-21,36.0,0,113.37,113.37,,,129000.0,OUVERT,SERVICES,False,2018-07-20,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-114783,BOAMP,NAME:cnieg,72.0,IT Services & Consulting,2015-07-23,48.0,1,47.37,,47.37,BOAMP:19-103125,,PROCEDURE_ADAPTE,SERVICES,True,2019-07-23,publication_date,sentence_transformers,0.5817,0.4805,0.2,True,0.9477,0,0,0,0.5817,0.4767,0.1049999999999999,6,False,False
BOAMP:15-115709,BOAMP,SIREN:214401846,72.0,IT Services & Consulting,2015-11-26,48.0,1,51.97,,51.97,BOAMP:19-187147,,PROCEDURE_ADAPTE,SERVICES,False,2019-11-26,attribution_award_date,sentence_transformers,0.4584,0.4364,0.0,True,0.6691,0,0,0,0.4584,0.4398,0.0185999999999999,7,False,False
BOAMP:15-115988,BOAMP,SIREN:244900015,32.0,Telecom & Networks,2015-07-27,48.0,1,53.35,,53.35,BOAMP:19-176963,,PROCEDURE_ADAPTE,,False,2019-07-27,publication_date,sentence_transformers,0.422,0.403,0.0,True,0.5541,0,0,0,0.422,0.4214,0.0005999999999999,7,False,False
BOAMP:15-115336,BOAMP,NAME:d angers,72.0,IT Services & Consulting,2016-07-19,60.0,0,101.41,101.41,,,,DIALOGUE_COMPETITIF,SERVICES,False,2021-07-19,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-119589,BOAMP,SIREN:214402158,32.0,Telecom & Networks,2015-08-03,48.0,1,38.93,,38.93,BOAMP:18-153394,,PROCEDURE_ADAPTE,,True,2019-08-03,publication_date,sentence_transformers,0.5314,0.5814,0.4,True,0.2441,0,0,0,0.5314,,,1,True,False
BOAMP:15-119639,BOAMP,SIREN:194401006,32.0,Telecom & Networks,2015-11-03,48.0,0,109.92,109.92,,,,OUVERT,,True,2019-11-03,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-122609,BOAMP,SIREN:214400269,32.0,Telecom & Networks,2015-12-18,60.0,1,62.22,,62.22,BOAMP:21-25043,,PROCEDURE_ADAPTE,,False,2020-12-17,attribution_award_date,sentence_transformers,0.5895,0.3229,,False,0.8149,0,0,0,0.5895,,,1,True,False
BOAMP:15-90876,BOAMP,SIREN:214401317,32.0,Telecom & Networks,2015-08-10,48.0,1,40.41,,40.41,BOAMP:18-177300,,OUVERT,SERVICES,True,2019-08-10,publication_date,sentence_transformers,0.4892,0.6643,0.0,True,0.3673,0,0,0,0.4892,,,1,True,False
BOAMP:15-124226,BOAMP,SIREN:227200029,64.0,Digital Workplace & Collaboration,2015-08-10,48.0,1,47.73,,47.73,BOAMP:19-71679,,OUVERT,SERVICES,True,2019-08-10,publication_date,sentence_transformers,0.9894,0.9847,1.0,True,0.9778,0,0,0,0.9894,0.5878,0.4015999999999999,12,False,True
BOAMP:15-133200,BOAMP,NAME:saelsi,32.0,Telecom & Networks,2015-08-31,6.0,0,112.02,112.02,,,,PROCEDURE_ADAPTE,,False,2016-02-29,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-134263,BOAMP,SIREN:940022890,32.0,Telecom & Networks,2015-09-02,48.0,0,111.96,111.96,,,,OUVERT,,False,2019-09-02,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-136371,BOAMP,SIREN:285300018,,Data & AI,2015-09-07,48.0,0,111.79,111.79,,,,OUVERT,,False,2019-09-07,publication_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-139094,BOAMP,SIREN:288500010,35.0,Cybersecurity,2015-12-03,38.0,0,108.94,108.94,,,,PROCEDURE_ADAPTE,,False,2019-02-01,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False
BOAMP:15-141361,BOAMP,SIREN:234400034,72.0,IT Services & Consulting,2015-12-07,48.0,1,47.47,,47.47,BOAMP:19-174098,,OUVERT,SERVICES,False,2019-12-07,attribution_award_date,sentence_transformers,0.5677,0.4414,0.2,True,0.9559,0,0,0,0.5677,0.4916,0.0761,14,False,False
