contract_id,source,buyer_key,cpv_div2,category_id,category_label,start_date,declared_duration_months,event,observed_duration_months,amount_clean,link_method,renewal_contract_id
DECP:2672001600001320222021S2603800,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2022-01-12,48.0,0,35.61,24500.0,none,
DECP:2672001600001320222021S2603700,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2022-01-12,48.0,0,35.61,82000.0,none,
DECP:2672001600001320222021S2603600,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2022-01-12,48.0,0,35.61,4200.0,none,
DECP:214900995000172019V1805003,DECP,SIRET:21490099500017,48,CAT01,Software & Applications,2022-01-12,48.0,0,35.61,363336.0,none,
DECP:234400034000262021S00356,DECP,SIRET:23440003400026,72,CAT02,IT Services & Consulting,2022-01-12,48.0,0,35.61,,none,
DECP:22850001300658202121038800,DECP,SIRET:22850001300658,72,CAT02,IT Services & Consulting,2022-01-13,48.0,0,35.58,100000.0,none,
DECP:2672001600001320222021F2600900,DECP,SIRET:26720016000013,32,CAT04,Telecom & Networks,2022-01-13,48.0,0,35.58,25000.0,none,
DECP:2672001600001320222021F2600800,DECP,SIRET:26720016000013,32,CAT04,Telecom & Networks,2022-01-13,48.0,0,35.58,34000.0,none,
DECP:2672001600001320222021F2600600,DECP,SIRET:26720016000013,32,CAT04,Telecom & Networks,2022-01-13,48.0,0,35.58,94000.0,none,
DECP:2672001600001320222021F2600500,DECP,SIRET:26720016000013,32,CAT04,Telecom & Networks,2022-01-13,48.0,0,35.58,28000.0,none,
DECP:2672001600001320222021F2600400,DECP,SIRET:26720016000013,32,CAT04,Telecom & Networks,2022-01-13,48.0,0,35.58,34200.0,none,
DECP:2672001600001320222021F2600300,DECP,SIRET:26720016000013,32,CAT04,Telecom & Networks,2022-01-13,48.0,0,35.58,101250.0,none,
DECP:2672001600001320222021F2600700,DECP,SIRET:26720016000013,32,CAT04,Telecom & Networks,2022-01-13,48.0,0,35.58,17300.0,none,
DECP:200071678000112019C1808903,DECP,SIRET:20007167800011,48,CAT01,Software & Applications,2022-01-13,36.0,0,35.58,56664.0,none,
DECP:227200029000142021C2200100,DECP,SIRET:22720002900014,72,CAT02,IT Services & Consulting,2022-01-14,48.0,0,35.55,156000.0,none,
DECP:2672001600001320222022F0044400,DECP,SIRET:26720016000013,35,CAT03,Cybersecurity,2022-01-14,48.0,0,35.55,,none,
DECP:214401622000112022an_3PQnNPD00,DECP,SIRET:21440162200011,72,CAT02,IT Services & Consulting,2022-01-18,48.0,0,35.41,200000.0,none,
DECP:22850001300658202122000800,DECP,SIRET:22850001300658,72,CAT02,IT Services & Consulting,2022-01-18,48.0,0,35.41,480000.0,none,
DECP:2272000290001420222201000,DECP,SIRET:22720002900014,72,CAT02,IT Services & Consulting,2022-01-21,48.0,0,35.32,220000.0,none,
DECP:391722881000522022FXi5BiXTSn00,DECP,SIRET:39172288100052,72,CAT07,Digital Workplace & Collaboration,2022-01-21,24.0,0,35.32,,none,
DECP:2672001600001320222022F0087800,DECP,SIRET:26720016000013,32,CAT04,Telecom & Networks,2022-01-21,48.0,0,35.32,810708.0,none,
DECP:22850001300658202222002400,DECP,SIRET:22850001300658,72,CAT02,IT Services & Consulting,2022-01-26,48.0,0,35.15,120000.0,none,
DECP:24440055200026202284339000,DECP,SIRET:24440055200026,72,CAT02,IT Services & Consulting,2022-01-26,48.0,0,35.15,28000.0,none,
DECP:2272000290001420222201900,DECP,SIRET:22720002900014,72,CAT02,IT Services & Consulting,2022-01-27,48.0,0,35.12,840000.0,none,
DECP:214401432000152022210740100,DECP,SIRET:21440143200015,72,CAT02,IT Services & Consulting,2022-01-28,12.0,0,35.09,41220.0,none,
DECP:2272000290001420212103602,DECP,SIRET:22720002900014,48,CAT01,Software & Applications,2022-01-28,47.0,0,35.09,60000.0,none,
DECP:2000237780001820222022-00600,DECP,SIRET:20002377800018,48,CAT01,Software & Applications,2022-01-28,72.0,0,35.09,50000.0,none,
DECP:20006001000010202135B451L00D00,DECP,SIRET:20006001000010,72,CAT02,IT Services & Consulting,2022-01-28,28.0,0,35.09,20892.0,none,
DECP:31468496000045202221C0212900,DECP,SIRET:31468496000045,72,CAT02,IT Services & Consulting,2022-01-31,96.0,0,34.99,144000.0,none,
DECP:214401952000122022cOZz89rSQH00,DECP,SIRET:21440195200012,32,CAT04,Telecom & Networks,2022-01-31,48.0,0,34.99,52825.0,none,
DECP:2444006440001320211207162100,DECP,SIRET:24440064400013,48,CAT01,Software & Applications,2022-02-01,48.0,0,34.95,160000.0,none,
DECP:200083392000152021M11600,DECP,SIRET:20008339200015,32,CAT04,Telecom & Networks,2022-02-01,6.0,1,2.83,47320.0,decp_jaccard,DECP:200083392000152022M008L0100
DECP:2272000290001420222202400,DECP,SIRET:22720002900014,72,CAT02,IT Services & Consulting,2022-02-02,47.0,0,34.92,80000.0,none,
DECP:2272000290001420202015602,DECP,SIRET:22720002900014,72,CAT02,IT Services & Consulting,2022-02-02,48.0,0,34.92,47600.0,none,
DECP:2000718760001120232200004l0000,DECP,SIRET:20007187600011,48,CAT01,Software & Applications,2022-02-02,48.0,0,34.92,115075.0,none,
DECP:2644001360047120222022F0146800,DECP,SIRET:26440013600471,35,CAT03,Cybersecurity,2022-02-03,46.0,0,34.89,71346.0,none,
DECP:22490001900015164396370500,DECP,SIRET:22490001900015,48,CAT01,Software & Applications,2022-02-04,59.0,0,34.86,400000.0,none,
DECP:214401432000152022210700000,DECP,SIRET:21440143200015,72,CAT02,IT Services & Consulting,2022-02-07,12.0,0,34.76,32000.0,none,
DECP:1944010060001120222022S0211100,DECP,SIRET:19440100600011,72,CAT02,IT Services & Consulting,2022-02-08,60.0,0,34.72,68857.5,none,
DECP:28490001600023164863261932000,DECP,SIRET:28490001600023,32,CAT04,Telecom & Networks,2022-02-08,44.0,0,34.72,150897.0,none,
DECP:2444006440001320211220113300,DECP,SIRET:24440064400013,72,CAT02,IT Services & Consulting,2022-02-09,48.0,0,34.69,45000.0,none,
DECP:2000718760001120232200003L0000,DECP,SIRET:20007187600011,48,CAT01,Software & Applications,2022-02-09,48.0,0,34.69,100000.0,none,
DECP:244400404001292022F00003,DECP,SIRET:24440040400129,72,CAT02,IT Services & Consulting,2022-02-10,48.0,0,34.66,,none,
DECP:284400017000182022TXL-Kq0Ojt00,DECP,SIRET:28440001700018,72,CAT03,Cybersecurity,2022-02-10,48.0,0,34.66,112000.0,none,
DECP:214401622000112022iQEFi03R9Z00,DECP,SIRET:21440162200011,72,CAT02,IT Services & Consulting,2022-02-16,48.0,0,34.46,800000.0,none,
DECP:391722881000522022k34zRNFWyb00,DECP,SIRET:39172288100052,72,CAT02,IT Services & Consulting,2022-02-16,48.0,0,34.46,821198.0,none,
DECP:200068955000182021240100000000,DECP,SIRET:20006895500018,35,CAT03,Cybersecurity,2022-02-17,11.0,0,34.43,1912.16,none,
DECP:2672001600001320222022S0226400,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2022-02-20,48.0,0,34.33,19920.0,none,
DECP:2672001600001320222022S0226500,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2022-02-20,48.0,0,34.33,104336.0,none,
DECP:2672001600001320222022S0226600,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2022-02-20,48.0,0,34.33,115280.0,none,
DECP:2672001600001320222022S0226700,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2022-02-20,48.0,0,34.33,88796.0,none,
DECP:2672001600001320222022S0226800,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2022-02-20,48.0,0,34.33,273488.0,none,
DECP:391722881000522022173OODtZ6y00,DECP,SIRET:39172288100052,72,CAT02,IT Services & Consulting,2022-02-21,60.0,0,34.3,312005.0,none,
DECP:391722881000522022JipAmrr2hb00,DECP,SIRET:39172288100052,72,CAT02,IT Services & Consulting,2022-02-21,48.0,0,34.3,472235.0,none,
DECP:218501286000152021MAPA_0000013,DECP,SIRET:21850128600015,32,CAT04,Telecom & Networks,2022-02-21,12.0,0,34.3,50000.0,none,
DECP:174400002000542022130017395800,DECP,SIRET:17440000200054,72,CAT02,IT Services & Consulting,2022-02-22,48.0,0,34.26,139000.0,none,
DECP:174400002000542022130017395900,DECP,SIRET:17440000200054,72,CAT02,IT Services & Consulting,2022-02-22,48.0,0,34.26,139000.0,none,
DECP:174400002000542022130017396800,DECP,SIRET:17440000200054,72,CAT02,IT Services & Consulting,2022-02-22,48.0,0,34.26,139000.0,none,
DECP:174400002000542022130017396900,DECP,SIRET:17440000200054,72,CAT02,IT Services & Consulting,2022-02-22,48.0,0,34.26,139000.0,none,
DECP:174400002000542022130017399200,DECP,SIRET:17440000200054,72,CAT02,IT Services & Consulting,2022-02-22,48.0,0,34.26,139000.0,none,
DECP:200067635001322021056000000000,DECP,SIRET:20006763500132,72,CAT02,IT Services & Consulting,2022-02-22,48.0,0,34.26,150000.0,none,
DECP:200067635000172021_05600,DECP,SIRET:20006763500017,32,CAT04,Telecom & Networks,2022-02-22,48.0,0,34.26,150000.0,none,
DECP:214401622000112022ej6fyIpmSS00,DECP,SIRET:21440162200011,72,CAT02,IT Services & Consulting,2022-02-23,48.0,0,34.23,120000.0,none,
DECP:1300080060006120222022S0264000,DECP,SIRET:13000800600061,72,CAT02,IT Services & Consulting,2022-02-25,10.0,0,34.17,46960.0,none,
DECP:2144018460001620211026153400,DECP,SIRET:21440184600016,72,CAT02,IT Services & Consulting,2022-03-01,48.0,0,34.03,1200000.0,none,
DECP:228500013006582222202122005500,DECP,SIRET:22850001300658,72,CAT07,Digital Workplace & Collaboration,2022-03-02,96.0,0,34.0,132584.0,none,
DECP:31468496000045202222C0200900,DECP,SIRET:31468496000045,72,CAT02,IT Services & Consulting,2022-03-03,6.0,1,6.67,60000.0,decp_jaccard,DECP:3146849600004520222C0207600
DECP:2644001360047120222022S0372100,DECP,SIRET:26440013600471,72,CAT02,IT Services & Consulting,2022-03-03,48.0,0,33.97,170000.0,none,
DECP:31468496000045202222C0200400,DECP,SIRET:31468496000045,72,CAT02,IT Services & Consulting,2022-03-07,4.0,1,4.17,36000.0,decp_jaccard,DECP:31468496000045202222C0205600
DECP:21440172100011202284995600,DECP,SIRET:21440172100011,72,CAT02,IT Services & Consulting,2022-03-07,3.0,0,33.84,23710.0,none,
DECP:284400017000182022aNTGFcEX9N00,DECP,SIRET:28440001700018,72,CAT02,IT Services & Consulting,2022-03-08,48.0,0,33.8,400000.0,none,
DECP:2144015800001120220603,DECP,SIRET:21440158000011,32,CAT04,Telecom & Networks,2022-03-09,12.0,0,33.77,100000.0,none,
DECP:2672001600001320222022F0342900,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2022-03-10,48.0,0,33.74,44836.2,none,
DECP:2672001600001320222022F0342800,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2022-03-10,48.0,0,33.74,4500.0,none,
DECP:2672001600001320222022F0343000,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2022-03-10,48.0,0,33.74,46311.2,none,
DECP:2672001600001320222022F0343800,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2022-03-10,48.0,0,33.74,12420.0,none,
DECP:2672001600001320222022F0343200,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2022-03-10,48.0,0,33.74,29000.0,none,
DECP:2672001600001320222022F0343400,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2022-03-10,48.0,0,33.74,48600.0,none,
DECP:2672001600001320222022F0343700,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2022-03-10,48.0,0,33.74,5400.0,none,
DECP:2672001600001320222022F0343100,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2022-03-10,48.0,0,33.74,59000.0,none,
DECP:225300011000152022005300,DECP,SIRET:22530001100015,72,CAT02,IT Services & Consulting,2022-03-15,48.0,0,33.57,600000.0,none,
DECP:234400034000262022F00007,DECP,SIRET:23440003400026,48,CAT01,Software & Applications,2022-03-15,9.0,1,3.78,38330.0,decp_jaccard,DECP:234400034000262022F00063
DECP:25850022200033202221_05700,DECP,SIRET:25850022200033,72,CAT02,IT Services & Consulting,2022-03-16,48.0,0,33.54,54554.0,none,
DECP:25850022200033202221_05700,DECP,SIRET:25850022200033,72,CAT02,IT Services & Consulting,2022-03-16,48.0,0,33.54,54554.0,none,
DECP:184401321000152022TWQQex7mtz00,DECP,SIRET:18440132100015,72,CAT02,IT Services & Consulting,2022-03-17,12.0,0,33.51,45000.0,none,
DECP:224400028000112022I172AMS1700,DECP,SIRET:22440002800011,72,CAT02,IT Services & Consulting,2022-03-18,22.0,0,33.48,250000.0,none,
DECP:224400028000112022I172BMS1800,DECP,SIRET:22440002800011,72,CAT02,IT Services & Consulting,2022-03-18,16.0,0,33.48,290000.0,none,
DECP:225300011000152022005700,DECP,SIRET:22530001100015,72,CAT02,IT Services & Consulting,2022-03-18,48.0,0,33.48,160000.0,none,
DECP:3852903090045420222022S1020500,DECP,SIRET:38529030900454,72,CAT02,IT Services & Consulting,2022-03-18,12.0,0,33.48,250000.0,none,
DECP:3852903090045420222022S2392900,DECP,SIRET:38529030900454,72,CAT07,Digital Workplace & Collaboration,2022-03-21,48.0,0,33.38,4083333.33,none,
DECP:2772000360019620222200600,DECP,SIRET:27720003600196,72,CAT02,IT Services & Consulting,2022-03-21,9.0,0,33.38,170000.0,none,
DECP:244400404001292022F00005,DECP,SIRET:24440040400129,72,CAT02,IT Services & Consulting,2022-03-22,48.0,0,33.34,,none,
DECP:21440026900012202221S004700,DECP,SIRET:21440026900012,35,CAT03,Cybersecurity,2022-03-23,12.0,0,33.31,56000.0,none,
DECP:2444006440001320211207162101,DECP,SIRET:24440064400013,48,CAT01,Software & Applications,2022-03-23,48.0,0,33.31,1527411.24,none,
DECP:4421283690001820222209500,DECP,SIRET:44212836900018,72,CAT02,IT Services & Consulting,2022-03-23,48.0,0,33.31,214000.0,none,
DECP:1300080060006120222022S0465100,DECP,SIRET:13000800600061,72,CAT02,IT Services & Consulting,2022-03-23,12.0,0,33.31,132000.0,none,
DECP:200072882000182022AUDIOVIDEO00,DECP,SIRET:20007288200018,32,CAT04,Telecom & Networks,2022-03-23,6.0,0,33.31,68795.94,none,
DECP:217203462000152021-0101,DECP,SIRET:21720346200015,35,CAT03,Cybersecurity,2022-03-23,6.0,0,33.31,65674.27,none,
DECP:244400404001292022F00078,DECP,SIRET:24440040400129,72,CAT03,Cybersecurity,2022-03-24,48.0,0,33.28,,none,
DECP:2444006440001320211207162102,DECP,SIRET:24440064400013,48,CAT01,Software & Applications,2022-03-24,48.0,0,33.28,160000.0,none,
DECP:200071165001672022ppgvu0000000,DECP,SIRET:20007116500167,72,CAT02,IT Services & Consulting,2022-03-24,48.0,0,33.28,415500.0,none,
DECP:200071165000192022ppgvu0000000,DECP,SIRET:20007116500019,72,CAT02,IT Services & Consulting,2022-03-24,48.0,0,33.28,415500.0,none,
DECP:224400028000112022I172BMS1900,DECP,SIRET:22440002800011,72,CAT02,IT Services & Consulting,2022-03-25,12.0,0,33.25,200000.0,none,
DECP:254902505000182022F00001,DECP,SIRET:25490250500018,32,CAT04,Telecom & Networks,2022-03-25,3.0,0,33.25,90000.0,none,
DECP:254902505000182022F00002,DECP,SIRET:25490250500018,32,CAT04,Telecom & Networks,2022-03-25,3.0,0,33.25,90000.0,none,
DECP:22490001900015164845400800,DECP,SIRET:22490001900015,35,CAT03,Cybersecurity,2022-03-25,4.0,0,33.25,44000.0,none,
DECP:21440114300018202285372703,DECP,SIRET:21440114300018,35,CAT03,Cybersecurity,2022-03-28,48.0,0,33.15,200000.0,none,
DECP:214401622000112022h0JYa7inW200,DECP,SIRET:21440162200011,72,CAT02,IT Services & Consulting,2022-03-29,48.0,0,33.11,180000.0,none,
DECP:2672001600001320222022S0484200,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2022-03-29,48.0,0,33.11,47988.0,none,
DECP:2272000290001420222204100,DECP,SIRET:22720002900014,72,CAT02,IT Services & Consulting,2022-03-29,16.0,0,33.11,164262.5,none,
DECP:2272000290001420222204100,DECP,SIRET:22720002900014,72,CAT02,IT Services & Consulting,2022-03-29,16.0,0,33.11,164262.5,none,
DECP:2272000290001420222204100,DECP,SIRET:22720002900014,72,CAT02,IT Services & Consulting,2022-03-29,16.0,0,33.11,164262.5,none,
DECP:482414216000442022CDB-06000000,DECP,SIRET:48241421600044,72,CAT07,Digital Workplace & Collaboration,2022-03-29,12.0,0,33.11,4500.0,none,
DECP:482414216000442022CDB-07000000,DECP,SIRET:48241421600044,72,CAT07,Digital Workplace & Collaboration,2022-03-29,12.0,0,33.11,8500.0,none,
DECP:2672001600001320222022F0484100,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2022-03-29,48.0,0,33.11,144280.0,none,
DECP:482414216000442022DAF-03000000,DECP,SIRET:48241421600044,72,CAT02,IT Services & Consulting,2022-03-31,48.0,0,33.05,,none,
DECP:214401093000152022F00027,DECP,SIRET:21440109300015,35,CAT03,Cybersecurity,2022-03-31,48.0,0,33.05,,none,
DECP:24490001500011202271s3l0000000,DECP,SIRET:24490001500011,72,CAT02,IT Services & Consulting,2022-04-05,12.0,0,32.88,214999.0,none,
DECP:244400644000132021072615MVE00,DECP,SIRET:24440064400013,35,CAT03,Cybersecurity,2022-04-05,48.0,0,32.88,150000.0,none,
DECP:214401846000162021072615MVE00,DECP,SIRET:21440184600016,35,CAT03,Cybersecurity,2022-04-05,48.0,0,32.88,250000.0,none,
DECP:2144015800001120220400,DECP,SIRET:21440158000011,35,CAT03,Cybersecurity,2022-04-06,12.0,0,32.85,25000.0,none,
DECP:218500049000182022010000000000,DECP,SIRET:21850004900018,32,CAT04,Telecom & Networks,2022-04-07,3.0,0,32.82,103858.55,none,
DECP:2544025220001820221CASIERDE300,DECP,SIRET:25440252200018,32,CAT04,Telecom & Networks,2022-04-07,60.0,0,32.82,183791.8,none,
DECP:2272000290001420212118801,DECP,SIRET:22720002900014,72,CAT02,IT Services & Consulting,2022-04-08,48.0,0,32.79,165000.0,none,
DECP:31468496000045202222C0202200,DECP,SIRET:31468496000045,72,CAT02,IT Services & Consulting,2022-04-12,8.0,1,7.59,69333.0,decp_jaccard,DECP:31468496000045202222C0211000
DECP:224400028000112022I172BMS2000,DECP,SIRET:22440002800011,72,CAT02,IT Services & Consulting,2022-04-13,12.0,0,32.62,400000.0,none,
DECP:1300081050001220222022F0630200,DECP,SIRET:13000810500012,48,CAT01,Software & Applications,2022-04-13,48.0,0,32.62,82252.0,none,
DECP:2444006100005520191904201,DECP,SIRET:24440061000055,48,CAT01,Software & Applications,2022-04-14,48.0,0,32.59,209000.0,none,
DECP:214401622000112022pGdynDtgds00,DECP,SIRET:21440162200011,35,CAT03,Cybersecurity,2022-04-14,6.0,0,32.59,28623.0,none,
DECP:244400404001292022S00104,DECP,SIRET:24440040400129,72,CAT02,IT Services & Consulting,2022-04-15,12.0,0,32.56,74500.0,none,
DECP:22490001900015166004471851900,DECP,SIRET:22490001900015,35,CAT03,Cybersecurity,2022-04-15,4.0,0,32.56,56886.0,none,
DECP:2272000290001420212129301,DECP,SIRET:22720002900014,72,CAT02,IT Services & Consulting,2022-04-19,48.0,0,32.42,105000.0,none,
DECP:284400017000182022zqSxm66ouL00,DECP,SIRET:28440001700018,48,CAT01,Software & Applications,2022-04-19,12.0,0,32.42,7700.0,none,
DECP:2272000290001420191937103,DECP,SIRET:22720002900014,72,CAT02,IT Services & Consulting,2022-04-20,48.0,0,32.39,192000.0,none,
DECP:2272000290001420191937101,DECP,SIRET:22720002900014,72,CAT02,IT Services & Consulting,2022-04-20,48.0,0,32.39,192000.0,none,
DECP:225300011000152022007900,DECP,SIRET:22530001100015,72,CAT08,Data & AI,2022-04-25,12.0,1,7.85,55200.0,decp_jaccard,DECP:225300011000152022007901
DECP:200053619000172022M2201L0100,DECP,SIRET:20005361900017,48,CAT01,Software & Applications,2022-04-25,1.0,0,32.23,43040.0,none,
DECP:224400028000112022I172BMS1700,DECP,SIRET:22440002800011,72,CAT02,IT Services & Consulting,2022-04-26,15.0,0,32.19,210000.0,none,
DECP:482414216000442022CDB-03000000,DECP,SIRET:48241421600044,32,CAT04,Telecom & Networks,2022-04-26,8.0,1,2.5,52352.0,decp_jaccard,DECP:482414216000442022CDB-15000000
DECP:244400644000132022020711MC00,DECP,SIRET:24440064400013,72,CAT02,IT Services & Consulting,2022-04-27,48.0,0,32.16,210000.0,none,
DECP:2172024560001820220100,DECP,SIRET:21720245600018,32,CAT04,Telecom & Networks,2022-04-27,3.0,1,1.84,73000.0,decp_jaccard,DECP:2172024560001820220101
DECP:2172024560001820220200,DECP,SIRET:21720245600018,32,CAT04,Telecom & Networks,2022-04-27,3.0,1,2.04,187300.0,decp_jaccard,DECP:2172024560001820220201
DECP:2172024560001820230500,DECP,SIRET:21720245600018,32,CAT04,Telecom & Networks,2022-04-27,12.0,0,32.16,56377.5,none,
DECP:200075547000142022gdcdouévoi00,DECP,SIRET:20007554700014,32,CAT04,Telecom & Networks,2022-04-27,47.0,0,32.16,100000.0,none,
DECP:7900200100001920224sGIGRN1N700,DECP,SIRET:79002001000019,72,CAT02,IT Services & Consulting,2022-04-27,12.0,0,32.16,42400.0,none,
