contract_id,source,buyer_key,cpv_div2,category_id,category_label,start_date,declared_duration_months,event,observed_duration_months,amount_clean,link_method,renewal_contract_id
BOAMP:17-179112,BOAMP,NAME:nantes metropole,72.0,CAT02,IT Services & Consulting,2017-12-22,48.0,0,84.3,,none,
BOAMP:17-142035,BOAMP,NAME:des pays de la loire,48.0,CAT01,Software & Applications,2017-12-26,48.0,0,84.17,,none,
BOAMP:17-114118,BOAMP,NAME:des pays de la loire,48.0,CAT01,Software & Applications,2017-12-28,48.0,1,52.76,,boamp_jaccard,BOAMP:22-72517
BOAMP:17-140948,BOAMP,NAME:des pays de la loire,48.0,CAT01,Software & Applications,2017-12-30,48.0,1,52.69,,boamp_jaccard,BOAMP:22-72517
DECP:214401622000112018v-XOnDSodM00,DECP,SIRET:21440162200011,72,CAT02,IT Services & Consulting,2018-03-14,48.0,1,48.49,120000.0,decp_jaccard,DECP:214401622000112022h0JYa7inW200
DECP:47865038500014201960177800,DECP,SIRET:47865038500014,72,CAT02,IT Services & Consulting,2018-04-05,12.0,0,80.88,130000.0,none,
DECP:2685024240001620182018S1933800,DECP,SIRET:26850242400016,48,CAT01,Software & Applications,2018-09-10,28.0,0,75.69,201804.0,none,
DECP:2572013760002320180400,DECP,SIRET:25720137600023,32,CAT04,Telecom & Networks,2018-09-19,3.0,0,75.39,64500.0,none,
DECP:2644001360047120182018S0020300,DECP,SIRET:26440013600471,72,CAT02,IT Services & Consulting,2018-09-21,36.0,1,36.1,126000.0,decp_jaccard,DECP:2644001360047120212021S1741800
DECP:2644001360047120182018F0020200,DECP,SIRET:26440013600471,32,CAT04,Telecom & Networks,2018-09-21,48.0,0,75.33,99214.0,none,
DECP:2672001600001320182018S1937000,DECP,SIRET:26720016000013,48,CAT05,Cloud & Infrastructure,2018-10-09,1.0,0,74.74,10387.0,none,
DECP:2672001600001320182018S1936600,DECP,SIRET:26720016000013,48,CAT05,Cloud & Infrastructure,2018-10-09,1.0,0,74.74,4968.0,none,
DECP:2672001600001320182018S1936900,DECP,SIRET:26720016000013,48,CAT05,Cloud & Infrastructure,2018-10-09,1.0,0,74.74,10958.0,none,
DECP:2672001600001320182018S1936800,DECP,SIRET:26720016000013,48,CAT05,Cloud & Infrastructure,2018-10-09,1.0,0,74.74,27227.0,none,
DECP:2672001600001320182018S1936700,DECP,SIRET:26720016000013,48,CAT05,Cloud & Infrastructure,2018-10-09,1.0,0,74.74,24880.0,none,
DECP:1300085350001020182018F9984400,DECP,SIRET:13000853500010,32,CAT04,Telecom & Networks,2018-10-11,6.0,0,74.67,67575.0,none,
DECP:2644001360047120182018S0010300,DECP,SIRET:26440013600471,72,CAT07,Digital Workplace & Collaboration,2018-10-16,24.0,0,74.51,92669.25,none,
DECP:284400017000182019h9V52z2RJe00,DECP,SIRET:28440001700018,32,CAT04,Telecom & Networks,2018-10-23,48.0,0,74.28,52136.0,none,
DECP:284400017000182018hH4gxoPl6I00,DECP,SIRET:28440001700018,32,CAT04,Telecom & Networks,2018-11-07,14.0,0,73.78,6000.0,none,
DECP:174400002000542018180005211000,DECP,SIRET:17440000200054,72,CAT02,IT Services & Consulting,2018-11-14,24.0,0,73.55,57340.0,none,
DECP:2649000360001520182018F0008500,DECP,SIRET:26490003600015,48,CAT01,Software & Applications,2018-11-16,48.0,1,45.89,52000.0,decp_jaccard,DECP:2649000360001520222022F1590600
DECP:3852903090045420182018S4112000,DECP,SIRET:38529030900454,72,CAT02,IT Services & Consulting,2018-11-28,8.0,0,73.09,72595.0,none,
DECP:214401846000162018S007900,DECP,SIRET:21440184600016,72,CAT02,IT Services & Consulting,2018-11-29,48.0,0,73.06,52769.0,none,
DECP:2272000290001420191835600,DECP,SIRET:22720002900014,72,CAT02,IT Services & Consulting,2018-12-04,37.0,1,36.53,150000.0,decp_jaccard,DECP:2272000290001420212129300
DECP:228500013006582018201818041200,DECP,SIRET:22850001300658,72,CAT07,Digital Workplace & Collaboration,2018-12-10,6.0,0,72.7,42840.0,none,
DECP:200083392000152018I0720000,DECP,SIRET:20008339200015,48,CAT01,Software & Applications,2018-12-10,48.0,0,72.7,131020.26,none,
DECP:215301300000122018I0720000,DECP,SIRET:21530130000012,48,CAT01,Software & Applications,2018-12-10,48.0,0,72.7,290523.18,none,
DECP:265300855001282018I0720000,DECP,SIRET:26530085500128,48,CAT01,Software & Applications,2018-12-10,48.0,0,72.7,45385.49,none,
DECP:2672001600001320182018F1836200,DECP,SIRET:26720016000013,32,CAT04,Telecom & Networks,2018-12-11,3.0,1,3.09,17375.72,decp_jaccard,DECP:2672001600001320192019F0716300
DECP:20005433600017201803700,DECP,SIRET:20005433600017,72,CAT02,IT Services & Consulting,2018-12-11,12.0,0,72.67,26400.0,none,
DECP:2649000360001520182018F0009900,DECP,SIRET:26490003600015,48,CAT01,Software & Applications,2018-12-11,48.0,0,72.67,260000.0,none,
DECP:224400028000112019I2460100,DECP,SIRET:22440002800011,72,CAT02,IT Services & Consulting,2018-12-14,24.0,0,72.57,80000.0,none,
DECP:79886871700017201859848000,DECP,SIRET:79886871700017,72,CAT02,IT Services & Consulting,2018-12-14,24.0,0,72.57,46850.0,none,
DECP:224400028000112019I2460200,DECP,SIRET:22440002800011,72,CAT02,IT Services & Consulting,2018-12-17,24.0,0,72.47,40000.0,none,
DECP:21440215800015201818S004100,DECP,SIRET:21440215800015,32,CAT04,Telecom & Networks,2018-12-17,24.0,0,72.47,75000.0,none,
DECP:22850001300658201818040800,DECP,SIRET:22850001300658,32,CAT04,Telecom & Networks,2018-12-18,3.0,0,72.44,50199.58,none,
DECP:225300011000152018S02200,DECP,SIRET:22530001100015,72,CAT02,IT Services & Consulting,2018-12-19,48.0,0,72.4,115000.0,none,
DECP:2672001600001320182018S1936400,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2018-12-19,36.0,0,72.4,100000.0,none,
DECP:227200029000142019C1809400,DECP,SIRET:22720002900014,72,CAT02,IT Services & Consulting,2018-12-19,6.0,0,72.4,27500.0,none,
DECP:2772000360019620181807200,DECP,SIRET:27720003600196,48,CAT01,Software & Applications,2018-12-20,48.0,0,72.37,95114.6,none,
DECP:2649000360001520182019T0507400,DECP,SIRET:26490003600015,32,CAT04,Telecom & Networks,2018-12-21,48.0,0,72.34,200000.0,none,
DECP:2649000360001520182019T0507000,DECP,SIRET:26490003600015,32,CAT04,Telecom & Networks,2018-12-21,48.0,0,72.34,200000.0,none,
DECP:2649000360001520182019T0507100,DECP,SIRET:26490003600015,32,CAT04,Telecom & Networks,2018-12-21,48.0,0,72.34,200000.0,none,
DECP:1944098430001920182019F0201200,DECP,SIRET:19440984300019,32,CAT04,Telecom & Networks,2018-12-21,48.0,0,72.34,1500000.0,none,
DECP:1944098430001920182019F0201300,DECP,SIRET:19440984300019,32,CAT04,Telecom & Networks,2018-12-21,48.0,0,72.34,1500000.0,none,
DECP:200071868000182018CC1804900,DECP,SIRET:20007186800018,72,CAT02,IT Services & Consulting,2018-12-27,24.0,0,72.14,210000.0,none,
DECP:2649000360001520192018F0087700,DECP,SIRET:26490003600015,48,CAT01,Software & Applications,2019-01-01,48.0,1,44.38,9200.0,decp_jaccard,DECP:2649000360001520222022F1590600
DECP:214900995000172019V1805000,DECP,SIRET:21490099500017,48,CAT01,Software & Applications,2019-01-03,48.0,0,71.91,363336.0,none,
DECP:200071678000112019C1808900,DECP,SIRET:20007167800011,48,CAT01,Software & Applications,2019-01-03,48.0,0,71.91,56664.0,none,
DECP:284400017000182018UjSJ6fA4AB00,DECP,SIRET:28440001700018,35,CAT03,Cybersecurity,2019-01-03,12.0,0,71.91,25000.0,none,
DECP:1300085350001020192019F0531200,DECP,SIRET:13000853500010,48,CAT05,Cloud & Infrastructure,2019-01-04,24.0,0,71.88,88800.0,none,
DECP:228500013006582019201819002100,DECP,SIRET:22850001300658,72,CAT02,IT Services & Consulting,2019-01-09,24.0,1,26.02,250000.0,decp_jaccard,DECP:228500013006582121202021004900
DECP:228500013006582019201819002000,DECP,SIRET:22850001300658,72,CAT02,IT Services & Consulting,2019-01-09,24.0,1,26.02,800000.0,decp_jaccard,DECP:228500013006582121202021004900
DECP:21440132500011201960490800,DECP,SIRET:21440132500011,72,CAT02,IT Services & Consulting,2019-01-11,24.0,0,71.65,20230.0,none,
DECP:1949097010030320192019F5028600,DECP,SIRET:19490970100303,32,CAT04,Telecom & Networks,2019-01-17,48.0,0,71.45,563800.0,none,
DECP:1949097010030320192019F0000301,DECP,SIRET:19490970100303,32,CAT04,Telecom & Networks,2019-01-17,48.0,0,71.45,,none,
DECP:1949097010030320192019F2465500,DECP,SIRET:19490970100303,32,CAT04,Telecom & Networks,2019-01-17,48.0,0,71.45,563800.0,none,
DECP:1949097010030320192019F0187200,DECP,SIRET:19490970100303,32,CAT04,Telecom & Networks,2019-01-17,48.0,0,71.45,292000.0,none,
DECP:1949097010030320192019F0187000,DECP,SIRET:19490970100303,32,CAT04,Telecom & Networks,2019-01-17,48.0,0,71.45,563800.0,none,
DECP:21440172100011201961537900,DECP,SIRET:21440172100011,35,CAT03,Cybersecurity,2019-01-23,13.0,0,71.25,2100.0,none,
DECP:224400028000112018I1612100,DECP,SIRET:22440002800011,32,CAT04,Telecom & Networks,2019-01-24,20.0,1,22.31,79901.0,decp_jaccard,DECP:224400028000112018I1612103
DECP:200071678000112019C1901800,DECP,SIRET:20007167800011,32,CAT04,Telecom & Networks,2019-01-24,48.0,0,71.22,40000.0,none,
DECP:200071678000112019C1901900,DECP,SIRET:20007167800011,32,CAT04,Telecom & Networks,2019-01-24,48.0,0,71.22,80000.0,none,
DECP:2644001360047120192019S0640900,DECP,SIRET:26440013600471,72,CAT02,IT Services & Consulting,2019-01-29,48.0,1,46.65,,decp_jaccard,DECP:2644001360047120222022S2260800
DECP:25440109400068201964346600,DECP,SIRET:25440109400068,72,CAT02,IT Services & Consulting,2019-01-30,3.0,0,71.02,25581.0,none,
DECP:2644001360047120192019S0565200,DECP,SIRET:26440013600471,72,CAT02,IT Services & Consulting,2019-01-31,48.0,0,70.99,74876.0,none,
DECP:2644001360047120192019F0202700,DECP,SIRET:26440013600471,72,CAT02,IT Services & Consulting,2019-01-31,48.0,1,49.41,86572.0,decp_jaccard,DECP:2644001360047120232023S0446100
DECP:535164412000202018xoiINalyuD00,DECP,SIRET:53516441200020,35,CAT03,Cybersecurity,2019-01-31,1.0,0,70.99,18936.82,none,
DECP:2649000360001520192019F0809100,DECP,SIRET:26490003600015,32,CAT04,Telecom & Networks,2019-02-01,24.0,0,70.96,31868.0,none,
DECP:2672001600001320192019S0629700,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2019-02-02,35.0,1,40.6,9310.59,decp_jaccard,DECP:2672001600001320222022S1001500
DECP:2672001600001320192019S0630000,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2019-02-02,35.0,1,40.6,4579.77,decp_jaccard,DECP:2672001600001320222022S1001300
DECP:2672001600001320192019S0629900,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2019-02-02,35.0,1,40.6,4579.77,decp_jaccard,DECP:2672001600001320222022S1001300
DECP:2672001600001320192019S0629800,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2019-02-02,35.0,1,40.6,32201.76,decp_jaccard,DECP:2672001600001320222022S1001600
DECP:224400028000112019I172100,DECP,SIRET:22440002800011,72,CAT02,IT Services & Consulting,2019-02-07,48.0,0,70.76,294000.0,none,
DECP:2272000290001420191904200,DECP,SIRET:22720002900014,72,CAT02,IT Services & Consulting,2019-02-07,12.0,0,70.76,46250.0,none,
DECP:2672001600001320192019S0630200,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2019-02-08,35.0,1,40.41,34071.0,decp_jaccard,DECP:2672001600001320222022S1001800
DECP:2672001600001320192019S0630100,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2019-02-08,35.0,1,40.41,4579.77,decp_jaccard,DECP:2672001600001320222022S1001300
DECP:2672001600001320192019S0629600,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2019-02-08,35.0,1,40.41,4579.77,decp_jaccard,DECP:2672001600001320222022S1001300
DECP:2672001600001320192019S0629500,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2019-02-08,35.0,1,40.41,91805.46,decp_jaccard,DECP:2672001600001320222022S1001300
DECP:2672001600001320192019S0630300,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2019-02-08,35.0,1,40.41,9159.57,decp_jaccard,DECP:2672001600001320222022S1002100
DECP:391722881000522018r9MOt9llsN00,DECP,SIRET:39172288100052,72,CAT02,IT Services & Consulting,2019-02-11,4.0,0,70.63,60847.0,none,
DECP:2644001360047120192019S0660000,DECP,SIRET:26440013600471,72,CAT02,IT Services & Consulting,2019-02-12,48.0,1,49.01,223865.0,decp_jaccard,DECP:2644001360047120232023S0446100
DECP:2144004750001520180bbKx6pwvK00,DECP,SIRET:21440047500015,48,CAT01,Software & Applications,2019-02-15,48.0,1,44.02,99828.0,decp_jaccard,DECP:21440047500015202243-k4ATO0F00
DECP:245300223001702019LOG0200,DECP,SIRET:24530022300170,48,CAT01,Software & Applications,2019-02-18,7.0,0,70.4,44094.0,none,
DECP:868801523000282018Sqw62tTvV400,DECP,SIRET:86880152300028,35,CAT03,Cybersecurity,2019-02-18,60.0,0,70.4,36784.7,none,
DECP:868801523000282018VQAUnwEosh00,DECP,SIRET:86880152300028,35,CAT03,Cybersecurity,2019-02-18,60.0,0,70.4,1275.0,none,
DECP:868801523000282018WVqS6PaYbQ00,DECP,SIRET:86880152300028,35,CAT03,Cybersecurity,2019-02-18,60.0,0,70.4,59618.0,none,
DECP:2672001600001320192018F1937700,DECP,SIRET:26720016000013,35,CAT03,Cybersecurity,2019-02-19,47.0,1,51.38,38385.0,decp_jaccard,DECP:2672001600001320232023F0994700
DECP:535164412000202018jEwKAijTGS00,DECP,SIRET:53516441200020,32,CAT04,Telecom & Networks,2019-02-19,4.0,0,70.37,328491.5,none,
DECP:224400028000112019I3400000,DECP,SIRET:22440002800011,48,CAT01,Software & Applications,2019-02-22,48.0,0,70.27,740000.0,none,
DECP:228500013006582019201818041800,DECP,SIRET:22850001300658,48,CAT01,Software & Applications,2019-02-25,42.0,0,70.17,1200000.0,none,
DECP:2272000290001420191905500,DECP,SIRET:22720002900014,35,CAT03,Cybersecurity,2019-02-25,47.0,0,70.17,400000.0,none,
DECP:224400028000112019I4570000,DECP,SIRET:22440002800011,72,CAT02,IT Services & Consulting,2019-02-26,24.0,1,22.96,220000.0,decp_jaccard,DECP:224400028000112019I4570001
DECP:381053768000282019C1900100,DECP,SIRET:38105376800028,32,CAT04,Telecom & Networks,2019-02-26,2.0,0,70.14,190178.0,none,
DECP:224400028000112019I172BMS0100,DECP,SIRET:22440002800011,72,CAT02,IT Services & Consulting,2019-02-27,4.0,1,9.92,40000.0,decp_jaccard,DECP:224400028000112019I172BMS0200
DECP:2000594750001820185_LDi_IuSN00,DECP,SIRET:20005947500018,48,CAT01,Software & Applications,2019-02-28,12.0,0,70.07,16596.5,none,
DECP:200059475000182018g7YDG5rkxi00,DECP,SIRET:20005947500018,48,CAT01,Software & Applications,2019-02-28,12.0,0,70.07,33414.85,none,
DECP:228500013006582019201819005200,DECP,SIRET:22850001300658,72,CAT02,IT Services & Consulting,2019-03-01,24.0,1,24.34,60000.0,decp_jaccard,DECP:228500013006582121202021004900
DECP:228500013006582019201819001600,DECP,SIRET:22850001300658,72,CAT02,IT Services & Consulting,2019-03-01,48.0,1,42.21,160000.0,decp_jaccard,DECP:22850001300658202222003600
DECP:3852903090045420192019S0639900,DECP,SIRET:38529030900454,72,CAT02,IT Services & Consulting,2019-03-01,18.0,0,70.04,416666.66,none,
DECP:224400028000112019I4080000,DECP,SIRET:22440002800011,48,CAT01,Software & Applications,2019-03-01,48.0,0,70.04,160000.0,none,
DECP:228500013006582019201819000700,DECP,SIRET:22850001300658,72,CAT02,IT Services & Consulting,2019-03-04,48.0,1,42.12,40000.0,decp_jaccard,DECP:22850001300658202222003600
DECP:2272000290001420191906000,DECP,SIRET:22720002900014,72,CAT02,IT Services & Consulting,2019-03-05,10.0,1,15.28,33264.5,decp_jaccard,DECP:2272000290001420191906002
DECP:267200160000132460921,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2019-03-05,48.0,0,69.91,12010.0,none,
DECP:2272000290001420191906200,DECP,SIRET:22720002900014,32,CAT04,Telecom & Networks,2019-03-07,36.0,0,69.84,192000.0,none,
DECP:47865038500014201965628700,DECP,SIRET:47865038500014,72,CAT07,Digital Workplace & Collaboration,2019-03-08,12.0,0,69.81,2500000.0,none,
DECP:47865038500014201965629400,DECP,SIRET:47865038500014,72,CAT10,IT Maintenance & Support,2019-03-08,24.0,0,69.81,470000.0,none,
DECP:2649000360001520192019S0967800,DECP,SIRET:26490003600015,32,CAT04,Telecom & Networks,2019-03-08,48.0,1,49.44,2000.0,decp_jaccard,DECP:2649000360001520232023F1801900
DECP:2649000360001520192019S0967600,DECP,SIRET:26490003600015,32,CAT04,Telecom & Networks,2019-03-08,48.0,1,49.44,10000.0,decp_jaccard,DECP:2649000360001520232023F1801700
DECP:2649000360001520192019F0967700,DECP,SIRET:26490003600015,32,CAT04,Telecom & Networks,2019-03-08,48.0,1,49.44,8000.0,decp_jaccard,DECP:2649000360001520232023F1801900
DECP:2649000360001520192019F0967400,DECP,SIRET:26490003600015,32,CAT04,Telecom & Networks,2019-03-08,48.0,1,49.44,240000.0,decp_jaccard,DECP:2649000360001520232023F1801700
DECP:20006786600018201961679700,DECP,SIRET:20006786600018,72,CAT07,Digital Workplace & Collaboration,2019-03-08,60.0,0,69.81,24245.0,none,
DECP:2672001600001320192019F0726000,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2019-03-11,36.0,0,69.71,4588.0,none,
DECP:2672001600001320192019F0725900,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2019-03-11,36.0,0,69.71,10936.0,none,
DECP:2672001600001320192019F0725800,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2019-03-11,36.0,0,69.71,9298.0,none,
DECP:2672001600001320192019F0725700,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2019-03-11,36.0,0,69.71,11456.0,none,
DECP:2672001600001320192019F0725600,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2019-03-11,36.0,0,69.71,9233.0,none,
DECP:2672001600001320192019F0725400,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2019-03-11,36.0,0,69.71,16666.0,none,
DECP:2672001600001320192019F0725300,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2019-03-11,36.0,0,69.71,8712.0,none,
DECP:2672001600001320192019F0725200,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2019-03-11,36.0,0,69.71,10936.0,none,
DECP:214401622000112018ni5Wvk8zPa00,DECP,SIRET:21440162200011,32,CAT06,IT Hardware & Equipment,2019-03-11,24.0,1,23.92,220000.0,decp_jaccard,DECP:214401622000112020Fti_A1RzqT00
DECP:288500028000232019000000000002,DECP,SIRET:28850002800023,32,CAT04,Telecom & Networks,2019-03-12,48.0,0,69.68,51570.0,none,
DECP:214401622000112019MqNgfeQtj300,DECP,SIRET:21440162200011,72,CAT02,IT Services & Consulting,2019-03-13,48.0,1,48.26,120000.0,decp_jaccard,DECP:214401622000112023NXt3Q2OHpC00
DECP:3852903090045420192019S2047000,DECP,SIRET:38529030900454,72,CAT02,IT Services & Consulting,2019-03-13,72.0,0,69.65,1916667.0,none,
DECP:2672001600001320192019F0725500,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2019-03-13,36.0,0,69.65,13755.0,none,
DECP:3852903090045420192019S0000500,DECP,SIRET:38529030900454,72,CAT02,IT Services & Consulting,2019-03-15,48.0,0,69.58,,none,
DECP:3852903090045420192019S0000600,DECP,SIRET:38529030900454,72,CAT02,IT Services & Consulting,2019-03-15,48.0,0,69.58,,none,
DECP:3852903090045420192019S0001000,DECP,SIRET:38529030900454,72,CAT02,IT Services & Consulting,2019-03-15,48.0,0,69.58,,none,
DECP:3852903090045420192019S0000900,DECP,SIRET:38529030900454,72,CAT02,IT Services & Consulting,2019-03-15,48.0,0,69.58,,none,
DECP:3852903090045420192019S0000800,DECP,SIRET:38529030900454,72,CAT02,IT Services & Consulting,2019-03-15,48.0,0,69.58,,none,
DECP:2672001600001320192019F0716300,DECP,SIRET:26720016000013,32,CAT04,Telecom & Networks,2019-03-15,3.0,1,5.91,20351.0,decp_jaccard,DECP:2672001600001320192019F1826400
DECP:284400017000182018o0n0DV0FPH00,DECP,SIRET:28440001700018,35,CAT03,Cybersecurity,2019-03-15,24.0,0,69.58,219444.36,none,
DECP:3852903090045420192019S0000700,DECP,SIRET:38529030900454,72,CAT02,IT Services & Consulting,2019-03-18,48.0,0,69.48,,none,
DECP:228500013006582019201919009700,DECP,SIRET:22850001300658,72,CAT02,IT Services & Consulting,2019-03-19,24.0,1,23.75,79900.0,decp_jaccard,DECP:228500013006582121202021004900
DECP:2644001360047120192019S0750300,DECP,SIRET:26440013600471,72,CAT02,IT Services & Consulting,2019-03-19,48.0,1,47.34,221000.0,decp_jaccard,DECP:2644001360047120232023S0438500
DECP:2644001360047120192019S0749900,DECP,SIRET:26440013600471,72,CAT02,IT Services & Consulting,2019-03-19,48.0,1,45.04,67432.0,decp_jaccard,DECP:2644001360047120222022S2260800
DECP:2644001360047120192019S0750500,DECP,SIRET:26440013600471,72,CAT02,IT Services & Consulting,2019-03-20,48.0,1,47.83,97016.0,decp_jaccard,DECP:2644001360047120232023S0446100
DECP:790020010000192018Mb1dKBuAy500,DECP,SIRET:79002001000019,72,CAT02,IT Services & Consulting,2019-03-20,12.0,0,69.42,100000.0,none,
DECP:790020010000192018SAOhj82Q4s00,DECP,SIRET:79002001000019,72,CAT02,IT Services & Consulting,2019-03-20,12.0,0,69.42,120000.0,none,
DECP:2672001600001320192019S0741300,DECP,SIRET:26720016000013,48,CAT01,Software & Applications,2019-03-21,34.0,1,30.72,64001.15,decp_jaccard,DECP:2672001600001320212021S1880000
DECP:34200781200023201824NSCm1_iv00,DECP,SIRET:34200781200023,32,CAT04,Telecom & Networks,2019-03-21,45.0,0,69.38,100000.0,none,
DECP:214401622000112019TLnx5fkSai00,DECP,SIRET:21440162200011,72,CAT02,IT Services & Consulting,2019-03-28,48.0,1,47.77,120000.0,decp_jaccard,DECP:214401622000112023NXt3Q2OHpC00
DECP:1844091910001420192019S0778000,DECP,SIRET:18440919100014,72,CAT02,IT Services & Consulting,2019-03-28,36.0,0,69.15,32175.0,none,
DECP:224400028000112019I266FA00,DECP,SIRET:22440002800011,72,CAT10,IT Maintenance & Support,2019-03-29,48.0,0,69.12,9600000.0,none,
DECP:3852903090045420192019S0840600,DECP,SIRET:38529030900454,72,CAT02,IT Services & Consulting,2019-03-29,36.0,0,69.12,89000.0,none,
DECP:28720026500018201920190700,DECP,SIRET:28720026500018,48,CAT01,Software & Applications,2019-03-29,72.0,0,69.12,75880.0,none,
DECP:214401622000112019_MMeN7kSxq00,DECP,SIRET:21440162200011,72,CAT02,IT Services & Consulting,2019-04-01,48.0,1,47.83,60000.0,decp_jaccard,DECP:214401622000112023MO2IpRdiwf00
DECP:2672001600001320192019S0807200,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2019-04-02,45.0,1,39.62,44316.0,decp_jaccard,DECP:2672001600001320222022S1212800
DECP:214401325000112018TVX370600,DECP,SIRET:21440132500011,48,CAT01,Software & Applications,2019-04-03,4.0,1,5.78,6032.0,decp_jaccard,DECP:214401325000112018TVX370601
DECP:214401622000112019QX8fhqF8LM00,DECP,SIRET:21440162200011,72,CAT02,IT Services & Consulting,2019-04-04,48.0,1,47.73,1200000.0,decp_jaccard,DECP:214401622000112023MO2IpRdiwf00
DECP:2644001360047120192019S0911600,DECP,SIRET:26440013600471,72,CAT02,IT Services & Consulting,2019-04-04,48.0,1,47.34,106973.0,decp_jaccard,DECP:2644001360047120232023S0446100
DECP:284400017000182018DL2zBrNI_e00,DECP,SIRET:28440001700018,32,CAT04,Telecom & Networks,2019-04-05,48.0,0,68.89,24000.0,none,
DECP:214401721000112019626100,DECP,SIRET:21440172100011,48,CAT01,Software & Applications,2019-04-05,48.0,0,68.89,85164.0,none,
DECP:21440158000011201962715900,DECP,SIRET:21440158000011,35,CAT03,Cybersecurity,2019-04-09,12.0,0,68.76,25000.0,none,
DECP:218502888000172019PI0000000200,DECP,SIRET:21850288800017,72,CAT02,IT Services & Consulting,2019-04-09,1.0,0,68.76,,none,
DECP:214400475000152019ItZMWmexAU00,DECP,SIRET:21440047500015,72,CAT02,IT Services & Consulting,2019-04-15,21.0,0,68.56,86660.0,none,
DECP:2644001360047120191364500,DECP,SIRET:26440013600471,72,CAT02,IT Services & Consulting,2019-04-19,31.0,1,34.46,148905.0,decp_jaccard,DECP:2644001360047120222022S0372100
DECP:2649000360001520192019S1239300,DECP,SIRET:26490003600015,32,CAT04,Telecom & Networks,2019-04-19,48.0,0,68.43,204000.0,none,
DECP:2272000290001420191908000,DECP,SIRET:22720002900014,48,CAT01,Software & Applications,2019-04-23,45.0,0,68.3,40000.0,none,
DECP:79915633600015201910uEhGxs5P00,DECP,SIRET:79915633600015,72,CAT10,IT Maintenance & Support,2019-04-23,12.0,0,68.3,15000.0,none,
DECP:228500013006582019201919014800,DECP,SIRET:22850001300658,72,CAT02,IT Services & Consulting,2019-04-25,24.0,0,68.23,25000.0,none,
DECP:28720026500018201920191200,DECP,SIRET:28720026500018,72,CAT02,IT Services & Consulting,2019-04-25,48.0,0,68.23,30000.0,none,
DECP:228500013006582019201919013900,DECP,SIRET:22850001300658,72,CAT02,IT Services & Consulting,2019-04-26,24.0,1,19.45,200000.0,decp_jaccard,DECP:228500013006582020202021000200
DECP:228500013006582019201919013900,DECP,SIRET:22850001300658,72,CAT02,IT Services & Consulting,2019-04-26,24.0,1,19.45,200000.0,decp_jaccard,DECP:228500013006582020202021000200
DECP:2644001360047120191411600,DECP,SIRET:26440013600471,48,CAT01,Software & Applications,2019-04-29,84.0,0,68.1,157814.0,none,
DECP:2672001600001320192019S0939800,DECP,SIRET:26720016000013,72,CAT02,IT Services & Consulting,2019-04-30,12.0,1,15.18,25129.0,decp_jaccard,DECP:2672001600001320202020S1156100
DECP:214401846000162018S0110101,DECP,SIRET:21440184600016,72,CAT02,IT Services & Consulting,2019-04-30,49.0,0,68.07,400000.0,none,
DECP:214401846000162018S0110100,DECP,SIRET:21440184600016,72,CAT02,IT Services & Consulting,2019-04-30,49.0,0,68.07,400000.0,none,
DECP:21440066500011201963340000,DECP,SIRET:21440066500011,32,CAT04,Telecom & Networks,2019-04-30,5.0,0,68.07,116970.0,none,
DECP:2649000360001520192019S1229700,DECP,SIRET:26490003600015,32,CAT04,Telecom & Networks,2019-05-01,46.0,1,47.67,2000.0,decp_jaccard,DECP:2649000360001520232023F1801900
DECP:2649000360001520192019F1229600,DECP,SIRET:26490003600015,32,CAT04,Telecom & Networks,2019-05-01,46.0,1,47.67,16000.0,decp_jaccard,DECP:2649000360001520232023F1801900
DECP:24440064400013201919S000200,DECP,SIRET:24440064400013,48,CAT01,Software & Applications,2019-05-03,48.0,0,67.97,400000.0,none,
DECP:28530001800030201968737800,DECP,SIRET:28530001800030,72,CAT07,Digital Workplace & Collaboration,2019-05-03,12.0,0,67.97,310442.0,none,
DECP:284400017000182019CcGvfYei1100,DECP,SIRET:28440001700018,32,CAT04,Telecom & Networks,2019-05-03,48.0,0,67.97,8000.0,none,
DECP:20006786600018201963386300,DECP,SIRET:20006786600018,32,CAT04,Telecom & Networks,2019-05-06,36.0,0,67.87,208000.0,none,
