uid,acheteur_id,cpv_div2,source_date_notification,declared_duration_months,renewal_uid,event,observed_duration_months,gap_months,text_similarity,match_score,is_censored,censoring_date
214401622000112018v-XOnDSodM00,21440162200011,72,2018-03-14,48.0,214401622000112022h0JYa7inW200,1,48.49,48.49,0.824,0.852,0,
214401622000112019MqNgfeQtj300,21440162200011,72,2019-03-13,48.0,214401622000112023NXt3Q2OHpC00,1,48.26,48.26,0.778,0.832,0,
214401622000112019TLnx5fkSai00,21440162200011,72,2019-03-28,48.0,214401622000112023NXt3Q2OHpC00,1,47.77,47.77,1.0,0.988,0,
214401622000112019_MMeN7kSxq00,21440162200011,72,2019-04-01,48.0,214401622000112023MO2IpRdiwf00,1,47.83,47.83,0.684,0.771,0,
214401622000112019QX8fhqF8LM00,21440162200011,72,2019-04-04,48.0,214401622000112023MO2IpRdiwf00,1,47.73,47.73,1.0,0.987,0,
214401622000112019Z7_2jGlUZ400,21440162200011,72,2019-06-14,43.0,214401622000112022BegYPV6rjL00,1,42.05,42.05,0.882,0.87,0,
2144016220001120191C2kLv9K3k00,21440162200011,72,2019-06-18,48.0,214401622000112023FyHxxA73ZB00,1,46.94,46.94,0.833,0.831,0,
2144016220001120194J4fGNmkUV00,21440162200011,72,2019-06-20,48.0,214401622000112023FyHxxA73ZB00,1,46.88,46.88,0.429,0.544,0,
214401622000112019-MvpeeTJfI00,21440162200011,72,2019-06-20,48.0,214401622000112023FyHxxA73ZB00,1,46.88,46.88,0.609,0.67,0,
214401622000112019hkGAK9XfVk00,21440162200011,72,2019-07-11,48.0,214401622000112023qNCSPNCDtt00,1,48.69,48.69,0.577,0.67,0,
214401622000112019Vd6GOpajq100,21440162200011,72,2019-10-25,48.0,,0,62.22,,,,1,2024-12-31
214401622000112019aK9M0nR5Th00,21440162200011,72,2020-02-10,48.0,214401622000112024DGndusCkB800,1,49.97,49.97,0.462,0.525,0,
214401622000112019WigFdUrVoQ00,21440162200011,72,2020-03-20,48.0,214401622000112024wFSZPFfTLV00,1,47.83,47.83,0.938,0.948,0,
2144016220001120200BplL6KvvM00,21440162200011,72,2020-03-20,48.0,214401622000112024wFSZPFfTLV00,1,47.83,47.83,0.722,0.797,0,
214401622000112020GtYZbncGAI00,21440162200011,72,2020-06-12,48.0,214401622000112024wFSZPFfTLV00,1,45.07,45.07,0.722,0.659,0,
21440162200011202042FN3RTcjM00,21440162200011,72,2020-10-29,16.0,,0,50.07,,,,1,2024-12-31
214401622000112020yYLrg85GrZ00,21440162200011,72,2020-11-25,48.0,2144016220001120242AG_e1A-O700,1,47.34,47.34,0.778,0.811,0,
214401622000112020CWEQEWSebi02,21440162200011,72,2020-11-25,48.0,214401622000112024K-P0rgdsDS00,1,49.18,49.18,0.737,0.757,0,
214401622000112020CWEQEWSebi00,21440162200011,72,2020-11-25,48.0,214401622000112024K-P0rgdsDS00,1,49.18,49.18,0.737,0.757,0,
214401622000112020njI6F8VEK200,21440162200011,72,2020-12-01,48.0,2144016220001120242AG_e1A-O700,1,47.14,47.14,0.882,0.875,0,
214401622000112020ywnvaNYW7w00,21440162200011,72,2020-12-21,48.0,,0,48.32,,,,1,2024-12-31
214401622000112020wmLHx_NL2_00,21440162200011,72,2020-12-21,48.0,2144016220001120242XTy0PCROT00,1,47.01,47.01,0.357,0.501,0,
214401622000112020sFJyN6kt8w00,21440162200011,72,2020-12-21,48.0,,0,48.32,,,,1,2024-12-31
214401622000112020xP0zEZ3BBB00,21440162200011,72,2021-01-07,48.0,214401622000112024K-P0rgdsDS00,1,47.77,47.77,0.684,0.767,0,
214401622000112021Qf-lXH7iEA00,21440162200011,72,2021-03-25,48.0,214401622000112024K-P0rgdsDS00,1,45.24,45.24,0.778,0.706,0,
214401622000112021etTL2dARdD00,21440162200011,72,2021-06-07,48.0,214401622000112024K-P0rgdsDS00,1,42.81,42.81,0.778,0.585,0,
214401622000112021vWlL2KxPom00,21440162200011,72,2021-08-03,48.0,,0,40.93,,,,1,2024-12-31
214401622000112021C1bFoLmNaW00,21440162200011,72,2021-08-03,48.0,,0,40.93,,,,1,2024-12-31
2144016220001120215dEfnWsESM00,21440162200011,72,2021-10-25,48.0,,0,38.21,,,,1,2024-12-31
214401622000112021h4S-HEKQt500,21440162200011,72,2021-11-03,48.0,,0,37.91,,,,1,2024-12-31
2144016220001120219BDOOYsNCb00,21440162200011,72,2021-11-21,48.0,,0,37.32,,,,1,2024-12-31
214401622000112021P1QjfK1gir00,21440162200011,72,2021-12-14,48.0,,0,36.56,,,,1,2024-12-31
214401622000112022an_3PQnNPD00,21440162200011,72,2022-01-18,48.0,,0,35.41,,,,1,2024-12-31
214401622000112022iQEFi03R9Z00,21440162200011,72,2022-02-16,48.0,,0,34.46,,,,1,2024-12-31
214401622000112022ej6fyIpmSS00,21440162200011,72,2022-02-23,48.0,,0,34.23,,,,1,2024-12-31
214401622000112022h0JYa7inW200,21440162200011,72,2022-03-29,48.0,,0,33.11,,,,1,2024-12-31
214401622000112022BegYPV6rjL00,21440162200011,72,2022-12-15,48.0,,0,24.54,,,,1,2024-12-31
214401622000112023qMhTRpHwqC00,21440162200011,72,2023-01-05,48.0,,0,23.85,,,,1,2024-12-31
214401622000112023BBywQeIeff00,21440162200011,72,2023-02-16,36.0,,0,22.47,,,,1,2024-12-31
214401622000112023NXt3Q2OHpC00,21440162200011,72,2023-03-21,48.0,,0,21.39,,,,1,2024-12-31
214401622000112023MO2IpRdiwf00,21440162200011,72,2023-03-27,48.0,,0,21.19,,,,1,2024-12-31
214401622000112023FyHxxA73ZB00,21440162200011,72,2023-05-17,48.0,,0,19.51,,,,1,2024-12-31
214401622000112023qNCSPNCDtt00,21440162200011,72,2023-08-01,48.0,,0,17.02,,,,1,2024-12-31
214401622000112024D6AJxOJlni00,21440162200011,72,2024-01-02,48.0,,0,11.96,,,,1,2024-12-31
214401622000112024wFSZPFfTLV00,21440162200011,72,2024-03-15,48.0,,0,9.56,,,,1,2024-12-31
21440162200011202433fIDtexH_00,21440162200011,72,2024-03-15,48.0,,0,9.56,,,,1,2024-12-31
214401622000112024DGndusCkB800,21440162200011,72,2024-04-10,48.0,,0,8.71,,,,1,2024-12-31
214401622000112024B0d-Yvh3G900,21440162200011,72,2024-06-17,48.0,,0,6.47,,,,1,2024-12-31
2144016220001120242AG_e1A-O700,21440162200011,72,2024-11-05,48.0,,0,1.84,,,,1,2024-12-31
214401622000112024GjE2AdRXaH00,21440162200011,72,2024-11-21,48.0,,0,1.31,,,,1,2024-12-31
214401622000112024EkxM2rCECS00,21440162200011,72,2024-11-21,48.0,,0,1.31,,,,1,2024-12-31
2144016220001120242XTy0PCROT00,21440162200011,72,2024-11-21,48.0,,0,1.31,,,,1,2024-12-31
214401622000112024K-P0rgdsDS00,21440162200011,72,2024-12-31,48.0,,0,0.0,,,,1,2024-12-31
244400552000262019PAREFEU00,24440055200026,48,2020-03-11,48.0,244400552000262021-832026-00,1,50.62,50.62,0.304,0.382,0,
24440055200026202074831800,24440055200026,48,2020-10-21,48.0,,0,50.33,,,,1,2024-12-31
24440055200026202180046200,24440055200026,48,2021-05-06,84.0,,0,43.86,,,,1,2024-12-31
24440055200026202180046300,24440055200026,48,2021-06-04,108.0,,0,42.9,,,,1,2024-12-31
24440055200026202183202600,24440055200026,48,2021-09-08,72.0,,0,39.75,,,,1,2024-12-31
24440055200026202287528100,24440055200026,48,2022-06-17,96.0,,0,30.49,,,,1,2024-12-31
2444005520002624990833,24440055200026,48,2024-01-26,1.0,,0,11.17,,,,1,2024-12-31
244400552000262021-832026-00,24440055200026,48,2024-05-30,72.0,,0,7.06,,,,1,2024-12-31
2444005520002624-1029138,24440055200026,48,2024-06-03,36.0,,0,6.93,,,,1,2024-12-31
2444005520002624-1029301,24440055200026,48,2024-06-03,36.0,,0,6.93,,,,1,2024-12-31
2444005520002624-1057430,24440055200026,48,2024-11-18,48.0,,0,1.41,,,,1,2024-12-31
2444005520002625-1065514,24440055200026,48,2024-12-31,48.0,,0,0.0,,,,1,2024-12-31
200033298000152024M01524,20003329800015,72,2024-11-06,48.0,,0,1.81,,,,1,2024-12-31
200033298000152024M01524000000,20003329800015,72,2024-11-06,8.0,,0,1.81,,,,1,2024-12-31
200033298000152024M02124000000,20003329800015,72,2024-12-27,48.0,,0,0.13,,,,1,2024-12-31
244900015000112021G21039P00000,24490001500011,72,2021-07-22,60.0,,0,41.33,,,,1,2024-12-31
244900015000112021A21081P00000,24490001500011,72,2021-07-29,48.0,,0,41.1,,,,1,2024-12-31
244900015000112021A21114P00000,24490001500011,72,2021-10-15,12.0,,0,38.53,,,,1,2024-12-31
244900015000112021A21124P00000,24490001500011,72,2021-10-22,60.0,,0,38.3,,,,1,2024-12-31
244900015000112021G21061P00000,24490001500011,72,2021-11-23,60.0,,0,37.25,,,,1,2024-12-31
24490001500011202271s3l0000000,24490001500011,72,2022-04-05,12.0,,0,32.88,,,,1,2024-12-31
244900015000112022G22065P00000,24490001500011,72,2022-07-26,26.0,,0,29.2,,,,1,2024-12-31
244900015000112023G23003P02,24490001500011,72,2023-01-20,18.0,,0,23.36,,,,1,2024-12-31
244900015000112023G23003P01,24490001500011,72,2023-01-20,18.0,,0,23.36,,,,1,2024-12-31
244900015000112023G23003P00,24490001500011,72,2023-01-20,18.0,,0,23.36,,,,1,2024-12-31
244900015000112022G22089P00,24490001500011,72,2023-02-10,48.0,,0,22.67,,,,1,2024-12-31
244900015000112023A23010P00,24490001500011,72,2023-03-06,24.0,,0,21.88,,,,1,2024-12-31
244900015000112022G22090P00,24490001500011,72,2023-03-30,48.0,,0,21.09,,,,1,2024-12-31
244900015000112023G23019P00,24490001500011,72,2023-05-22,48.0,,0,19.35,,,,1,2024-12-31
244900015000112023A23030P00,24490001500011,72,2023-06-05,36.0,,0,18.89,,,,1,2024-12-31
244900015000112023G23034P00,24490001500011,72,2023-06-06,24.0,,0,18.86,,,,1,2024-12-31
244900015000112023ld51u0000000,24490001500011,72,2023-06-26,24.0,,0,18.2,,,,1,2024-12-31
244900015000112023G23030P01,24490001500011,72,2023-06-28,48.0,,0,18.13,,,,1,2024-12-31
244900015000112023G23030P00,24490001500011,72,2023-06-28,48.0,,0,18.13,,,,1,2024-12-31
2449000150001120238nphe0000000,24490001500011,72,2023-07-04,12.0,,0,17.94,,,,1,2024-12-31
244900015000112023G23003P03,24490001500011,72,2023-07-06,18.0,,0,17.87,,,,1,2024-12-31
244900015000112023G23055P00000,24490001500011,72,2023-07-19,48.0,,0,17.44,,,,1,2024-12-31
244900015000112023A23032P00000,24490001500011,72,2023-07-19,72.0,,0,17.44,,,,1,2024-12-31
244900015000112023G23001P00,24490001500011,72,2023-09-28,48.0,,0,15.11,,,,1,2024-12-31
244900015000112023A23108P00,24490001500011,72,2023-10-12,37.0,,0,14.65,,,,1,2024-12-31
244900015000112023A23113P00,24490001500011,72,2023-12-01,72.0,,0,13.01,,,,1,2024-12-31
244900015000112023A23125P,24490001500011,72,2023-12-09,48.0,,0,12.75,,,,1,2024-12-31
244900015000112023A23125P00,24490001500011,72,2023-12-09,48.0,,0,12.75,,,,1,2024-12-31
244900015000112024A24001P,24490001500011,72,2024-01-22,60.0,,0,11.3,,,,1,2024-12-31
244900015000112024G24008P,24490001500011,72,2024-04-10,36.0,,0,8.71,,,,1,2024-12-31
244900015000112024A24017P,24490001500011,72,2024-04-19,36.0,,0,8.41,,,,1,2024-12-31
244900015000112024fncam0000000,24490001500011,72,2024-04-25,24.0,,0,8.21,,,,1,2024-12-31
244900015000112024A24016P,24490001500011,72,2024-04-25,48.0,,0,8.21,,,,1,2024-12-31
244900015000112023A23121P,24490001500011,72,2024-05-16,24.0,,0,7.52,,,,1,2024-12-31
244900015000112023A23101P,24490001500011,72,2024-05-28,48.0,,0,7.13,,,,1,2024-12-31
244900015000112024A24022P,24490001500011,72,2024-05-30,61.0,,0,7.06,,,,1,2024-12-31
244900015000112022G22089P,24490001500011,72,2024-05-31,48.0,,0,7.03,,,,1,2024-12-31
244900015000112024A24046P,24490001500011,72,2024-07-01,48.0,,0,6.01,,,,1,2024-12-31
244900015000112024A24023P,24490001500011,72,2024-07-02,60.0,,0,5.98,,,,1,2024-12-31
244900015000112024G24029P,24490001500011,72,2024-07-04,48.0,,0,5.91,,,,1,2024-12-31
244900015000112024A24048P,24490001500011,72,2024-07-05,48.0,,0,5.88,,,,1,2024-12-31
244900015000112024A24039P,24490001500011,72,2024-07-13,72.0,,0,5.62,,,,1,2024-12-31
244900015000112024A24042P,24490001500011,72,2024-08-01,48.0,,0,4.99,,,,1,2024-12-31
244900015000112024A24047P,24490001500011,72,2024-08-22,48.0,,0,4.3,,,,1,2024-12-31
244900015000112024A24034P,24490001500011,72,2024-10-05,60.0,,0,2.86,,,,1,2024-12-31
244900015000112024A24073P,24490001500011,72,2024-10-28,61.0,,0,2.1,,,,1,2024-12-31
244900015000112024A24053P,24490001500011,72,2024-11-09,60.0,,0,1.71,,,,1,2024-12-31
244900015000112024ll7n30000000,24490001500011,72,2024-11-15,12.0,,0,1.51,,,,1,2024-12-31
244900015000112024A24096P,24490001500011,72,2024-12-16,61.0,,0,0.49,,,,1,2024-12-31
244900015000112024A24130P,24490001500011,72,2024-12-26,60.0,,0,0.16,,,,1,2024-12-31
244900015000112024A24129P,24490001500011,72,2024-12-26,60.0,,0,0.16,,,,1,2024-12-31
224400028000112019I2460100,22440002800011,72,2018-12-14,24.0,,0,72.57,,,,1,2024-12-31
224400028000112019I2460200,22440002800011,72,2018-12-17,24.0,,0,72.47,,,,1,2024-12-31
224400028000112019I172100,22440002800011,72,2019-02-07,48.0,,0,70.76,,,,1,2024-12-31
224400028000112019I4570000,22440002800011,72,2019-02-26,24.0,224400028000112019I4570001,1,22.96,22.96,1.0,0.948,0,
224400028000112019I172BMS0100,22440002800011,72,2019-02-27,4.0,224400028000112019I172BMS0200,1,9.92,9.92,0.5,0.354,0,
224400028000112019I266FA00,22440002800011,72,2019-03-29,48.0,,0,69.12,,,,1,2024-12-31
224400028000112019I172AMS0300,22440002800011,72,2019-07-10,12.0,,0,65.74,,,,1,2024-12-31
224400028000112019I172201,22440002800011,72,2019-11-25,48.0,,0,61.2,,,,1,2024-12-31
224400028000112019I172201,22440002800011,72,2019-11-25,48.0,,0,61.2,,,,1,2024-12-31
224400028000112019I172201,22440002800011,72,2019-11-25,48.0,,0,61.2,,,,1,2024-12-31
224400028000112019I172201,22440002800011,72,2019-11-25,48.0,,0,61.2,,,,1,2024-12-31
224400028000112019I172101,22440002800011,72,2019-12-10,48.0,,0,60.71,,,,1,2024-12-31
224400028000112019I172BMS0200,22440002800011,72,2019-12-26,6.0,,0,60.18,,,,1,2024-12-31
224400028000112020I172BMS0500,22440002800011,72,2020-04-01,12.0,224400028000112021I172BMS1100,1,12.61,12.61,0.333,0.503,0,
224400028000112020I172AMS1000,22440002800011,72,2020-05-06,12.0,,0,55.85,,,,1,2024-12-31
224400028000112020I172BMS400,22440002800011,72,2020-05-07,48.0,,0,55.81,,,,1,2024-12-31
224400028000112020I172BMS0300,22440002800011,72,2020-05-07,48.0,,0,55.81,,,,1,2024-12-31
224400028000112020I172AMS900,22440002800011,72,2020-07-06,6.0,,0,53.84,,,,1,2024-12-31
224400028000112020I172BMS0600,22440002800011,72,2020-09-24,18.0,224400028000112022I172BMS1900,1,17.97,17.97,0.5,0.648,0,
224400028000112020I172AMS1100,22440002800011,72,2020-10-02,4.0,224400028000112020I172AMS1101,1,3.91,3.91,1.0,0.995,0,
224400028000112020I172BMS0900,22440002800011,72,2020-12-07,12.0,,0,48.78,,,,1,2024-12-31
224400028000112020I172BMS1000,22440002800011,72,2020-12-18,12.0,224400028000112022I172BMS1700,1,16.23,16.23,0.375,0.351,0,
224400028000112019I4570001,22440002800011,72,2021-01-25,30.0,,0,47.17,,,,1,2024-12-31
224400028000112020I172AMS1101,22440002800011,72,2021-01-29,6.0,224400028000112021I172BMS1600,1,9.33,9.33,0.556,0.522,0,
224400028000112021I172AMS1200,22440002800011,72,2021-04-19,8.0,,0,44.42,,,,1,2024-12-31
224400028000112021I172BMS1100,22440002800011,72,2021-04-20,24.0,224400028000112023S00035,1,29.53,29.53,0.333,0.257,0,
224400028000112021I172AD02,22440002800011,72,2021-05-06,12.0,,0,43.86,,,,1,2024-12-31
224400028000112021I172AD01,22440002800011,72,2021-05-06,12.0,,0,43.86,,,,1,2024-12-31
224400028000112021I172AD00,22440002800011,72,2021-05-06,12.0,,0,43.86,,,,1,2024-12-31
224400028000112021I172AMS1500,22440002800011,72,2021-07-08,18.0,,0,41.79,,,,1,2024-12-31
224400028000112021I172BMS1300,22440002800011,72,2021-09-20,12.0,,0,39.36,,,,1,2024-12-31
224400028000112021S00002,22440002800011,72,2021-10-08,48.0,,0,38.76,,,,1,2024-12-31
224400028000112021S00001,22440002800011,72,2021-10-26,72.0,,0,38.17,,,,1,2024-12-31
224400028000112021I172BMS1400,22440002800011,72,2021-11-04,18.0,,0,37.88,,,,1,2024-12-31
224400028000112021I172AMS1600,22440002800011,72,2021-11-08,18.0,,0,37.75,,,,1,2024-12-31
224400028000112021I172BMS1600,22440002800011,72,2021-11-09,18.0,,0,37.71,,,,1,2024-12-31
224400028000112021I172BMS1500,22440002800011,72,2021-11-10,18.0,,0,37.68,,,,1,2024-12-31
224400028000112019I172103,22440002800011,72,2021-12-06,48.0,,0,36.83,,,,1,2024-12-31
224400028000112019I172102,22440002800011,72,2021-12-06,48.0,,0,36.83,,,,1,2024-12-31
224400028000112021S00012,22440002800011,72,2021-12-14,24.0,224400028000112023S00040,1,23.92,23.92,0.333,0.529,0,
224400028000112021S00015,22440002800011,72,2021-12-15,24.0,224400028000112023S00039,1,23.85,23.85,0.7,0.783,0,
224400028000112021S00014,22440002800011,72,2021-12-15,24.0,224400028000112023S00038,1,23.65,23.65,0.786,0.833,0,
224400028000112021S00016,22440002800011,72,2021-12-20,24.0,,0,36.37,,,,1,2024-12-31
224400028000112021S00013,22440002800011,72,2021-12-21,24.0,224400028000112023S00036,1,21.85,21.85,0.75,0.717,0,
224400028000112022I172AMS1700,22440002800011,72,2022-03-18,22.0,,0,33.48,,,,1,2024-12-31
224400028000112022I172BMS1800,22440002800011,72,2022-03-18,16.0,,0,33.48,,,,1,2024-12-31
224400028000112022I172BMS1900,22440002800011,72,2022-03-25,12.0,,0,33.25,,,,1,2024-12-31
224400028000112022I172BMS2000,22440002800011,72,2022-04-13,12.0,,0,32.62,,,,1,2024-12-31
224400028000112022I172BMS1700,22440002800011,72,2022-04-26,15.0,,0,32.19,,,,1,2024-12-31
224400028000112022I172BMS2100,22440002800011,72,2022-04-29,12.0,,0,32.1,,,,1,2024-12-31
224400028000112022I172AMS1800,22440002800011,72,2022-04-29,12.0,,0,32.1,,,,1,2024-12-31
224400028000112022I172AMS1900,22440002800011,72,2022-05-02,12.0,,0,32.0,,,,1,2024-12-31
224400028000112022I172AMS2000,22440002800011,72,2022-05-12,12.0,,0,31.67,,,,1,2024-12-31
224400028000112022S00021,22440002800011,72,2022-07-22,48.0,,0,29.34,,,,1,2024-12-31
224400028000112022I172BMS2200,22440002800011,72,2022-09-13,12.0,,0,27.6,,,,1,2024-12-31
224400028000112022I172BMS2300,22440002800011,72,2022-12-02,12.0,,0,24.97,,,,1,2024-12-31
224400028000112022I172AMS2200,22440002800011,72,2022-12-05,12.0,,0,24.87,,,,1,2024-12-31
224400028000112022S00030,22440002800011,72,2022-12-05,12.0,,0,24.87,,,,1,2024-12-31
224400028000112023S00020,22440002800011,72,2023-07-10,6.0,224400028000112023S00031,1,2.6,2.6,0.667,0.596,0,
224400028000112023S00027,22440002800011,72,2023-07-13,18.0,,0,17.64,,,,1,2024-12-31
224400028000112023S00009,22440002800011,72,2023-07-18,18.0,,0,17.48,,,,1,2024-12-31
224400028000112023S00008,22440002800011,72,2023-07-18,31.0,,0,17.48,,,,1,2024-12-31
224400028000112023S00007,22440002800011,72,2023-07-18,31.0,,0,17.48,,,,1,2024-12-31
224400028000112023S00019,22440002800011,72,2023-07-27,18.0,,0,17.18,,,,1,2024-12-31
224400028000112023S00028,22440002800011,72,2023-08-02,18.0,,0,16.98,,,,1,2024-12-31
224400028000112023S00030,22440002800011,72,2023-08-03,6.0,,0,16.95,,,,1,2024-12-31
224400028000112023S00029,22440002800011,72,2023-09-01,18.0,,0,16.0,,,,1,2024-12-31
224400028000112023S00031,22440002800011,72,2023-09-27,12.0,,0,15.14,,,,1,2024-12-31
224400028000112023S00032,22440002800011,72,2023-09-28,12.0,,0,15.11,,,,1,2024-12-31
224400028000112023S00034,22440002800011,72,2023-10-05,7.0,,0,14.88,,,,1,2024-12-31
224400028000112023S00035,22440002800011,72,2023-10-06,48.0,,0,14.85,,,,1,2024-12-31
224400028000112023S00033,22440002800011,72,2023-10-06,24.0,,0,14.85,,,,1,2024-12-31
224400028000112023S00036,22440002800011,72,2023-10-17,24.0,,0,14.49,,,,1,2024-12-31
224400028000112023S00038,22440002800011,72,2023-12-05,24.0,,0,12.88,,,,1,2024-12-31
224400028000112023S00004,22440002800011,72,2023-12-05,48.0,,0,12.88,,,,1,2024-12-31
224400028000112023S00039,22440002800011,72,2023-12-11,24.0,,0,12.68,,,,1,2024-12-31
224400028000112023S00042,22440002800011,72,2023-12-12,24.0,,0,12.65,,,,1,2024-12-31
224400028000112023S00040,22440002800011,72,2023-12-12,24.0,,0,12.65,,,,1,2024-12-31
224400028000112023S00043,22440002800011,72,2023-12-21,12.0,,0,12.35,,,,1,2024-12-31
224400028000112024S00005,22440002800011,72,2024-03-07,22.0,,0,9.82,,,,1,2024-12-31
224400028000112024S00015,22440002800011,72,2024-08-21,48.0,,0,4.34,,,,1,2024-12-31
224400028000112024S00016,22440002800011,72,2024-09-16,48.0,,0,3.48,,,,1,2024-12-31
224400028000112024S00017,22440002800011,72,2024-09-19,48.0,,0,3.38,,,,1,2024-12-31
224400028000112024S00019,22440002800011,72,2024-10-08,24.0,,0,2.76,,,,1,2024-12-31
224400028000112024S00021,22440002800011,72,2024-12-04,48.0,,0,0.89,,,,1,2024-12-31
224400028000112024S00023,22440002800011,72,2024-12-24,48.0,,0,0.23,,,,1,2024-12-31
214900151000172024V23000000100,21490015100017,48,2024-12-23,12.0,,0,0.26,,,,1,2024-12-31
21720181300011202312995,21720181300011,32,2023-12-21,48.0,,0,12.35,,,,1,2024-12-31
2172018130001120231299500,21720181300011,32,2023-12-21,48.0,,0,12.35,,,,1,2024-12-31
21720181300011202312996,21720181300011,32,2023-12-21,48.0,,0,12.35,,,,1,2024-12-31
2172018130001120231299600,21720181300011,32,2023-12-21,48.0,,0,12.35,,,,1,2024-12-31
21720181300011202312997,21720181300011,32,2023-12-21,48.0,,0,12.35,,,,1,2024-12-31
2172018130001120231299700,21720181300011,32,2023-12-21,48.0,,0,12.35,,,,1,2024-12-31
21720181300011202312994,21720181300011,32,2023-12-22,48.0,,0,12.32,,,,1,2024-12-31
2172018130001120231299400,21720181300011,32,2023-12-22,48.0,,0,12.32,,,,1,2024-12-31
21720181300011202312998,21720181300011,32,2024-12-22,48.0,,0,0.3,,,,1,2024-12-31
2172018130001120231299800,21720181300011,32,2024-12-22,48.0,,0,0.3,,,,1,2024-12-31
21440184600016201907251005A01,21440184600016,48,2019-09-03,40.0,,0,63.93,,,,1,2024-12-31
21440184600016201907251005A00,21440184600016,48,2019-09-03,40.0,,0,63.93,,,,1,2024-12-31
21440184600016201907251005A01,21440184600016,48,2019-09-03,40.0,,0,63.93,,,,1,2024-12-31
214401846000162019112613MV00,21440184600016,48,2020-01-30,48.0,,0,59.03,,,,1,2024-12-31
2144018460001620191020201201,21440184600016,48,2020-03-12,24.0,214401846000162021041215MC00,1,18.66,18.66,0.333,0.266,0,
2144018460001620191020201201,21440184600016,48,2020-03-12,24.0,214401846000162021041215MC00,1,18.66,18.66,0.333,0.266,0,
2144018460001620191020201200,21440184600016,48,2020-03-12,48.0,,0,57.65,,,,1,2024-12-31
2144018460001620191207222001,21440184600016,48,2020-03-26,48.0,,0,57.19,,,,1,2024-12-31
2144018460001620191207222001,21440184600016,48,2020-03-26,48.0,,0,57.19,,,,1,2024-12-31
2144018460001620191207222000,21440184600016,48,2020-03-26,48.0,,0,57.19,,,,1,2024-12-31
214401846000162019102314MV00,21440184600016,48,2020-03-27,48.0,,0,57.16,,,,1,2024-12-31
214401846000162020060909MVC01,21440184600016,48,2020-12-04,48.0,,0,48.88,,,,1,2024-12-31
214401846000162020060909MVC00,21440184600016,48,2020-12-04,48.0,,0,48.88,,,,1,2024-12-31
214401846000162021011915MV00,21440184600016,48,2021-04-16,48.0,,0,44.51,,,,1,2024-12-31
214401846000162019112613MV01,21440184600016,48,2021-05-21,48.0,,0,43.36,,,,1,2024-12-31
214401846000162021041215MC00,21440184600016,48,2021-10-01,48.0,,0,38.99,,,,1,2024-12-31
2144018460001620210708,21440184600016,48,2021-11-03,12.0,,0,37.91,,,,1,2024-12-31
214401846000162022050309MV00,21440184600016,48,2022-07-20,48.0,,0,29.4,,,,1,2024-12-31
214401846000162022061514MV00,21440184600016,48,2022-10-14,48.0,,0,26.58,,,,1,2024-12-31
214401846000162022111609MV00,21440184600016,48,2023-04-13,48.0,,0,20.63,,,,1,2024-12-31
2144018460001620230116162500,21440184600016,48,2023-06-05,43.0,,0,18.89,,,,1,2024-12-31
2144018460001620230510094200,21440184600016,48,2023-06-28,48.0,,0,18.13,,,,1,2024-12-31
2144018460001620230510094201,21440184600016,48,2023-09-01,48.0,,0,16.0,,,,1,2024-12-31
2144018460001620230426145700,21440184600016,48,2023-09-06,48.0,,0,15.83,,,,1,2024-12-31
214401846000162023081214MV00,21440184600016,48,2023-12-12,49.0,,0,12.65,,,,1,2024-12-31
214401846000162023081214MV,21440184600016,48,2023-12-12,49.0,,0,12.65,,,,1,2024-12-31
21440184600016202311241116,21440184600016,48,2024-02-12,48.0,,0,10.61,,,,1,2024-12-31
21440184600016202401051549,21440184600016,48,2024-03-21,48.0,,0,9.36,,,,1,2024-12-31
214401846000162024021409MV,21440184600016,48,2024-06-14,48.0,,0,6.57,,,,1,2024-12-31
21440184600016202305100942,21440184600016,48,2024-09-03,48.0,,0,3.91,,,,1,2024-12-31
21440184600016202305100942,21440184600016,48,2024-09-03,48.0,,0,3.91,,,,1,2024-12-31
21440184600016202403180919,21440184600016,48,2024-12-20,48.0,,0,0.36,,,,1,2024-12-31
2444006100005520222211100,24440061000055,72,2022-11-18,12.0,,0,25.43,,,,1,2024-12-31
24440061000055202323018A,24440061000055,72,2023-03-21,48.0,,0,21.39,,,,1,2024-12-31
24440061000055202323018A00,24440061000055,72,2023-03-21,48.0,,0,21.39,,,,1,2024-12-31
24440061000055202323055A00,24440061000055,72,2023-07-27,48.0,,0,17.18,,,,1,2024-12-31
24440061000055202323122,24440061000055,72,2024-01-09,12.0,,0,11.73,,,,1,2024-12-31
24440061000055202323S067,24440061000055,72,2024-03-13,48.0,,0,9.63,,,,1,2024-12-31
24440061000055202424030,24440061000055,72,2024-05-14,48.0,,0,7.59,,,,1,2024-12-31
244400610000552024CAP0030000,24440061000055,72,2024-05-14,36.0,,0,7.59,,,,1,2024-12-31
244400610000552024CAP003000000,24440061000055,72,2024-05-14,36.0,,0,7.59,,,,1,2024-12-31
24440061000055202424010,24440061000055,72,2024-06-05,48.0,,0,6.87,,,,1,2024-12-31
244400610000552024CAP0010000,24440061000055,72,2024-06-05,48.0,,0,6.87,,,,1,2024-12-31
244400610000552024CAP001000000,24440061000055,72,2024-06-05,48.0,,0,6.87,,,,1,2024-12-31
24440061000055202424058,24440061000055,72,2024-07-24,96.0,,0,5.26,,,,1,2024-12-31
