uid,acheteur_id,cpv_div2,source_date_notification,declared_duration_months,renewal_uid,event,observed_duration_months,gap_months,text_similarity,match_score,is_censored,censoring_date
393267091000972023000000097900,39326709100097,72,2023-10-26,48.0,,0,14.19,,,,1,2024-12-31
200083392000152019M005L1500,20008339200015,32,2019-07-15,39.0,,0,65.57,,,,1,2024-12-31
200083392000152021M06700,20008339200015,32,2021-06-24,3.0,,0,42.25,,,,1,2024-12-31
200083392000152019M005L1501,20008339200015,32,2021-10-11,39.0,,0,38.67,,,,1,2024-12-31
200083392000152021M11600,20008339200015,32,2022-02-01,6.0,200083392000152022M008L0100,1,2.83,2.83,0.333,0.375,0,
200083392000152022M008L0100,20008339200015,32,2022-04-28,12.0,200083392000152022M008L0101,1,17.74,17.74,1.0,0.713,0,
200083392000152022M008L0101,20008339200015,32,2023-10-20,12.0,,0,14.39,,,,1,2024-12-31
218501914005662022235eo0000000,21850191400566,48,2022-05-03,3.0,,0,31.96,,,,1,2024-12-31
218501914005662023V23076000000,21850191400566,48,2023-07-18,12.0,,0,17.48,,,,1,2024-12-31
218501914005662023G23016V00,21850191400566,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
218501914005662023G23016V00,21850191400566,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
218501914005662023G23016V00,21850191400566,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
218501914005662023G23016V00,21850191400566,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
218501914005662023G23016V,21850191400566,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
218501914005662023G23016V,21850191400566,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
218501914005662023G23016V,21850191400566,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
218501914005662023G23016001,21850191400566,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
218501914005662023G2301600100,21850191400566,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
218501914005662023G2301600100,21850191400566,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
218501914005662023G2301600100,21850191400566,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
218501914005662023G23016001,21850191400566,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
218501914005662023G23016001,21850191400566,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
218501914005662023G23016001,21850191400566,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
218501914005662023G2301600100,21850191400566,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
218501914005662023G23016V,21850191400566,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
248500589003172022A22039000,24850058900317,48,2022-12-19,1.0,,0,24.41,,,,1,2024-12-31
248500589003172022A2203900000,24850058900317,48,2022-12-19,1.0,,0,24.41,,,,1,2024-12-31
2485005890031720232cucg0000000,24850058900317,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
2485005890031720232cucg0000000,24850058900317,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
248500589003172023G2301600000,24850058900317,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
248500589003172023G2301600000,24850058900317,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
248500589003172023G2301600000,24850058900317,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
248500589003172023G23016A,24850058900317,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
248500589003172023G23016A,24850058900317,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
248500589003172023G23016A,24850058900317,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
248500589003172023G23016A,24850058900317,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
21440114300018202072368800,21440114300018,35,2020-06-25,6.0,,0,54.2,,,,1,2024-12-31
21440114300018202182634100,21440114300018,35,2021-11-22,36.0,,0,37.29,,,,1,2024-12-31
21440114300018202285372703,21440114300018,35,2022-03-28,48.0,,0,33.15,,,,1,2024-12-31
21440114300018202285372704,21440114300018,35,2022-11-25,48.0,,0,25.2,,,,1,2024-12-31
21440114300018202285372705,21440114300018,35,2023-10-19,48.0,,0,14.42,,,,1,2024-12-31
244900882000972023A020S21,24490088200097,72,2023-10-18,48.0,,0,14.45,,,,1,2024-12-31
244900882000972023A020S2100,24490088200097,72,2023-10-18,48.0,,0,14.45,,,,1,2024-12-31
20005433600017201803700,20005433600017,72,2018-12-11,12.0,,0,72.67,,,,1,2024-12-31
20005433600017202397923100,20005433600017,72,2023-10-12,11.0,,0,14.65,,,,1,2024-12-31
2144013580009520232023IBP1100,21440135800095,48,2023-10-12,48.0,,0,14.65,,,,1,2024-12-31
21440215800015202397040700,21440215800015,35,2023-10-10,39.0,,0,14.72,,,,1,2024-12-31
2685024240001620202020F0940200,26850242400016,32,2020-06-12,60.0,,0,54.63,,,,1,2024-12-31
2685024240001620202020F0940300,26850242400016,32,2020-06-12,60.0,,0,54.63,,,,1,2024-12-31
2685024240001620202020F0940400,26850242400016,32,2020-06-12,60.0,,0,54.63,,,,1,2024-12-31
2685024240001620232023F2027400,26850242400016,32,2023-10-09,34.0,,0,14.75,,,,1,2024-12-31
1800360480228420232023S2597700,18003604802284,72,2023-10-04,12.0,,0,14.91,,,,1,2024-12-31
799245709000162021at6qC2edAM04,79924570900016,32,2021-05-19,7.0,,0,43.43,,,,1,2024-12-31
799245709000162023siscz0000000,79924570900016,32,2023-09-27,22.0,,0,15.14,,,,1,2024-12-31
799245709000162023siscz0000000,79924570900016,32,2023-09-27,22.0,,0,15.14,,,,1,2024-12-31
2772000360019620181807200,27720003600196,48,2018-12-20,48.0,,0,72.37,,,,1,2024-12-31
2772000360019620191905300,27720003600196,48,2019-09-26,36.0,,0,63.17,,,,1,2024-12-31
2772000360019620202005500,27720003600196,48,2020-09-29,34.0,2772000360019620232304100,1,35.74,35.74,0.667,0.68,0,
2772000360019620232304100,27720003600196,48,2023-09-22,36.0,,0,15.31,,,,1,2024-12-31
218502326000182023004100,21850232600018,32,2023-09-21,13.0,,0,15.34,,,,1,2024-12-31
218502326000182023004100,21850232600018,32,2023-09-21,13.0,,0,15.34,,,,1,2024-12-31
40304085000014202024900,40304085000014,32,2020-10-29,5.0,,0,50.07,,,,1,2024-12-31
403040850000142023SH14800,40304085000014,32,2023-09-20,36.0,,0,15.37,,,,1,2024-12-31
2000149260003020232900,20001492600030,32,2023-09-18,18.0,,0,15.44,,,,1,2024-12-31
2000149260003020233000,20001492600030,32,2023-09-18,18.0,,0,15.44,,,,1,2024-12-31
247200629000922023MULTI00100,24720062900092,48,2023-09-18,51.0,,0,15.44,,,,1,2024-12-31
225300011000152019011400,22530001100015,48,2019-09-13,48.0,,0,63.6,,,,1,2024-12-31
225300011000152020015600,22530001100015,48,2020-10-29,48.0,,0,50.07,,,,1,2024-12-31
2253000110001520200209,22530001100015,48,2020-12-28,48.0,,0,48.09,,,,1,2024-12-31
2253000110001520200209,22530001100015,48,2020-12-28,48.0,,0,48.09,,,,1,2024-12-31
225300011000152020020900,22530001100015,48,2020-12-28,48.0,,0,48.09,,,,1,2024-12-31
225300011000152023012300,22530001100015,48,2023-09-15,48.0,,0,15.54,,,,1,2024-12-31
24850062100011202323CC01100100,24850062100011,72,2023-09-15,48.0,,0,15.54,,,,1,2024-12-31
24850062100011202323CC01100100,24850062100011,72,2023-09-15,48.0,,0,15.54,,,,1,2024-12-31
24850062100045202323CC01100000,24850062100045,72,2023-09-15,48.0,,0,15.54,,,,1,2024-12-31
200053593000142023220038000000,20005359300014,32,2022-12-21,48.0,,0,24.34,,,,1,2024-12-31
2000535930001420232300130100,20005359300014,32,2023-09-04,60.0,,0,15.9,,,,1,2024-12-31
2000535930001420232300130100,20005359300014,32,2023-09-04,60.0,,0,15.9,,,,1,2024-12-31
200096659000122023G2301400300,20009665900012,32,2023-09-04,1.0,,0,15.9,,,,1,2024-12-31
218501914005662022V2210000000,21850191400566,32,2022-12-14,1.0,,0,24.57,,,,1,2024-12-31
218501914005662023V230380000,21850191400566,32,2023-04-28,53.0,,0,20.14,,,,1,2024-12-31
218501914005662023G2301400100,21850191400566,32,2023-09-04,1.0,,0,15.9,,,,1,2024-12-31
248500589003172021h23u90000000,24850058900317,32,2021-10-07,36.0,,0,38.8,,,,1,2024-12-31
248500589003172021ploan0000000,24850058900317,32,2021-10-07,36.0,,0,38.8,,,,1,2024-12-31
248500589003172022A2204100000,24850058900317,32,2022-12-09,1.0,,0,24.74,,,,1,2024-12-31
248500589003172023G23014A00,24850058900317,32,2023-09-04,1.0,,0,15.9,,,,1,2024-12-31
2672001600001320182018S1937000,26720016000013,48,2018-10-09,1.0,,0,74.74,,,,1,2024-12-31
2672001600001320182018S1936600,26720016000013,48,2018-10-09,1.0,,0,74.74,,,,1,2024-12-31
2672001600001320182018S1936900,26720016000013,48,2018-10-09,1.0,,0,74.74,,,,1,2024-12-31
2672001600001320182018S1936800,26720016000013,48,2018-10-09,1.0,,0,74.74,,,,1,2024-12-31
2672001600001320182018S1936700,26720016000013,48,2018-10-09,1.0,,0,74.74,,,,1,2024-12-31
267200160000132460921,26720016000013,48,2019-03-05,48.0,,0,69.91,,,,1,2024-12-31
2672001600001320192019F0726000,26720016000013,48,2019-03-11,36.0,,0,69.71,,,,1,2024-12-31
2672001600001320192019F0725900,26720016000013,48,2019-03-11,36.0,,0,69.71,,,,1,2024-12-31
2672001600001320192019F0725800,26720016000013,48,2019-03-11,36.0,,0,69.71,,,,1,2024-12-31
2672001600001320192019F0725700,26720016000013,48,2019-03-11,36.0,,0,69.71,,,,1,2024-12-31
2672001600001320192019F0725600,26720016000013,48,2019-03-11,36.0,,0,69.71,,,,1,2024-12-31
2672001600001320192019F0725400,26720016000013,48,2019-03-11,36.0,,0,69.71,,,,1,2024-12-31
2672001600001320192019F0725300,26720016000013,48,2019-03-11,36.0,,0,69.71,,,,1,2024-12-31
2672001600001320192019F0725200,26720016000013,48,2019-03-11,36.0,,0,69.71,,,,1,2024-12-31
2672001600001320192019F0725500,26720016000013,48,2019-03-13,36.0,,0,69.65,,,,1,2024-12-31
2672001600001320192019S0741300,26720016000013,48,2019-03-21,34.0,2672001600001320212021S1880000,1,30.72,30.72,0.444,0.447,0,
2672001600001320192019F1086400,26720016000013,48,2019-05-25,36.0,,0,67.25,,,,1,2024-12-31
2672001600001320192019F1086500,26720016000013,48,2019-05-25,36.0,,0,67.25,,,,1,2024-12-31
2672001600001320192019F1086600,26720016000013,48,2019-05-25,36.0,,0,67.25,,,,1,2024-12-31
2672001600001320192019F1086800,26720016000013,48,2019-05-25,36.0,,0,67.25,,,,1,2024-12-31
2672001600001320192019F1086900,26720016000013,48,2019-05-25,36.0,,0,67.25,,,,1,2024-12-31
2672001600001320192019F1086700,26720016000013,48,2019-05-25,36.0,,0,67.25,,,,1,2024-12-31
2672001600001320192019F1087000,26720016000013,48,2019-05-25,36.0,,0,67.25,,,,1,2024-12-31
2672001600001320192019S1345600,26720016000013,48,2019-06-14,48.0,,0,66.59,,,,1,2024-12-31
2672001600001320192019S1251300,26720016000013,48,2019-06-17,12.0,2672001600001320202020S0539900,1,9.95,9.95,0.316,0.419,0,
2672001600001320192019S1177500,26720016000013,48,2019-06-17,20.0,,0,66.49,,,,1,2024-12-31
2672001600001320192019S1577100,26720016000013,48,2019-08-07,48.0,,0,64.82,,,,1,2024-12-31
2672001600001320192019S1561300,26720016000013,48,2019-08-07,48.0,,0,64.82,,,,1,2024-12-31
2672001600001320192019F2406400,26720016000013,48,2019-12-02,12.0,2672001600001320212021F0672400,1,16.79,16.79,0.3,0.271,0,
2672001600001320202020S0082500,26720016000013,48,2020-01-21,48.0,,0,59.33,,,,1,2024-12-31
2672001600001320202020S0082700,26720016000013,48,2020-01-21,48.0,,0,59.33,,,,1,2024-12-31
2672001600001320202020S0082600,26720016000013,48,2020-01-21,48.0,,0,59.33,,,,1,2024-12-31
2672001600001320202020S0539900,26720016000013,48,2020-04-15,48.0,,0,56.54,,,,1,2024-12-31
2672001600001320202020F0973200,26720016000013,48,2020-06-16,48.0,,0,54.5,,,,1,2024-12-31
2672001600001320202020S1239100,26720016000013,48,2020-08-27,48.0,,0,52.14,,,,1,2024-12-31
2672001600001320202020F1544700,26720016000013,48,2020-10-01,12.0,,0,50.99,,,,1,2024-12-31
2672001600001320202020F1544800,26720016000013,48,2020-10-07,48.0,,0,50.79,,,,1,2024-12-31
2672001600001320202020S1675200,26720016000013,48,2020-10-22,48.0,,0,50.3,,,,1,2024-12-31
2672001600001320212021F0119200,26720016000013,48,2021-02-08,48.0,,0,46.71,,,,1,2024-12-31
2672001600001320212021F0672800,26720016000013,48,2021-04-20,48.0,,0,44.38,,,,1,2024-12-31
2672001600001320212021F0672400,26720016000013,48,2021-04-26,48.0,,0,44.19,,,,1,2024-12-31
2672001600001320212021S1229900,26720016000013,48,2021-07-08,32.0,,0,41.79,,,,1,2024-12-31
2672001600001320212021S1400500,26720016000013,48,2021-08-02,48.0,,0,40.97,,,,1,2024-12-31
2672001600001320212021F1313600,26720016000013,48,2021-08-03,48.0,,0,40.93,,,,1,2024-12-31
2672001600001320212021F1441500,26720016000013,48,2021-08-06,48.0,,0,40.83,,,,1,2024-12-31
2672001600001320212021F1480100,26720016000013,48,2021-08-31,48.0,,0,40.01,,,,1,2024-12-31
2672001600001320212021S1880000,26720016000013,48,2021-10-11,48.0,,0,38.67,,,,1,2024-12-31
2672001600001320212021F1879800,26720016000013,48,2021-10-11,48.0,,0,38.67,,,,1,2024-12-31
2672001600001320212021S2000200,26720016000013,48,2021-11-19,48.0,,0,37.39,,,,1,2024-12-31
2672001600001320222022F0342900,26720016000013,48,2022-03-10,48.0,,0,33.74,,,,1,2024-12-31
2672001600001320222022F0342800,26720016000013,48,2022-03-10,48.0,,0,33.74,,,,1,2024-12-31
2672001600001320222022F0343000,26720016000013,48,2022-03-10,48.0,,0,33.74,,,,1,2024-12-31
2672001600001320222022F0343800,26720016000013,48,2022-03-10,48.0,,0,33.74,,,,1,2024-12-31
2672001600001320222022F0343200,26720016000013,48,2022-03-10,48.0,,0,33.74,,,,1,2024-12-31
2672001600001320222022F0343400,26720016000013,48,2022-03-10,48.0,,0,33.74,,,,1,2024-12-31
2672001600001320222022F0343700,26720016000013,48,2022-03-10,48.0,,0,33.74,,,,1,2024-12-31
2672001600001320222022F0343100,26720016000013,48,2022-03-10,48.0,,0,33.74,,,,1,2024-12-31
2672001600001320222022F0484100,26720016000013,48,2022-03-29,48.0,,0,33.11,,,,1,2024-12-31
2672001600001320222022S1001400,26720016000013,48,2022-06-22,55.0,,0,30.32,,,,1,2024-12-31
2672001600001320222022F1275600,26720016000013,48,2022-08-03,48.0,,0,28.94,,,,1,2024-12-31
2672001600001320222022F1839000,26720016000013,48,2022-10-26,48.0,,0,26.18,,,,1,2024-12-31
2672001600001320232023F0679800,26720016000013,48,2023-04-18,20.0,,0,20.47,,,,1,2024-12-31
2672001600001320232023F1747900,26720016000013,48,2023-09-04,48.0,,0,15.9,,,,1,2024-12-31
2672001600001320232023F1747800,26720016000013,48,2023-09-04,48.0,,0,15.9,,,,1,2024-12-31
2672001600001320232023F1747700,26720016000013,48,2023-09-04,48.0,,0,15.9,,,,1,2024-12-31
200068955000182021-1401,20006895500018,48,2023-08-31,36.0,,0,16.03,,,,1,2024-12-31
200071553000162023COM0100,20007155300016,72,2023-08-08,48.0,,0,16.79,,,,1,2024-12-31
25720054300037202323-700,25720054300037,48,2023-08-04,40.0,,0,16.92,,,,1,2024-12-31
450452115000302023e9flg0000000,45045211500030,48,2023-07-28,12.0,,0,17.15,,,,1,2024-12-31
200055820000192024VIDEO00,20005582000019,35,2023-07-27,7.0,,0,17.18,,,,1,2024-12-31
2144019030015520210010100,21440190300155,32,2021-06-25,9.0,,0,42.21,,,,1,2024-12-31
2144019030015520210010200,21440190300155,32,2021-06-25,9.0,,0,42.21,,,,1,2024-12-31
21440190300155202180365100,21440190300155,32,2021-07-22,12.0,,0,41.33,,,,1,2024-12-31
214401903001552023202302200ST00,21440190300155,32,2023-07-26,5.0,,0,17.21,,,,1,2024-12-31
28490001600023164863261932000,28490001600023,32,2022-02-08,44.0,,0,34.72,,,,1,2024-12-31
28490001600023168914972700,28490001600023,32,2023-07-12,5.0,,0,17.67,,,,1,2024-12-31
2144020590011424-1032710-3,21440205900114,32,2023-07-11,18.0,,0,17.71,,,,1,2024-12-31
248500258000462021202102500,24850025800046,72,2021-09-24,48.0,,0,39.22,,,,1,2024-12-31
248500258000462021202103400,24850025800046,72,2021-10-25,36.0,,0,38.21,,,,1,2024-12-31
2485002580004620230300,24850025800046,72,2023-06-01,48.0,,0,19.02,,,,1,2024-12-31
24850025800046202309,24850025800046,72,2023-07-10,48.0,,0,17.74,,,,1,2024-12-31
2485002580004620230900,24850025800046,72,2023-07-10,48.0,,0,17.74,,,,1,2024-12-31
200071918000112021-25000000000,20007191800011,72,2021-11-24,18.0,,0,37.22,,,,1,2024-12-31
200071918000112022-280000000-0,20007191800011,72,2023-01-11,9.0,,0,23.65,,,,1,2024-12-31
20007191800011202365u2x0000000,20007191800011,72,2023-03-16,11.0,,0,21.55,,,,1,2024-12-31
200071918000112023-06000000000,20007191800011,72,2023-07-04,8.0,,0,17.94,,,,1,2024-12-31
20007186800158202323GC00303,20007186800158,32,2023-06-26,36.0,,0,18.2,,,,1,2024-12-31
2644001360047120191411600,26440013600471,48,2019-04-29,84.0,,0,68.1,,,,1,2024-12-31
2644001360047120192019F1651700,26440013600471,48,2019-08-06,77.0,,0,64.85,,,,1,2024-12-31
2644001360047120212021S1272100,26440013600471,48,2021-07-07,48.0,,0,41.82,,,,1,2024-12-31
264400136004712473091,26440013600471,48,2021-07-09,48.0,,0,41.75,,,,1,2024-12-31
2644001360047120222022F0788400,26440013600471,48,2022-05-19,42.0,,0,31.44,,,,1,2024-12-31
2644001360047120222022F0833200,26440013600471,48,2022-05-20,42.0,,0,31.41,,,,1,2024-12-31
2644001360047120222022F2189400,26440013600471,48,2022-11-29,66.0,,0,25.07,,,,1,2024-12-31
2644001360047120232023F0112400,26440013600471,48,2023-01-19,60.0,,0,23.39,,,,1,2024-12-31
2644001360047120232023F1351200,26440013600471,48,2023-06-26,60.0,,0,18.2,,,,1,2024-12-31
2644001360047120232023S1349900,26440013600471,48,2023-06-26,60.0,,0,18.2,,,,1,2024-12-31
2649000360001520182019T0507400,26490003600015,32,2018-12-21,48.0,,0,72.34,,,,1,2024-12-31
2649000360001520182019T0507000,26490003600015,32,2018-12-21,48.0,,0,72.34,,,,1,2024-12-31
2649000360001520182019T0507100,26490003600015,32,2018-12-21,48.0,,0,72.34,,,,1,2024-12-31
2649000360001520192019F0809100,26490003600015,32,2019-02-01,24.0,,0,70.96,,,,1,2024-12-31
2649000360001520192019S0967800,26490003600015,32,2019-03-08,48.0,2649000360001520232023F1801900,1,49.44,49.44,0.722,0.733,0,
2649000360001520192019S0967600,26490003600015,32,2019-03-08,48.0,2649000360001520232023F1801700,1,49.44,49.44,0.722,0.733,0,
2649000360001520192019F0967700,26490003600015,32,2019-03-08,48.0,2649000360001520232023F1801900,1,49.44,49.44,0.789,0.781,0,
2649000360001520192019F0967400,26490003600015,32,2019-03-08,48.0,2649000360001520232023F1801700,1,49.44,49.44,0.789,0.781,0,
2649000360001520192019S1239300,26490003600015,32,2019-04-19,48.0,,0,68.43,,,,1,2024-12-31
2649000360001520192019S1229700,26490003600015,32,2019-05-01,46.0,2649000360001520232023F1801900,1,47.67,47.67,0.632,0.659,0,
2649000360001520192019F1229600,26490003600015,32,2019-05-01,46.0,2649000360001520232023F1801900,1,47.67,47.67,0.7,0.707,0,
2649000360001520192019S1874300,26490003600015,32,2019-09-19,48.0,,0,63.4,,,,1,2024-12-31
2649000360001520202020F0464800,26490003600015,32,2020-01-21,48.0,,0,59.33,,,,1,2024-12-31
2649000360001520202020F0464600,26490003600015,32,2020-01-21,48.0,,0,59.33,,,,1,2024-12-31
2649000360001520202020F0464700,26490003600015,32,2020-02-21,48.0,,0,58.31,,,,1,2024-12-31
2649000360001520212021S1733200,26490003600015,32,2021-04-08,48.0,,0,44.78,,,,1,2024-12-31
2649000360001520232023F1801900,26490003600015,32,2023-04-21,48.0,,0,20.37,,,,1,2024-12-31
2649000360001520232023F1801700,26490003600015,32,2023-04-21,48.0,,0,20.37,,,,1,2024-12-31
2649000360001520232023F1801800,26490003600015,32,2023-05-28,48.0,,0,19.15,,,,1,2024-12-31
2649000360001520232023F1802000,26490003600015,32,2023-06-26,48.0,,0,18.2,,,,1,2024-12-31
2000237780001820212021-04800,20002377800018,35,2021-09-10,48.0,,0,39.68,,,,1,2024-12-31
2000237780001820212021-04801,20002377800018,35,2023-06-23,46.0,,0,18.3,,,,1,2024-12-31
214401135000142024002TR,21440113500014,32,2023-06-23,9.0,,0,18.3,,,,1,2024-12-31
214401135000142024002TR00,21440113500014,32,2023-06-23,9.0,,0,18.3,,,,1,2024-12-31
200071900000192023SI0000000041,20007190000019,32,2023-06-21,3.0,,0,18.36,,,,1,2024-12-31
55655032500030202179715200,55655032500030,48,2021-05-17,12.0,,0,43.5,,,,1,2024-12-31
55655032500030202398084100,55655032500030,48,2023-06-21,12.0,,0,18.36,,,,1,2024-12-31
2144011010001620230200,21440110100016,72,2023-06-20,6.0,,0,18.4,,,,1,2024-12-31
217203587000192024VIABLGTSEN,21720358700019,32,2023-06-19,12.0,,0,18.43,,,,1,2024-12-31
217203587000192024VIABLGTSEN00,21720358700019,32,2023-06-19,12.0,,0,18.43,,,,1,2024-12-31
217203587000192024VIABLGTSEN01,21720358700019,32,2023-06-19,12.0,,0,18.43,,,,1,2024-12-31
214401622000112018ni5Wvk8zPa00,21440162200011,32,2019-03-11,24.0,214401622000112020Fti_A1RzqT00,1,23.92,23.92,0.381,0.562,0,
214401622000112020Fti_A1RzqT00,21440162200011,32,2021-03-08,3.0,,0,45.8,,,,1,2024-12-31
2144016220001120210IOVDOConA00,21440162200011,32,2021-07-28,48.0,,0,41.13,,,,1,2024-12-31
2144016220001120218P2nt9kpnV00,21440162200011,32,2021-07-28,48.0,,0,41.13,,,,1,2024-12-31
214401622000112021Uvc0DOVQ-U00,21440162200011,32,2021-07-28,48.0,,0,41.13,,,,1,2024-12-31
214401622000112023ojnGFyyM1K00,21440162200011,32,2023-06-15,48.0,,0,18.56,,,,1,2024-12-31
482414216000442021DAF-02000000,48241421600044,48,2021-07-02,48.0,,0,41.98,,,,1,2024-12-31
482414216000442023jil560000000,48241421600044,48,2023-06-15,60.0,,0,18.56,,,,1,2024-12-31
254901309000322023QCPJLtAtBv00,25490130900032,48,2023-06-06,24.0,,0,18.86,,,,1,2024-12-31
254901309000322023QCPJLtAtBv50,25490130900032,48,2023-06-06,24.0,,0,18.86,,,,1,2024-12-31
1300054811315320232023S1012900,13000548113153,35,2023-06-05,24.0,,0,18.89,,,,1,2024-12-31
1300054811315320232023S1013200,13000548113153,35,2023-06-05,24.0,,0,18.89,,,,1,2024-12-31
244400644000132021072615MVE00,24440064400013,35,2022-04-05,48.0,,0,32.88,,,,1,2024-12-31
2444006440001320230112163500,24440064400013,35,2023-06-05,96.0,,0,18.89,,,,1,2024-12-31
2672001600001320192018F1937700,26720016000013,35,2019-02-19,47.0,2672001600001320232023F0994700,1,51.38,51.38,0.696,0.568,0,
2672001600001320192019T1155400,26720016000013,35,2019-05-27,18.0,,0,67.18,,,,1,2024-12-31
2672001600001320202020T1629700,26720016000013,35,2020-10-15,36.0,,0,50.53,,,,1,2024-12-31
2672001600001320222022F0044400,26720016000013,35,2022-01-14,48.0,,0,35.55,,,,1,2024-12-31
2672001600001320232023F0994700,26720016000013,35,2023-06-02,48.0,,0,18.99,,,,1,2024-12-31
2644001360047120222022F0146800,26440013600471,35,2022-02-03,46.0,,0,34.89,,,,1,2024-12-31
2644001360047120232023F2526000,26440013600471,35,2023-05-30,24.0,,0,19.09,,,,1,2024-12-31
2644001360047120232023F2526200,26440013600471,35,2023-05-30,24.0,,0,19.09,,,,1,2024-12-31
2644001360047120232023F2526100,26440013600471,35,2023-05-31,24.0,,0,19.05,,,,1,2024-12-31
2644001360047120232023F2526300,26440013600471,35,2023-05-31,24.0,,0,19.05,,,,1,2024-12-31
2144004420001520232023EP,21440044200015,32,2023-05-30,24.0,,0,19.09,,,,1,2024-12-31
254902505000182021F00002,25490250500018,32,2021-02-11,5.0,,0,46.62,,,,1,2024-12-31
254902505000182021F00003,25490250500018,32,2021-02-11,5.0,,0,46.62,,,,1,2024-12-31
254902505000182022F00001,25490250500018,32,2022-03-25,3.0,,0,33.25,,,,1,2024-12-31
254902505000182022F00002,25490250500018,32,2022-03-25,3.0,,0,33.25,,,,1,2024-12-31
254902505000182023F00006,25490250500018,32,2023-05-30,60.0,,0,19.09,,,,1,2024-12-31
21440026900012201919S002200,21440026900012,32,2019-08-22,12.0,21440026900012202020S00120200,1,11.93,11.93,0.357,0.546,0,
21440026900012201919S002200,21440026900012,32,2019-08-22,12.0,21440026900012202020S00120200,1,11.93,11.93,0.357,0.546,0,
21440026900012202020S00120100,21440026900012,32,2020-08-06,1.0,,0,52.83,,,,1,2024-12-31
21440026900012202020S00120300,21440026900012,32,2020-08-06,1.0,,0,52.83,,,,1,2024-12-31
21440026900012202020S00120400,21440026900012,32,2020-08-06,1.0,,0,52.83,,,,1,2024-12-31
21440026900012202020S00120200,21440026900012,32,2020-08-19,1.0,,0,52.4,,,,1,2024-12-31
21440026900012202121C000100,21440026900012,32,2021-04-20,12.0,,0,44.38,,,,1,2024-12-31
21440026900012202121C000100,21440026900012,32,2021-04-20,12.0,,0,44.38,,,,1,2024-12-31
21440026900012202121C000100,21440026900012,32,2021-04-20,12.0,,0,44.38,,,,1,2024-12-31
21440026900012202121S00070300,21440026900012,32,2021-06-03,6.0,,0,42.94,,,,1,2024-12-31
21440026900012202121S00070400,21440026900012,32,2021-06-16,6.0,,0,42.51,,,,1,2024-12-31
21440026900012202121S00150100,21440026900012,32,2021-06-23,12.0,,0,42.28,,,,1,2024-12-31
21440026900012202121S00150300,21440026900012,32,2021-06-23,12.0,,0,42.28,,,,1,2024-12-31
21440026900012202222S00150100,21440026900012,32,2022-07-22,4.0,,0,29.34,,,,1,2024-12-31
21440026900012202222S00150400,21440026900012,32,2022-07-22,5.0,,0,29.34,,,,1,2024-12-31
21440026900012202322S00291900,21440026900012,32,2023-05-25,19.0,,0,19.25,,,,1,2024-12-31
200071678000112023C2302000,20007167800011,35,2023-05-11,48.0,,0,19.71,,,,1,2024-12-31
22490001900015164845400800,22490001900015,35,2022-03-25,4.0,,0,33.25,,,,1,2024-12-31
22490001900015166004471851900,22490001900015,35,2022-04-15,4.0,,0,32.56,,,,1,2024-12-31
22490001900015168372308771600,22490001900015,35,2023-05-09,3.0,,0,19.78,,,,1,2024-12-31
22490001900015168372308774500,22490001900015,35,2023-05-09,3.0,,0,19.78,,,,1,2024-12-31
7756048530004120191905301,77560485300041,32,2019-11-05,10.0,,0,61.86,,,,1,2024-12-31
775604853000412023h033gslfyn00,77560485300041,32,2023-05-09,18.0,,0,19.78,,,,1,2024-12-31
20007272600017201919-0800,20007272600017,72,2019-12-23,62.0,,0,60.28,,,,1,2024-12-31
20007272600017201919-0801,20007272600017,72,2019-12-23,62.0,,0,60.28,,,,1,2024-12-31
200072726000172023M23N0400,20007272600017,72,2023-04-19,48.0,,0,20.43,,,,1,2024-12-31
21440020200013202222630100,21440020200013,72,2022-11-14,5.0,,0,25.56,,,,1,2024-12-31
21440020200013202222630200,21440020200013,72,2022-11-14,12.0,,0,25.56,,,,1,2024-12-31
