contract_id,source,buyer_key,cpv_div2,category_label,start_date,declared_duration_months,event,observed_duration_months,censoring_duration_months,renewal_duration_months,renewal_contract_id,amount_clean,type_procedure,type_marche,dur_was_imputed,estimated_end_date,start_date_source,link_method,composite_score,text_similarity,cpv_match_score,cpv_used_in_score,temporal_score,flag_amount_zero,flag_amount_tiny,flag_amount_ceiling,best_composite_score,second_best_composite_score,score_margin,n_candidates_for_source,single_candidate_match,high_confidence_strict,rule_name,event_definition,is_censored
BOAMP:15-37182,BOAMP,NAME:mindef dga dt scat,35.0,Cybersecurity,2015-03-11,48.0,0,117.71,117.71,,,,NEGOCIE,,False,2019-03-11,publication_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-42843,BOAMP,NAME:cte de cnes de l ile de noirmoutier,72.0,IT Services & Consulting,2015-03-24,48.0,0,117.28,117.28,,,,OUVERT,SERVICES,False,2019-03-24,publication_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-44999,BOAMP,NAME:conseil general de la vendee,39.0,Cybersecurity,2015-03-24,48.0,0,117.28,117.28,,,,OUVERT,,True,2019-03-24,publication_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-47591,BOAMP,SIREN:532458809,32.0,Telecom & Networks,2015-03-27,36.0,0,117.18,117.18,,,,PROCEDURE_ADAPTE,,False,2018-03-26,publication_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-47696,BOAMP,SIREN:110006012,72.0,IT Services & Consulting,2015-03-30,48.0,1,47.21,,47.21,BOAMP:19-34512,,OUVERT,SERVICES,False,2019-03-30,publication_date,calibrated_rule,0.5259,0.5056,0.0,True,0.8683,0,0,0,0.5259,,,1,True,False,broad,calibrated_broad,0
BOAMP:15-31076,BOAMP,SIREN:218501914,35.0,Cybersecurity,2015-04-01,48.0,0,117.02,117.02,,,,PROCEDURE_ADAPTE,,False,2019-04-01,publication_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-50314,BOAMP,SIREN:110006012,72.0,IT Services & Consulting,2015-04-02,48.0,0,116.98,116.98,,,,OUVERT,,True,2019-04-02,publication_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-51571,BOAMP,NAME:residences saint alexandre,48.0,Software & Applications,2015-04-07,48.0,0,116.82,116.82,,,,OUVERT,,True,2019-04-07,publication_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-52664,BOAMP,SIREN:110006012,72.0,IT Services & Consulting,2015-04-08,48.0,1,46.91,,46.91,BOAMP:19-34512,,OUVERT,SERVICES,False,2019-04-08,publication_date,calibrated_rule,0.4972,0.4589,0.0,True,0.8183,0,0,0,0.4972,,,1,True,False,broad,calibrated_broad,0
BOAMP:15-53947,BOAMP,SIREN:214401622,48.0,Software & Applications,2015-04-10,48.0,0,116.72,116.72,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-04-10,publication_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-54892,BOAMP,SIREN:288500010,32.0,Telecom & Networks,2015-04-10,48.0,0,116.72,116.72,,,,OUVERT,,True,2019-04-10,publication_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-54272,BOAMP,SIREN:264900390,,Unknown,2015-04-10,44.0,0,116.72,116.72,,,,OUVERT,,False,2018-12-09,publication_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-54977,BOAMP,NAME:conseil general de la sarthe,64.0,Digital Workplace & Collaboration,2015-04-13,48.0,0,116.62,116.62,,,,OUVERT,SERVICES,True,2019-04-13,publication_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-55213,BOAMP,SIREN:451324974,32.0,Telecom & Networks,2015-04-13,12.0,0,116.62,116.62,,,,OUVERT,,False,2016-04-12,publication_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-56123,BOAMP,SIREN:247200132,45.0,Unknown,2015-04-14,48.0,1,47.37,,47.37,BOAMP:18-146639,,PROCEDURE_ADAPTE,,True,2019-04-14,publication_date,calibrated_rule,0.5058,0.4421,0.0,True,0.895,0,0,0,0.5058,,,1,True,False,broad,calibrated_broad,0
BOAMP:15-56649,BOAMP,SIREN:234400034,72.0,IT Services & Consulting,2015-04-14,12.0,1,16.13,,16.13,BOAMP:16-84309,,OUVERT,SERVICES,False,2016-04-13,publication_date,calibrated_rule,0.4049,0.4814,0.0,True,0.3117,0,0,0,0.4049,,,1,True,False,broad,calibrated_broad,0
BOAMP:15-55527,BOAMP,NAME:cdc du pays de saint gilles cx de vie,48.0,Software & Applications,2015-04-14,48.0,1,42.18,,42.18,BOAMP:18-52482,,OUVERT,SERVICES,True,2019-04-14,publication_date,calibrated_rule,0.3881,0.4552,0.2,True,0.03,0,0,0,0.3881,,,1,True,False,broad,calibrated_broad,0
BOAMP:15-56918,BOAMP,NAME:vallet,32.0,Telecom & Networks,2015-04-15,12.0,0,116.56,116.56,,,,PROCEDURE_ADAPTE,,False,2016-04-14,publication_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-56776,BOAMP,SIREN:532458809,32.0,Telecom & Networks,2015-04-15,48.0,1,45.24,,45.24,BOAMP:19-10579,,PROCEDURE_ADAPTE,,True,2019-04-15,publication_date,calibrated_rule,0.421,0.4074,0.0,True,0.54,0,0,0,0.421,,,1,True,False,broad,calibrated_broad,0
BOAMP:15-58339,BOAMP,NAME:cnieg,72.0,IT Services & Consulting,2015-07-22,48.0,0,113.34,113.34,,,,OUVERT,SERVICES,False,2019-07-22,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-58989,BOAMP,NAME:ccir pays de la loire,48.0,Software & Applications,2015-04-17,48.0,1,44.32,,44.32,BOAMP:18-148384,,OUVERT,,True,2019-04-17,publication_date,calibrated_rule,0.48,0.6317,0.0,True,0.3867,0,0,0,0.48,0.396,0.084,2,False,False,broad,calibrated_broad,0
BOAMP:15-59370,BOAMP,SIREN:264400136,72.0,IT Services & Consulting,2015-04-20,48.0,0,116.39,116.39,,,,PROCEDURE_ADAPTE,SERVICES,False,2019-04-20,publication_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-59556,BOAMP,NAME:conseil general de loire atlantique,35.0,Cybersecurity,2015-08-24,48.0,0,112.25,112.25,,,200000.0,OUVERT,,False,2019-08-24,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-64142,BOAMP,SIREN:264400136,48.0,Software & Applications,2015-04-24,48.0,1,47.77,,47.77,BOAMP:19-59985,,PROCEDURE_ADAPTE,,True,2019-04-24,publication_date,calibrated_rule,0.5735,0.4528,0.2,True,0.9617,0,0,0,0.5735,0.3852,0.1883,2,False,False,broad,calibrated_broad,0
BOAMP:15-50024,BOAMP,SIREN:258500222,35.0,Cybersecurity,2015-06-25,6.0,0,114.22,114.22,,,,PROCEDURE_ADAPTE,,False,2015-12-24,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-63153,BOAMP,SIREN:258500222,45.0,Unknown,2015-04-27,48.0,1,48.59,,48.59,BOAMP:19-75795,,PROCEDURE_ADAPTE,,True,2019-04-27,publication_date,calibrated_rule,0.5157,0.4633,0.0,True,0.9017,0,0,0,0.5157,,,1,True,False,broad,calibrated_broad,0
BOAMP:15-64904,BOAMP,SIREN:288500010,48.0,Software & Applications,2015-04-28,68.0,1,71.48,,71.48,BOAMP:20-137315,,PROCEDURE_ADAPTE,,False,2020-12-26,publication_date,calibrated_rule,0.4066,0.4315,0.0,True,0.42,0,0,0,0.4066,,,1,True,False,broad,calibrated_broad,0
BOAMP:15-65940,BOAMP,NAME:pole sante sarthe et loire,72.0,IT Maintenance & Support,2015-04-29,48.0,0,116.1,116.1,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-04-29,publication_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-65742,BOAMP,NAME:ville du mans,32.0,Telecom & Networks,2015-07-10,48.0,0,113.73,113.73,,,,PROCEDURE_ADAPTE,,True,2019-07-10,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-68078,BOAMP,NAME:dir ouest,32.0,Telecom & Networks,2015-05-04,48.0,1,52.99,,52.99,BOAMP:19-71182,240000.0,OUVERT,SERVICES,False,2019-05-04,publication_date,calibrated_rule,0.7631,0.8236,1.0,True,0.1683,0,0,0,0.7631,,,1,True,False,broad,calibrated_broad,0
BOAMP:15-67480,BOAMP,NAME:syndicat departemental d energie,48.0,Software & Applications,2015-05-04,48.0,0,115.93,115.93,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-05-04,publication_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-70236,BOAMP,SIREN:288500010,72.0,IT Services & Consulting,2015-05-06,42.0,0,115.87,115.87,,,,PROCEDURE_ADAPTE,SERVICES,False,2018-11-04,publication_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-71156,BOAMP,SIREN:194909701,48.0,Software & Applications,2015-10-06,48.0,0,110.84,110.84,,,,OUVERT,,False,2019-10-06,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-72457,BOAMP,SIREN:234400034,72.0,IT Services & Consulting,2015-05-12,12.0,1,17.25,,17.25,BOAMP:16-96174,,OUVERT,SERVICES,False,2016-05-11,publication_date,calibrated_rule,0.374,0.4976,0.0,True,0.125,0,0,0,0.374,,,1,True,False,broad,calibrated_broad,0
BOAMP:15-78724,BOAMP,NAME:e collectivites vendee,72.0,IT Services & Consulting,2015-05-22,48.0,0,115.34,115.34,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-05-22,publication_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-78916,BOAMP,SIREN:264400136,72.0,IT Services & Consulting,2015-05-22,48.0,0,115.34,115.34,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-05-22,publication_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
BOAMP:15-78924,BOAMP,SIREN:234400034,,Telecom & Networks,2015-05-26,12.0,1,14.09,,14.09,BOAMP:16-61484,,OUVERT,SERVICES,False,2016-05-25,publication_date,calibrated_rule,0.6068,0.437,,False,0.6517,0,0,0,0.6068,0.5534,0.0535,4,False,False,broad,calibrated_broad,0
BOAMP:15-81386,BOAMP,NAME:gpm de nantes st nazaire,48.0,Software & Applications,2015-05-28,48.0,1,48.29,,48.29,BOAMP:19-87510,600000.0,DIALOGUE_COMPETITIF,SERVICES,True,2019-05-28,publication_date,calibrated_rule,0.576,0.4641,0.2,True,0.9517,0,0,0,0.576,,,1,True,False,broad,calibrated_broad,0
BOAMP:15-81231,BOAMP,NAME:saem vendee,72.0,IT Services & Consulting,2015-09-28,48.0,0,111.1,111.1,,,,OUVERT,SERVICES,True,2019-09-28,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,broad,calibrated_broad,1
