contract_id,source,buyer_key,cpv_div2,category_label,start_date,declared_duration_months,event,observed_duration_months,censoring_duration_months,renewal_duration_months,renewal_contract_id,amount_clean,type_procedure,type_marche,dur_was_imputed,estimated_end_date,start_date_source,link_method,composite_score,text_similarity,cpv_match_score,cpv_used_in_score,temporal_score,flag_amount_zero,flag_amount_tiny,flag_amount_ceiling,best_composite_score,second_best_composite_score,score_margin,n_candidates_for_source,single_candidate_match,high_confidence_strict,rule_name,event_definition,is_censored
BOAMP:15-30947,BOAMP,NAME:smictom de la vallee de l authion,48.0,Software & Applications,2015-03-02,12.0,0,118.0,118.0,,,150000.0,OUVERT,SERVICES,False,2016-03-01,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-31464,BOAMP,SIREN:285300018,,Unknown,2015-03-02,36.0,1,33.54,,33.54,BOAMP:17-176560,,OUVERT,FOURNITURES,False,2018-03-01,publication_date,calibrated_rule,0.7265,0.6922,,False,0.59,0,0,0,0.7265,,,1,True,False,balanced,calibrated_balanced,0
BOAMP:15-31513,BOAMP,SIREN:214401432,38.0,Unknown,2015-03-02,48.0,0,118.0,118.0,,,,OUVERT,FOURNITURES,False,2019-03-02,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-20937,BOAMP,SIREN:214401093,44.0,Unknown,2015-03-03,48.0,1,47.17,,47.17,BOAMP:19-17307,,OUVERT,FOURNITURES,False,2019-03-03,publication_date,calibrated_rule,0.8467,0.686,1.0,True,0.8617,0,0,0,0.8467,,,1,True,False,balanced,calibrated_balanced,0
BOAMP:15-32168,BOAMP,SIREN:234400034,72.0,IT Services & Consulting,2015-07-21,24.0,1,24.11,,24.11,BOAMP:17-48788,,OUVERT,SERVICES,False,2017-07-20,attribution_award_date,calibrated_rule,0.5967,0.5009,0.2,True,0.9817,0,0,0,0.5967,,,1,True,False,balanced,calibrated_balanced,0
BOAMP:15-31641,BOAMP,SIREN:784301525,,Data & AI,2015-03-04,12.0,0,117.94,117.94,,,800000.0,OUVERT,FOURNITURES,False,2016-03-03,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-31797,BOAMP,NAME:acoss,72.0,IT Services & Consulting,2015-03-04,12.0,0,117.94,117.94,,,,OUVERT,SERVICES,False,2016-03-03,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-33241,BOAMP,SIREN:264400136,32.0,Telecom & Networks,2015-09-11,48.0,1,52.96,,52.96,BOAMP:20-19986,,OUVERT,FOURNITURES,True,2019-09-11,attribution_award_date,calibrated_rule,0.6689,0.5856,1.0,True,0.1733,0,0,0,0.6689,,,1,True,False,balanced,calibrated_balanced,0
BOAMP:15-33752,BOAMP,SIREN:234400034,72.0,Cybersecurity,2015-06-29,48.0,0,114.09,114.09,,,,OUVERT,SERVICES,True,2019-06-29,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-34520,BOAMP,NAME:d angers,32.0,Telecom & Networks,2015-03-06,48.0,0,117.87,117.87,,,,PROCEDURE_ADAPTE,FOURNITURES,True,2019-03-06,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-37182,BOAMP,NAME:mindef dga dt scat,35.0,Cybersecurity,2015-03-11,48.0,0,117.71,117.71,,,,NEGOCIE,,False,2019-03-11,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-42843,BOAMP,NAME:cte de cnes de l ile de noirmoutier,72.0,IT Services & Consulting,2015-03-24,48.0,0,117.28,117.28,,,,OUVERT,SERVICES,False,2019-03-24,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-44999,BOAMP,NAME:conseil general de la vendee,39.0,Cybersecurity,2015-03-24,48.0,0,117.28,117.28,,,,OUVERT,,True,2019-03-24,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-47591,BOAMP,SIREN:532458809,32.0,Telecom & Networks,2015-03-27,36.0,0,117.18,117.18,,,,PROCEDURE_ADAPTE,,False,2018-03-26,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-47696,BOAMP,SIREN:110006012,72.0,IT Services & Consulting,2015-03-30,48.0,1,47.21,,47.21,BOAMP:19-34512,,OUVERT,SERVICES,False,2019-03-30,publication_date,calibrated_rule,0.5259,0.5056,0.0,True,0.8683,0,0,0,0.5259,,,1,True,False,balanced,calibrated_balanced,0
BOAMP:15-31076,BOAMP,SIREN:218501914,35.0,Cybersecurity,2015-04-01,48.0,0,117.02,117.02,,,,PROCEDURE_ADAPTE,,False,2019-04-01,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-50314,BOAMP,SIREN:110006012,72.0,IT Services & Consulting,2015-04-02,48.0,0,116.98,116.98,,,,OUVERT,,True,2019-04-02,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-51571,BOAMP,NAME:residences saint alexandre,48.0,Software & Applications,2015-04-07,48.0,0,116.82,116.82,,,,OUVERT,,True,2019-04-07,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-52664,BOAMP,SIREN:110006012,72.0,IT Services & Consulting,2015-04-08,48.0,0,116.79,116.79,,,,OUVERT,SERVICES,False,2019-04-08,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-53947,BOAMP,SIREN:214401622,48.0,Software & Applications,2015-04-10,48.0,0,116.72,116.72,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-04-10,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-54892,BOAMP,SIREN:288500010,32.0,Telecom & Networks,2015-04-10,48.0,0,116.72,116.72,,,,OUVERT,,True,2019-04-10,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-54272,BOAMP,SIREN:264900390,,Unknown,2015-04-10,44.0,0,116.72,116.72,,,,OUVERT,,False,2018-12-09,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-54977,BOAMP,NAME:conseil general de la sarthe,64.0,Digital Workplace & Collaboration,2015-04-13,48.0,0,116.62,116.62,,,,OUVERT,SERVICES,True,2019-04-13,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-55213,BOAMP,SIREN:451324974,32.0,Telecom & Networks,2015-04-13,12.0,0,116.62,116.62,,,,OUVERT,,False,2016-04-12,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-56123,BOAMP,SIREN:247200132,45.0,Unknown,2015-04-14,48.0,0,116.59,116.59,,,,PROCEDURE_ADAPTE,,True,2019-04-14,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-56649,BOAMP,SIREN:234400034,72.0,IT Services & Consulting,2015-04-14,12.0,0,116.59,116.59,,,,OUVERT,SERVICES,False,2016-04-13,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-55527,BOAMP,NAME:cdc du pays de saint gilles cx de vie,48.0,Software & Applications,2015-04-14,48.0,0,116.59,116.59,,,,OUVERT,SERVICES,True,2019-04-14,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-56918,BOAMP,NAME:vallet,32.0,Telecom & Networks,2015-04-15,12.0,0,116.56,116.56,,,,PROCEDURE_ADAPTE,,False,2016-04-14,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-56776,BOAMP,SIREN:532458809,32.0,Telecom & Networks,2015-04-15,48.0,0,116.56,116.56,,,,PROCEDURE_ADAPTE,,True,2019-04-15,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-58339,BOAMP,NAME:cnieg,72.0,IT Services & Consulting,2015-07-22,48.0,0,113.34,113.34,,,,OUVERT,SERVICES,False,2019-07-22,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-58989,BOAMP,NAME:ccir pays de la loire,48.0,Software & Applications,2015-04-17,48.0,0,116.49,116.49,,,,OUVERT,,True,2019-04-17,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-59370,BOAMP,SIREN:264400136,72.0,IT Services & Consulting,2015-04-20,48.0,0,116.39,116.39,,,,PROCEDURE_ADAPTE,SERVICES,False,2019-04-20,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-59556,BOAMP,NAME:conseil general de loire atlantique,35.0,Cybersecurity,2015-08-24,48.0,0,112.25,112.25,,,200000.0,OUVERT,,False,2019-08-24,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-64142,BOAMP,SIREN:264400136,48.0,Software & Applications,2015-04-24,48.0,0,116.26,116.26,,,,PROCEDURE_ADAPTE,,True,2019-04-24,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-50024,BOAMP,SIREN:258500222,35.0,Cybersecurity,2015-06-25,6.0,0,114.22,114.22,,,,PROCEDURE_ADAPTE,,False,2015-12-24,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-63153,BOAMP,SIREN:258500222,45.0,Unknown,2015-04-27,48.0,0,116.16,116.16,,,,PROCEDURE_ADAPTE,,True,2019-04-27,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-64904,BOAMP,SIREN:288500010,48.0,Software & Applications,2015-04-28,68.0,0,116.13,116.13,,,,PROCEDURE_ADAPTE,,False,2020-12-26,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-65940,BOAMP,NAME:pole sante sarthe et loire,72.0,IT Maintenance & Support,2015-04-29,48.0,0,116.1,116.1,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-04-29,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-65742,BOAMP,NAME:ville du mans,32.0,Telecom & Networks,2015-07-10,48.0,0,113.73,113.73,,,,PROCEDURE_ADAPTE,,True,2019-07-10,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-68078,BOAMP,NAME:dir ouest,32.0,Telecom & Networks,2015-05-04,48.0,1,52.99,,52.99,BOAMP:19-71182,240000.0,OUVERT,SERVICES,False,2019-05-04,publication_date,calibrated_rule,0.7631,0.8236,1.0,True,0.1683,0,0,0,0.7631,,,1,True,False,balanced,calibrated_balanced,0
BOAMP:15-67480,BOAMP,NAME:syndicat departemental d energie,48.0,Software & Applications,2015-05-04,48.0,0,115.93,115.93,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-05-04,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-70236,BOAMP,SIREN:288500010,72.0,IT Services & Consulting,2015-05-06,42.0,0,115.87,115.87,,,,PROCEDURE_ADAPTE,SERVICES,False,2018-11-04,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-71156,BOAMP,SIREN:194909701,48.0,Software & Applications,2015-10-06,48.0,0,110.84,110.84,,,,OUVERT,,False,2019-10-06,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-72457,BOAMP,SIREN:234400034,72.0,IT Services & Consulting,2015-05-12,12.0,0,115.67,115.67,,,,OUVERT,SERVICES,False,2016-05-11,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-78724,BOAMP,NAME:e collectivites vendee,72.0,IT Services & Consulting,2015-05-22,48.0,0,115.34,115.34,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-05-22,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-78916,BOAMP,SIREN:264400136,72.0,IT Services & Consulting,2015-05-22,48.0,0,115.34,115.34,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-05-22,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-78924,BOAMP,SIREN:234400034,,Telecom & Networks,2015-05-26,12.0,1,16.79,,16.79,BOAMP:16-96174,,OUVERT,SERVICES,False,2016-05-25,publication_date,calibrated_rule,0.5534,0.5617,,False,0.2017,0,0,0,0.5534,0.5046,0.0487,2,False,False,balanced,calibrated_balanced,0
BOAMP:15-81386,BOAMP,NAME:gpm de nantes st nazaire,48.0,Software & Applications,2015-05-28,48.0,0,115.14,115.14,,,600000.0,DIALOGUE_COMPETITIF,SERVICES,True,2019-05-28,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-81231,BOAMP,NAME:saem vendee,72.0,IT Services & Consulting,2015-09-28,48.0,0,111.1,111.1,,,,OUVERT,SERVICES,True,2019-09-28,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-82510,BOAMP,NAME:cg49,,Data & AI,2015-06-01,48.0,0,115.01,115.01,,,,OUVERT,,True,2019-06-01,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-82236,BOAMP,SIREN:214401432,38.0,Unknown,2015-06-01,48.0,0,115.01,115.01,,,1090000.0,OUVERT,,False,2019-06-01,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-83632,BOAMP,SIREN:264400136,72.0,IT Services & Consulting,2015-06-03,48.0,1,49.08,,49.08,BOAMP:19-103545,,PROCEDURE_ADAPTE,SERVICES,True,2019-06-03,publication_date,calibrated_rule,0.5302,0.5405,0.0,True,0.82,0,0,0,0.5302,,,1,True,False,balanced,calibrated_balanced,0
BOAMP:15-85320,BOAMP,SIREN:110006012,48.0,Software & Applications,2015-06-04,48.0,0,114.91,114.91,,,,PROCEDURE_ADAPTE,,True,2019-06-04,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-84881,BOAMP,NAME:nantes metropole,48.0,Software & Applications,2015-10-14,48.0,1,47.83,,47.83,BOAMP:19-151382,,OUVERT,SERVICES,False,2019-10-14,attribution_award_date,calibrated_rule,0.6598,0.6637,0.2,True,0.9717,0,0,0,0.6598,0.5181,0.1417,2,False,False,balanced,calibrated_balanced,0
BOAMP:15-86218,BOAMP,SIREN:264400136,35.0,Cybersecurity,2015-06-05,48.0,0,114.88,114.88,,,,PROCEDURE_ADAPTE,,False,2019-06-05,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-87511,BOAMP,SIREN:265300087,,Telecom & Networks,2015-06-09,48.0,0,114.75,114.75,,,,OUVERT,SERVICES,True,2019-06-09,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-69493,BOAMP,NAME:ademe,72.0,Data & AI,2015-06-10,11.0,0,114.72,114.72,,,,OUVERT,SERVICES,False,2016-05-09,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-89415,BOAMP,NAME:le mans,,Software & Applications,2015-06-11,48.0,0,114.68,114.68,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-06-11,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-89263,BOAMP,SIREN:258500222,72.0,Data & AI,2015-07-22,48.0,1,45.76,,45.76,BOAMP:19-75795,,PROCEDURE_ADAPTE,SERVICES,True,2019-07-22,attribution_award_date,calibrated_rule,0.6243,0.6224,0.4,True,0.6267,0,0,0,0.6243,,,1,True,False,balanced,calibrated_balanced,0
BOAMP:15-90549,BOAMP,SIREN:242900769,72.0,IT Services & Consulting,2015-06-15,48.0,0,114.55,114.55,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-06-15,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-90148,BOAMP,SIREN:242900769,30.0,IT Hardware & Equipment,2015-06-15,48.0,0,114.55,114.55,,,,OUVERT,,True,2019-06-15,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-92216,BOAMP,SIREN:264400136,72.0,IT Services & Consulting,2015-06-16,48.0,1,48.65,,48.65,BOAMP:19-103545,,PROCEDURE_ADAPTE,,True,2019-06-16,publication_date,calibrated_rule,0.5402,0.5297,0.0,True,0.8917,0,0,0,0.5402,,,1,True,False,balanced,calibrated_balanced,0
BOAMP:15-92588,BOAMP,SIREN:234400034,72.0,IT Services & Consulting,2015-10-08,12.0,1,12.35,,12.35,BOAMP:16-96174,,OUVERT,SERVICES,False,2016-10-07,attribution_award_date,calibrated_rule,0.574,0.5891,0.0,True,0.9417,0,0,0,0.574,0.5165,0.0574,2,False,False,balanced,calibrated_balanced,0
BOAMP:15-94958,BOAMP,SIREN:791052491,,Telecom & Networks,2015-06-22,48.0,0,114.32,114.32,,,,OUVERT,SERVICES,True,2019-06-22,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-93928,BOAMP,NAME:cte d agglomeration du choletais,39.0,Cloud & Infrastructure,2015-06-22,48.0,0,114.32,114.32,,,,OUVERT,,True,2019-06-22,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-95100,BOAMP,SIREN:247200132,31.0,Telecom & Networks,2015-06-22,48.0,1,48.59,,48.59,BOAMP:19-105444,,OUVERT,,True,2019-06-22,publication_date,calibrated_rule,0.6785,0.8704,0.0,True,0.9017,0,0,0,0.6785,,,1,True,False,balanced,calibrated_balanced,0
BOAMP:15-95253,BOAMP,SIREN:264400136,35.0,Cybersecurity,2015-06-22,48.0,0,114.32,114.32,,,,PROCEDURE_ADAPTE,,True,2019-06-22,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-95813,BOAMP,SIREN:214401622,48.0,Software & Applications,2015-10-14,48.0,0,110.58,110.58,,,,OUVERT,,True,2019-10-14,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-96106,BOAMP,NAME:cnieg,72.0,IT Services & Consulting,2015-06-24,48.0,1,48.32,,48.32,BOAMP:19-103125,,PROCEDURE_ADAPTE,SERVICES,True,2019-06-24,publication_date,calibrated_rule,0.6181,0.572,0.2,True,0.9467,0,0,0,0.6181,,,1,True,False,balanced,calibrated_balanced,0
BOAMP:15-96786,BOAMP,NAME:conseil general de la sarthe,72.0,IT Services & Consulting,2015-06-24,48.0,0,114.26,114.26,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-06-24,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-96870,BOAMP,SIREN:244900015,72.0,IT Services & Consulting,2015-06-25,48.0,0,114.22,114.22,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-06-25,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-98976,BOAMP,SIREN:110006012,48.0,Software & Applications,2015-06-29,24.0,0,114.09,114.09,,,,PROCEDURE_ADAPTE,SERVICES,False,2017-06-28,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-100830,BOAMP,SIREN:247200132,45.0,Unknown,2015-07-01,48.0,0,114.03,114.03,,,,PROCEDURE_ADAPTE,,True,2019-07-01,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-100455,BOAMP,NAME:nantes metropole,35.0,Cybersecurity,2015-11-20,48.0,1,46.62,,46.62,BOAMP:19-151382,,OUVERT,SERVICES,False,2019-11-20,attribution_award_date,calibrated_rule,0.5563,0.6307,0.0,True,0.77,0,0,0,0.5563,0.5128,0.0435,2,False,False,balanced,calibrated_balanced,0
BOAMP:15-102510,BOAMP,NAME:conseil general de la sarthe,72.0,Digital Workplace & Collaboration,2016-01-26,48.0,0,107.16,107.16,,,,OUVERT,SERVICES,True,2020-01-26,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-105085,BOAMP,NAME:ccir pays de la loire,48.0,Software & Applications,2015-07-07,48.0,0,113.83,113.83,,,,DIALOGUE_COMPETITIF,SERVICES,True,2019-07-07,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-104125,BOAMP,SIREN:214401093,48.0,Software & Applications,2015-07-08,48.0,0,113.8,113.8,,,,PROCEDURE_ADAPTE,SERVICES,False,2019-07-08,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-107245,BOAMP,SIREN:247200132,48.0,Software & Applications,2016-02-02,48.0,0,106.93,106.93,,,,PROCEDURE_ADAPTE,,True,2020-02-02,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-108955,BOAMP,SIREN:247200132,,Telecom & Networks,2015-07-13,48.0,1,47.9,,47.9,BOAMP:19-105444,,OUVERT,,True,2019-07-13,publication_date,calibrated_rule,0.8016,0.6364,,False,0.9833,0,0,0,0.8016,0.5781,0.2235,2,False,True,balanced,calibrated_balanced,0
BOAMP:15-108645,BOAMP,SIREN:218502888,32.0,Telecom & Networks,2015-07-13,48.0,0,113.63,113.63,,,,PROCEDURE_ADAPTE,,True,2019-07-13,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-111481,BOAMP,SIREN:264400136,48.0,Software & Applications,2015-07-20,48.0,1,44.91,,44.91,BOAMP:19-59985,,OUVERT,,True,2019-07-20,publication_date,calibrated_rule,0.6992,0.5054,1.0,True,0.485,0,0,0,0.6992,,,1,True,False,balanced,calibrated_balanced,0
BOAMP:15-111661,BOAMP,NAME:inra formation permanente nationale,48.0,Software & Applications,2015-07-21,36.0,0,113.37,113.37,,,129000.0,OUVERT,SERVICES,False,2018-07-20,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-114783,BOAMP,NAME:cnieg,72.0,IT Services & Consulting,2015-07-23,48.0,0,113.3,113.3,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-07-23,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-115709,BOAMP,SIREN:214401846,72.0,IT Services & Consulting,2015-11-26,48.0,0,109.17,109.17,,,,PROCEDURE_ADAPTE,SERVICES,False,2019-11-26,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-115988,BOAMP,SIREN:244900015,32.0,Telecom & Networks,2015-07-27,48.0,0,113.17,113.17,,,,PROCEDURE_ADAPTE,,False,2019-07-27,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-115336,BOAMP,NAME:d angers,72.0,IT Services & Consulting,2016-07-19,60.0,0,101.41,101.41,,,,DIALOGUE_COMPETITIF,SERVICES,False,2021-07-19,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-119589,BOAMP,SIREN:214402158,32.0,Telecom & Networks,2015-08-03,48.0,0,112.94,112.94,,,,PROCEDURE_ADAPTE,,True,2019-08-03,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-119639,BOAMP,SIREN:194401006,32.0,Telecom & Networks,2015-11-03,48.0,0,109.92,109.92,,,,OUVERT,,True,2019-11-03,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-122609,BOAMP,SIREN:214400269,32.0,Telecom & Networks,2015-12-18,60.0,0,108.44,108.44,,,,PROCEDURE_ADAPTE,,False,2020-12-17,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-90876,BOAMP,SIREN:214401317,32.0,Telecom & Networks,2015-08-10,48.0,0,112.71,112.71,,,,OUVERT,SERVICES,True,2019-08-10,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-124226,BOAMP,SIREN:227200029,64.0,Digital Workplace & Collaboration,2015-08-10,48.0,1,47.73,,47.73,BOAMP:19-71679,,OUVERT,SERVICES,True,2019-08-10,publication_date,calibrated_rule,0.9849,0.9847,1.0,True,0.955,0,0,0,0.9849,0.5815,0.4033,4,False,True,balanced,calibrated_balanced,0
BOAMP:15-133200,BOAMP,NAME:saelsi,32.0,Telecom & Networks,2015-08-31,6.0,0,112.02,112.02,,,,PROCEDURE_ADAPTE,,False,2016-02-29,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-134263,BOAMP,SIREN:940022890,32.0,Telecom & Networks,2015-09-02,48.0,0,111.96,111.96,,,,OUVERT,,False,2019-09-02,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-136371,BOAMP,SIREN:285300018,,Data & AI,2015-09-07,48.0,0,111.79,111.79,,,,OUVERT,,False,2019-09-07,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-139094,BOAMP,SIREN:288500010,35.0,Cybersecurity,2015-12-03,38.0,0,108.94,108.94,,,,PROCEDURE_ADAPTE,,False,2019-02-01,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-141361,BOAMP,SIREN:234400034,72.0,IT Services & Consulting,2015-12-07,48.0,0,108.8,108.8,,,,OUVERT,SERVICES,False,2019-12-07,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-142353,BOAMP,NAME:ville du mans,32.0,Telecom & Networks,2016-01-21,48.0,1,53.25,,53.25,BOAMP:20-2441,,OUVERT,,True,2020-01-21,attribution_award_date,calibrated_rule,0.7358,0.777,1.0,True,0.125,0,0,0,0.7358,,,1,True,False,balanced,calibrated_balanced,0
BOAMP:15-143083,BOAMP,SIREN:264900390,35.0,Cybersecurity,2015-09-18,48.0,0,111.43,111.43,,,,PROCEDURE_ADAPTE,,False,2019-09-18,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-144405,BOAMP,NAME:regie dept passages d eau de vendee,72.0,IT Services & Consulting,2015-09-22,48.0,0,111.3,111.3,,,,PROCEDURE_ADAPTE,SERVICES,True,2019-09-22,publication_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
BOAMP:15-146024,BOAMP,SIREN:214401093,32.0,Telecom & Networks,2015-12-17,48.0,0,108.48,108.48,,,,OUVERT,,True,2019-12-17,attribution_award_date,none,,,,,,0,0,0,,,,0,False,False,balanced,calibrated_balanced,1
