n_unique_buyers,n_high,n_medium,n_low,n_no_match,pct_high,pct_medium,pct_low,pct_no_match,pct_notices_high_conf,pct_appel_offre_high_conf,n_keys_upgraded_to_siren,n_siren_deduplication_merges,n_total_notices,n_high_conf_notices,n_appel_offre_total,n_appel_offre_high_conf
525,275,21,32,197,52.4,4.0,6.1,37.5,60.3,58.5,275,23,3181,1919,1933,1131
