buyer_name_raw,buyer_name_clean,buyer_key,dept_code,city,postal_code,n_notices,n_appel_offre,has_existing_boamp_siret,existing_siret_values
SM Mégalis,sm megalis,NAME:sm megalis,44,NANTES,44966,2,1,False,
SISTO,sisto,NAME:sisto,49,SEGRE,49500,1,1,False,
SI ENERGIES DE MAINE ET LOIRE,si energies de maine et loire,NAME:si energies de maine et loire,49,Angers cedex 1,49001,5,4,False,
GIE des EPL de Vendée,gie des epl de vendee,NAME:gie des epl de vendee,85,La roche sur yon cedex,85005,10,7,False,
CTRE NATIONAL D ENST A DISTANCE,ctre national d enst a distance,NAME:ctre national d enst a distance,85,Chasseneuil futuroscope cedex,86963,1,1,False,
COM D AGGLO REG NAZAIRIENNE ESTUAIRE,com d agglo reg nazairienne estuaire,NAME:com d agglo reg nazairienne estuaire,44,Saint-Nazaire,44605,24,12,False,
Communauté d'agglomération du Niortais,communaute d agglomeration du niortais,NAME:communaute d agglomeration du niortais,79,Niort cedex,79027,11,9,False,
Ville de Villemomble,villemomble,NAME:villemomble,93,Villemomble,93250,1,1,False,
Agrocampus Ouest,agrocampus ouest,NAME:agrocampus ouest,35,RENNES,,2,1,False,
Comm Comm de Doué la Fontaine,comm comm de doue la fontaine,NAME:comm comm de doue la fontaine,49,Doué-en-anjou,49700,1,1,False,
CHBR REG METIERS ARTISANAT NOUV AQUIT,chbr reg metiers artisanat nouv aquit,NAME:chbr reg metiers artisanat nouv aquit,33,Bordeaux,33000,3,2,False,
Université du Maine,universite du maine,NAME:universite du maine,72,Le mans,72085,4,2,False,
SGAMI OUEST BZAMP,sgami ouest bzamp,NAME:sgami ouest bzamp,72,Rennes cédex 2,35207,1,1,False,
université de Rennes 1,rennes 1,NAME:rennes 1,35,Rennes,35065,1,1,False,
Ville d'Ancenis-Saint-Géréon,ville d ancenis saint gereon,NAME:ville d ancenis saint gereon,44,Ancenis-Saint-Géréon,44156,2,1,False,
ARS Pays de La Loire,ars pays de la loire,NAME:ars pays de la loire,44,Nantes cedex 2,44262,2,1,False,
GCS E SANTE PAYS DE LA LOIRE,gcs e sante pays de la loire,NAME:gcs e sante pays de la loire,44,Nantes,44200,2,1,False,
Ville de Talmont - Saint Hilaire,talmont saint hilaire,NAME:talmont saint hilaire,85,Talmont - Saint Hilaire,85440,2,2,False,
VENDEE EAU,vendee eau,NAME:vendee eau,85,La Roche sur Yon,85036,10,6,False,
Vendée Habitat - OPH de Vendée,vendee habitat oph de vendee,NAME:vendee habitat oph de vendee,85,LA ROCHE SUR YON,85002,4,3,False,
COMMUNE DE REZE,reze,NAME:reze,44,Rezé,44403,8,5,False,
COMMUNE DE VERRIERES EN ANJOU,verrieres en anjou,NAME:verrieres en anjou,49,Verrières en Anjou,49480,1,1,False,
ville de Coulaines,coulaines,NAME:coulaines,72,Coulaines,72190,2,2,False,
MAIRIE DE BAUGE EN ANJOU,bauge en anjou,NAME:bauge en anjou,49,BAUGE-EN-ANJOU,49150,5,3,False,
Mairie de Coueron,coueron,NAME:coueron,44,Coueron,44220,6,5,False,
Ville de Château-Gontier,chateau gontier,NAME:chateau gontier,53,Château-Gontier-Sur-Mayenne,,1,1,False,
GIE Loire Océan,gie loire ocean,NAME:gie loire ocean,44,Nantes Cédex 01,44035,2,1,False,
VENDEE,vendee,NAME:vendee,85,La Roche sur Yon,85000,15,7,False,
EPF de la Vendée,epf de la vendee,NAME:epf de la vendee,85,La Roche sur Yon,85000,3,2,False,
SEMITAN mandataire de Nantes Métropole,semitan mandataire de nantes metropole,NAME:semitan mandataire de nantes metropole,44,Nantes Cedex 1,44046,14,7,False,
Baie de Somme Habitat,baie de somme habitat,NAME:baie de somme habitat,44,SAINT-HERBLIN,44800,2,1,False,
FONDATION PARTENARIALE POLYTECH,fondation partenariale polytech,NAME:fondation partenariale polytech,44,Marseille,13007,4,2,False,
Comcom Estuaire et Sillon,comcom estuaire et sillon,NAME:comcom estuaire et sillon,44,SAVENAY,44260,4,2,False,
MINDEF/EMA/DC SCA/PFAF CO Rennes,mindef ema dc sca pfaf co rennes,NAME:mindef ema dc sca pfaf co rennes,37,Rennes cedex 9,35998,2,1,False,
CHU NANTES,nantes,SIRET:17440005100010,44,Nantes cedex,44041,13,5,True,17440005100010|26440013600471
MAIRIE DE CORDEMAIS,cordemais,NAME:cordemais,44,CORDEMAIS,44360,1,1,False,
COMMUNE DE MAUGES SUR LOIRE,mauges sur loire,NAME:mauges sur loire,49,Mauges sur Loire,49620,8,5,False,
ETABLISSEMENT PUBLIC DU MARAIS POITEVI,du marais poitevi,NAME:du marais poitevi,85,Luçon,85400,2,1,False,
Ville d'Alençon,ville d alencon,NAME:ville d alencon,61,Alencon,61014,5,3,False,
ECOLE NATIONALE SUPERIEURE MARITIME,ecole nationale superieure maritime,NAME:ecole nationale superieure maritime,76,Le havre,76600,3,2,False,
CCI METROPOLITAINE BRETAGNE OUEST,cci metropolitaine bretagne ouest,NAME:cci metropolitaine bretagne ouest,29,Brest cedex 2,29238,2,2,False,
Conservatoire du littoral,conservatoire du littoral,NAME:conservatoire du littoral,17,Rochefort cedex,17306,5,2,False,
Sembreizh société,sembreizh societe,NAME:sembreizh societe,35,CESSON SEVIGNE,35510,2,2,False,
Commune de Champagné,champagne,NAME:champagne,72,Champagné,72470,1,1,False,
SHEMA,shema,NAME:shema,14,CAEN,14018,4,3,False,
S. M. Sarthois d'Aménagement Numérique,s m sarthois d amenagement numerique,NAME:s m sarthois d amenagement numerique,72,Le Mans,72072,1,0,False,
CCI de région Bretagne,cci de region bretagne,NAME:cci de region bretagne,35,Rennes cedex,35044,2,1,False,
COMMUNE DE BEAUFORT EN ANJOU,beaufort en anjou,NAME:beaufort en anjou,49,Beaufort-en-Anjou,49250,2,1,False,
Communauté de Cnes Terres de Montaigu,cnes terres de montaigu,NAME:cnes terres de montaigu,85,MONTAIGU-VENDEE Cedex,85607,4,3,False,
SYDELA,sydela,NAME:sydela,44,Orvault,44701,5,3,False,
Cté de Communes de la Région de Blain,cte de communes de la blain,NAME:cte de communes de la blain,44,Blain,44130,7,5,False,
INRA ANGERS NANTES,inra angers nantes,NAME:inra angers nantes,44,Nantes,44300,4,2,False,
CCI Nantes Saint-Nazaire,cci nantes saint nazaire,NAME:cci nantes saint nazaire,44,Nantes,44300,7,4,False,
CC PAYS DE CRAON,cc pays de craon,NAME:cc pays de craon,53,Craon,53400,2,1,False,
SGAMI OUEST,sgami ouest,NAME:sgami ouest,35,Rennes cedex 2,35207,6,2,False,
COMMUNE DU CROISIC,commune du croisic,NAME:commune du croisic,44,LE CROISIC,44490,1,1,False,
CCI DE REG CTRE VAL DE LOIRE,cci de reg ctre val de loire,NAME:cci de reg ctre val de loire,45,Fleury-les-Aubrais,45404,2,1,False,
SRD,srd,NAME:srd,86,POITIERS,,3,1,False,
Adoma,adoma,NAME:adoma,75,Paris,75013,1,1,False,
COMMUNE DE OMBREE D ANJOU,ombree d anjou,NAME:ombree d anjou,49,Ombrée d'Anjou,49420,4,4,False,
Rectorat de l'Académie de Nantes,rectorat de l academie de nantes,NAME:rectorat de l academie de nantes,44,NANTES,44326,4,3,False,
SAINT NAZAIRE AGGLOMERATION TOURISME,saint nazaire agglomeration tourisme,NAME:saint nazaire agglomeration tourisme,44,Saint-nazaire,44600,1,1,False,
MASH,mash,NAME:mash,44,Saint Herblain,44800,7,3,False,
Commune de Notre Dame des Landes,notre dame des landes,NAME:notre dame des landes,44,Notre Dame des Landes,44130,1,1,False,
Ville de Saint-Malo,saint malo,NAME:saint malo,35,Saint-Malo,35418,1,1,False,
MAUGES COMMUNAUTE,mauges communaute,NAME:mauges communaute,49,Beaupréau-en-Mauges,49602,4,2,False,
Communauté urbaine d'Alençon,communaute urbaine d alencon,NAME:communaute urbaine d alencon,61,Alençon,61014,3,2,False,
Communauté de Communes Vie et Boulogne,communes vie et boulogne,NAME:communes vie et boulogne,85,Le Poiré sur Vie,85170,1,1,False,
DRAGAGES PORTS,dragages ports,NAME:dragages ports,76,Rouen cedex 1,76107,3,2,True,317665420
Espacil Habitat,espacil habitat,NAME:espacil habitat,35,RENNES,,1,1,False,
Cap Atlantique,cap atlantique,NAME:cap atlantique,44,LA BAULE,44503,6,3,False,
ComCom des Vallées du Haut-Anjou,comcom des vallees du haut anjou,NAME:comcom des vallees du haut anjou,49,Le Lion d'Angers,49220,5,2,False,
MINDEF/SGA/SPAC/S-Direction des achats,mindef sga spac s direction des achats,NAME:mindef sga spac s direction des achats,75,Paris Cedex 15,75509,2,0,False,
Loire Atlantique développement,loire atlantique developpement,NAME:loire atlantique developpement,44,Nantes,44262,5,2,False,
Cté de Cnes du Pays d'Ancenis,cte de cnes du pays d ancenis,NAME:cte de cnes du pays d ancenis,44,Ancenis-Saint-Géréon,44156,7,5,False,
CA SAUMUR VAL DE LOIRE,ca saumur val de loire,NAME:ca saumur val de loire,49,Nantes,44041,4,4,True,17440005100010
Commune de Saintes,saintes,NAME:saintes,17,Saintes,17100,1,1,False,
DIR INTERDEPARTEMENTALE DES RTE OUEST,dir interdepartementale des rte ouest,NAME:dir interdepartementale des rte ouest,35,Rennes cedex,35031,6,2,False,
CHAMBRE REG AGRI PAYS DE LA LOIRE,chambre reg agri pays de la loire,NAME:chambre reg agri pays de la loire,14,ANGERS,49105,2,2,False,
CIF GIE GEIPCI,cif gie geipci,NAME:cif gie geipci,44,NANTES,44000,3,2,False,
COMMUNE LES SABLES D OLONNE,commune les sables d olonne,NAME:commune les sables d olonne,85,Les Sables d'Olonne,85100,4,2,False,
Cté cnes du Pays de Château de Gontier,cte cnes du pays de chateau de gontier,NAME:cte cnes du pays de chateau de gontier,53,Château-Gontier-sur-Mayenne,,1,1,False,
SEM CENOVIA,sem cenovia,NAME:sem cenovia,72,Le Mans,72015,2,1,False,
CENTRE DE GESTION DE LA FONCTION PUBLI,centre de gestion de la fonction publi,NAME:centre de gestion de la fonction publi,85,La Roche sur Yon,85000,1,1,False,
Orchestre National des Pays de la Loir,orchestre national des pays de la loir,NAME:orchestre national des pays de la loir,49,Angers cedex 02,49052,1,1,False,
SOC PUBLIQUE REG ABE DE FONTEVRAUD,soc publique reg abe de fontevraud,NAME:soc publique reg abe de fontevraud,49,FONTEVRAUD L'ABBAYE,49590,8,4,False,
CRDC LE LIEU UNIQUE,crdc le lieu unique,NAME:crdc le lieu unique,44,NANTES cedex 1,44013,1,1,False,
IRCEC,ircec,NAME:ircec,75,PARIS CEDEX 09,75440,1,1,False,
Communauté Communes Parthenay-Gâtine,communaute communes parthenay gatine,NAME:communaute communes parthenay gatine,79,Parthenay,79200,2,2,False,
Podeliha,podeliha,NAME:podeliha,49,Angers,49000,2,2,False,
Communauté de communes de sablé,communes de sable,NAME:communes de sable,72,Sablé sur Sarthe,,2,1,False,
SIRI 49,siri 49,NAME:siri 49,49,Avrillé,49240,2,1,False,
CNAM,cnam,NAME:cnam,75,Paris cedex 03,75141,1,1,False,
SYNDICAT MIXTE GIGALIS,syndicat mixte gigalis,NAME:syndicat mixte gigalis,44,Nantes Cedex 9,44966,3,3,False,
EC SUP BEAUX ARTS TOURS ANGERS MANS,ec sup beaux arts tours angers mans,NAME:ec sup beaux arts tours angers mans,37,Angers,49100,1,1,False,
Mairie de Blain,blain,NAME:blain,44,Blain,44130,2,1,False,
Centre Hospitalier de Laval (53),de laval 53,NAME:de laval 53,53,Laval Cedex,53015,9,5,False,
CA Agglomération du Choletais,ca agglomeration du choletais,NAME:ca agglomeration du choletais,49,Cholet,49321,2,1,False,
DESTINATION RENNES Tourisme Congrès,destination rennes tourisme congres,NAME:destination rennes tourisme congres,35,Rennes cedex,35064,3,3,False,
ANGERS LOIRE TOURISME EXPO CONGRES,angers loire tourisme expo congres,NAME:angers loire tourisme expo congres,49,Angers,49051,6,2,False,
COMMUNAUTE DE COMMUNES DU SUD ESTUAIRE,communes du sud estuaire,NAME:communes du sud estuaire,44,Paimboeuf,44560,2,1,False,
EPSILON CENTRALE D'ACHAT INFORMATIQUE,epsilon centrale d achat informatique,NAME:epsilon centrale d achat informatique,33,BORDEAUX Cedex,33077,2,2,False,
CC Loire Layon Aubance,cc loire layon aubance,NAME:cc loire layon aubance,49,ST GEORGES SUR LOIRE,49170,2,1,False,
Ministère de l'éducation nationale,ministere de l education nationale,NAME:ministere de l education nationale,75,Paris,75732,2,1,False,
OFFICE FRANCAIS DE LA BIODIVERSITE,office francais de la biodiversite,NAME:office francais de la biodiversite,94,Vincennes,94300,5,2,False,
PREFECTURE D'EURE-ET-LOIR,prefecture d eure et loir,NAME:prefecture d eure et loir,28,Chartres,28019,1,1,False,
COMMUNE DE BOUAYE,bouaye,NAME:bouaye,44,Bouaye,44830,3,2,False,
ENSA Nantes,ensa nantes,NAME:ensa nantes,44,Nantes cedex 2,44262,2,1,False,
MAIRIE DE LA CHAPELLE SUR ERDRE,la chapelle sur erdre,NAME:la chapelle sur erdre,44,La chapelle sur erdre,44240,1,1,False,
Ville de Parthenay,parthenay,NAME:parthenay,79,Parthenay,79200,1,1,False,
Grand Lieu Communauté,grand lieu communaute,NAME:grand lieu communaute,44,La Chevrolière,44118,2,1,False,
CC Océan Marais de Monts,cc ocean marais de monts,NAME:cc ocean marais de monts,85,Saint Jean de Monts,85167,5,4,False,
DIR REG ENVIR AMENAGEMENT LOGT BRETAGN,dir reg envir amenagement logt bretagn,NAME:dir reg envir amenagement logt bretagn,35,Rennes cedex,35065,1,1,False,
CC DU PAYS DE ST FULGENT LES ESSARTS,cc du pays de st fulgent les essarts,NAME:cc du pays de st fulgent les essarts,85,Saint-Fulgent,85250,1,1,False,
SATT OUEST VALORISATION,satt ouest valorisation,NAME:satt ouest valorisation,35,Rennes,35708,1,1,False,
Ville de Larmor-plage,larmor plage,NAME:larmor plage,56,larmor-plage,56260,1,1,False,
CD 44,cd 44,NAME:cd 44,44,Nantes,44041,14,6,False,
MEDDE / DGAC / SCN / SSIM,medde dgac scn ssim,NAME:medde dgac scn ssim,91,Athis-Mons,91200,2,1,False,
Groupement d'achats de l'Herm,groupement d achats de l herm,NAME:groupement d achats de l herm,85,Saint Michel En L Herm,85580,1,1,False,
CA LES SABLES D OLONNE AGGLOMERATION,ca les sables d olonne agglomeration,NAME:ca les sables d olonne agglomeration,85,Les Sales d'Olonne,85100,4,2,False,
CREHA Ouest,creha ouest,NAME:creha ouest,44,Saint-Herblain,44800,2,1,False,
CENTRE DE GESTION 87,centre de gestion 87,NAME:centre de gestion 87,87,LIMOGES,87000,1,1,False,
SDE35,sde35,NAME:sde35,35,THORIGNE FOUILLARD,35236,3,3,False,
Gcs E-Sante Pays de la Loire,gcs e sante pays de la loire,NAME:gcs e sante pays de la loire,44,Nantes,44200,5,2,True,53820845500021
TERRITOIRE D'ENERGIE MAYENNE,territoire d energie mayenne,NAME:territoire d energie mayenne,53,Changé,53810,1,1,False,
Vendée Grand Littoral,vendee grand littoral,NAME:vendee grand littoral,85,Talmont Saint Hilaire,85440,3,3,False,
SCA/PFAF SO,sca pfaf so,NAME:sca pfaf so,31,Bordeaux,33000,1,1,False,
Ecole National Sup. d'Arts et Métiers,ecole national sup d arts et metiers,NAME:ecole national sup d arts et metiers,75,Paris,75013,1,1,False,
COMMUNAUTE COMMUNES HUISNE SARTHOISE,communaute communes huisne sarthoise,NAME:communaute communes huisne sarthoise,72,LA FERTE-BERNARD,72400,1,1,False,
GEVES,geves,NAME:geves,49,Beaucouzé cedex,49071,8,3,False,
LA GARNACHE,la garnache,NAME:la garnache,85,LA GARNACHE,85710,3,2,False,
Région Bretagne,region bretagne,NAME:region bretagne,22,RENNES,35711,2,2,False,
"Syndicat Mixte "" Sarthe Numérique """,syndicat mixte sarthe numerique,NAME:syndicat mixte sarthe numerique,72,Le Mans,72072,2,0,False,
COMMUNE DE LA FERTE-BERNARD,la ferte bernard,NAME:la ferte bernard,72,La Ferte-Bernard,72400,1,1,False,
Clisson Sèvre et Maine Agglo,clisson sevre et maine agglo,NAME:clisson sevre et maine agglo,44,Clisson,44190,3,2,False,
CORLAB,corlab,NAME:corlab,22,SERENT,56460,2,2,False,
GROUPEMENT D INTERET PUBLIC PIX,groupement d interet public pix,NAME:groupement d interet public pix,75,Paris,75019,1,1,False,
COMMUNE DE CESSON SEVIGNE,cesson sevigne,NAME:cesson sevigne,35,Cesson sévigné,35510,7,4,False,
URSSAF des Pays de la Loire,urssaf des pays de la loire,NAME:urssaf des pays de la loire,44,Nantes cedex 9,44933,2,1,False,
Territoire d'Énergie de Mayenne,territoire d energie de mayenne,NAME:territoire d energie de mayenne,53,Changé,53810,2,1,False,
CCAS coulaines,ccas coulaines,NAME:ccas coulaines,72,Coulaines,72190,1,1,False,
CCI Pays de la Loire,cci pays de la loire,NAME:cci pays de la loire,44,Nantes,44100,8,6,False,
Commune de Saint Mars du Désert,saint mars du desert,NAME:saint mars du desert,44,SAINT-MARS-DU-DESERT,44850,1,1,False,
ADAR44,adar44,NAME:adar44,44,Orvault,44703,2,1,False,
Commune Bagnoles de l'Orne Normandie,commune bagnoles de l orne normandie,NAME:commune bagnoles de l orne normandie,61,BAGNOLES DE L'ORNE,61140,2,1,False,
Mairie de Saint-Gilles-Croix-de-Vie,saint gilles croix de vie,NAME:saint gilles croix de vie,85,Saint-Gilles-Croix-de-Vie,85806,1,1,False,
Communauté de Communes de Nozay,communes de nozay,NAME:communes de nozay,44,NOZAY,44170,2,1,False,
Université de Rennes 1,rennes 1,NAME:rennes 1,35,Rennes,35065,1,1,False,
Commune d'Ancenis-Saint-Géréon,commune d ancenis saint gereon,NAME:commune d ancenis saint gereon,44,Ancenis-Saint-Géréon,44156,2,2,False,
Mairie de Sucé sur Erdre,suce sur erdre,NAME:suce sur erdre,44,SUCE-SUR-ERDRE,44240,1,1,False,
Mairie de La Baule-Escoublac,la baule escoublac,NAME:la baule escoublac,44,LA BAULE-ESCOUBLAC,44500,3,2,False,
ANGERS LOIRE ECO,angers loire eco,NAME:angers loire eco,49,ANGERS Cedex 2,49104,1,1,False,
EPCC Les Quinconces & L'Espal,epcc les quinconces l espal,NAME:epcc les quinconces l espal,72,Le Mans,72000,1,1,False,
Agence de l'eau Loire-Bretagne,agence de l eau loire bretagne,NAME:agence de l eau loire bretagne,45,Orleans cedex2,45063,1,1,False,
GIP RESAH,gip resah,NAME:gip resah,44,ANGERS,44120,15,0,False,
Rectorat Division Scus,rectorat division scus,NAME:rectorat division scus,44,Nantes,44326,1,1,False,
Commune de VALLONS-DE-L'ERDRE,vallons de l erdre,NAME:vallons de l erdre,44,VALLONS-DE-L'ERDRE,44540,3,2,False,
CONSEIL DEPARTEMENTAL DE LOIRE-ATLANTI,de loire atlanti,NAME:de loire atlanti,44,NANTES,44041,18,11,False,
St Gilles Croix de Vie Agglomération,st gilles croix de vie agglomeration,NAME:st gilles croix de vie agglomeration,85,Givrand,85800,4,2,False,
Rectorat de Rennes,rectorat de rennes,NAME:rectorat de rennes,35,Rennes cedex,35705,1,0,False,
DGAC DSNA,dgac dsna,NAME:dgac dsna,33,,,1,1,False,
Agence Régionale de Santé (ARS),agence regionale de sante ars,NAME:agence regionale de sante ars,69,Lyon cedex 3,69418,1,1,False,
Théatre Le Quai,theatre le quai,NAME:theatre le quai,49,ANGERS cedex 02,49101,1,1,False,
GCSMS PART'AGE 72,gcsms part age 72,NAME:gcsms part age 72,72,BALLON-SAINT MARS,72290,1,1,False,
COMMUNE DE MURS ERIGNE,murs erigne,NAME:murs erigne,49,Mûrs Erigné,49610,1,1,False,
DEPARTEMENT DE VENDEE,vendee,NAME:vendee,85,La Roche sur Yon,85021,2,1,False,
Ville de Chemillé en Anjou,chemille en anjou,NAME:chemille en anjou,49,Chemillé en Anjou,49120,3,2,False,
UBS,ubs,NAME:ubs,56,Lorient,56321,4,4,False,
CC Sud Vendée Littoral,cc sud vendee littoral,NAME:cc sud vendee littoral,85,LUÇON,85400,1,1,False,
SPM - DSAF - BCP,spm dsaf bcp,NAME:spm dsaf bcp,75,Paris cedex 07,75334,1,0,False,
SPL EAU DU BASSIN RENNAIS,spl eau du bassin rennais,NAME:spl eau du bassin rennais,35,RENNES CEDEX,35000,2,2,False,
Communauté de communes BAUGEOIS VALLEE,communes baugeois vallee,NAME:communes baugeois vallee,49,Baugé en Anjou,49150,3,2,False,
COM DE COMMUNES DE BELLE ILE EN MER,com de communes de belle ile en mer,NAME:com de communes de belle ile en mer,56,Le Palais,56360,2,1,False,
DEPAFI,depafi,NAME:depafi,75,Paris,75800,3,1,False,
ville de Bouchemaine,bouchemaine,NAME:bouchemaine,49,Bouchemaine,49080,1,1,False,
Commune d'Indre,commune d indre,NAME:commune d indre,44,Indre,44610,1,1,False,
Ville de Lagord,lagord,NAME:lagord,17,LAGORD,17140,2,1,False,
Afac-Agroforesteries,afac agroforesteries,NAME:afac agroforesteries,34,Paris,75011,2,1,False,
CENOVIA CITES,cenovia cites,NAME:cenovia cites,72,Le Mans,72015,3,2,True,443928874
SPL GOLFE DU MORBIHAN VANNES TOURISME,spl golfe du morbihan vannes tourisme,NAME:spl golfe du morbihan vannes tourisme,56,Vannes,56000,1,1,False,
UNICANCER ACHATS,unicancer achats,NAME:unicancer achats,49,Saint herblain,44805,1,1,False,
TERRITOIRE ENERGIE LOIRE ATLANTIQUE,territoire energie loire atlantique,NAME:territoire energie loire atlantique,44,ORVAULT,,6,3,False,
UNIVERSITE GUSTAVE EIFFEL,universite gustave eiffel,NAME:universite gustave eiffel,77,Marne la Vallée,77454,3,3,False,
GRETA-CFA LOIRE-ATLANTIQUE,greta cfa loire atlantique,NAME:greta cfa loire atlantique,44,NANTES,44000,1,1,False,
Cté Cnes LES PORTES BRIARDES,cte cnes les portes briardes,NAME:cte cnes les portes briardes,77,Ozoir-la-Ferrière,77330,1,1,False,
Mairie de Guérande,guerande,NAME:guerande,44,GUERANDE,44351,1,1,False,
DSI de Pôle emploi,dsi de pole emploi,NAME:dsi de pole emploi,93,Montreuil,93100,2,1,False,
SPL Laval Mayenne Aménagements,spl laval mayenne amenagements,NAME:spl laval mayenne amenagements,53,Laval,53000,5,3,False,
Pays de Blain Communauté,pays de blain communaute,NAME:pays de blain communaute,44,Blain,44130,2,1,False,
LE PLONGEOIR - CITE DU CIRQUE,le plongeoir cite du cirque,NAME:le plongeoir cite du cirque,72,Le Mans,72100,2,2,False,
Préfecture 85,prefecture 85,NAME:prefecture 85,85,La roche sur yon,85922,1,1,False,
SONADEV,sonadev,NAME:sonadev,44,Saint-Nazaire,44601,1,1,False,
Ville de Montaigu-Vendée,montaigu vendee,NAME:montaigu vendee,85,Montaigu-Vendée,85600,1,1,False,
Mairie de Clisson,clisson,NAME:clisson,44,CLISSON,44190,1,1,False,
EPMP,epmp,NAME:epmp,85,LUCON,85400,2,1,False,
CARIFOREF,cariforef,NAME:cariforef,44,NANTES,44041,2,1,True,92084215000012
IRA DE LYON,ira de lyon,NAME:ira de lyon,69,Villeurbanne cedex,69616,1,1,False,
COMMUNAUTE DE COMMUNES DE L ERNEE,communes de l ernee,NAME:communes de l ernee,53,Ernee,53500,1,1,False,
Conseil Départemental de la Mayenne,de la mayenne,NAME:de la mayenne,53,Seyssinet-Pariset,38170,7,5,True,443928874
SOCIETE PUBLIQUE REGIONALE ABBAYE DE FONTEVRAUD,societe publique regionale abbaye de fontevraud,NAME:societe publique regionale abbaye de fontevraud,49,Seyssinet-Pariset,38170,5,3,True,443928874
VILLE DE SAINT NAZAIRE,saint nazaire,NAME:saint nazaire,44,Seyssinet-Pariset,38170,9,4,True,443928874
Destination Angers,destination angers,SIRET:83095506800044,49,Angers,49051,5,4,True,83095506800044
Tribunal administratif de Nantes,tribunal administratif de nantes,SIRET:17440005100010,44,Nantes Cedex,44041,1,1,True,17440005100010
Conseil départemental Loire Atlantique,loire atlantique,NAME:loire atlantique,44,Seyssinet-Pariset,38170,14,9,True,443928874
GIE des EPL des Pays de la Loire,gie des epl des pays de la loire,SIRET:52921080900016,44,Nantes,44 200,1,1,True,52921080900016
BACKNET SOLUTIONS,backnet solutions,SIRET:48756658000014,49,LA VALETTE DU VAR,01600,1,0,True,48756658000014
Société d'aménagement de la Métropole Ouest Atlantique,societe d amenagement de la metropole ouest atlantique,SIRET:17350111500013,44,Rennes,35031 ,1,1,True,17350111500013
Nantes Université,nantes universite,SIRET:17440005100010,44,NANTES,44041,5,3,True,13002928300012|17440005100010|13002974700016
Tribunal Administratif de Nantes,tribunal administratif de nantes,SIRET:17440005100010,44,Nantes cedex,44041,1,1,True,17440005100010
Le Mans Métropole,le mans metropole,NAME:le mans metropole,72,Seyssinet-Pariset,38170,17,12,True,443928874
Syndicat Départemental d'Energie et d'Equipement de la Vendée (85),syndicat departemental d energie et d equipement de la vendee 85,SIRET:20004248900019,85,LA ROCHE SUR YON Cedex,85000,1,1,True,20004248900019
Vendée Eau (85),vendee eau 85,SIRET:25850022200033,85,La Roche sur Yon,85036,2,1,True,25850022200033
LPO Touchard Washington,lpo touchard washington,NAME:lpo touchard washington,72,Seyssinet-Pariset,38170,1,1,True,443928874
Syndicat Mixte e-Collectivités Vendée,syndicat mixte e collectivites vendee,SIRET:20004311500019,85,La Roche sur Yon Cedex,85006,1,0,True,20004311500019
Communauté de communes du Pays Sabolien,communes du pays sabolien,NAME:communes du pays sabolien,72,Seyssinet-Pariset,38170,1,1,True,443928874
GIE SESAM VITALE,gie sesam vitale,SIRET:39172288100052,72,Le mans cedex 2,72019,5,5,True,17440005100010|39172288100052
GIE SESAM-Vitale,gie sesam vitale,SIRET:17440005100010,72, Nantes cedex ,44041,1,1,True,17440005100010
SDIS44,sdis44,SIRET:17350111500864,44,Nantes,44243,2,1,True,17350111500864
Commune Mauges sur Loire,commune mauges sur loire,SIRET:20005433600017,49,MAUGES SUR LOIRE,49620,2,1,True,20005433600017
Ville de La Baule Escoublac,la baule escoublac,NAME:la baule escoublac,44,Seyssinet-Pariset,38170,2,1,True,443928874
Pays de Saint Gilles Croix de Vie Agglomération (85),pays de saint gilles croix de vie agglomeration 85,SIRET:20002377800018,85,Saint Gilles Croix de Vie,85806,2,1,True,20002377800018
MAIRIE DE REZE,reze,NAME:reze,44,Seyssinet-Pariset,38170,4,2,True,443928874
BATIMENT CFA NORMANDIE,batiment cfa normandie,SIRET:77811608700157,76,SAINT ETIENNE DU ROUVRAY,76800,4,3,True,77811608700157
"Terres de Montaigu, Communauté d'Agglomération (85)",terres de montaigu communaute d agglomeration 85,SIRET:20007023300016,85,Montaigu-Vendée,85600,3,2,True,20007023300016
Université de Rennes,rennes,SIRET:13003051300019,35,Rennes cedex,35000,2,2,True,13003051300019
Ville d'Angers Loire Metropole (49),ville d angers loire metropole 49,SIRET:24490001500011,49,ANGERS cedex 02,49020,1,1,True,24490001500011
ARS Pays de la Loire,ars pays de la loire,SIRET:47806779600084,44,PARIS,75016,1,0,True,47806779600084
SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DE MAINE ET LOIRE,service departemental d incendie et de secours de maine et loire,SIRET:17440051000010,49,Beaucouzé,44041,2,1,True,17440051000010|28490001600023
CH DU MANS,du mans,SIRET:26720016000013,72,Le mans cedex 9,72037,2,2,True,26720016000013
Le Plongeoir - Cité du Cirque,le plongeoir cite du cirque,NAME:le plongeoir cite du cirque,72,Seyssinet-Pariset,38170,1,0,True,443928874
Ville des Sables d’Olonne,ville des sables d olonne,SIRET:20008213900011,85,LES SABLES D’OLONNE,85118,2,1,True,20008213900011
Chambre de Commerce et d'Industrie Région Pays de la Loire,chambre de commerce et d industrie region pays de la loire,SIRET:18440128900022,44,Saint-Herblain,,2,2,True,18440128900022|18440128900386
