buyer_name_raw,buyer_name_clean,buyer_key,dept_code,query_used,entity_type_detected,nature_juridique_filter,candidate_rank,candidate_siren,candidate_siret,candidate_name,candidate_naf,candidate_nature_juridique,candidate_city,candidate_postal_code,name_similarity,dept_match,enrichment_score
Ville du Mans,ville du mans,NAME:ville du mans,72,ville mans,DEFAULT,,5.0,511250474,51125047400018,SYNDICAT AUTONOME DE LA VILLE DU MANS DE LE MANS METROPOLE ET DU CENTRE COMMUNAL D ACTION SOCIALE (UNSA TERRITOR 2 M-AS),94.12Z,8420,LE MANS,72000,28.8,True,28.8
Ville du Mans,ville du mans,NAME:ville du mans,72,ville mans,DEFAULT,,6.0,217500016,21750001600019,VILLE DE PARIS,84.11Z,7229,PARIS 04,75004,80.2,False,80.2
Ville du Mans,ville du mans,NAME:ville du mans,72,ville mans,DEFAULT,,7.0,576150270,57615027000063,CENOVIA (SEM),71.12B,5515,LE MANS,72000,35.3,True,35.3
Ville du Mans,ville du mans,NAME:ville du mans,72,ville mans,DEFAULT,,8.0,412238065,41223806500012,LE MANS EVENEMENTS,82.30Z,6901,LE MANS,72000,36.0,True,36.0
Ville du Mans,ville du mans,NAME:ville du mans,72,ville mans,DEFAULT,,9.0,390322055,39032205500281,ASS FONDATION ETUDIANTE POUR LA VILLE,88.99B,9220,PARIS,75010,59.2,False,59.2
Ville du Mans,ville du mans,NAME:ville du mans,72,ville mans,DEFAULT,,10.0,392956082,39295608200037,LE MANS SARTHE BASKET MSB,93.19Z,5615,LE MANS,72000,41.5,True,41.5
Ville d'Angers,ville d angers,NAME:ville d angers,49,ville angers,DEFAULT,,1.0,532458809,53245880900029,VIGNE EN VILLE ANGERS,94.99Z,9220,ANGERS,49100,88.0,True,88.0
Ville d'Angers,ville d angers,NAME:ville d angers,49,ville angers,DEFAULT,,2.0,421916289,42191628900018,ORCHESTRE D'HARMONIE  VILLE D'ANGERS,90.01Z,9220,ANGERS,49100,63.8,True,63.8
Ville d'Angers,ville d angers,NAME:ville d angers,49,ville angers,DEFAULT,,3.0,786109256,78610925600010,MONT DE PIETE DE LA VILLE D'ANGERS,88.99B,2900,ANGERS,49100,76.6,True,76.6
Ville d'Angers,ville d angers,NAME:ville d angers,49,ville angers,DEFAULT,,4.0,945164275,94516427500014,ASSOCIATION DES SOCIETES DE BOULES DE FORT DE LA VILLE D'ANGERS,93.12Z,9220,ANGERS,49100,61.3,True,61.3
