buyer_name_raw,buyer_name_clean,buyer_key,dept_code,query_used,entity_type_detected,nature_juridique_filter,candidate_rank,candidate_siren,candidate_siret,candidate_name,candidate_naf,candidate_nature_juridique,candidate_city,candidate_postal_code,name_similarity,dept_match,enrichment_score
Vendée Expansion,vendee expansion,NAME:vendee expansion,85,vendee expansion,DEFAULT,,3.0,788779502,78877950200012,VENDEE EXPANSION - SPL,71.12B,5599,LA ROCHE-SUR-YON,85000,100.0,True,100.0
Vendée Expansion,vendee expansion,NAME:vendee expansion,85,vendee expansion,DEFAULT,,4.0,786447953,78644795300039,COMITE D EXPANSION ECONOMIQUE DE VENDEE (CEEV),84.13Z,9220,LA ROCHE-SUR-YON,85000,66.2,True,66.2
Vendée Expansion,vendee expansion,NAME:vendee expansion,85,vendee expansion,DEFAULT,,5.0,445215239,44521523900028,VENDEE LOC IMMO,41.20B,5710,LA ROCHE-SUR-YON,85000,62.1,True,62.1
Vendée Expansion,vendee expansion,NAME:vendee expansion,85,vendee expansion,DEFAULT,,6.0,381461334,38146133400058,GRUAU VENDEE (GIFA),29.20Z,5710,SAINT-LAURENT-SUR-SEVRE,85290,52.5,True,52.5
Vendée Expansion,vendee expansion,NAME:vendee expansion,85,vendee expansion,DEFAULT,,7.0,827610866,82761086600028,AXION EXPANSION,70.22Z,5710,VIEUX-THANN,68800,62.1,False,62.1
Vendée Expansion,vendee expansion,NAME:vendee expansion,85,vendee expansion,DEFAULT,,8.0,938364825,93836482500019,G2 EXPANSION,70.10Z,5499,MONTAIGU-VENDEE,85600,75.4,True,75.4
Vendée Expansion,vendee expansion,NAME:vendee expansion,85,vendee expansion,DEFAULT,,9.0,503757544,50375754400039,JEUNE CHAMBRE ECONOMIQUE DE LA ROCHE SUR YON,94.12Z,9220,LA ROCHE-SUR-YON,85000,32.0,True,32.0
Vendée Expansion,vendee expansion,NAME:vendee expansion,85,vendee expansion,DEFAULT,,10.0,792454977,79245497700010,L-COMMERCE,47.91A,6220,IVRY-SUR-SEINE,94200,25.0,False,25.0
Ville de Saint-Hilaire-de-Riez,saint hilaire de riez,NAME:saint hilaire de riez,85,commune saint hilaire de riez,COMMUNE,7210,1.0,218502268,21850226800012,COMMUNE DE SAINT-HILAIRE-DE-RIEZ,84.11Z,7210,SAINT-HILAIRE-DE-RIEZ,85270,100.0,True,100.0
Ville de Saint-Hilaire-de-Riez,saint hilaire de riez,NAME:saint hilaire de riez,85,commune saint hilaire de riez,COMMUNE,7210,2.0,219400769,21940076900010,COMMUNE DE VILLEJUIF,84.11Z,7210,VILLEJUIF,94800,57.8,False,57.8
Ville de Saint-Hilaire-de-Riez,saint hilaire de riez,NAME:saint hilaire de riez,85,commune saint hilaire de riez,COMMUNE,7210,3.0,219300324,21930032400015,COMMUNE DE GAGNY,84.11Z,7210,GAGNY,93220,53.3,False,53.3
Ville de Saint-Hilaire-de-Riez,saint hilaire de riez,NAME:saint hilaire de riez,85,commune saint hilaire de riez,COMMUNE,7210,4.0,929939411,92993941100013,COMMUNE DE SAINT-DENIS,84.11Z,7210,SAINT-DENIS,93200,75.1,False,75.1
INSTITUT 4.10,institut 4 10,NAME:institut 4 10,75,institut 4 10,DEFAULT,,,,,,,,,,0.0,False,0.0
DIRISI,dirisi,NAME:dirisi,29,dirisi,DEFAULT,,1.0,200033009,20003300900016,CERCLE DE LA BASE DE DEFENSE LA REUNION-MAYOTTE,56.29B,7450,SAINT DENIS,97400,14.6,False,14.6
DIRISI,dirisi,NAME:dirisi,29,dirisi,DEFAULT,,2.0,794855510,79485551000010,ASS PERS MILITAIRES CIVILS  DIR INTERARMEES DES RES INFRAC SYST INF DE LA DEF DE FDF,94.99Z,9220,FORT-DE-FRANCE,97200,15.8,False,15.8
DIRISI,dirisi,NAME:dirisi,29,dirisi,DEFAULT,,3.0,810475707,81047570700024,ASSOCIATION CARIBEENNE DE TIR A L'ARC (A.C.T.A),93.12Z,9220,FORT-DE-FRANCE,97200,21.4,False,21.4
CARENE,carene,NAME:carene,44,carene,DEFAULT,,1.0,244400644,24440064400013,COMMUNAUTE D'AGGLO DE LA REGION NAZAIRIENNE ET DE L'ESTUAIRE (CARENE),84.11Z,7348,SAINT-NAZAIRE,44600,29.1,True,29.1
CARENE,carene,NAME:carene,44,carene,DEFAULT,,2.0,524795564,52479556400011,CAREN,35.11Z,5710,LOUISFERT,44110,90.9,True,90.9
CARENE,carene,NAME:carene,44,carene,DEFAULT,,3.0,829969955,82996995500014,CAREN COMY,68.20A,1000,NANTES,44000,62.5,True,62.5
CARENE,carene,NAME:carene,44,carene,DEFAULT,,4.0,899942098,89994209800018,CARENE BARBOT (PINEAU),35.11Z,1000,OUDON,44521,54.2,True,54.2
CARENE,carene,NAME:carene,44,carene,DEFAULT,,5.0,331230847,33123084700013,SCI DES CARENES,68.20B,6540,NANTES,44300,70.6,True,70.6
CARENE,carene,NAME:carene,44,carene,DEFAULT,,6.0,814872073,81487207300014,SCI DU TOUCAN,68.20B,6540,CARQUEFOU,44470,37.5,True,37.5
CARENE,carene,NAME:carene,44,carene,DEFAULT,,7.0,849737283,84973728300010,SCI DU DRAKKAR,68.20B,6540,CARQUEFOU,44470,23.5,True,23.5
CARENE,carene,NAME:carene,44,carene,DEFAULT,,8.0,330319435,33031943500039,SOCIETE DES TRANSPORTS DE L'AGGLOMERATION NAZAIRIENNE (STRAN),49.31Z,5599,SAINT-NAZAIRE,44600,20.8,True,20.8
CARENE,carene,NAME:carene,44,carene,DEFAULT,,9.0,797548989,79754898900038,SONADEV TERRITOIRES PUBLICS,42.99Z,5599,SAINT-NAZAIRE,44600,24.2,True,24.2
CARENE,carene,NAME:carene,44,carene,DEFAULT,,10.0,828620831,82862083100010,SAINT-NAZAIRE AGGLOMERATION TOURISME,79.90Z,5599,SAINT-NAZAIRE,44600,23.8,True,23.8
FONDAT REGION OUEST LIGUE CANCER,fondat region ouest ligue cancer,NAME:fondat region ouest ligue cancer,35,fondat region ouest ligue cancer,DEFAULT,,1.0,777739160,77773916000011,FONDAT REGION OUEST LIGUE CANCER,86.10Z,9300,RENNES,35000,100.0,True,100.0
CENTRE COMMUNAL D ACTION SOCIALE,centre communal d action sociale,NAME:centre communal d action sociale,49,centre communal action sociale,DEFAULT,,1.0,264901893,26490189300042,CENTRE COMMUNAL ACTION SOCIALE (CCAS),88.99B,7361,CHALONNES-SUR-LOIRE,49290,100.0,True,100.0
CENTRE COMMUNAL D ACTION SOCIALE,centre communal d action sociale,NAME:centre communal d action sociale,49,centre communal action sociale,DEFAULT,,2.0,264904301,26490430100019,CENTRE COMMUNAL ACTION SOCIALE,88.99B,7361,CORON,49690,100.0,True,100.0
CENTRE COMMUNAL D ACTION SOCIALE,centre communal d action sociale,NAME:centre communal d action sociale,49,centre communal action sociale,DEFAULT,,3.0,264901158,26490115800016,CENTRE COMMUNAL D'ACTION SOCIALE (CCAS),88.99B,7361,ANGERS,49000,100.0,True,100.0
CENTRE COMMUNAL D ACTION SOCIALE,centre communal d action sociale,NAME:centre communal d action sociale,49,centre communal action sociale,DEFAULT,,4.0,200054435,20005443500017,CENTRE COMMUNAL D'ACTION SOCIALE (CCAS),88.99B,7361,SEVREMOINE,49230,100.0,True,100.0
CENTRE COMMUNAL D ACTION SOCIALE,centre communal d action sociale,NAME:centre communal d action sociale,49,centre communal action sociale,DEFAULT,,5.0,264900713,26490071300019,CENTRE COMMUNAL D ACTION SOCIALE (CCAS),88.99B,7361,CHOLET,49300,100.0,True,100.0
CENTRE COMMUNAL D ACTION SOCIALE,centre communal d action sociale,NAME:centre communal d action sociale,49,centre communal action sociale,DEFAULT,,6.0,264900895,26490089500014,CENTRE COMMUNAL D'ACTION SOCIALE (CCAS),88.99B,7361,SAUMUR,49400,100.0,True,100.0
CENTRE COMMUNAL D ACTION SOCIALE,centre communal d action sociale,NAME:centre communal d action sociale,49,centre communal action sociale,DEFAULT,,7.0,264902347,26490234700063,CENTRE COMMUNAL D'ACTION SOCIALE (CCAS),88.99B,7361,AVRILLE,49240,100.0,True,100.0
CENTRE COMMUNAL D ACTION SOCIALE,centre communal d action sociale,NAME:centre communal d action sociale,49,centre communal action sociale,DEFAULT,,8.0,264901976,26490197600011,CENTRE COMMUNAL D'ACTION SOCIALE (CCAS),88.99B,7361,LES PONTS-DE-CE,49130,100.0,True,100.0
CENTRE COMMUNAL D ACTION SOCIALE,centre communal d action sociale,NAME:centre communal d action sociale,49,centre communal action sociale,DEFAULT,,9.0,200053643,20005364300017,CENTRE COMMUNAL D'ACTION SOCIALE (CCAS),88.99B,7361,BEAUPREAU-EN-MAUGES,49110,100.0,True,100.0
CENTRE COMMUNAL D ACTION SOCIALE,centre communal d action sociale,NAME:centre communal d action sociale,49,centre communal action sociale,DEFAULT,,10.0,264900598,26490059800014,CENTRE COMMUNAL D'ACTION SOCIALE (CCAS),88.10A,7361,SOMLOIRE,49360,100.0,True,100.0
SDEGM,sdegm,NAME:sdegm,53,sdegm,DEFAULT,,,,,,,,,,0.0,False,0.0
MAINE LOIRE HABITAT OFFICE PUB HABITAT,maine loire habitat office pub habitat,NAME:maine loire habitat office pub habitat,49,maine loire habitat office pub habitat,DEFAULT,,,,,,,,,,0.0,False,0.0
SICTIAM,sictiam,NAME:sictiam,6,sictiam,DEFAULT,,1.0,250601879,25060187900076,SM D'INGENIERIE POUR LES COLLECTIVITES ET TERRITOIRES INNOVANTS DES ALPES-MEDITERRANEE (SICTIAM),84.11Z,7355,BIOT,06410,24.9,True,24.9
SICTIAM,sictiam,NAME:sictiam,6,sictiam,DEFAULT,,2.0,909116402,90911640200019,GREEN ENERGY 06,71.12B,5599,NICE,06200,0.0,True,0.0
SICTIAM,sictiam,NAME:sictiam,6,sictiam,DEFAULT,,3.0,442146296,44214629600029,ASS.DES COLLECT.TERIT.ET ETS.PUB.RATACHE (ACTU),94.99Z,9220,SAINT-MAIXENT-L'ECOLE,79400,19.5,False,19.5
IPHV LES HAUTS THEBAUDIERES,iphv les hauts thebaudieres,NAME:iphv les hauts thebaudieres,44,iphv hauts thebaudieres,DEFAULT,,,,,,,,,,0.0,False,0.0
Communauté de Communes de Grand Lieu,communes de grand lieu,NAME:communes de grand lieu,44,communaute communes grand lieu,EPCI,7340,1.0,821147667,82114766700017,SYDELA ENERGIE SIX PIECES,35.11Z,5710,ORVAULT,44700,32.7,True,32.7
MAIRIE DE SAINT SATURNIN,saint saturnin,NAME:saint saturnin,72,commune saint saturnin,COMMUNE,7210,1.0,217203207,21720320700071,COMMUNE DE SAINT SATURNIN,84.11Z,7210,SAINT-SATURNIN,72650,100.0,True,100.0
Agence Régionale Pays de la Loire TI,agence regionale pays de la loire ti,NAME:agence regionale pays de la loire ti,44,agence regionale pays loire ti,DEFAULT,,,,,,,,,,0.0,False,0.0
Inst. Interdpt bassin Sèvre Niortaise,inst interdpt bassin sevre niortaise,NAME:inst interdpt bassin sevre niortaise,85,inst interdpt bassin sevre niortaise,DEFAULT,,,,,,,,,,0.0,False,0.0
Mairie du croisic,mairie du croisic,NAME:mairie du croisic,44,mairie croisic,DEFAULT,,1.0,214400491,21440049100129,COMMUNE DU CROISIC,84.11Z,7210,LE CROISIC,44490,52.3,True,52.3
Mairie du croisic,mairie du croisic,NAME:mairie du croisic,44,mairie croisic,DEFAULT,,2.0,808014021,80801402100014,CROISIC GYM ENFANTS,93.12Z,9220,LE CROISIC,44490,58.5,True,58.5
Mairie du croisic,mairie du croisic,NAME:mairie du croisic,44,mairie croisic,DEFAULT,,3.0,838998292,83899829200018,AMICALE DES RETRAITES DU CROISIC,94.99Z,9220,LE CROISIC,44490,60.4,True,60.4
Mairie du croisic,mairie du croisic,NAME:mairie du croisic,44,mairie croisic,DEFAULT,,4.0,352130538,35213053800015,GOLF CLUB DU CROISIC (GCC),93.12Z,9220,LE CROISIC,44490,49.7,True,49.7
Mairie du croisic,mairie du croisic,NAME:mairie du croisic,44,mairie croisic,DEFAULT,,5.0,411992605,41199260500013,CENTRE CELTIQUE CANTON DU CROISIC,90.01Z,9220,BATZ-SUR-MER,44740,35.8,True,35.8
Mairie du croisic,mairie du croisic,NAME:mairie du croisic,44,mairie croisic,DEFAULT,,6.0,379709074,37970907400015,ASS LE CROISIC VACANCES LOISIRS (LCVL),55.20Z,9220,LE CROISIC,44490,50.8,True,50.8
Mairie du croisic,mairie du croisic,NAME:mairie du croisic,44,mairie croisic,DEFAULT,,7.0,399971050,39997105000014,UNION COMMERCANTS ARTISANS PLC CROISIC (UCAPLC),90.02Z,9220,LE CROISIC,44490,37.9,True,37.9
Mairie du croisic,mairie du croisic,NAME:mairie du croisic,44,mairie croisic,DEFAULT,,8.0,530198340,53019834000016,FOOTBALL CLUB DE LA COTE SAUVAGE LE CROISIC - BATZ SUR MER,93.12Z,9220,LE CROISIC,44490,42.6,True,42.6
Mairie du croisic,mairie du croisic,NAME:mairie du croisic,44,mairie croisic,DEFAULT,,9.0,785949355,78594935500024,UNION NATION COMBAT LE CROISIC,94.99Z,9220,LE CROISIC,44490,57.7,True,57.7
Mairie du croisic,mairie du croisic,NAME:mairie du croisic,44,mairie croisic,DEFAULT,,10.0,442993325,44299332500012,ASSOCIATION TERRE ET MER ATLANTIQUE,94.99Z,9220,LE CROISIC,44490,29.4,True,29.4
CHD VENDEE,chd vendee,NAME:chd vendee,85,chd vendee,DEFAULT,,1.0,901316851,90131685100012,ANDREAS RUDOLF,86.22C,1000,LA ROCHE-SUR-YON,85000,25.0,True,25.0
CHD VENDEE,chd vendee,NAME:chd vendee,85,chd vendee,DEFAULT,,2.0,923614424,92361442400011,SYNDICAT DES INTERNES DU CHD LA ROCHE SUR YON,94.99Z,9220,ROCHE SUR YON (LA),85000,54.0,True,54.0
CHD VENDEE,chd vendee,NAME:chd vendee,85,chd vendee,DEFAULT,,3.0,268502424,26850242400016,CHD LA ROCHE SUR YON LUCON MONTAIGU,86.10Z,7364,LA ROCHE-SUR-YON,85000,35.6,True,35.6
CHD VENDEE,chd vendee,NAME:chd vendee,85,chd vendee,DEFAULT,,4.0,924348170,92434817000011,FONDS DE DOTATION DES HOPITAUX DE VENDEE,94.99Z,9300,ROCHE SUR YON (LA),85000,44.0,True,44.0
CHD VENDEE,chd vendee,NAME:chd vendee,85,chd vendee,DEFAULT,,5.0,914044433,91404443300029,DES RACINES AUX ETOILES EN VENDEE,88.99B,9220,LA ROCHE-SUR-YON,85000,54.0,True,54.0
CHD VENDEE,chd vendee,NAME:chd vendee,85,chd vendee,DEFAULT,,6.0,456500537,45650053706585,DALKIA,35.30Z,5599,SAINT-ANDRE-LEZ-LILLE,59350,12.5,False,12.5
CHD VENDEE,chd vendee,NAME:chd vendee,85,chd vendee,DEFAULT,,7.0,994353191,99435319100038,ALF MEDI-C,86.21Z,5485,NANTES,44100,40.0,False,40.0
CHD VENDEE,chd vendee,NAME:chd vendee,85,chd vendee,DEFAULT,,8.0,803437847,80343784700012,NICOLAS FRAQUET,86.22B,1000,ROCHE SUR YON (LA),85000,16.0,True,16.0
CHD VENDEE,chd vendee,NAME:chd vendee,85,chd vendee,DEFAULT,,9.0,924164106,92416410600016,GROUPEMENT DE COOPERATION SANITAIRE GCS D'IMAGERIE VENDEENNE,88.99B,9970,ROCHE SUR YON (LA),85000,24.6,True,24.6
CHD VENDEE,chd vendee,NAME:chd vendee,85,chd vendee,DEFAULT,,10.0,811983147,81198314700018,MARION CAZA,86.22A,1000,LA ROCHE-SUR-YON,85000,28.6,True,28.6
Le Grand T - Théâtre Loire-Atlantique,le grand t theatre loire atlantique,NAME:le grand t theatre loire atlantique,44,grand t theatre loire atlantique,DEFAULT,,1.0,504514555,50451455500656,CENTRE DE CONSEIL ET DE SERVICE -CCS,66.19B,6220,NANTES,44000,34.5,True,34.5
Conseil départemental Loire-Atlantique,loire atlantique,NAME:loire atlantique,44,departement conseil departemental loire atlantique,DEPT,7220,1.0,935367433,93536743300015,CONSEIL DEPARTEMENTAL DES MOSQUEES DE LOIRE-ATLANTIQUE (CDM),94.91Z,9220,NANTES,44100,93.4,True,93.4
Conseil départemental Loire-Atlantique,loire atlantique,NAME:loire atlantique,44,departement conseil departemental loire atlantique,DEPT,7220,2.0,791543747,79154374700012,CONSEIL DEPARTEMENTAL ORDRE DES SAGES-FEMMES DE LOIRE ATLANTIQUE,94.12Z,8450,NANTES,44000,88.0,True,88.0
Conseil départemental Loire-Atlantique,loire atlantique,NAME:loire atlantique,44,departement conseil departemental loire atlantique,DEPT,7220,3.0,429821937,42982193700027,SCI ORMED 44,68.20B,6599,NANTES,44200,28.0,True,28.0
Conseil départemental Loire-Atlantique,loire atlantique,NAME:loire atlantique,44,departement conseil departemental loire atlantique,DEPT,7220,4.0,858800246,85880024600044,EXPONANTES,82.30Z,5599,NANTES,44300,29.2,True,29.2
Conseil départemental Loire-Atlantique,loire atlantique,NAME:loire atlantique,44,departement conseil departemental loire atlantique,DEPT,7220,5.0,450452115,45045211500030,S.A.M.O.A. SOC AMENA METR OUEST ATLANT,71.12B,5599,NANTES,44200,39.4,True,39.4
Conseil départemental Loire-Atlantique,loire atlantique,NAME:loire atlantique,44,departement conseil departemental loire atlantique,DEPT,7220,6.0,867801334,86780133400139,ATLANTIQUE HABITATIONS SA HLM,68.20A,5546,SAINT-HERBLAIN,44800,55.1,True,55.1
Conseil départemental Loire-Atlantique,loire atlantique,NAME:loire atlantique,44,departement conseil departemental loire atlantique,DEPT,7220,7.0,868801523,86880152300028,HARMONIE HABITAT,68.20A,5546,SAINT-HERBLAIN,44800,40.7,True,40.7
Conseil départemental Loire-Atlantique,loire atlantique,NAME:loire atlantique,44,departement conseil departemental loire atlantique,DEPT,7220,8.0,006380158,00638015800045,CISN RESIDENCES LOCATIVES,68.20A,5546,TRIGNAC,44570,38.1,True,38.1
Conseil départemental Loire-Atlantique,loire atlantique,NAME:loire atlantique,44,departement conseil departemental loire atlantique,DEPT,7220,9.0,180005019,18000501900047,CONSERVATOIRE DE L'ESPACE LITTORAL ET DES RIVAGES LACUSTRES,84.13Z,7389,ROCHEFORT,17300,42.4,False,42.4
Conseil départemental Loire-Atlantique,loire atlantique,NAME:loire atlantique,44,departement conseil departemental loire atlantique,DEPT,7220,10.0,130030398,13003039800015,DAC LOIRE-ATLANTIQUE,84.12Z,9970,NANTES,44200,69.5,True,69.5
SYNDICAT MIXTE OUVERT ANJOU NUMERIQUE,syndicat mixte ouvert anjou numerique,NAME:syndicat mixte ouvert anjou numerique,49,mixte ouvert anjou numerique,EPCI,7340,1.0,200052587,20005258700017,SYNDICAT MIXTE OUVERT ANJOU NUMERIQUE,84.11Z,7355,ECOUFLANT,49000,100.0,True,100.0
Communauté de communes de l'Ernée,communes de l ernee,NAME:communes de l ernee,53,communaute communes ernee,EPCI,7340,1.0,245300355,24530035500030,COMMUNAUTE DE COMMUNES DE L'ERNEE,84.11Z,7346,ERNEE,53500,100.0,True,100.0
DIR INTERDEPARTEMENTALE ROUTES OUEST,dir interdepartementale routes ouest,NAME:dir interdepartementale routes ouest,35,dir interdepartementale routes ouest,DEFAULT,,1.0,130001704,13000170400589,DIRECTION INTERDEPARTEMENTALE DES ROUTES OUEST (DIR),84.13Z,7172,RENNES,35000,95.8,True,95.8
Centre de Gestion FPT Loire-Atlantique,centre de gestion fpt loire atlantique,NAME:centre de gestion fpt loire atlantique,44,centre gestion fpt loire atlantique,DEFAULT,,,,,,,,,,0.0,False,0.0
SEMITAN,semitan,NAME:semitan,44,semitan,DEFAULT,,1.0,314684960,31468496000045,STE D'ECONOMIE MIXTE DES TRANSPORTS EN COMMUN DE L'AGGLOMERATION NANTAISE SEMITAN (SEMITAN),49.31Z,5515,NANTES,44000,25.1,True,25.1
SEMITAN,semitan,NAME:semitan,44,semitan,DEFAULT,,2.0,329643233,32964323300029,COMITE ENTREPRISE SEMITAN,94.20Z,8310,NANTES,44000,51.8,True,51.8
SEMITAN,semitan,NAME:semitan,44,semitan,DEFAULT,,3.0,334159472,33415947200458,ANSAMBLE,56.29A,5710,VANNES,56000,26.7,False,26.7
Ville de La Rochelle,la rochelle,NAME:la rochelle,17,commune la rochelle,COMMUNE,7210,1.0,211703004,21170300400013,COMMUNE DE LA ROCHELLE,84.11Z,7210,LA ROCHELLE,17000,100.0,True,100.0
Ville de La Rochelle,la rochelle,NAME:la rochelle,17,commune la rochelle,COMMUNE,7210,2.0,211704077,21170407700018,COMMUNE DE SAINTE SOULLE,84.11Z,7210,SAINTE-SOULLE,17220,68.9,True,68.9
Ville de La Rochelle,la rochelle,NAME:la rochelle,17,commune la rochelle,COMMUNE,7210,3.0,211703913,21170391300015,COMMUNE DE SAINT ROGATIEN,84.11Z,7210,SAINT-ROGATIEN,17220,61.9,True,61.9
Société Loire Atlantique Développement,societe loire atlantique developpement,NAME:societe loire atlantique developpement,44,loire atlantique developpement,DEFAULT,,1.0,860800077,86080007700098,LOIRE ATLANTIQUE DEVELOPPEMENT SELA (SELA),42.99Z,5515,NANTES,44200,100.0,True,100.0
Société Loire Atlantique Développement,societe loire atlantique developpement,NAME:societe loire atlantique developpement,44,loire atlantique developpement,DEFAULT,,2.0,793866443,79386644300047,LOIRE ATLANTIQUE DEVELOPPEMENT SPL,82.99Z,5599,NANTES,44200,100.0,True,100.0
Société Loire Atlantique Développement,societe loire atlantique developpement,NAME:societe loire atlantique developpement,44,loire atlantique developpement,DEFAULT,,3.0,793698705,79369870500027,LOIRE ATLANTIQUE DEVELOPPEMENT- GIE,82.99Z,6220,NANTES,44200,100.0,True,100.0
Société Loire Atlantique Développement,societe loire atlantique developpement,NAME:societe loire atlantique developpement,44,loire atlantique developpement,DEFAULT,,4.0,892308248,89230824800012,LOIRE-ATLANTIQUE DEVELOPPEMENT - GE (LAD-GE),78.30Z,9220,NANTES,44200,93.7,True,93.7
Société Loire Atlantique Développement,societe loire atlantique developpement,NAME:societe loire atlantique developpement,44,loire atlantique developpement,DEFAULT,,5.0,503654675,50365467500019,A.F.D.I LOIRE-ATLANTIQUE (AGRICULTEURS FRANCAIS ET DEVELOPPEMENT INTERNATIONAL),94.99Z,9220,NANTES,44300,68.0,True,68.0
Société Loire Atlantique Développement,societe loire atlantique developpement,NAME:societe loire atlantique developpement,44,loire atlantique developpement,DEFAULT,,6.0,794776211,79477621100011,DEVELOPPEMENT D UN RESEAU D INFORMATION MEDICALE POUR L HEMOPHILIE EN LOIRE ATLANTIQUE (DRIMH 44),94.99Z,9220,NANTES,44000,62.1,True,62.1
Société Loire Atlantique Développement,societe loire atlantique developpement,NAME:societe loire atlantique developpement,44,loire atlantique developpement,DEFAULT,,7.0,841648991,84164899100013,"RESEAU D'ACTEURS POUR L'INSERTION,LE DEVELOPPEMENT LOCAL ET L'EMPLOI EN LOIRE ATLANTIQUE (RAID EMPLOI)",94.99Z,9220,THOUARE-SUR-LOIRE,44470,62.5,True,62.5
Société Loire Atlantique Développement,societe loire atlantique developpement,NAME:societe loire atlantique developpement,44,loire atlantique developpement,DEFAULT,,8.0,517886602,51788660200013,ASSO POUR LE MAINTIEN ET DEVELOPPEMENT DES CULTURES SOUS SERRES CHAUFFEES EN LOIRE ATLANTIQUE ET PDL,94.99Z,9220,PONT-SAINT-MARTIN,44860,63.0,True,63.0
Société Loire Atlantique Développement,societe loire atlantique developpement,NAME:societe loire atlantique developpement,44,loire atlantique developpement,DEFAULT,,9.0,840290183,84029018300010,ENR44 (SYDELA ENERGIE 44),35.11Z,5515,ORVAULT,44700,30.2,True,30.2
Société Loire Atlantique Développement,societe loire atlantique developpement,NAME:societe loire atlantique developpement,44,loire atlantique developpement,DEFAULT,,10.0,857800619,85780061900044,SILOE LIS,47.61Z,5710,NANTES,44000,30.8,True,30.8
ANGERS NANTES OPERA syndicat mixte,angers nantes opera syndicat mixte,NAME:angers nantes opera syndicat mixte,44,angers nantes opera mixte,EPCI,7340,1.0,254902505,25490250500018,SYNDICAT MIXTE DE L'OPERA ANGERS NANTES (SMANO),90.04Z,7355,ANGERS,49000,97.3,False,97.3
Groupe d'étude et de contrôle des vari,groupe d etude et de controle des vari,NAME:groupe d etude et de controle des vari,49,etude controle vari,DEFAULT,,,,,,,,,,0.0,False,0.0
COMMUNE DE CHEMILLE EN ANJOU,chemille en anjou,NAME:chemille en anjou,49,commune chemille en anjou,COMMUNE,7210,1.0,200053593,20005359300014,COMMUNE DE CHEMILLE-EN-ANJOU,84.11Z,7210,CHEMILLE-EN-ANJOU,49120,100.0,True,100.0
DIR INTERREGIONALE SCES PENITENTIAIRES,dir interregionale sces penitentiaires,NAME:dir interregionale sces penitentiaires,35,dir interregionale sces penitentiaires,DEFAULT,,,,,,,,,,0.0,False,0.0
Les Quinconces l'Espal,les quinconces l espal,NAME:les quinconces l espal,72,quinconces espal,DEFAULT,,1.0,899828867,89982886700015,LES QUINCONCES & L'ESPAL (LES QUINCONCES & L'ESPAL),90.02Z,4140,LE MANS,72000,73.3,True,73.3
Les Quinconces l'Espal,les quinconces l espal,NAME:les quinconces l espal,72,quinconces espal,DEFAULT,,2.0,832494561,83249456100018,FONDS DE DOTATION DU CERCLE DES MECENES LES QUINCONCES - L'ESPAL,94.99Z,9300,LE MANS,72000,59.6,True,59.6
CESAME - CH de Sainte Gemmes sur Loire,cesame de sainte gemmes sur loire,NAME:cesame de sainte gemmes sur loire,49,centre hospitalier sainte gemmes sur loire,HOSP,7362,1.0,100015262,10001526200015,ASSOCIATION DES INTERNES DE PSYCHIATRIE ANGEVINS,94.99Z,9220,SAINTE-GEMMES-SUR-LOIRE,49130,44.8,True,44.8
CROUS de Rennes,crous de rennes,NAME:crous de rennes,35,crous rennes,DEFAULT,,1.0,183500032,18350003200010,CENTRE REGIONAL OEUVRES UNIV SCOLAIRES (CROUS),88.99B,7385,RENNES,35000,43.3,True,43.3
CROUS de Rennes,crous de rennes,NAME:crous de rennes,35,crous rennes,DEFAULT,,2.0,902406719,90240671900010,BASTIEN GUYOT (BASTIEN GUYOT),70.21Z,1000,RENNES,35000,20.5,True,20.5
CROUS de Rennes,crous de rennes,NAME:crous de rennes,35,crous rennes,DEFAULT,,3.0,932458847,93245884700013,CAPHANDI'RENNES,94.99Z,9220,RENNES,35700,63.3,True,63.3
CROUS de Rennes,crous de rennes,NAME:crous de rennes,35,crous rennes,DEFAULT,,4.0,982359465,98235946500027,MASSINISSA RABIA,47.91B,1000,PARIS,75011,21.4,False,21.4
Mairie de Saint Etienne de Montluc,saint etienne de montluc,NAME:saint etienne de montluc,44,commune saint etienne de montluc,COMMUNE,7210,1.0,214401580,21440158000011,COMMUNE DE SAINT-ETIENNE-DE-MONTLUC,84.11Z,7210,SAINT-ETIENNE-DE-MONTLUC,44360,100.0,True,100.0
Ville de Beaucouzé,beaucouze,NAME:beaucouze,49,commune beaucouze,COMMUNE,7210,1.0,214900201,21490020100069,COMMUNE DE BEAUCOUZE,84.11Z,7210,BEAUCOUZE,49070,100.0,True,100.0
COMMUNAUTE D AGGLOMERATION LA ROCHELLE,communaute d agglomeration la rochelle,NAME:communaute d agglomeration la rochelle,17,communaute agglomeration rochelle,DEFAULT,,1.0,241700434,24170043400020,COMMUNAUTE D'AGGLOMERATION LA ROCHELLE,84.11Z,7348,LA ROCHELLE,17000,100.0,True,100.0
COMMUNAUTE D AGGLOMERATION LA ROCHELLE,communaute d agglomeration la rochelle,NAME:communaute d agglomeration la rochelle,17,communaute agglomeration rochelle,DEFAULT,,2.0,903947414,90394741400012,"SYNDICAT  FORCE OUVRIERE DU PERSONNEL DE LA VILLE DE LA ROCHELLE, DU C.C.A.S ET DE LA COMMUNAUTE D'AGGLOMERATION",94.20Z,8410,LAGORD,17140,72.1,True,72.1
