total_ao,right_censored,eligible_ao,linked_events,unlinked,linking_rate_eligible_pct,linking_rate_all_pct,prev_baseline_pct,min_text_threshold,temporal_window_months,default_duration_months
1933,723,1210,665,545,54.96,34.4,7.6,0.2,6.0,48.0
