src_idweb,src_buyer_key,src_cpv,src_contract_start,src_duration_months,src_objet,cand_idweb,cand_contract_start,cand_cpv,cand_objet,gap_months,buyer_match_score,cpv_match_score,cpv_used_in_score,text_similarity_score,temporal_proximity_score,composite_score
17-35545,SIREN:264400136,48814000.0,2017-07-28,14.0,"Fourniture, Installation, Paramétrage, Intégration, Déploiement et Maintenance d'une solution d'automatisation de la prise en charge d'un patient dans les services de médecine nucléaire",18-159101,2018-11-14,48180000.0,"Fourniture, installation, paramétrage, intégration, déploiement et maintenance d'une solution d'automatisation de la prise en charge d'un patient dans le service d'odontologie du C",15.57,1.0,0.2,True,0.876,0.7381,0.698
17-58486,SIREN:264400136,72212180.0,2017-04-28,12.0,"Développement, mise en oeuvre et maintenance d'un logiciel de Radiopharmacie pour la Recherche",18-2518,2018-01-09,72311100.0,Prestation numérisation intelligente de factures - LAD/RAD,8.41,1.0,0.2,True,0.2144,0.4017,0.3661
17-58486,SIREN:264400136,72212180.0,2017-04-28,12.0,"Développement, mise en oeuvre et maintenance d'un logiciel de Radiopharmacie pour la Recherche",18-6884,2018-01-16,72000000.0,Fourniture d'un outil d'autodiagnostic managérial pour les besoins du GHT 44,8.64,1.0,0.2,True,0.3478,0.44,0.4271
17-58486,SIREN:264400136,72212180.0,2017-04-28,12.0,"Développement, mise en oeuvre et maintenance d'un logiciel de Radiopharmacie pour la Recherche",17-159373,2018-04-03,72267000.0,Tierce Maintenance applicative du logiciel PEGASE,11.17,1.0,0.4,True,0.6177,0.8616,0.6694
17-58486,SIREN:264400136,72212180.0,2017-04-28,12.0,"Développement, mise en oeuvre et maintenance d'un logiciel de Radiopharmacie pour la Recherche",18-76556,2018-06-06,72261000.0,"Prestations de maintenance, de gestion, de requête sur le dossier médical informatisé "" e-NADIS """,13.27,1.0,0.4,True,0.5858,0.788,0.6419
17-58486,SIREN:264400136,72212180.0,2017-04-28,12.0,"Développement, mise en oeuvre et maintenance d'un logiciel de Radiopharmacie pour la Recherche",17-71407,2018-07-03,48000000.0,"Fourniture, installation, mise en oeuvre et maintenance d'une solution de gestion globale (dite hypervision) du nouveau bâtiment du pôle de Médecine Physique et de Réadaptation",14.16,1.0,0.0,True,0.4996,0.6402,0.4779
17-58486,SIREN:264400136,72212180.0,2017-04-28,12.0,"Développement, mise en oeuvre et maintenance d'un logiciel de Radiopharmacie pour la Recherche",18-94803,2018-07-06,32232000.0,Fourniture et maintenance d'une solution d'apport vidéo pour la régulation médicale effectuée en EHPAD par le SAMU44,14.26,1.0,0.0,True,0.4221,0.6237,0.4436
17-58486,SIREN:264400136,72212180.0,2017-04-28,12.0,"Développement, mise en oeuvre et maintenance d'un logiciel de Radiopharmacie pour la Recherche",18-120601,2018-08-28,72267000.0,"Marché de tierce maintenance applicative des logiciels ONCOLOG, PRENEONAT, PEDIALOG",16.0,1.0,0.4,True,0.6281,0.3336,0.5679
17-58486,SIREN:264400136,72212180.0,2017-04-28,12.0,"Développement, mise en oeuvre et maintenance d'un logiciel de Radiopharmacie pour la Recherche",18-121819,2018-08-30,72267000.0,"Marché de tierce maintenance applicative des logiciels ONCOLOG, PRENEONAT, PEDIALOG",16.06,1.0,0.4,True,0.6281,0.3226,0.5657
17-61541,SIREN:264400136,72267000.0,2017-07-21,48.0,"Acquisition de nouveaux outils SAS, redevance et maintenance des progiciels SAS existants et des nouveaux outils",20-118996,2021-01-28,72611000.0,"PRESTATIONS D'ASSISTANCE TECHNIQUE POUR LA CONCEPTION, LA MISE EN OEUVRE ET L'EXPLOITATION DES INFRASTRUCTURES DU SI DU GHT44 (2 LOTS)",42.28,1.0,0.2,True,0.244,0.0466,0.3069
17-61541,SIREN:264400136,72267000.0,2017-07-21,48.0,"Acquisition de nouveaux outils SAS, redevance et maintenance des progiciels SAS existants et des nouveaux outils",21-15299,2021-02-04,72212180.0,Développement et mise en oeuvre multi sites d'un logiciel de médecine de précision pour la Recherche,42.51,1.0,0.4,True,0.3996,0.085,0.4269
17-61541,SIREN:264400136,72267000.0,2017-07-21,48.0,"Acquisition de nouveaux outils SAS, redevance et maintenance des progiciels SAS existants et des nouveaux outils",21-78563,2021-06-09,72261000.0,"PRESTATIONS D?ADMINISTRATION FONCTIONNELLE, DE GESTION, DE REQUETE SUR LE DOSSIER MEDICAL INFORMATISE "" E-NADIS "" EN LIEN AVEC LA MISSION DE RECUEIL ET D?ANALYSE DES DONNEES VIH, HEPATITES ET IST D..",46.62,1.0,0.6,True,0.3141,0.7694,0.5795
17-61541,SIREN:264400136,72267000.0,2017-07-21,48.0,"Acquisition de nouveaux outils SAS, redevance et maintenance des progiciels SAS existants et des nouveaux outils",21-26465,2021-06-29,72611000.0,"PRESTATIONS D'ASSISTANCE TECHNIQUE POUR LA CONCEPTION, LA MISE EN OEUVRE ET le MAINTIEN AUX CONDITIONS OPÉRATIONNELLES DES APPLICATIONS DU SI DU GHT44 (2 LOTS)",47.27,1.0,0.2,True,0.2517,0.8789,0.4764
17-61541,SIREN:264400136,72267000.0,2017-07-21,48.0,"Acquisition de nouveaux outils SAS, redevance et maintenance des progiciels SAS existants et des nouveaux outils",21-113953,2021-08-20,72267100.0,Le présent marché a pour objet la maintenance logicielle des sites internet hébergés par le CHU de Nantes.,48.98,1.0,0.8,True,0.3942,0.8364,0.675
17-61541,SIREN:264400136,72267000.0,2017-07-21,48.0,"Acquisition de nouveaux outils SAS, redevance et maintenance des progiciels SAS existants et des nouveaux outils",21-117615,2021-09-01,72267100.0,Le présent marché a pour objet la maintenance logicielle des sites internet hébergés par le CHU de Nantes.,49.38,1.0,0.8,True,0.3942,0.7707,0.6618
17-61541,SIREN:264400136,72267000.0,2017-07-21,48.0,"Acquisition de nouveaux outils SAS, redevance et maintenance des progiciels SAS existants et des nouveaux outils",21-76925,2021-10-14,72267000.0,"Acquisition de nouveaux outils SAS et HADOOP, redevance et maintenance des progiciels SAS et HADOOP existants et des nouveaux outils - Prestations de service complémentaires",50.79,1.0,1.0,True,0.8556,0.5353,0.8493
17-93666,SIREN:264400136,72267100.0,2017-07-03,48.0,"Maintenance préventive, corrective, adaptative, réglementaire, évolutive du site internet du CHU de Nantes",21-15299,2021-02-04,72212180.0,Développement et mise en oeuvre multi sites d'un logiciel de médecine de précision pour la Recherche,43.1,1.0,0.4,True,0.3677,0.1835,0.4338
17-93666,SIREN:264400136,72267100.0,2017-07-03,48.0,"Maintenance préventive, corrective, adaptative, réglementaire, évolutive du site internet du CHU de Nantes",21-78563,2021-06-09,72261000.0,"PRESTATIONS D?ADMINISTRATION FONCTIONNELLE, DE GESTION, DE REQUETE SUR LE DOSSIER MEDICAL INFORMATISE "" E-NADIS "" EN LIEN AVEC LA MISSION DE RECUEIL ET D?ANALYSE DES DONNEES VIH, HEPATITES ET IST D..",47.21,1.0,0.6,True,0.2037,0.8679,0.555
17-93666,SIREN:264400136,72267100.0,2017-07-03,48.0,"Maintenance préventive, corrective, adaptative, réglementaire, évolutive du site internet du CHU de Nantes",21-113953,2021-08-20,72267100.0,Le présent marché a pour objet la maintenance logicielle des sites internet hébergés par le CHU de Nantes.,49.57,1.0,1.0,True,0.5613,0.7378,0.7721
17-93666,SIREN:264400136,72267100.0,2017-07-03,48.0,"Maintenance préventive, corrective, adaptative, réglementaire, évolutive du site internet du CHU de Nantes",21-117615,2021-09-01,72267100.0,Le présent marché a pour objet la maintenance logicielle des sites internet hébergés par le CHU de Nantes.,49.97,1.0,1.0,True,0.5613,0.6721,0.7589
17-93666,SIREN:264400136,72267100.0,2017-07-03,48.0,"Maintenance préventive, corrective, adaptative, réglementaire, évolutive du site internet du CHU de Nantes",21-76925,2021-10-14,72267000.0,"Acquisition de nouveaux outils SAS et HADOOP, redevance et maintenance des progiciels SAS et HADOOP existants et des nouveaux outils - Prestations de service complémentaires",51.38,1.0,0.8,True,0.2923,0.4367,0.5543
17-102482,SIREN:264400136,72267100.0,2017-07-18,48.0,"Maintenance préventive, corrective, adaptative, réglementaire, évolutive du site internet du CHU de Nantes",21-15299,2021-02-04,72212180.0,Développement et mise en oeuvre multi sites d'un logiciel de médecine de précision pour la Recherche,42.61,1.0,0.4,True,0.3677,0.1014,0.4174
17-102482,SIREN:264400136,72267100.0,2017-07-18,48.0,"Maintenance préventive, corrective, adaptative, réglementaire, évolutive du site internet du CHU de Nantes",21-78563,2021-06-09,72261000.0,"PRESTATIONS D?ADMINISTRATION FONCTIONNELLE, DE GESTION, DE REQUETE SUR LE DOSSIER MEDICAL INFORMATISE "" E-NADIS "" EN LIEN AVEC LA MISSION DE RECUEIL ET D?ANALYSE DES DONNEES VIH, HEPATITES ET IST D..",46.71,1.0,0.6,True,0.2037,0.7858,0.5386
17-102482,SIREN:264400136,72267100.0,2017-07-18,48.0,"Maintenance préventive, corrective, adaptative, réglementaire, évolutive du site internet du CHU de Nantes",21-113953,2021-08-20,72267100.0,Le présent marché a pour objet la maintenance logicielle des sites internet hébergés par le CHU de Nantes.,49.08,1.0,1.0,True,0.5613,0.82,0.7885
17-102482,SIREN:264400136,72267100.0,2017-07-18,48.0,"Maintenance préventive, corrective, adaptative, réglementaire, évolutive du site internet du CHU de Nantes",21-117615,2021-09-01,72267100.0,Le présent marché a pour objet la maintenance logicielle des sites internet hébergés par le CHU de Nantes.,49.47,1.0,1.0,True,0.5613,0.7543,0.7754
17-102482,SIREN:264400136,72267100.0,2017-07-18,48.0,"Maintenance préventive, corrective, adaptative, réglementaire, évolutive du site internet du CHU de Nantes",21-76925,2021-10-14,72267000.0,"Acquisition de nouveaux outils SAS et HADOOP, redevance et maintenance des progiciels SAS et HADOOP existants et des nouveaux outils - Prestations de service complémentaires",50.89,1.0,0.8,True,0.2923,0.5188,0.5707
17-159373,SIREN:264400136,72267000.0,2018-04-03,48.0,Tierce Maintenance applicative du logiciel PEGASE,21-76925,2021-10-14,72267000.0,"Acquisition de nouveaux outils SAS et HADOOP, redevance et maintenance des progiciels SAS et HADOOP existants et des nouveaux outils - Prestations de service complémentaires",42.38,1.0,1.0,True,0.5378,0.0631,0.6278
17-159373,SIREN:264400136,72267000.0,2018-04-03,48.0,Tierce Maintenance applicative du logiciel PEGASE,21-78638,2022-02-03,18143000.0,Marché de fourniture d'équipements de protection individuelle (EPI),46.06,1.0,0.0,True,0.3872,0.6763,0.4401
17-159373,SIREN:264400136,72267000.0,2018-04-03,48.0,Tierce Maintenance applicative du logiciel PEGASE,22-83864,2022-06-15,48000000.0,"Mise en place d'une solution intégrée allant de la prescription de nutrition parentérale, traitant de la validation pharmaceutique, de la fabrication de la nutrition et de la traçabilité des étap",50.39,1.0,0.0,True,0.2551,0.601,0.3722
17-159373,SIREN:264400136,72267000.0,2018-04-03,48.0,Tierce Maintenance applicative du logiciel PEGASE,22-87982,2022-06-23,72267000.0,Tierce maintenance Applicative des logiciels PRENEONAT (lot 1) et PEDIALOG (lot2),50.66,1.0,1.0,True,0.7372,0.5572,0.8063
17-159373,SIREN:264400136,72267000.0,2018-04-03,48.0,Tierce Maintenance applicative du logiciel PEGASE,22-118151,2022-09-01,48150000.0,MISE EN PLACE D'UN OUTIL DE SUPERVISION DE LA PRODUCTION POUR LA BLANCHISSERIE DU CHU DE NANTES,52.96,1.0,0.0,True,0.4047,0.1739,0.3467
18-2518,SIREN:264400136,72311100.0,2018-01-09,12.0,Prestation numérisation intelligente de factures - LAD/RAD,18-120601,2018-08-28,72267000.0,"Marché de tierce maintenance applicative des logiciels ONCOLOG, PRENEONAT, PEDIALOG",7.59,1.0,0.2,True,0.2692,0.2648,0.3606
18-2518,SIREN:264400136,72311100.0,2018-01-09,12.0,Prestation numérisation intelligente de factures - LAD/RAD,18-121819,2018-08-30,72267000.0,"Marché de tierce maintenance applicative des logiciels ONCOLOG, PRENEONAT, PEDIALOG",7.65,1.0,0.2,True,0.2692,0.2757,0.3628
18-2518,SIREN:264400136,72311100.0,2018-01-09,12.0,Prestation numérisation intelligente de factures - LAD/RAD,18-159101,2018-11-14,48180000.0,"Fourniture, installation, paramétrage, intégration, déploiement et maintenance d'une solution d'automatisation de la prise en charge d'un patient dans le service d'odontologie du C",10.15,1.0,0.0,True,0.2565,0.6919,0.391
18-2518,SIREN:264400136,72311100.0,2018-01-09,12.0,Prestation numérisation intelligente de factures - LAD/RAD,19-59985,2019-04-17,48450000.0,"Fourniture, installation, paramétrage, intégration, déploiement et maintenance d'une solution de gestion informatisée du temps de travail pour l'HIPR et l'HISL",15.21,1.0,0.0,True,0.2945,0.465,0.3608
18-2518,SIREN:264400136,72311100.0,2018-01-09,12.0,Prestation numérisation intelligente de factures - LAD/RAD,19-103545,2019-07-06,32322000.0,CONTRAT DE CONCESSION DE SERVICES POUR LA FOURNITURE ET L'EXPLOITATION DE SERVICES MULTIMEDIA PATIENTS AU CHU DE NANTES,17.84,1.0,0.0,True,0.2955,0.0269,0.2736
18-6884,SIREN:264400136,72000000.0,2018-01-16,12.0,Fourniture d'un outil d'autodiagnostic managérial pour les besoins du GHT 44,18-120601,2018-08-28,72267000.0,"Marché de tierce maintenance applicative des logiciels ONCOLOG, PRENEONAT, PEDIALOG",7.36,1.0,0.2,True,0.4296,0.2265,0.4172
18-6884,SIREN:264400136,72000000.0,2018-01-16,12.0,Fourniture d'un outil d'autodiagnostic managérial pour les besoins du GHT 44,18-121819,2018-08-30,72267000.0,"Marché de tierce maintenance applicative des logiciels ONCOLOG, PRENEONAT, PEDIALOG",7.42,1.0,0.2,True,0.4296,0.2374,0.4193
18-6884,SIREN:264400136,72000000.0,2018-01-16,12.0,Fourniture d'un outil d'autodiagnostic managérial pour les besoins du GHT 44,18-159101,2018-11-14,48180000.0,"Fourniture, installation, paramétrage, intégration, déploiement et maintenance d'une solution d'automatisation de la prise en charge d'un patient dans le service d'odontologie du C",9.92,1.0,0.0,True,0.4186,0.6535,0.4482
18-6884,SIREN:264400136,72000000.0,2018-01-16,12.0,Fourniture d'un outil d'autodiagnostic managérial pour les besoins du GHT 44,19-59985,2019-04-17,48450000.0,"Fourniture, installation, paramétrage, intégration, déploiement et maintenance d'une solution de gestion informatisée du temps de travail pour l'HIPR et l'HISL",14.98,1.0,0.0,True,0.4337,0.5033,0.4242
18-6884,SIREN:264400136,72000000.0,2018-01-16,12.0,Fourniture d'un outil d'autodiagnostic managérial pour les besoins du GHT 44,19-103545,2019-07-06,32322000.0,CONTRAT DE CONCESSION DE SERVICES POUR LA FOURNITURE ET L'EXPLOITATION DE SERVICES MULTIMEDIA PATIENTS AU CHU DE NANTES,17.61,1.0,0.0,True,0.3425,0.0653,0.3
18-76556,SIREN:264400136,72261000.0,2018-06-06,48.0,"Prestations de maintenance, de gestion, de requête sur le dossier médical informatisé "" e-NADIS """,21-78638,2022-02-03,18143000.0,Marché de fourniture d'équipements de protection individuelle (EPI),43.96,1.0,0.0,True,0.3843,0.3259,0.3689
18-76556,SIREN:264400136,72261000.0,2018-06-06,48.0,"Prestations de maintenance, de gestion, de requête sur le dossier médical informatisé "" e-NADIS """,22-83864,2022-06-15,48000000.0,"Mise en place d'une solution intégrée allant de la prescription de nutrition parentérale, traitant de la validation pharmaceutique, de la fabrication de la nutrition et de la traçabilité des étap",48.29,1.0,0.0,True,0.4028,0.9514,0.5014
18-76556,SIREN:264400136,72261000.0,2018-06-06,48.0,"Prestations de maintenance, de gestion, de requête sur le dossier médical informatisé "" e-NADIS """,22-87982,2022-06-23,72267000.0,Tierce maintenance Applicative des logiciels PRENEONAT (lot 1) et PEDIALOG (lot2),48.55,1.0,0.6,True,0.5099,0.9076,0.6855
18-76556,SIREN:264400136,72261000.0,2018-06-06,48.0,"Prestations de maintenance, de gestion, de requête sur le dossier médical informatisé "" e-NADIS """,22-118151,2022-09-01,48150000.0,MISE EN PLACE D'UN OUTIL DE SUPERVISION DE LA PRODUCTION POUR LA BLANCHISSERIE DU CHU DE NANTES,50.85,1.0,0.0,True,0.3015,0.5243,0.3755
18-94803,SIREN:264400136,32232000.0,2018-07-06,12.0,Fourniture et maintenance d'une solution d'apport vidéo pour la régulation médicale effectuée en EHPAD par le SAMU44,19-59985,2019-04-17,48450000.0,"Fourniture, installation, paramétrage, intégration, déploiement et maintenance d'une solution de gestion informatisée du temps de travail pour l'HIPR et l'HISL",9.36,1.0,0.0,True,0.3382,0.5604,0.3973
18-94803,SIREN:264400136,32232000.0,2018-07-06,12.0,Fourniture et maintenance d'une solution d'apport vidéo pour la régulation médicale effectuée en EHPAD par le SAMU44,19-103545,2019-07-06,32322000.0,CONTRAT DE CONCESSION DE SERVICES POUR LA FOURNITURE ET L'EXPLOITATION DE SERVICES MULTIMEDIA PATIENTS AU CHU DE NANTES,11.99,1.0,0.2,True,0.5781,0.9985,0.6309
18-94803,SIREN:264400136,32232000.0,2018-07-06,12.0,Fourniture et maintenance d'une solution d'apport vidéo pour la régulation médicale effectuée en EHPAD par le SAMU44,19-165120,2019-10-30,32344250.0,FOURNITURE ET MAINTENANCE DE DISPOSITIFS ADAPTES AUX TRAVAILLEURS ISOLES (EQUIPEMENTS DATI),15.8,1.0,0.2,True,0.38,0.3664,0.4253
18-120601,SIREN:264400136,72267000.0,2018-08-28,12.0,"Marché de tierce maintenance applicative des logiciels ONCOLOG, PRENEONAT, PEDIALOG",19-59985,2019-04-17,48450000.0,"Fourniture, installation, paramétrage, intégration, déploiement et maintenance d'une solution de gestion informatisée du temps de travail pour l'HIPR et l'HISL",7.62,1.0,0.0,True,0.5162,0.2703,0.4105
18-120601,SIREN:264400136,72267000.0,2018-08-28,12.0,"Marché de tierce maintenance applicative des logiciels ONCOLOG, PRENEONAT, PEDIALOG",19-103545,2019-07-06,32322000.0,CONTRAT DE CONCESSION DE SERVICES POUR LA FOURNITURE ET L'EXPLOITATION DE SERVICES MULTIMEDIA PATIENTS AU CHU DE NANTES,10.25,1.0,0.0,True,0.421,0.7083,0.4601
18-120601,SIREN:264400136,72267000.0,2018-08-28,12.0,"Marché de tierce maintenance applicative des logiciels ONCOLOG, PRENEONAT, PEDIALOG",19-165120,2019-10-30,32344250.0,FOURNITURE ET MAINTENANCE DE DISPOSITIFS ADAPTES AUX TRAVAILLEURS ISOLES (EQUIPEMENTS DATI),14.06,1.0,0.0,True,0.4609,0.6566,0.4657
18-120601,SIREN:264400136,72267000.0,2018-08-28,12.0,"Marché de tierce maintenance applicative des logiciels ONCOLOG, PRENEONAT, PEDIALOG",20-19986,2020-02-09,32510000.0,"ACQUISITION, INSTALLATION ET MAINTENANCE DE SYSTEMES D'APPEL- MALADE (HORS OPERATIONS INCLUSES DANS LES MARCHES DE TRAVAUX) POUR LES ETABLISSEMENTS DU GHT 44",17.41,1.0,0.0,True,0.4849,0.0981,0.3636
18-121819,SIREN:264400136,72267000.0,2018-08-30,48.0,"Marché de tierce maintenance applicative des logiciels ONCOLOG, PRENEONAT, PEDIALOG",22-83864,2022-06-15,48000000.0,"Mise en place d'une solution intégrée allant de la prescription de nutrition parentérale, traitant de la validation pharmaceutique, de la fabrication de la nutrition et de la traçabilité des étap",45.5,1.0,0.0,True,0.2855,0.5832,0.3808
18-121819,SIREN:264400136,72267000.0,2018-08-30,48.0,"Marché de tierce maintenance applicative des logiciels ONCOLOG, PRENEONAT, PEDIALOG",22-87982,2022-06-23,72267000.0,Tierce maintenance Applicative des logiciels PRENEONAT (lot 1) et PEDIALOG (lot2),45.76,1.0,1.0,True,0.6701,0.627,0.7934
18-121819,SIREN:264400136,72267000.0,2018-08-30,48.0,"Marché de tierce maintenance applicative des logiciels ONCOLOG, PRENEONAT, PEDIALOG",22-118151,2022-09-01,48150000.0,MISE EN PLACE D'UN OUTIL DE SUPERVISION DE LA PRODUCTION POUR LA BLANCHISSERIE DU CHU DE NANTES,48.06,1.0,0.0,True,0.3697,0.9897,0.4958
18-121819,SIREN:264400136,72267000.0,2018-08-30,48.0,"Marché de tierce maintenance applicative des logiciels ONCOLOG, PRENEONAT, PEDIALOG",23-6398,2023-01-13,32546100.0,FOURNITURE D'UN SERVICE DE CENTRE D'APPEL CLOUD POUR LE CENTRE D'ASSISTANCE UTILISATEURS DU CHU DE NANTES,52.46,1.0,0.0,True,0.3831,0.256,0.3545
18-159101,SIREN:264400136,48180000.0,2018-11-14,48.0,"Fourniture, installation, paramétrage, intégration, déploiement et maintenance d'une solution d'automatisation de la prise en charge d'un patient dans le service d'odontologie du C",22-83864,2022-06-15,48000000.0,"Mise en place d'une solution intégrée allant de la prescription de nutrition parentérale, traitant de la validation pharmaceutique, de la fabrication de la nutrition et de la traçabilité des étap",43.0,1.0,0.2,True,0.4717,0.1671,0.4221
18-159101,SIREN:264400136,48180000.0,2018-11-14,48.0,"Fourniture, installation, paramétrage, intégration, déploiement et maintenance d'une solution d'automatisation de la prise en charge d'un patient dans le service d'odontologie du C",22-87982,2022-06-23,72267000.0,Tierce maintenance Applicative des logiciels PRENEONAT (lot 1) et PEDIALOG (lot2),43.27,1.0,0.0,True,0.4479,0.2109,0.3714
18-159101,SIREN:264400136,48180000.0,2018-11-14,48.0,"Fourniture, installation, paramétrage, intégration, déploiement et maintenance d'une solution d'automatisation de la prise en charge d'un patient dans le service d'odontologie du C",22-118151,2022-09-01,48150000.0,MISE EN PLACE D'UN OUTIL DE SUPERVISION DE LA PRODUCTION POUR LA BLANCHISSERIE DU CHU DE NANTES,45.57,1.0,0.4,True,0.3058,0.5942,0.4911
18-159101,SIREN:264400136,48180000.0,2018-11-14,48.0,"Fourniture, installation, paramétrage, intégration, déploiement et maintenance d'une solution d'automatisation de la prise en charge d'un patient dans le service d'odontologie du C",23-6398,2023-01-13,32546100.0,FOURNITURE D'UN SERVICE DE CENTRE D'APPEL CLOUD POUR LE CENTRE D'ASSISTANCE UTILISATEURS DU CHU DE NANTES,49.97,1.0,0.0,True,0.3872,0.6721,0.4393
18-159101,SIREN:264400136,48180000.0,2018-11-14,48.0,"Fourniture, installation, paramétrage, intégration, déploiement et maintenance d'une solution d'automatisation de la prise en charge d'un patient dans le service d'odontologie du C",23-42778,2023-04-01,72212180.0,"Fourniture, Hébergement, Paramétrage, Intégration, Déploiement et Maintenance d'une Solution de Gestion des Activités de l'Unité de Thérapie Cellulaire et Génique (UTCG) du CHU de Nantes",52.53,1.0,0.0,True,0.5075,0.2451,0.402
18-159101,SIREN:264400136,48180000.0,2018-11-14,48.0,"Fourniture, installation, paramétrage, intégration, déploiement et maintenance d'une solution d'automatisation de la prise en charge d'un patient dans le service d'odontologie du C",23-65504,2023-05-14,72210000.0,"Fourniture, installation et mise en oeuvre d'une solution d'Hypervision du nouvel ensemble hospitalo-universitaire dit 'Projet Ile de Nantes'",53.94,1.0,0.0,True,0.5093,0.0096,0.3556
19-165120,SIREN:264400136,32344250.0,2019-10-30,12.0,FOURNITURE ET MAINTENANCE DE DISPOSITIFS ADAPTES AUX TRAVAILLEURS ISOLES (EQUIPEMENTS DATI),20-68923,2020-05-29,72321000.0,Accord cadre Services de base de données Médicaments et Produits de santé intégrables au dossier patient (2 lots),6.96,1.0,0.0,True,0.2256,0.1608,0.2724
19-165120,SIREN:264400136,32344250.0,2019-10-30,12.0,FOURNITURE ET MAINTENANCE DE DISPOSITIFS ADAPTES AUX TRAVAILLEURS ISOLES (EQUIPEMENTS DATI),20-62727,2020-08-05,72318000.0,Fourniture d'une solution de dématérialisation des demandes de prise en charge et des factures vers les organismes complémentaires,9.2,1.0,0.0,True,0.3429,0.5331,0.3938
19-165120,SIREN:264400136,32344250.0,2019-10-30,12.0,FOURNITURE ET MAINTENANCE DE DISPOSITIFS ADAPTES AUX TRAVAILLEURS ISOLES (EQUIPEMENTS DATI),20-132964,2020-10-31,64120000.0,Prestation d'affranchissement de courrier par massification,12.06,1.0,0.0,True,0.2606,0.9906,0.4523
19-165120,SIREN:264400136,32344250.0,2019-10-30,12.0,FOURNITURE ET MAINTENANCE DE DISPOSITIFS ADAPTES AUX TRAVAILLEURS ISOLES (EQUIPEMENTS DATI),20-50446,2020-11-04,72000000.0,"Maintenance courante et évolutive, Attribution d'une licence d'exploitation pour la commercialisation et le déploiement, et Gouvernance nationale de l'application informatique Easydore®",12.19,1.0,0.0,True,0.4191,0.9687,0.5114
19-165120,SIREN:264400136,32344250.0,2019-10-30,12.0,FOURNITURE ET MAINTENANCE DE DISPOSITIFS ADAPTES AUX TRAVAILLEURS ISOLES (EQUIPEMENTS DATI),20-136269,2020-11-08,32324300.0,Location et maintenance de télévisions pour le GHT 44,12.32,1.0,0.4,True,0.3094,0.9468,0.5631
19-165120,SIREN:264400136,32344250.0,2019-10-30,12.0,FOURNITURE ET MAINTENANCE DE DISPOSITIFS ADAPTES AUX TRAVAILLEURS ISOLES (EQUIPEMENTS DATI),20-118996,2021-01-28,72611000.0,"PRESTATIONS D'ASSISTANCE TECHNIQUE POUR LA CONCEPTION, LA MISE EN OEUVRE ET L'EXPLOITATION DES INFRASTRUCTURES DU SI DU GHT44 (2 LOTS)",14.98,1.0,0.0,True,0.5307,0.5033,0.4629
19-165120,SIREN:264400136,32344250.0,2019-10-30,12.0,FOURNITURE ET MAINTENANCE DE DISPOSITIFS ADAPTES AUX TRAVAILLEURS ISOLES (EQUIPEMENTS DATI),21-15299,2021-02-04,72212180.0,Développement et mise en oeuvre multi sites d'un logiciel de médecine de précision pour la Recherche,15.21,1.0,0.0,True,0.3622,0.465,0.3879
20-19986,SIREN:264400136,32510000.0,2020-02-09,48.0,"ACQUISITION, INSTALLATION ET MAINTENANCE DE SYSTEMES D'APPEL- MALADE (HORS OPERATIONS INCLUSES DANS LES MARCHES DE TRAVAUX) POUR LES ETABLISSEMENTS DU GHT 44",24-24049,2024-02-28,32510000.0,"Fourniture, intégration, maintenance et ingénierie de solutions de systèmes d'appel malades pour le compte des centres hospitaliers membres du GHT 44",48.62,1.0,1.0,True,0.794,0.8966,0.8969
20-19986,SIREN:264400136,32510000.0,2020-02-09,48.0,"ACQUISITION, INSTALLATION ET MAINTENANCE DE SYSTEMES D'APPEL- MALADE (HORS OPERATIONS INCLUSES DANS LES MARCHES DE TRAVAUX) POUR LES ETABLISSEMENTS DU GHT 44",24-34440,2024-03-24,72225000.0,"Marché public de service pour des prestations d'assistance qualité dédiée laboratoire dans le cadre de la construction du nouvel ensemble hospitalo-universitaire dit ""Projet Ile de Nantes""",49.44,1.0,0.0,True,0.4014,0.7597,0.4625
20-19986,SIREN:264400136,32510000.0,2020-02-09,48.0,"ACQUISITION, INSTALLATION ET MAINTENANCE DE SYSTEMES D'APPEL- MALADE (HORS OPERATIONS INCLUSES DANS LES MARCHES DE TRAVAUX) POUR LES ETABLISSEMENTS DU GHT 44",24-66818,2024-06-09,32412110.0,"Fourniture, installation et maintenance de réseaux POL (Passive Optical LAN) pour le futur Centre Hospitalier Universitaire « Ile de Nantes »",51.97,1.0,0.2,True,0.3275,0.3382,0.3986
20-50446,SIREN:264400136,72000000.0,2020-11-04,48.0,"Maintenance courante et évolutive, Attribution d'une licence d'exploitation pour la commercialisation et le déploiement, et Gouvernance nationale de l'application informatique Easydore®",24-106137,2024-09-20,72611000.0,Prestations d'exploitation et d'intégration d'infrastructures techniques du Système d'Information du GHT44,46.52,1.0,0.2,True,0.4546,0.753,0.5324
20-50446,SIREN:264400136,72000000.0,2020-11-04,48.0,"Maintenance courante et évolutive, Attribution d'une licence d'exploitation pour la commercialisation et le déploiement, et Gouvernance nationale de l'application informatique Easydore®",24-141111,2024-12-18,48430000.0,"Fourniture, installation, paramétrage, intégration, déploiement et maintenance d'une solution de gestion de stock et préparation du chariot d'intervention pour les futurs blocs opératoires de l'Ile de",49.44,1.0,0.0,True,0.4039,0.7597,0.4635
