src_idweb,src_buyer_key,src_cpv,src_contract_start,src_duration_months,src_objet,cand_idweb,cand_contract_start,cand_cpv,cand_objet,gap_months,buyer_match_score,cpv_match_score,cpv_used_in_score,text_similarity_score,temporal_proximity_score,composite_score
16-128161,NAME:nantes metropole,72227000.0,2016-09-09,48.0,prestations d'expertises et d'assistance informatique sur les logiciels composant la solution de gestion des identités.,20-66643,2020-05-22,72250000.0,"maintenance, l'hébergement et les évolutions du logiciel e-venement de gestion de la billetterie des établissements culturels de nantes métropole et de la ville de nantes et prestations associées.",44.38,1.0,0.4,True,0.4236,0.3971,0.4989
16-128161,NAME:nantes metropole,72227000.0,2016-09-09,48.0,prestations d'expertises et d'assistance informatique sur les logiciels composant la solution de gestion des identités.,20-78012,2020-06-18,48761000.0,acquisition et mise à jour d'outils de sécurisation de serveurs et des postes informatiques et prestations associées,45.27,1.0,0.0,True,0.4834,0.5449,0.4523
16-128161,NAME:nantes metropole,72227000.0,2016-09-09,48.0,prestations d'expertises et d'assistance informatique sur les logiciels composant la solution de gestion des identités.,20-86796,2020-07-07,72316000.0,analyse des journaux d'événements des systèmes numériquesde la métropole en vue de détecter des incidents decybersécurité,45.89,1.0,0.2,True,0.2058,0.6489,0.4121
16-128161,NAME:nantes metropole,72227000.0,2016-09-09,48.0,prestations d'expertises et d'assistance informatique sur les logiciels composant la solution de gestion des identités.,20-98264,2020-08-05,72224000.0,organisation d'une démarche citoyenne post covid/temps long,46.85,1.0,0.6,True,0.3472,0.8077,0.6004
16-128161,NAME:nantes metropole,72227000.0,2016-09-09,48.0,prestations d'expertises et d'assistance informatique sur les logiciels composant la solution de gestion des identités.,20-98214,2020-08-05,72224000.0,organisation d'une démarche citoyenne post covid/temps long,46.85,1.0,0.6,True,0.3472,0.8077,0.6004
16-128161,NAME:nantes metropole,72227000.0,2016-09-09,48.0,prestations d'expertises et d'assistance informatique sur les logiciels composant la solution de gestion des identités.,20-115663,2020-09-22,72600000.0,assistance à maîtrise d'ouvrage pour l'accompagnement des archives de nantes dans la définition et la fiabilisation du besoin pour la mise en place d'un système d'archivage électronique,48.42,1.0,0.2,True,0.4197,0.9295,0.5538
16-128161,NAME:nantes metropole,72227000.0,2016-09-09,48.0,prestations d'expertises et d'assistance informatique sur les logiciels composant la solution de gestion des identités.,20-49949,2020-10-08,48822000.0,"acquisition et maintenance de matériels de technologies intel "" x86 "" (serveurs, baies de stockage de données, accessoires, matériels périphériques) et prestations associées.",48.95,1.0,0.0,True,0.3204,0.8419,0.4466
16-128161,NAME:nantes metropole,72227000.0,2016-09-09,48.0,prestations d'expertises et d'assistance informatique sur les logiciels composant la solution de gestion des identités.,20-132336,2020-11-08,48000000.0,acquisition et mise en oeuvre d'une solution logicielle de gestion de la relation aux usagers,49.97,1.0,0.0,True,0.7069,0.6721,0.5672
16-128161,NAME:nantes metropole,72227000.0,2016-09-09,48.0,prestations d'expertises et d'assistance informatique sur les logiciels composant la solution de gestion des identités.,21-7561,2021-01-18,72227000.0,prestations d'expertises et d'assistance informatique sur leslogiciels composant la solution de gestion des identités pour lecompte de nantes métropole et de la ville de nantes,52.3,1.0,1.0,True,0.7579,0.2834,0.7598
16-135042,NAME:nantes metropole,72415000.0,2017-04-13,60.0,"hébergement et infogérance de sites ""web&quot; et de services d'administration électronique",21-143183,2021-10-25,48000000.0,maintenance et extension du parc de logiciel qlik pour le compte de nantes métropole,54.4,1.0,0.0,True,0.4211,0.067,0.3318
16-135042,NAME:nantes metropole,72415000.0,2017-04-13,60.0,"hébergement et infogérance de sites ""web&quot; et de services d'administration électronique",21-150402,2021-11-14,48326100.0,prestations d'acquisitions des données patrimoniales viaires et des mises à jour du système d'information géographique sur le territoire de nantes métropole,55.06,1.0,0.0,True,0.4358,0.1765,0.3596
16-135042,NAME:nantes metropole,72415000.0,2017-04-13,60.0,"hébergement et infogérance de sites ""web&quot; et de services d'administration électronique",21-163822,2021-12-16,32323500.0,"gestion du trafic et vidéo-protection fourniture, pose, prestations de service et maintenance, des caméras et supports.",56.11,1.0,0.0,True,0.4095,0.3517,0.3841
16-135042,NAME:nantes metropole,72415000.0,2017-04-13,60.0,"hébergement et infogérance de sites ""web&quot; et de services d'administration électronique",22-18098,2022-02-03,48000000.0,Mise à disposition d'une plateforme dédiée au bénévolat pour les besoins de la ville de nantes,57.72,1.0,0.0,True,0.3926,0.62,0.431
16-135042,NAME:nantes metropole,72415000.0,2017-04-13,60.0,"hébergement et infogérance de sites ""web&quot; et de services d'administration électronique",22-21573,2022-02-10,72320000.0,acquisition d'orthographies sur le territoire de nantes métropole,57.95,1.0,0.2,True,0.2422,0.6583,0.4285
16-135042,NAME:nantes metropole,72415000.0,2017-04-13,60.0,"hébergement et infogérance de sites ""web&quot; et de services d'administration électronique",22-26998,2022-02-24,72250000.0,"prestations en appui de la conduite de projets informatiques pour le compte du groupement de commandes informatiques (nantes métropole, ville de nantes, ccas)",58.41,1.0,0.2,True,0.5702,0.735,0.5751
16-135042,NAME:nantes metropole,72415000.0,2017-04-13,60.0,"hébergement et infogérance de sites ""web&quot; et de services d'administration électronique",22-39212,2022-03-18,72413000.0,"prestations de conception, développement, intégration, formation et maintenance de sites web pour la ville de nantes, son ccas et nantes métropole règlement",59.13,1.0,0.6,True,0.5594,0.8555,0.6949
16-135042,NAME:nantes metropole,72415000.0,2017-04-13,60.0,"hébergement et infogérance de sites ""web&quot; et de services d'administration électronique",22-39891,2022-03-19,72316000.0,"Prestations en appui du management de la donnée pour le compte du groupement de commandes informatiques (Nantes Métropole, ville de Nantes, C.C.A.S de Nantes)",59.17,1.0,0.2,True,0.5636,0.8609,0.5976
16-135042,NAME:nantes metropole,72415000.0,2017-04-13,60.0,"hébergement et infogérance de sites ""web&quot; et de services d'administration électronique",22-52027,2022-04-13,72227000.0,Accord cadre relatif à la conclusion d'un contrat de service de déploiement d'applications informatiques et de gestion de bases de données pour le compte de Nantes Métropole,59.99,1.0,0.2,True,0.5253,0.9978,0.6097
16-135042,NAME:nantes metropole,72415000.0,2017-04-13,60.0,"hébergement et infogérance de sites ""web&quot; et de services d'administration électronique",22-69242,2022-05-14,48000000.0,acquisition d'un outil socle de gestion des contacts et d'evenements,61.01,1.0,0.0,True,0.4929,0.8325,0.5137
16-135042,NAME:nantes metropole,72415000.0,2017-04-13,60.0,"hébergement et infogérance de sites ""web&quot; et de services d'administration électronique",22-88894,2022-06-24,48000000.0,accord-cadre de techniques de l'information et de la communication,62.35,1.0,0.0,True,0.5879,0.608,0.5068
16-135042,NAME:nantes metropole,72415000.0,2017-04-13,60.0,"hébergement et infogérance de sites ""web&quot; et de services d'administration électronique",22-94904,2022-07-07,72000000.0,"tierce recette applicative sur des sites web, applications web et mobiles pour le compte du groupement de commandes informatiques",62.78,1.0,0.2,True,0.484,0.5368,0.5009
16-135042,NAME:nantes metropole,72415000.0,2017-04-13,60.0,"hébergement et infogérance de sites ""web&quot; et de services d'administration électronique",22-102623,2022-07-24,32323500.0,"accord-cadre évaluation préalable, fourniture, pose, prestations de service associées et maintenance de l'ensemble des matériels nécessaires a la vidéoprotection des bâtiments publics de la métropole",63.34,1.0,0.0,True,0.4246,0.4437,0.4086
16-135042,NAME:nantes metropole,72415000.0,2017-04-13,60.0,"hébergement et infogérance de sites ""web&quot; et de services d'administration électronique",22-108057,2022-08-06,72250000.0,prestations en appui au développement de l'infrastructure géomatique de nantes metropole,63.76,1.0,0.2,True,0.3259,0.3725,0.4049
16-135042,NAME:nantes metropole,72415000.0,2017-04-13,60.0,"hébergement et infogérance de sites ""web&quot; et de services d'administration électronique",22-111359,2022-08-20,72415000.0,hébergement et infogérance pour des applications de nantes métropole,64.22,1.0,1.0,True,0.5257,0.2959,0.6695
16-135042,NAME:nantes metropole,72415000.0,2017-04-13,60.0,"hébergement et infogérance de sites ""web&quot; et de services d'administration électronique",22-48708,2022-08-31,72243000.0,mission de programmation et d'assistance à maîtrise d'ouvrage pour pour le projet de construction d'une piscine olympique métropolitaine à rezé,64.59,1.0,0.2,True,0.2146,0.2357,0.333
16-135042,NAME:nantes metropole,72415000.0,2017-04-13,60.0,"hébergement et infogérance de sites ""web&quot; et de services d'administration électronique",22-118191,2022-09-03,72000000.0,"accompagnement et conseil en numérique responsable dans le cadre des sites web, applications mobiles et web pour le compte du groupement de commandes informatiques et prestations associées",64.68,1.0,0.2,True,0.5831,0.2192,0.4771
16-135042,NAME:nantes metropole,72415000.0,2017-04-13,60.0,"hébergement et infogérance de sites ""web&quot; et de services d'administration électronique",22-133794,2022-10-08,72224000.0,Mission d'appui et de conseil auprès de la plateforme rse de la métropole nantaise,65.83,1.0,0.2,True,0.3756,0.0276,0.3557
16-153330,NAME:nantes metropole,48200000.0,2018-01-16,60.0,"acquisition et accompagnement au déploiement d'un nouvel ""intranet""",22-102623,2022-07-24,32323500.0,"accord-cadre évaluation préalable, fourniture, pose, prestations de service associées et maintenance de l'ensemble des matériels nécessaires a la vidéoprotection des bâtiments publics de la métropole",54.2,1.0,0.0,True,0.3531,0.0342,0.2981
16-153330,NAME:nantes metropole,48200000.0,2018-01-16,60.0,"acquisition et accompagnement au déploiement d'un nouvel ""intranet""",22-108057,2022-08-06,72250000.0,prestations en appui au développement de l'infrastructure géomatique de nantes metropole,54.63,1.0,0.0,True,0.3377,0.1053,0.3061
16-153330,NAME:nantes metropole,48200000.0,2018-01-16,60.0,"acquisition et accompagnement au déploiement d'un nouvel ""intranet""",22-111359,2022-08-20,72415000.0,hébergement et infogérance pour des applications de nantes métropole,55.09,1.0,0.0,True,0.2937,0.182,0.3039
16-153330,NAME:nantes metropole,48200000.0,2018-01-16,60.0,"acquisition et accompagnement au déploiement d'un nouvel ""intranet""",22-118191,2022-09-03,72000000.0,"accompagnement et conseil en numérique responsable dans le cadre des sites web, applications mobiles et web pour le compte du groupement de commandes informatiques et prestations associées",55.55,1.0,0.0,True,0.4143,0.2587,0.3674
16-153330,NAME:nantes metropole,48200000.0,2018-01-16,60.0,"acquisition et accompagnement au déploiement d'un nouvel ""intranet""",22-133794,2022-10-08,72224000.0,Mission d'appui et de conseil auprès de la plateforme rse de la métropole nantaise,56.7,1.0,0.0,True,0.3466,0.4503,0.3787
16-153330,NAME:nantes metropole,48200000.0,2018-01-16,60.0,"acquisition et accompagnement au déploiement d'un nouvel ""intranet""",22-142509,2022-10-24,48000000.0,"Accord cadre relatif à l'acquisition, l'hébergement et la maintenance d'un logiciel de gestion des collections végétales pour le compte du groupement de commandes informatiques",57.23,1.0,0.2,True,0.2262,0.5379,0.3981
16-153330,NAME:nantes metropole,48200000.0,2018-01-16,60.0,"acquisition et accompagnement au déploiement d'un nouvel ""intranet""",22-154717,2022-11-23,48000000.0,acquisition et mise en oeuvre d'une solution logicielle de gestion électronique du courrier,58.21,1.0,0.2,True,0.3289,0.7021,0.472
16-153330,NAME:nantes metropole,48200000.0,2018-01-16,60.0,"acquisition et accompagnement au déploiement d'un nouvel ""intranet""",22-156333,2022-11-24,72243000.0,mission de programmation et d'assistance a maitrise d'ouvrage pour la mise en place et le suivi d'un marche global de performance projet de construction d'un parking public sur l'ile de nantes bd simo,58.25,1.0,0.0,True,0.2773,0.7076,0.4024
16-153330,NAME:nantes metropole,48200000.0,2018-01-16,60.0,"acquisition et accompagnement au déploiement d'un nouvel ""intranet""",22-157410,2022-12-03,72227000.0,"prestations de conseil, d'assistance, d'intégration et d'infogérance autour de la mise en place d'un sae sous l'ecosystème vitam",58.54,1.0,0.0,True,0.3647,0.7569,0.4472
16-153330,NAME:nantes metropole,48200000.0,2018-01-16,60.0,"acquisition et accompagnement au déploiement d'un nouvel ""intranet""",22-165917,2022-12-18,72000000.0,tierce maintenance applicative et herbegement de l'intranet naonantes,59.03,1.0,0.0,True,0.7836,0.839,0.6313
16-153330,NAME:nantes metropole,48200000.0,2018-01-16,60.0,"acquisition et accompagnement au déploiement d'un nouvel ""intranet""",22-94454,2023-02-03,72242000.0,Maintenance des modèles de simulation multimodale des déplacements et de transport de marchandises de Nantes Métropole,60.58,1.0,0.0,True,0.2369,0.9036,0.4255
16-153330,NAME:nantes metropole,48200000.0,2018-01-16,60.0,"acquisition et accompagnement au déploiement d'un nouvel ""intranet""",23-34854,2023-03-15,72150000.0,prestations d'auit de sécurité des systèmes d'information,61.89,1.0,0.0,True,0.4333,0.6846,0.4602
16-153330,NAME:nantes metropole,48200000.0,2018-01-16,60.0,"acquisition et accompagnement au déploiement d'un nouvel ""intranet""",23-38908,2023-03-26,30200000.0,"fourniture, maintenance et économie circulaire de l'environnement postes de travail informatiques neufs et reconditionnés (ordinateurs, équipements connectes, logiciels bureautiques) pour les besoins",62.25,1.0,0.0,True,0.4481,0.6244,0.4541
16-153330,NAME:nantes metropole,48200000.0,2018-01-16,60.0,"acquisition et accompagnement au déploiement d'un nouvel ""intranet""",23-44441,2023-04-06,44512000.0,"Fourniture d'outillages techniques et consommables divers pour répondre aux besoins du groupement de commande constitué de la ville de Nantes, de son c.c.a.s. et Nantes Metropole",62.61,1.0,0.0,True,0.2484,0.5642,0.3622
16-153330,NAME:nantes metropole,48200000.0,2018-01-16,60.0,"acquisition et accompagnement au déploiement d'un nouvel ""intranet""",23-58292,2023-04-29,72267100.0,"mise en oeuvre et tierce maintenance applicative de l'application mobile ""nantes dans ma poche""",63.37,1.0,0.0,True,0.2364,0.4382,0.3322
16-153330,NAME:nantes metropole,48200000.0,2018-01-16,60.0,"acquisition et accompagnement au déploiement d'un nouvel ""intranet""",23-60788,2023-05-04,72267100.0,maintenance et extension du parc de logiciel business objects et prestations associées pour le compte de nantes métropole,63.53,1.0,0.0,True,0.3051,0.4109,0.3542
17-13461,NAME:nantes metropole,72422000.0,2017-01-29,36.0,mission d'assistance à maîtrise d'ouvrage pour la refonte des sites internet nantes.fr et nantesmetropole.fr,19-74485,2019-08-01,72243000.0,missions de programmation et d'assistance à maîtrise d'ouvrage pour des opérations de bâtiments et ou des opérations mixtes bâtiment-infrastructure,30.03,1.0,0.2,True,0.4437,0.0044,0.3784
17-13461,NAME:nantes metropole,72422000.0,2017-01-29,36.0,mission d'assistance à maîtrise d'ouvrage pour la refonte des sites internet nantes.fr et nantesmetropole.fr,19-119269,2019-08-02,72250000.0,"accord-cadre pour la "" tierce maintenance applicative du système d'aide à la décision"" (MCO et évolutions) pour le compte de Nantes Métropole, de la ville de Nantes et de son CCAS",30.06,1.0,0.2,True,0.4325,0.0099,0.375
17-13461,NAME:nantes metropole,72422000.0,2017-01-29,36.0,mission d'assistance à maîtrise d'ouvrage pour la refonte des sites internet nantes.fr et nantesmetropole.fr,19-151382,2019-10-09,48000000.0,"acquisition et mise en oeuvre d'une solution intégrée de préparation et de gestion des assemblées de nantes métropole, ville de nantes et ccas",32.29,1.0,0.0,True,0.2164,0.3822,0.313
17-13461,NAME:nantes metropole,72422000.0,2017-01-29,36.0,mission d'assistance à maîtrise d'ouvrage pour la refonte des sites internet nantes.fr et nantesmetropole.fr,19-191665,2019-12-26,72250000.0,"""tierce maintenance applicative de l'usine à sites (maintien en conditions opérationnelles et évolutions)",34.86,1.0,0.2,True,0.2844,0.8092,0.4756
17-13461,NAME:nantes metropole,72422000.0,2017-01-29,36.0,mission d'assistance à maîtrise d'ouvrage pour la refonte des sites internet nantes.fr et nantesmetropole.fr,19-156899,2020-01-22,35261000.0,"impression numérique de supports graphiques évènementiels grand format pour nantes métropole, la ville de nantes, le ccas et l'ebansn",35.74,1.0,0.0,True,0.3098,0.9571,0.4653
17-13461,NAME:nantes metropole,72422000.0,2017-01-29,36.0,mission d'assistance à maîtrise d'ouvrage pour la refonte des sites internet nantes.fr et nantesmetropole.fr,20-11000,2020-01-25,48000000.0,"acquisition, mise en oeuvre et maintenance d'une solution logicielle de gestion du centre de réception des appels institutionnels et d'organisation de la logistique (craiol)",35.84,1.0,0.0,True,0.3741,0.9735,0.4943
17-13461,NAME:nantes metropole,72422000.0,2017-01-29,36.0,mission d'assistance à maîtrise d'ouvrage pour la refonte des sites internet nantes.fr et nantesmetropole.fr,20-12070,2020-01-26,72250000.0,maintenance et extension des solutions logicielles ivanti et prestations associées - lancement d'une procédure avec négociation,35.87,1.0,0.2,True,0.4157,0.979,0.5621
17-13461,NAME:nantes metropole,72422000.0,2017-01-29,36.0,mission d'assistance à maîtrise d'ouvrage pour la refonte des sites internet nantes.fr et nantesmetropole.fr,20-26328,2020-02-21,72130000.0,"conseil en stratégie de contenus web, l'animation et la conception de contenus digitaux pour le site nantes entreprise dans ma poche",36.73,1.0,0.2,True,0.4423,0.8787,0.5527
17-13461,NAME:nantes metropole,72422000.0,2017-01-29,36.0,mission d'assistance à maîtrise d'ouvrage pour la refonte des sites internet nantes.fr et nantesmetropole.fr,20-26585,2020-02-23,72250000.0,hébergement du data center de nantes métropole et prestations associées pour les besoins de nantes métropole,36.79,1.0,0.2,True,0.4059,0.8677,0.5359
17-13461,NAME:nantes metropole,72422000.0,2017-01-29,36.0,mission d'assistance à maîtrise d'ouvrage pour la refonte des sites internet nantes.fr et nantesmetropole.fr,20-32203,2020-03-06,72227000.0,prestations de conseils et d'assistance et d'intégration autour de la ged nuxeo,37.19,1.0,0.2,True,0.359,0.802,0.504
17-13461,NAME:nantes metropole,72422000.0,2017-01-29,36.0,mission d'assistance à maîtrise d'ouvrage pour la refonte des sites internet nantes.fr et nantesmetropole.fr,20-66643,2020-05-22,72250000.0,"maintenance, l'hébergement et les évolutions du logiciel e-venement de gestion de la billetterie des établissements culturels de nantes métropole et de la ville de nantes et prestations associées.",39.72,1.0,0.2,True,0.3928,0.3804,0.4332
17-13461,NAME:nantes metropole,72422000.0,2017-01-29,36.0,mission d'assistance à maîtrise d'ouvrage pour la refonte des sites internet nantes.fr et nantesmetropole.fr,20-78012,2020-06-18,48761000.0,acquisition et mise à jour d'outils de sécurisation de serveurs et des postes informatiques et prestations associées,40.6,1.0,0.0,True,0.5205,0.2326,0.4047
17-13461,NAME:nantes metropole,72422000.0,2017-01-29,36.0,mission d'assistance à maîtrise d'ouvrage pour la refonte des sites internet nantes.fr et nantesmetropole.fr,20-86796,2020-07-07,72316000.0,analyse des journaux d'événements des systèmes numériquesde la métropole en vue de détecter des incidents decybersécurité,41.23,1.0,0.2,True,0.3829,0.1286,0.3789
17-58214,NAME:nantes metropole,72250000.0,2017-04-30,48.0,tierce maintenance applicative de la plateforme logicielle usine à sites (maintien en conditions operationnelles et evolutions) pour le compte du groupement de commandes informatiques,20-132336,2020-11-08,48000000.0,acquisition et mise en oeuvre d'une solution logicielle de gestion de la relation aux usagers,42.31,1.0,0.0,True,0.508,0.0521,0.3636
17-58214,NAME:nantes metropole,72250000.0,2017-04-30,48.0,tierce maintenance applicative de la plateforme logicielle usine à sites (maintien en conditions operationnelles et evolutions) pour le compte du groupement de commandes informatiques,21-7561,2021-01-18,72227000.0,prestations d'expertises et d'assistance informatique sur leslogiciels composant la solution de gestion des identités pour lecompte de nantes métropole et de la ville de nantes,44.65,1.0,0.4,True,0.2187,0.4409,0.4257
17-58214,NAME:nantes metropole,72250000.0,2017-04-30,48.0,tierce maintenance applicative de la plateforme logicielle usine à sites (maintien en conditions operationnelles et evolutions) pour le compte du groupement de commandes informatiques,21-48340,2021-04-15,32400000.0,"Acquisition et maintenance de matériels actifs, d'éléments de connectique réseau, de logiciels et d'autocommutateurs téléphoniques en réseau et prestations associées",47.5,1.0,0.0,True,0.3698,0.9172,0.4814
17-58214,NAME:nantes metropole,72250000.0,2017-04-30,48.0,tierce maintenance applicative de la plateforme logicielle usine à sites (maintien en conditions operationnelles et evolutions) pour le compte du groupement de commandes informatiques,21-13474,2021-05-12,72260000.0,maintenance et l'acquisition de licences et progiciels systèmes,48.39,1.0,0.4,True,0.4234,0.935,0.6063
17-58214,NAME:nantes metropole,72250000.0,2017-04-30,48.0,tierce maintenance applicative de la plateforme logicielle usine à sites (maintien en conditions operationnelles et evolutions) pour le compte du groupement de commandes informatiques,21-76081,2021-06-04,72000000.0,maintenance et évolutions de cartoquartiers - site internet dedonnées contributives sur la transition écologique,49.15,1.0,0.2,True,0.402,0.809,0.5226
17-58214,NAME:nantes metropole,72250000.0,2017-04-30,48.0,tierce maintenance applicative de la plateforme logicielle usine à sites (maintien en conditions operationnelles et evolutions) pour le compte du groupement de commandes informatiques,21-76634,2021-06-07,32321200.0,maintenance et évolution de la solution d'affichage dynamique(plugncast) pour le compte du groupement de commandesinformatiques (nantes métropole - ville de nantes),49.24,1.0,0.0,True,0.411,0.7926,0.4729
17-58214,NAME:nantes metropole,72250000.0,2017-04-30,48.0,tierce maintenance applicative de la plateforme logicielle usine à sites (maintien en conditions operationnelles et evolutions) pour le compte du groupement de commandes informatiques,21-78352,2021-06-09,48000000.0,"acquisition, maintenance et hébergement d'un système de contrôle de température dans les unités de production de repas de nantes et de son ccas : solution logicielle,matériels et prestations associés",49.31,1.0,0.0,True,0.3816,0.7816,0.4589
17-58214,NAME:nantes metropole,72250000.0,2017-04-30,48.0,tierce maintenance applicative de la plateforme logicielle usine à sites (maintien en conditions operationnelles et evolutions) pour le compte du groupement de commandes informatiques,21-85842,2021-06-25,72253000.0,prestations de renfort du support utilisateurs.,49.84,1.0,0.6,True,0.455,0.694,0.6208
17-58214,NAME:nantes metropole,72250000.0,2017-04-30,48.0,tierce maintenance applicative de la plateforme logicielle usine à sites (maintien en conditions operationnelles et evolutions) pour le compte du groupement de commandes informatiques,21-96114,2021-07-15,48326100.0,prestations de conception et d'exploitation de maquettes numériques 3d de la métropole nantaise à des fins de communication pour le compte du groupement de commandes,50.49,1.0,0.0,True,0.3439,0.5845,0.4045
17-58214,NAME:nantes metropole,72250000.0,2017-04-30,48.0,tierce maintenance applicative de la plateforme logicielle usine à sites (maintien en conditions operationnelles et evolutions) pour le compte du groupement de commandes informatiques,21-97876,2021-07-15,48000000.0,prestations d'installations et de maintien en conditions opérationnelles et de sécurité d'infrastructures informatiques,50.49,1.0,0.0,True,0.6539,0.5845,0.5284
17-58214,NAME:nantes metropole,72250000.0,2017-04-30,48.0,tierce maintenance applicative de la plateforme logicielle usine à sites (maintien en conditions operationnelles et evolutions) pour le compte du groupement de commandes informatiques,21-143183,2021-10-25,48000000.0,maintenance et extension du parc de logiciel qlik pour le compte de nantes métropole,53.84,1.0,0.0,True,0.4883,0.0261,0.3506
17-56890,NAME:nantes metropole,90611000.0,2017-08-21,12.0,stade louis fonteneau la beaujoire - rénovation des sanitaires.,18-28651,2018-03-03,72000000.0,"tierce maintenance applicative de la plate-forme e-services et du compte nantes métropole pour les besoins du groupement de commandes informatiques nantes métropole, ville de nantes et ccas",6.37,1.0,0.0,True,0.2695,0.0622,0.2702
17-56890,NAME:nantes metropole,90611000.0,2017-08-21,12.0,stade louis fonteneau la beaujoire - rénovation des sanitaires.,18-56546,2018-04-24,48000000.0,"Mise en oeuvre d'une solution logicielle de suivi financier des marches de travaux et de maitrise d'oeuvre, maintenance et prestations associées",8.08,1.0,0.0,True,0.2021,0.3469,0.3002
17-56890,NAME:nantes metropole,90611000.0,2017-08-21,12.0,stade louis fonteneau la beaujoire - rénovation des sanitaires.,18-61655,2018-07-10,72250000.0,accord-cadre maintenance des modèles de simulation multimodale des déplacements et de transports de marchandises de nantes métropole,10.61,1.0,0.0,True,0.2076,0.7685,0.3867
17-56890,NAME:nantes metropole,90611000.0,2017-08-21,12.0,stade louis fonteneau la beaujoire - rénovation des sanitaires.,18-37028,2018-07-13,32418000.0,"Administration générale du réseau radio numérique métropolitain ""tetra""",10.71,1.0,0.0,True,0.2087,0.7849,0.3904
17-56890,NAME:nantes metropole,90611000.0,2017-08-21,12.0,stade louis fonteneau la beaujoire - rénovation des sanitaires.,18-103911,2018-07-26,32323500.0,"accord-cadre - evaluation préalable, fourniture, pose, prestations de services associées et maintenance de l'ensemble des matériels nécessaires à la vidéoprotection des bâtiments publics métropolitain",11.14,1.0,0.0,True,0.2733,0.8561,0.4306
17-56890,NAME:nantes metropole,90611000.0,2017-08-21,12.0,stade louis fonteneau la beaujoire - rénovation des sanitaires.,18-66863,2018-08-10,72224000.0,mission d'appui et de conseil auprès de la plateforme rse de la métropole nantaise.,11.63,1.0,0.0,True,0.2521,0.9382,0.4385
17-73536,NAME:nantes metropole,48000000.0,2017-10-26,60.0,acquisition et mise en oeuvre d'une solution logicielle de géolocalisation des collectes des déchets embarquée dans les véhicules des opérateurs publics de collecte (nantes et régie du sud-ouest).,22-69242,2022-05-14,48000000.0,acquisition d'un outil socle de gestion des contacts et d'evenements,54.57,1.0,1.0,True,0.4267,0.0944,0.5896
17-73536,NAME:nantes metropole,48000000.0,2017-10-26,60.0,acquisition et mise en oeuvre d'une solution logicielle de géolocalisation des collectes des déchets embarquée dans les véhicules des opérateurs publics de collecte (nantes et régie du sud-ouest).,22-88894,2022-06-24,48000000.0,accord-cadre de techniques de l'information et de la communication,55.91,1.0,1.0,True,0.361,0.3189,0.6082
17-73536,NAME:nantes metropole,48000000.0,2017-10-26,60.0,acquisition et mise en oeuvre d'une solution logicielle de géolocalisation des collectes des déchets embarquée dans les véhicules des opérateurs publics de collecte (nantes et régie du sud-ouest).,22-94904,2022-07-07,72000000.0,"tierce recette applicative sur des sites web, applications web et mobiles pour le compte du groupement de commandes informatiques",56.34,1.0,0.0,True,0.2985,0.3901,0.3474
17-73536,NAME:nantes metropole,48000000.0,2017-10-26,60.0,acquisition et mise en oeuvre d'une solution logicielle de géolocalisation des collectes des déchets embarquée dans les véhicules des opérateurs publics de collecte (nantes et régie du sud-ouest).,22-102623,2022-07-24,32323500.0,"accord-cadre évaluation préalable, fourniture, pose, prestations de service associées et maintenance de l'ensemble des matériels nécessaires a la vidéoprotection des bâtiments publics de la métropole",56.9,1.0,0.0,True,0.4683,0.4831,0.4339
17-73536,NAME:nantes metropole,48000000.0,2017-10-26,60.0,acquisition et mise en oeuvre d'une solution logicielle de géolocalisation des collectes des déchets embarquée dans les véhicules des opérateurs publics de collecte (nantes et régie du sud-ouest).,22-108057,2022-08-06,72250000.0,prestations en appui au développement de l'infrastructure géomatique de nantes metropole,57.33,1.0,0.0,True,0.5686,0.5543,0.4883
17-73536,NAME:nantes metropole,48000000.0,2017-10-26,60.0,acquisition et mise en oeuvre d'une solution logicielle de géolocalisation des collectes des déchets embarquée dans les véhicules des opérateurs publics de collecte (nantes et régie du sud-ouest).,22-111359,2022-08-20,72415000.0,hébergement et infogérance pour des applications de nantes métropole,57.79,1.0,0.0,True,0.5209,0.631,0.4845
17-73536,NAME:nantes metropole,48000000.0,2017-10-26,60.0,acquisition et mise en oeuvre d'une solution logicielle de géolocalisation des collectes des déchets embarquée dans les véhicules des opérateurs publics de collecte (nantes et régie du sud-ouest).,22-48708,2022-08-31,72243000.0,mission de programmation et d'assistance à maîtrise d'ouvrage pour pour le projet de construction d'une piscine olympique métropolitaine à rezé,58.15,1.0,0.0,True,0.3118,0.6912,0.4129
17-73536,NAME:nantes metropole,48000000.0,2017-10-26,60.0,acquisition et mise en oeuvre d'une solution logicielle de géolocalisation des collectes des déchets embarquée dans les véhicules des opérateurs publics de collecte (nantes et régie du sud-ouest).,22-118191,2022-09-03,72000000.0,"accompagnement et conseil en numérique responsable dans le cadre des sites web, applications mobiles et web pour le compte du groupement de commandes informatiques et prestations associées",58.25,1.0,0.0,True,0.3207,0.7076,0.4198
17-73536,NAME:nantes metropole,48000000.0,2017-10-26,60.0,acquisition et mise en oeuvre d'une solution logicielle de géolocalisation des collectes des déchets embarquée dans les véhicules des opérateurs publics de collecte (nantes et régie du sud-ouest).,22-133794,2022-10-08,72224000.0,Mission d'appui et de conseil auprès de la plateforme rse de la métropole nantaise,59.4,1.0,0.0,True,0.3998,0.8993,0.4898
