contract_id,renewal_contract_id,event,composite_score,best_composite_score,second_best_composite_score,score_margin,n_candidates_for_source,single_candidate_match,high_confidence_strict,text_similarity,cpv_match_score,temporal_score,declared_duration_months,observed_duration_months
BOAMP:17-22230,,0,,,,,0,False,False,,,,12.0,91.46
BOAMP:17-23490,,0,,,,,0,False,False,,,,12.0,94.38
BOAMP:17-25253,,0,,,,,0,False,False,,,,48.0,94.28
BOAMP:17-25915,BOAMP:20-118996,1,0.4972,0.4972,0.4724,0.02479999999999999,10,False,False,0.4368,0.0,0.8625,48.0,47.17
BOAMP:17-26666,,0,,,,,0,False,False,,,,12.0,93.07
BOAMP:17-27341,BOAMP:20-35774,1,0.4577,0.4577,0.3799,0.07779999999999998,9,False,False,0.2729,0.0,0.9926,44.0,43.96
BOAMP:17-29415,BOAMP:21-77546,1,0.7974,0.7974,0.7492,0.04820000000000002,10,False,False,0.7641,1.0,0.4586,48.0,51.25
BOAMP:17-32686,BOAMP:17-123367,1,0.6788,0.6788,0.6713,0.007499999999999951,2,False,False,0.5166,0.6,0.8609,10.0,9.17
BOAMP:17-31647,,0,,,,,0,False,False,,,,48.0,83.28
BOAMP:17-35511,,0,,,,,0,False,False,,,,48.0,93.59
BOAMP:17-35759,BOAMP:19-41115,1,0.4886,0.4886,0.3921,0.09649999999999997,5,False,False,0.3695,0.0,0.9538,24.0,24.28
BOAMP:17-35545,BOAMP:18-159101,1,0.698,0.698,0.5345,0.16349999999999998,7,False,False,0.876,0.2,0.7381,14.0,15.57
BOAMP:17-38797,BOAMP:18-101099,1,0.4643,0.4643,,,1,True,False,0.3879,0.0,0.7959,12.0,10.78
BOAMP:17-39457,BOAMP:18-87219,1,0.8279,0.8279,0.7607,0.06719999999999993,2,False,True,0.8236,1.0,0.4923,12.0,15.05
BOAMP:17-40324,BOAMP:21-27874,1,0.4505,0.4505,0.4494,0.0010999999999999899,2,False,False,0.269,0.2,0.7146,48.0,46.29
BOAMP:17-39093,BOAMP:20-91479,1,0.3188,0.3188,,,1,True,False,0.3959,0.0,0.0521,48.0,42.31
BOAMP:17-39998,BOAMP:21-101248,1,0.4363,0.4363,,,1,True,False,0.4215,0.2,0.3382,48.0,51.97
BOAMP:17-44758,BOAMP:21-22700,1,0.3506,0.3506,,,1,True,False,0.3259,0.2,0.1014,48.0,42.61
BOAMP:17-44607,BOAMP:21-46043,1,0.6606,0.6606,0.6376,0.02300000000000002,14,False,False,0.8342,0.0,0.8844,48.0,47.31
BOAMP:17-45104,,0,,,,,0,False,False,,,,12.0,88.73
BOAMP:17-47832,,0,,,,,0,False,False,,,,48.0,92.87
BOAMP:17-48788,BOAMP:19-17058,1,0.5241,0.5241,0.4531,0.07100000000000001,8,False,False,0.3538,0.4,0.6629,24.0,21.98
BOAMP:17-47703,BOAMP:18-153265,1,0.4351,0.4351,,,1,True,False,0.3208,0.0,0.7841,24.0,25.3
BOAMP:17-47930,,0,,,,,0,False,False,,,,24.0,92.81
BOAMP:17-48519,,0,,,,,0,False,False,,,,48.0,92.74
BOAMP:17-42319,,0,,,,,0,False,False,,,,12.0,86.2
BOAMP:17-47467,,0,,,,,0,False,False,,,,48.0,90.08
BOAMP:17-53475,BOAMP:18-8879,1,0.7079,0.7079,0.676,0.03189999999999993,2,False,False,0.7936,0.2,0.9523,12.0,12.29
BOAMP:17-55172,BOAMP:19-10579,1,0.4164,0.4164,,,1,True,False,0.5848,0.0,0.1625,16.0,21.02
BOAMP:17-54861,,0,,,,,0,False,False,,,,36.0,90.37
BOAMP:17-57345,,0,,,,,0,False,False,,,,48.0,92.21
BOAMP:17-56720,,0,,,,,0,False,False,,,,12.0,88.07
BOAMP:17-58486,BOAMP:17-159373,1,0.6694,0.6694,0.6419,0.02749999999999997,8,False,False,0.6177,0.4,0.8616,12.0,11.17
BOAMP:17-58113,,0,,,,,0,False,False,,,,24.0,92.12
BOAMP:17-58214,BOAMP:21-85842,1,0.6208,0.6208,0.6063,0.014500000000000068,11,False,False,0.455,0.6,0.694,48.0,49.84
BOAMP:17-56890,BOAMP:18-66863,1,0.4385,0.4385,0.4306,0.007900000000000018,6,False,False,0.2521,0.0,0.9382,12.0,11.63
BOAMP:17-62129,BOAMP:18-150422,1,0.5935,0.5935,0.5573,0.03620000000000001,10,False,False,0.3776,0.4,0.9621,18.0,17.77
BOAMP:17-61199,,0,,,,,0,False,False,,,,12.0,91.92
BOAMP:17-61541,BOAMP:21-76925,1,0.8493,0.8493,0.675,0.1743,7,False,True,0.8556,1.0,0.5353,48.0,50.79
BOAMP:17-62974,BOAMP:20-98937,1,0.3202,0.3202,,,1,True,False,0.2709,0.0,0.3095,48.0,43.86
BOAMP:17-62873,BOAMP:20-114106,1,0.852,0.852,0.3897,0.4623,3,False,True,1.0,1.0,0.26,36.0,40.44
BOAMP:17-56105,,0,,,,,0,False,False,,,,60.0,91.82
BOAMP:17-66007,BOAMP:21-37354,1,0.5589,0.5589,0.5492,0.009699999999999931,5,False,False,0.6649,0.0,0.7146,48.0,46.29
BOAMP:17-67752,BOAMP:21-124527,1,0.397,0.397,0.3827,0.014300000000000035,2,False,False,0.4538,0.0,0.3272,48.0,52.04
BOAMP:17-69161,BOAMP:21-103746,1,0.8518,0.8518,,,1,True,False,0.9135,,0.6174,48.0,50.3
BOAMP:17-69162,BOAMP:19-160471,1,0.4646,0.4646,0.4386,0.026000000000000023,4,False,False,0.2853,0.2,0.7525,30.0,28.52
BOAMP:17-68186,BOAMP:18-103319,1,0.8698,0.8698,0.5688,0.30100000000000005,13,False,True,0.73,1.0,0.889,12.0,11.33
BOAMP:17-59442,,0,,,,,0,False,False,,,,48.0,91.43
BOAMP:17-68883,,0,,,,,0,False,False,,,,24.0,91.43
BOAMP:17-71849,BOAMP:18-30222,1,0.695,0.695,0.653,0.041999999999999926,13,False,False,0.3148,1.0,0.8452,12.0,11.07
BOAMP:17-71852,,0,,,,,0,False,False,,,,48.0,91.26
BOAMP:17-73536,BOAMP:22-142509,1,0.7955,0.7955,0.7926,0.0029000000000000137,20,False,False,0.4953,1.0,0.9869,60.0,59.92
BOAMP:17-73142,BOAMP:19-177021,1,0.5661,0.5661,0.3302,0.23590000000000005,2,False,False,0.5061,0.4,0.5683,36.0,33.41
BOAMP:17-73357,,0,,,,,0,False,False,,,,12.0,86.17
BOAMP:17-72992,,0,,,,,0,False,False,,,,24.0,89.49
BOAMP:17-74632,BOAMP:21-61224,1,0.7702,0.7702,0.6673,0.10289999999999999,4,False,True,0.4942,1.0,0.8625,48.0,47.17
BOAMP:17-75817,,0,,,,,0,False,False,,,,48.0,91.03
BOAMP:17-76729,,0,,,,,0,False,False,,,,48.0,91.0
BOAMP:17-76616,BOAMP:21-85842,1,0.6076,0.6076,0.6009,0.006700000000000039,11,False,False,0.329,0.6,0.8802,48.0,48.72
BOAMP:17-77862,BOAMP:18-87166,1,0.5296,0.5296,0.4711,0.05849999999999994,14,False,False,0.4579,0.0,0.982,12.0,11.89
BOAMP:17-78402,BOAMP:20-137315,1,0.613,0.613,0.5126,0.10040000000000004,2,False,False,0.4253,,0.6982,48.0,46.19
BOAMP:17-78663,,0,,,,,0,False,False,,,,48.0,90.83
BOAMP:17-79002,,0,,,,,0,False,False,,,,48.0,90.8
BOAMP:17-68985,BOAMP:21-150402,1,0.5542,0.5542,0.5048,0.0494,17,False,False,0.4645,0.2,0.8419,48.0,48.95
BOAMP:17-80207,BOAMP:21-146075,1,0.5421,0.5421,,,1,True,False,0.5381,,0.2067,48.0,52.76
BOAMP:17-80194,BOAMP:21-77546,1,0.6077,0.6077,0.5259,0.08179999999999998,7,False,False,0.2743,0.6,0.9897,48.0,48.06
BOAMP:17-80573,BOAMP:22-17364,1,0.4108,0.4108,0.3648,0.045999999999999985,2,False,False,0.4529,0.0,0.3984,48.0,51.61
BOAMP:17-80380,,0,,,,,0,False,False,,,,48.0,86.93
BOAMP:17-82963,BOAMP:21-103746,1,0.5549,0.5549,,,1,True,False,0.3711,,0.5887,48.0,45.53
BOAMP:17-85841,BOAMP:18-87166,1,0.5535,0.5535,0.4702,0.08329999999999999,12,False,False,0.4447,0.2,0.878,12.0,11.27
BOAMP:17-85294,BOAMP:18-40176,1,0.4669,0.4669,0.3985,0.06839999999999996,3,False,False,0.4116,0.2,0.5112,12.0,9.07
BOAMP:17-88463,,0,,,,,0,False,False,,,,39.0,90.21
BOAMP:17-90424,BOAMP:21-135182,1,0.7289,0.7289,0.4615,0.26739999999999997,2,False,True,0.6039,1.0,0.4367,48.0,51.38
BOAMP:17-90049,BOAMP:17-93952,1,0.4312,0.4312,0.4053,0.025900000000000034,3,False,False,0.327,0.0,0.7521,12.0,10.51
BOAMP:17-91935,BOAMP:21-163822,1,0.7391,0.7391,0.6596,0.07950000000000002,13,False,True,0.8075,1.0,0.0808,48.0,53.52
BOAMP:17-91530,BOAMP:20-88363,1,0.4333,0.4333,,,1,True,False,0.3218,0.0,0.7731,24.0,25.36
BOAMP:17-93042,,0,,,,,0,False,False,,,,24.0,89.98
BOAMP:17-93666,BOAMP:21-113953,1,0.7721,0.7721,0.7589,0.01319999999999999,5,False,False,0.5613,1.0,0.7378,48.0,49.57
BOAMP:17-93952,BOAMP:20-97584,1,0.4124,0.4124,0.3833,0.029100000000000015,2,False,False,0.2458,0.2,0.5705,24.0,26.58
BOAMP:17-97519,BOAMP:21-146075,1,0.5775,0.5775,,,1,True,False,0.6359,0.4,0.3655,48.0,51.81
BOAMP:17-97609,BOAMP:21-38984,1,0.6076,0.6076,0.3106,0.29700000000000004,2,False,False,0.6846,0.4,0.419,48.0,44.51
BOAMP:17-94724,BOAMP:20-98331,1,0.5133,0.5133,0.4078,0.10549999999999998,3,False,False,0.5749,0.0,0.6669,36.0,34.0
BOAMP:17-98996,BOAMP:20-118247,1,0.483,0.483,,,1,True,False,0.6406,0.2,0.134,36.0,41.2
BOAMP:17-96902,BOAMP:21-101248,1,0.4142,0.4142,,,1,True,False,0.3445,0.2,0.382,48.0,51.71
BOAMP:17-82154,BOAMP:20-98214,1,0.5666,0.5666,0.5666,0.0,15,False,False,0.605,0.0,0.8732,36.0,36.76
BOAMP:17-100085,BOAMP:19-85688,1,0.4253,0.4253,0.3793,0.045999999999999985,4,False,False,0.2662,0.0,0.8443,24.0,24.93
BOAMP:17-101340,,0,,,,,0,False,False,,,,48.0,89.55
BOAMP:17-102708,BOAMP:20-65753,1,0.5979,0.5979,0.5293,0.0686,8,False,False,0.5063,0.2,0.9772,36.0,36.14
BOAMP:17-102482,BOAMP:21-113953,1,0.7885,0.7885,0.7754,0.0131,5,False,False,0.5613,1.0,0.82,48.0,49.08
BOAMP:17-102187,BOAMP:20-47300,1,0.5278,0.5278,0.3947,0.13310000000000005,2,False,False,0.5708,0.0,0.7473,36.0,37.52
BOAMP:17-100105,BOAMP:18-36652,1,0.6389,0.6389,0.6344,0.0045000000000000595,8,False,False,0.4319,1.0,0.3305,12.0,7.98
BOAMP:17-103193,BOAMP:22-72517,1,0.9008,0.9008,0.6686,0.23220000000000007,14,False,True,0.927,1.0,0.6502,48.0,50.1
BOAMP:17-102923,BOAMP:21-86773,1,0.5407,0.5407,0.4973,0.04339999999999994,11,False,False,0.5428,0.0,0.8679,48.0,47.21
