contract_id,buyer_key,cpv_div2,category_label,contract_start,declared_duration_months,dur_was_imputed,estimated_end_date,event,renewal_contract_id,observed_duration_months,composite_score,text_similarity,cpv_match_score,cpv_used_in_score,temporal_score,start_date_source,link_method,type_procedure,type_marche,flag_amount_zero,flag_amount_tiny,flag_amount_ceiling,amount_clean,best_composite_score,second_best_composite_score,score_margin,n_candidates_for_source,single_candidate_match,high_confidence_strict
BOAMP:15-154566,NAME:cnieg,72.0,IT Services & Consulting,2016-01-28,48.0,True,2020-01-28,1,BOAMP:20-4011,52.0,0.4922,0.5641,0.2,True,0.3327,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.4922,0.4863,0.005900000000000016,2,False,False
BOAMP:15-160688,SIREN:532458809,72.0,IT Services & Consulting,2015-10-20,48.0,True,2019-10-20,1,BOAMP:20-8882,51.02,0.4967,0.3078,,False,0.4969,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.4967,,,1,True,False
BOAMP:15-159244,NAME:nantes metropole,48.0,Software & Applications,2015-10-23,12.0,False,2016-10-22,1,BOAMP:16-63342,11.7,0.534,0.4854,0.0,True,0.9492,publication_date,sentence_transformers,OUVERT,,0,0,0,,0.534,0.4505,0.08350000000000002,7,False,False
BOAMP:15-164088,SIREN:214401622,48.0,Cloud & Infrastructure,2015-10-28,48.0,True,2019-10-28,1,BOAMP:19-104228,44.22,0.4037,0.4494,0.0,True,0.3697,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.4037,,,1,True,False
BOAMP:15-164187,SIREN:391722881,72.0,IT Services & Consulting,2015-10-28,48.0,True,2019-10-28,1,BOAMP:19-169855,48.49,0.5206,0.3423,0.2,True,0.9185,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.5206,0.3996,0.12099999999999994,3,False,False
BOAMP:15-165050,SIREN:244900015,72.0,IT Services & Consulting,2015-10-29,12.0,False,2016-10-28,1,BOAMP:16-81907,13.01,0.5011,0.3368,0.2,True,0.8318,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.5011,0.4906,0.01050000000000001,2,False,False
BOAMP:15-165845,SIREN:214401200,35.0,Cybersecurity,2016-02-16,3.0,False,2016-05-17,0,,106.47,,,,,,attribution_award_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:15-168917,NAME:sictom loir et sarthe,48.0,Software & Applications,2015-11-09,48.0,True,2019-11-09,0,,109.72,,,,,,publication_date,none,PROCEDURE_ADAPTE,,0,0,0,,,,,0,False,False
BOAMP:15-169809,SIREN:264400136,48.0,Software & Applications,2015-11-09,48.0,True,2019-11-09,1,BOAMP:19-165120,47.67,0.5189,0.4499,0.0,True,0.9446,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.5189,0.432,0.08690000000000003,3,False,False
BOAMP:15-171325,SIREN:130031487,32.0,Telecom & Networks,2015-11-10,24.0,False,2017-11-09,0,,109.69,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:15-173700,SIREN:214401432,48.0,Software & Applications,2015-11-17,36.0,False,2018-11-16,0,,109.46,,,,,,publication_date,none,PROCEDURE_ADAPTE,,0,0,0,,,,,0,False,False
BOAMP:15-174987,SIREN:244900015,72.0,IT Services & Consulting,2015-11-18,48.0,True,2019-11-18,1,BOAMP:19-136955,45.73,0.8828,0.8962,1.0,True,0.6216,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.8828,0.5444,0.33840000000000003,4,False,True
BOAMP:15-175210,NAME:nantes metropole,72.0,Cybersecurity,2016-02-25,48.0,True,2020-02-25,1,BOAMP:20-26585,47.93,0.6032,0.5138,0.2,True,0.9884,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.6032,0.5473,0.05589999999999995,14,False,False
BOAMP:15-175690,NAME:cnieg,72.0,IT Services & Consulting,2016-02-23,24.0,False,2018-02-22,0,,106.24,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:15-177015,NAME:conseil general de loire atlantique,18.0,Telecom & Networks,2016-04-28,48.0,False,2020-04-28,0,,104.11,,,,,,attribution_award_date,none,OUVERT,,0,0,0,548000.0,,,,0,False,False
BOAMP:15-178728,SIREN:247200132,48.0,Software & Applications,2016-03-14,48.0,True,2020-03-14,1,BOAMP:19-177021,50.69,0.5581,0.6193,0.2,True,0.5517,attribution_award_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.5581,0.5036,0.05449999999999999,3,False,False
BOAMP:15-179034,NAME:c h s de la sarthe,,Data & AI,2015-11-27,48.0,False,2019-11-27,0,,109.13,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:15-179747,SIREN:264400136,48.0,Software & Applications,2015-11-27,48.0,True,2019-11-27,1,BOAMP:19-165120,47.08,0.5014,0.4554,0.0,True,0.846,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.5014,0.4556,0.04579999999999995,3,False,False
BOAMP:15-178791,NAME:nantes metropole,72.0,Cybersecurity,2015-11-30,48.0,False,2019-11-30,1,BOAMP:20-12070,49.87,0.823,0.7132,1.0,True,0.6886,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.823,0.7544,0.0686,14,False,True
BOAMP:15-182957,SIREN:264400136,48.0,Software & Applications,2015-12-04,48.0,True,2019-12-04,1,BOAMP:19-165120,46.85,0.4877,0.4405,0.0,True,0.8077,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.4877,0.4628,0.024900000000000033,4,False,False
BOAMP:15-184251,SIREN:194909701,48.0,Software & Applications,2016-05-02,36.0,False,2019-05-02,0,,103.98,,,,,,attribution_award_date,none,OUVERT,,0,0,0,,,,,0,False,False
BOAMP:15-185112,NAME:conseil general de la vendee,72.0,IT Services & Consulting,2015-12-10,48.0,True,2019-12-10,1,BOAMP:19-126819,44.28,0.6142,0.5864,,False,0.3806,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.6142,0.4563,0.15789999999999998,3,False,False
BOAMP:15-186668,NAME:e c a s gendarmerie nationale,32.0,Telecom & Networks,2016-04-04,48.0,False,2020-04-04,0,,104.89,,,,,,attribution_award_date,none,OUVERT,,0,0,0,140000.0,,,,0,False,False
BOAMP:15-187883,SIREN:227200029,,Telecom & Networks,2015-12-16,48.0,True,2019-12-16,1,BOAMP:19-174809,47.14,0.7289,0.5632,,False,0.857,publication_date,sentence_transformers,OUVERT,,0,0,0,,0.7289,0.6866,0.042300000000000004,6,False,False
BOAMP:15-189271,SIREN:227200029,72.0,IT Services & Consulting,2015-12-18,48.0,True,2019-12-18,1,BOAMP:19-174809,47.08,0.63,0.652,0.2,True,0.846,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,200000.0,0.63,0.5671,0.06289999999999996,6,False,False
BOAMP:15-191209,SIREN:218501096,32.0,IT Hardware & Equipment,2015-12-24,48.0,True,2019-12-24,1,BOAMP:20-892,48.46,0.6874,0.4518,,False,0.924,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.6874,,,1,True,False
BOAMP:15-192356,NAME:nantes metropole,72.0,IT Services & Consulting,2015-12-24,12.0,False,2016-12-23,1,BOAMP:16-128161,8.54,0.6234,0.3467,1.0,True,0.4236,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.6234,0.5634,0.05999999999999994,4,False,False
BOAMP:16-2771,NAME:conseil general de la vendee,72.0,IT Services & Consulting,2016-01-08,48.0,True,2020-01-08,1,BOAMP:19-126819,43.33,0.5657,0.5747,,False,0.2219,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.5657,0.4818,0.08389999999999997,3,False,False
BOAMP:16-3447,SIREN:268504453,48.0,Cloud & Infrastructure,2016-01-11,48.0,True,2020-01-11,0,,107.65,,,,,,publication_date,none,PROCEDURE_ADAPTE,,0,0,0,,,,,0,False,False
BOAMP:16-4040,NAME:cte de communes du pays des herbiers,72.0,IT Services & Consulting,2016-01-12,48.0,True,2020-01-12,0,,107.62,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:16-6135,SIREN:287200265,48.0,Digital Workplace & Collaboration,2016-04-12,48.0,True,2020-04-12,1,BOAMP:20-23861,49.24,0.4925,0.4599,0.0,True,0.7926,attribution_award_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.4925,,,1,True,False
BOAMP:16-5206,SIREN:214401846,,Unknown,2016-01-14,28.0,False,2018-05-15,1,BOAMP:18-70110,28.32,0.688,0.4416,,False,0.947,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.688,0.6654,0.022599999999999953,7,False,False
BOAMP:16-7712,NAME:cnieg,72.0,IT Services & Consulting,2016-05-24,24.0,False,2018-05-24,1,BOAMP:18-29896,21.25,0.5319,0.5584,0.2,True,0.5425,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.5319,,,1,True,False
BOAMP:16-1046,NAME:ademe,72.0,Digital Workplace & Collaboration,2016-01-18,55.0,False,2020-08-18,0,,107.42,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:16-7640,SIREN:264400136,48.0,Software & Applications,2016-01-18,48.0,True,2020-01-18,1,BOAMP:20-19986,48.72,0.5156,0.4739,0.0,True,0.8802,publication_date,sentence_transformers,OUVERT,,0,0,0,,0.5156,0.4673,0.048299999999999954,2,False,False
BOAMP:16-7903,SIREN:523699148,32.0,IT Hardware & Equipment,2016-04-05,48.0,True,2020-04-05,0,,104.86,,,,,,attribution_award_date,none,OUVERT,,0,0,0,,,,,0,False,False
BOAMP:16-10778,SIREN:391722881,72.0,IT Maintenance & Support,2016-10-20,24.0,False,2018-10-20,1,BOAMP:18-8879,26.71,0.617,0.6431,0.4,True,0.5486,attribution_award_date,sentence_transformers,RESTREINT,SERVICES,0,0,0,,0.617,0.5534,0.06359999999999999,3,False,False
BOAMP:16-10414,NAME:conseil general de loire atlantique,72.0,IT Services & Consulting,2016-01-22,24.0,False,2018-01-21,0,,107.29,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:16-10649,SIREN:284400017,,Cybersecurity,2016-01-25,48.0,True,2020-01-25,1,BOAMP:19-131601,43.1,0.4811,0.4353,,False,0.1835,publication_date,sentence_transformers,OUVERT,,0,0,0,,0.4811,0.4729,0.00820000000000004,5,False,False
BOAMP:16-12477,NAME:gpm de nantes st nazaire,32.0,Telecom & Networks,2016-05-17,48.0,True,2020-05-17,1,BOAMP:20-59734,47.63,0.4466,0.2721,0.0,True,0.9391,attribution_award_date,sentence_transformers,OUVERT,,0,0,0,,0.4466,,,1,True,False
BOAMP:16-14558,NAME:inra angers nantes,72.0,IT Services & Consulting,2016-07-05,36.0,False,2019-07-05,0,,101.87,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,129000.0,,,,0,False,False
BOAMP:16-15282,SIREN:200054302,48.0,Software & Applications,2016-02-02,48.0,True,2020-02-02,1,BOAMP:19-190109,46.55,0.4601,0.3961,0.0,True,0.7584,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.4601,,,1,True,False
BOAMP:16-16627,SIREN:247200132,72.0,Digital Workplace & Collaboration,2016-02-04,48.0,True,2020-02-04,1,BOAMP:19-160471,49.34,0.5697,0.5361,0.2,True,0.7762,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.5697,0.4847,0.08499999999999996,5,False,False
BOAMP:16-17002,SIREN:214401432,48.0,Software & Applications,2016-02-04,36.0,False,2019-02-03,1,BOAMP:19-87143,39.98,0.4908,0.3769,,False,0.3366,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.4908,,,1,True,False
BOAMP:16-19705,SIREN:242900769,,Software & Applications,2016-06-21,48.0,False,2020-06-21,0,,102.33,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:16-21939,SIREN:214401432,39.0,Software & Applications,2016-02-12,48.0,True,2020-02-12,1,BOAMP:19-102776,44.78,0.3471,0.2615,0.0,True,0.4628,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.3471,,,1,True,False
BOAMP:16-23686,NAME:cte cnes coeur d estuaire,72.0,IT Services & Consulting,2016-06-17,48.0,True,2020-06-17,0,,102.46,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:16-26260,SIREN:214400269,48.0,Software & Applications,2016-06-09,12.0,False,2017-06-09,1,BOAMP:16-151887,7.79,0.342,0.3311,0.0,True,0.2976,attribution_award_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.342,,,1,True,False
BOAMP:16-20531,NAME:dreal pays de la loire,72.0,IT Services & Consulting,2016-02-23,48.0,True,2020-02-23,0,,106.24,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:16-25827,NAME:cg49,72.0,IT Services & Consulting,2016-02-23,48.0,True,2020-02-23,0,,106.24,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:16-27767,SIREN:264900390,48.0,Software & Applications,2016-02-25,48.0,False,2020-02-25,0,,106.18,,,,,,publication_date,none,PROCEDURE_ADAPTE,,0,0,0,,,,,0,False,False
BOAMP:16-28465,NAME:syndicat departemental d energie,72.0,IT Services & Consulting,2016-03-01,48.0,True,2020-03-01,0,,106.01,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:16-30120,SIREN:391722881,72.0,IT Services & Consulting,2016-03-02,48.0,False,2020-03-02,1,BOAMP:20-27358,47.73,0.9464,0.8882,1.0,True,0.9555,publication_date,sentence_transformers,RESTREINT,SERVICES,0,0,0,,0.9464,0.5925,0.3539,4,False,True
BOAMP:16-30715,NAME:cg49,72.0,IT Services & Consulting,2016-03-02,48.0,True,2020-03-02,0,,105.98,,,,,,publication_date,none,OUVERT,,0,0,0,,,,,0,False,False
BOAMP:16-30963,SIREN:228500013,35.0,Cybersecurity,2016-06-09,48.0,True,2020-06-09,1,BOAMP:20-70265,51.35,0.8041,0.7892,1.0,True,0.4422,attribution_award_date,sentence_transformers,OUVERT,,0,0,0,,0.8041,0.4635,0.3406,3,False,True
BOAMP:16-32105,SIREN:214400269,32.0,Telecom & Networks,2016-06-02,12.0,False,2017-06-02,0,,102.96,,,,,,attribution_award_date,none,PROCEDURE_ADAPTE,,0,0,0,,,,,0,False,False
BOAMP:16-33283,NAME:nantes metropole,72.0,IT Services & Consulting,2016-03-10,12.0,False,2017-03-10,1,BOAMP:16-135042,13.11,0.5899,0.5672,0.2,True,0.8154,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.5899,0.5347,0.05520000000000003,8,False,False
BOAMP:16-33632,NAME:nantes metropole,72.0,Digital Workplace & Collaboration,2016-03-11,48.0,False,2020-03-11,1,BOAMP:20-26585,47.44,0.6786,0.6183,0.4,True,0.9063,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.6786,0.613,0.06559999999999999,15,False,False
BOAMP:16-27384,NAME:mindef dga do s2a,35.0,Cybersecurity,2016-03-15,48.0,False,2020-03-15,0,,105.55,,,,,,publication_date,none,RESTREINT,,0,0,0,,,,,0,False,False
BOAMP:16-38113,SIREN:247200132,72.0,Digital Workplace & Collaboration,2016-03-16,48.0,True,2020-03-16,1,BOAMP:19-160471,48.0,0.625,0.5628,0.2,True,0.9993,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.625,0.4579,0.16710000000000003,5,False,False
BOAMP:16-40838,SIREN:200083392,,Telecom & Networks,2016-03-22,48.0,True,2020-03-22,1,BOAMP:20-76288,50.85,0.5639,0.4201,,False,0.5243,publication_date,sentence_transformers,OUVERT,,0,0,0,,0.5639,,,1,True,False
BOAMP:16-42023,NAME:gpm de nantes st nazaire,32.0,Telecom & Networks,2016-03-24,48.0,True,2020-03-24,0,,105.26,,,,,,publication_date,none,PROCEDURE_ADAPTE,,0,0,0,,,,,0,False,False
BOAMP:16-42170,NAME:gpm de nantes st nazaire,48.0,Software & Applications,2016-07-29,48.0,True,2020-07-29,0,,101.08,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:16-42996,SIREN:288500010,,Unknown,2016-07-29,19.0,False,2018-02-27,0,,101.08,,,,,,attribution_award_date,none,OUVERT,,0,0,0,,,,,0,False,False
BOAMP:16-43654,NAME:mindef dga do s2a,35.0,Cybersecurity,2016-03-29,48.0,True,2020-03-29,0,,105.09,,,,,,publication_date,none,NEGOCIE,,0,0,0,,,,,0,False,False
BOAMP:16-45436,NAME:hopital intercommunal sevre et loire,45.0,Unknown,2016-09-05,48.0,True,2020-09-05,0,,99.84,,,,,,attribution_award_date,none,OUVERT,,0,0,0,,,,,0,False,False
BOAMP:16-45870,SIREN:244900015,72.0,IT Services & Consulting,2016-03-30,36.0,False,2019-03-30,1,BOAMP:19-35566,35.22,0.7135,0.474,0.8,True,0.8695,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.7135,0.3797,0.33380000000000004,4,False,True
BOAMP:16-44890,SIREN:264400268,,Unknown,2016-03-30,12.0,False,2017-03-30,1,BOAMP:17-56105,13.24,0.5487,0.257,,False,0.7935,publication_date,sentence_transformers,OUVERT,,0,0,0,,0.5487,,,1,True,False
BOAMP:16-48130,SIREN:228500013,,Data & AI,2017-01-09,48.0,True,2021-01-09,1,BOAMP:20-133527,49.67,0.627,0.4399,,False,0.7214,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.627,0.6246,0.0023999999999999577,5,False,False
BOAMP:16-48232,SIREN:391722881,72.0,IT Services & Consulting,2016-03-31,48.0,True,2020-03-31,1,BOAMP:20-27358,46.78,0.9141,0.8869,1.0,True,0.7968,publication_date,sentence_transformers,RESTREINT,,0,0,0,,0.9141,0.5573,0.3568,4,False,True
BOAMP:16-46830,SIREN:194909701,32.0,Telecom & Networks,2016-06-16,36.0,False,2019-06-16,1,BOAMP:19-82021,35.22,0.5224,0.4963,0.0,True,0.8695,attribution_award_date,sentence_transformers,OUVERT,,0,0,0,,0.5224,,,1,True,False
BOAMP:16-54252,SIREN:200054302,48.0,Software & Applications,2016-04-15,12.0,False,2017-04-15,0,,104.53,,,,,,publication_date,none,PROCEDURE_ADAPTE,,0,0,0,,,,,0,False,False
BOAMP:16-53642,NAME:cci de maine et loire,79.0,Unknown,2016-07-18,48.0,True,2020-07-18,0,,101.45,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,32500.0,,,,0,False,False
BOAMP:16-54197,NAME:nantes metropole,48.0,Software & Applications,2016-04-17,48.0,False,2020-04-17,1,BOAMP:20-66643,49.15,0.5481,0.5908,0.0,True,0.809,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,250000.0,0.5481,0.4958,0.05230000000000001,16,False,False
BOAMP:16-54370,NAME:nantes metropole,48.0,Software & Applications,2016-04-17,48.0,False,2020-04-17,1,BOAMP:20-66643,49.15,0.537,0.5629,0.0,True,0.809,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,250000.0,0.537,0.4868,0.05020000000000002,15,False,False
BOAMP:16-55219,SIREN:225300011,32.0,Telecom & Networks,2016-04-18,48.0,False,2020-04-18,1,BOAMP:20-88363,50.69,0.3979,0.344,0.0,True,0.5517,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,750000.0,0.3979,0.283,0.1149,2,False,False
BOAMP:16-34964,SIREN:173501115,35.0,Cybersecurity,2016-04-19,48.0,True,2020-04-19,0,,104.4,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:16-55493,NAME:ccas d angers,48.0,Software & Applications,2016-04-19,14.0,False,2017-06-19,0,,104.4,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:16-56502,NAME:caf de la somme,72.0,Digital Workplace & Collaboration,2016-04-22,60.0,False,2021-04-22,0,,104.3,,,,,,publication_date,none,OUVERT,FOURNITURES,0,0,0,875000.0,,,,0,False,False
BOAMP:16-57562,SIREN:244900015,72.0,IT Services & Consulting,2016-04-25,48.0,True,2020-04-25,1,BOAMP:19-85688,43.46,0.5568,0.3951,0.8,True,0.2438,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.5568,0.4848,0.07199999999999995,2,False,False
BOAMP:16-61061,SIREN:227200029,72.0,IT Services & Consulting,2016-04-29,48.0,True,2020-04-29,1,BOAMP:19-174809,42.71,0.4373,0.4093,0.4,True,0.1178,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.4373,0.4224,0.014900000000000024,2,False,False
BOAMP:16-61484,SIREN:234400034,72.0,IT Services & Consulting,2016-07-28,48.0,False,2020-07-28,1,BOAMP:20-12202,46.45,0.6029,0.6362,0.2,True,0.742,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,600000.0,0.6029,0.5383,0.06459999999999999,9,False,False
BOAMP:16-62960,SIREN:130029747,48.0,Software & Applications,2016-07-07,48.0,False,2020-07-07,1,BOAMP:20-31844,43.89,0.4341,0.5527,0.0,True,0.3149,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,130000.0,0.4341,0.4155,0.018600000000000005,2,False,False
BOAMP:16-63210,SIREN:265300236,32.0,Telecom & Networks,2016-05-03,48.0,True,2020-05-03,0,,103.94,,,,,,publication_date,none,PROCEDURE_ADAPTE,,0,0,0,,,,,0,False,False
BOAMP:16-63741,NAME:conseil general de loire atlantique,64.0,Telecom & Networks,2016-08-03,12.0,False,2017-08-03,0,,100.92,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,1000000.0,,,,0,False,False
BOAMP:16-65569,SIREN:214400558,45.0,Unknown,2016-05-06,48.0,True,2020-05-06,0,,103.84,,,,,,publication_date,none,PROCEDURE_ADAPTE,,0,0,0,,,,,0,False,False
BOAMP:16-64280,SIREN:445400104,72.0,IT Services & Consulting,2016-09-12,60.0,False,2021-09-12,0,,99.61,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,250000.0,,,,0,False,False
BOAMP:16-63342,NAME:nantes metropole,45.0,Unknown,2016-10-13,48.0,False,2020-10-13,1,BOAMP:20-132336,48.85,0.5183,0.4916,0.0,True,0.8583,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,700000.0,0.5183,0.4892,0.02909999999999996,10,False,False
BOAMP:16-66951,SIREN:264900259,39.0,Data & AI,2016-05-12,3.0,False,2016-08-11,0,,103.65,,,,,,publication_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:16-67267,NAME:ademe,48.0,Software & Applications,2016-11-24,39.0,False,2020-02-24,0,,97.21,,,,,,attribution_award_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:16-68875,SIREN:264900390,48.0,Software & Applications,2016-05-12,48.0,False,2020-05-12,0,,103.65,,,,,,publication_date,none,PROCEDURE_ADAPTE,,0,0,0,,,,,0,False,False
BOAMP:16-69641,NAME:specialise de blain,48.0,Software & Applications,2016-05-13,48.0,True,2020-05-13,0,,103.61,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,100000.0,,,,0,False,False
BOAMP:16-63298,SIREN:535164412,45.0,Telecom & Networks,2016-05-17,5.0,False,2016-10-16,0,,103.48,,,,,,publication_date,none,PROCEDURE_ADAPTE,,0,0,0,,,,,0,False,False
BOAMP:16-70203,SIREN:130029747,72.0,IT Services & Consulting,2016-07-07,37.0,False,2019-08-07,1,BOAMP:19-80203,34.53,0.3835,0.2898,0.0,True,0.5878,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.3835,,,1,True,False
BOAMP:16-72442,SIREN:264400136,72.0,IT Services & Consulting,2016-11-16,48.0,True,2020-11-16,1,BOAMP:20-50446,47.6,0.7338,0.8678,0.2,True,0.9336,attribution_award_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,,0.7338,0.533,0.20079999999999998,7,False,True
BOAMP:16-73215,NAME:nantes metropole,72.0,IT Services & Consulting,2016-05-23,36.0,False,2019-05-23,1,BOAMP:19-36958,36.17,0.5967,0.5059,0.2,True,0.9717,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,75000.0,0.5967,0.5518,0.04490000000000005,11,False,False
BOAMP:16-73358,NAME:ville du mans,32.0,Telecom & Networks,2016-07-05,48.0,True,2020-07-05,1,BOAMP:20-2441,47.8,0.7196,0.6907,0.4,True,0.9665,attribution_award_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.7196,0.5493,0.1703,3,False,True
BOAMP:16-73319,SIREN:214401846,72.0,IT Services & Consulting,2016-09-09,48.0,True,2020-09-09,1,BOAMP:20-70268,48.62,0.8782,0.7471,1.0,True,0.8966,attribution_award_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.8782,0.4077,0.4705,4,False,True
BOAMP:16-74130,SIREN:449073014,72.0,IT Services & Consulting,2016-07-26,48.0,False,2020-07-26,0,,101.18,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,210000.0,,,,0,False,False
BOAMP:16-74267,SIREN:214401093,72.0,IT Services & Consulting,2016-05-28,48.0,True,2020-05-28,1,BOAMP:20-115620,51.84,0.4425,0.4262,0.2,True,0.3601,publication_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,300000.0,0.4425,0.4077,0.0348,6,False,False
BOAMP:16-77563,SIREN:198513905,32.0,Telecom & Networks,2016-05-30,48.0,True,2020-05-30,1,BOAMP:20-140005,53.58,0.7979,0.9597,1.0,True,0.0699,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.7979,,,1,True,False
BOAMP:16-78018,NAME:o p h le mans habitat,72.0,IT Services & Consulting,2016-05-30,72.0,False,2022-05-30,0,,103.06,,,,,,publication_date,none,DIALOGUE_COMPETITIF,SERVICES,0,0,0,700000.0,,,,0,False,False
BOAMP:16-81005,NAME:arafer,48.0,Software & Applications,2016-06-04,12.0,False,2017-06-04,1,BOAMP:17-68883,11.47,0.605,0.682,0.0,True,0.9109,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.605,0.582,0.02300000000000002,3,False,False
