buyer_name_raw,buyer_name_normalized,buyer_siren_enriched,buyer_siret_enriched,buyer_enrichment_source,buyer_enrichment_confidence,buyer_enrichment_status,buyer_enrichment_score,buyer_enrichment_margin,buyer_enrichment_candidate_count,buyer_enrichment_name,buyer_enrichment_note
Chambre Agriculture Pays de la Loire,chambre agriculture pays loire,130031487,13003148700015,previous_high_confidence_cache,HIGH,matched,97.6,65.0,10,CHAMBRE D'AGRICULTURE DE REGION PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment
Chambre de Commerce et d'Industrie,chambre commerce industrie,188500490,18850049000019,previous_high_confidence_cache,HIGH,matched,100.0,22.7,8,CHAMBRE DE COMMERCE ET DE L'INDUSTRIE (CCI),seeded from existing high-confidence buyer enrichment
Chambre de Commerce et d'Industrie Région Pays de la Loire,chambre commerce industrie region pays loire,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,59.7,,1,REGION DES PAYS DE LA LOIRE,query=region pays de la loire
Cholet Agglomération,cholet agglomeration,200071678,20007167800011,previous_high_confidence_cache,HIGH,matched,100.0,54.8,3,CA CHOLET AGGLOMERATION,seeded from existing high-confidence buyer enrichment
Clisson Sèvre et Maine Agglo,clisson sevre maine agglo,200067635,20006763500132,previous_high_confidence_cache,HIGH,matched,100.0,35.6,4,CA CLISSON SEVRE ET MAINE AGGLO,seeded from existing high-confidence buyer enrichment
Com Communes du Pays d'Ancenis,com communes pays ancenis,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=com communes pays ancenis
ComCom des Vallées du Haut-Anjou,comcom vallees haut anjou,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=comcom vallees haut anjou
Comcom Estuaire et Sillon,comcom estuaire sillon,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=comcom estuaire sillon
Comm Comm de Doué la Fontaine,comm comm doue fontaine,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=comm comm doue fontaine
Communauté Communes La Chataigneraie,communaute communes chataigneraie,248500415,24850041500067,previous_high_confidence_cache,HIGH,matched,100.0,67.3,5,COMMUNAUTE COMMUNES PAYS CHATAIGNERAIE,seeded from existing high-confidence buyer enrichment
Communauté Communes Parthenay-Gâtine,communaute communes parthenay gatine,200041333,20004133300267,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNAUTE DE COMMUNES DE PARTHENAY-GATINE,seeded from existing high-confidence buyer enrichment
Communauté d'Agglomération du Niortais,communaute agglomeration niortais,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,50.7,4.3,4,SOCIETE DES EAUX DU NIORTAIS (SEN),query=communaute agglomeration niortais
Communauté d'agglomération Saumur Val de Loire (49),communaute agglomeration saumur val loire 49,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=communaute agglomeration saumur val loire 49
Communauté de Cnes Terres de Montaigu,communaute cnes terres montaigu,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=communaute cnes terres montaigu
Communauté de Communes Sud Vendée Littoral,communaute communes sud vendee littoral,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,54.8,16.9,2,VENDEE DU SUD ATTRACTIVITE,query=communaute communes sud vendee littoral
Communauté de Communes Vie et Boulogne,communaute communes vie boulogne,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=communaute communes vie boulogne
Communauté de Communes de Grand Lieu,communaute communes grand lieu,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,32.7,,1,SYDELA ENERGIE SIX PIECES,query=communaute communes grand lieu
Communauté de Communes de Nozay,communaute communes nozay,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=communaute communes nozay
Communauté de Communes du Pays de Saint-Fulgent - Les Essarts (85),communaute communes pays saint fulgent essarts 85,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=communaute communes pays saint fulgent essarts 85
Communauté de Communes du Perche,communaute communes perche,200006971,20000697100069,previous_high_confidence_cache,HIGH,matched,100.0,44.2,6,COMMUNAUTE DE COMMUNES DU PERCHE,seeded from existing high-confidence buyer enrichment
Communauté de communes BAUGEOIS VALLEE,communaute communes baugeois vallee,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=communaute communes baugeois vallee
Communauté de communes Pays Fléchois,communaute communes pays flechois,247200348,24720034800115,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNAUTE DE COMMUNES DU PAYS FLECHOIS,seeded from existing high-confidence buyer enrichment
Communauté de communes de l'Ernée,communaute communes ernee,245300355,24530035500030,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNAUTE DE COMMUNES DE L'ERNEE,seeded from existing high-confidence buyer enrichment
Communauté de communes de sablé,communaute communes sable,247200090,24720009000014,previous_high_confidence_cache,HIGH,matched,91.5,,1,COMMUNAUTE DE COMMUNES DU PAYS SABOLIEN,seeded from existing high-confidence buyer enrichment
Communauté de communes des Coëvrons (53),communaute communes coevrons 53,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=communaute communes coevrons 53
Communauté de communes du Pays Sabolien,communaute communes pays sabolien,247200090,24720009000014,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNAUTE DE COMMUNES DU PAYS SABOLIEN,seeded from existing high-confidence buyer enrichment
Communauté urbaine d'Alençon,communaute urbaine alencon,246100663,24610066300011,previous_high_confidence_cache,HIGH,matched,100.0,12.0,8,COMMUNAUTE URBAINE D'ALENCON,seeded from existing high-confidence buyer enrichment
Commune Bagnoles de l'Orne Normandie,commune bagnoles orne normandie,200055812,20005581200016,previous_high_confidence_cache,HIGH,matched,100.0,45.2,3,COMMUNE DE BAGNOLES DE L'ORNE NORMANDIE,seeded from existing high-confidence buyer enrichment
Commune Mauges sur Loire,commune mauges loire,200054336,20005433600017,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE MAUGES-SUR-LOIRE,seeded from existing high-confidence buyer enrichment
Commune d'Ancenis-Saint-Géréon,commune ancenis saint gereon,200083228,20008322800011,previous_high_confidence_cache,HIGH,matched,100.0,37.4,4,COMMUNE DE ANCENIS-SAINT-GEREON,seeded from existing high-confidence buyer enrichment
Commune d'Indre,commune indre,214400749,21440074900013,previous_high_confidence_cache,HIGH,matched,100.0,48.7,2,COMMUNE D'INDRE,seeded from existing high-confidence buyer enrichment
Commune de Beaupréau en Mauges,commune beaupreau mauges,200053619,20005361900017,previous_high_confidence_cache,HIGH,matched,100.0,31.0,2,COMMUNE DE BEAUPREAU-EN-MAUGES,seeded from existing high-confidence buyer enrichment
Commune de Challans,commune challans,218500478,21850047800209,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE CHALLANS,seeded from existing high-confidence buyer enrichment
Commune de Champagné,commune champagne,217200542,21720054200017,previous_high_confidence_cache,HIGH,matched,100.0,9.1,9,COMMUNE DE CHAMPAGNE,seeded from existing high-confidence buyer enrichment
Commune de La Baule,commune baule,214400558,21440055800018,previous_high_confidence_cache,HIGH,matched,80.2,,1,COMMUNE DE LA BAULE-ESCOUBLAC,seeded from existing high-confidence buyer enrichment
Commune de La Flèche,commune fleche,217201540,21720154000010,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE LA FLECHE,seeded from existing high-confidence buyer enrichment
Commune de Notre Dame des Landes,commune notre dame landes,214401119,21440111900018,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE NOTRE-DAME-DES-LANDES,seeded from existing high-confidence buyer enrichment
Commune de Pornic,commune pornic,214401317,21440131700018,previous_high_confidence_cache,HIGH,matched,100.0,43.1,6,COMMUNE DE PORNIC,seeded from existing high-confidence buyer enrichment
Commune de Saint Mars du Désert,commune saint mars desert,214401796,21440179600088,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE SAINT-MARS-DU-DESERT,seeded from existing high-confidence buyer enrichment
Commune de Saint-Herblain,commune saint herblain,214401622,21440162200011,previous_high_confidence_cache,HIGH,matched,100.0,40.2,2,COMMUNE DE SAINT-HERBLAIN,seeded from existing high-confidence buyer enrichment
Commune de Saint-Nazaire,commune saint nazaire,214401846,21440184600016,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE SAINT-NAZAIRE,seeded from existing high-confidence buyer enrichment
Commune de Saintes,commune saintes,211704150,21170415000351,previous_high_confidence_cache,HIGH,matched,100.0,21.7,10,COMMUNE DE SAINTES,seeded from existing high-confidence buyer enrichment
Commune de VALLONS-DE-L'ERDRE,commune vallons erdre,200078079,20007807900015,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE VALLONS-DE-L'ERDRE,seeded from existing high-confidence buyer enrichment
Commune de la Chevrolière,commune chevroliere,214400418,21440041800098,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE LA CHEVROLIERE,seeded from existing high-confidence buyer enrichment
Commune des Herbiers,commune herbiers,218501096,21850109600018,previous_high_confidence_cache,HIGH,matched,100.0,30.7,6,COMMUNE DES HERBIERS,seeded from existing high-confidence buyer enrichment
Concarneau Cornouaille Agglomération,concarneau cornouaille agglomeration,242900769,24290076900124,previous_high_confidence_cache,HIGH,matched,100.0,28.0,2,CONCARNEAU CORNOUAILLE AGGLOMERATION,seeded from existing high-confidence buyer enrichment
Conseil Départemental de la Mayenne,conseil departemental mayenne,225300011,22530001100015,previous_high_confidence_cache,HIGH,matched,81.8,,1,DEPARTEMENT DE LA MAYENNE,seeded from existing high-confidence buyer enrichment
Conseil Général de la Sarthe,conseil general sarthe,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,52.7,,1,DEPARTEMENT DE LA SARTHE,query=departement la sarthe
Conseil départemental Loire Atlantique,conseil departemental loire atlantique,935367433,93536743300015,previous_high_confidence_cache,HIGH,matched,93.4,5.4,10,CONSEIL DEPARTEMENTAL DES MOSQUEES DE LOIRE-ATLANTIQUE (CDM),seeded from existing high-confidence buyer enrichment
Conseil départemental Loire-Atlantique,conseil departemental loire atlantique,935367433,93536743300015,previous_high_confidence_cache,HIGH,matched,93.4,5.4,10,CONSEIL DEPARTEMENTAL DES MOSQUEES DE LOIRE-ATLANTIQUE (CDM),seeded from existing high-confidence buyer enrichment
Conseil départemental de la Mayenne,conseil departemental mayenne,225300011,22530001100015,previous_high_confidence_cache,HIGH,matched,81.8,,1,DEPARTEMENT DE LA MAYENNE,seeded from existing high-confidence buyer enrichment
Conseil général de Loire-Atlantique,conseil general loire atlantique,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,70.7,,1,DEPARTEMENT DE LA LOIRE-ATLANTIQUE,query=departement loire atlantique
Conseil général de la Vendée,conseil general vendee,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,52.7,,1,DEPARTEMENT DE VENDEE,query=departement la vendee
Conseil régional des Pays de la Loire,conseil regional pays loire,234400034,23440003400026,previous_high_confidence_cache,HIGH,matched,81.3,,1,REGION DES PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment
Conservatoire du littoral,conservatoire littoral,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,71.8,5.1,2,CONSERVATOIRE DE L'ESPACE LITTORAL ET DES RIVAGES LACUSTRES,query=conservatoire littoral
Conservatoire national des arts et métiers,conservatoire national arts metiers,197534712,19753471200017,api_recherche_entreprises_current,HIGH,matched,100.0,,1,CONSERVATOIRE NATIONAL DES ARTS ET METIERS (CNAM),query=conservatoire national arts metiers
Cour d'Appel de Rennes,cour appel rennes,173501115,17350111500013,previous_high_confidence_cache,HIGH,matched,100.0,44.1,3,COUR D APPEL DE RENNES,seeded from existing high-confidence buyer enrichment
Cté Cnes Coeur d'Estuaire,cte cnes coeur estuaire,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cte cnes coeur estuaire
Cté Cnes LES PORTES BRIARDES,cte cnes portes briardes,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cte cnes portes briardes
Cté cnes du Pays de Château de Gontier,cte cnes pays chateau gontier,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cte cnes pays chateau gontier
Cté d'Agglomération du Choletais,cte agglomeration choletais,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,41.0,,1,ALTER PUBLIC,query=cte agglomeration choletais
Cté de Cnes de l'Ile de Noirmoutier,cte cnes ile noirmoutier,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cte cnes ile noirmoutier
Cté de Cnes de la Vallée de Clisson,cte cnes vallee clisson,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cte cnes vallee clisson
Cté de Cnes du Pays d'Ancenis,cte cnes pays ancenis,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cte cnes pays ancenis
Cté de Communes d'Erdre et Gesvres,cte communes erdre gesvres,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cte communes erdre gesvres
Cté de Communes de la Région de Blain,cte communes region blain,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,71.9,3.6,6,COMICE AGRICOLE DE LA REGION DE BLAIN,query=region blain
Cté de Communes du Pays des Herbiers,cte communes pays herbiers,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cte communes pays herbiers
DAP...,dap,539220020,53922002000033,api_recherche_entreprises_current,HIGH,matched,100.0,0.0,10,DAP,query=dap
DEPAFI,depafi,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=depafi
DEPARTEMENT DE LA MAYENNE,departement mayenne,225300011,22530001100015,previous_high_confidence_cache,HIGH,matched,100.0,14.4,10,DEPARTEMENT DE LA MAYENNE,seeded from existing high-confidence buyer enrichment
DEPARTEMENT DE LA SARTHE,departement sarthe,227200029,22720002900014,previous_high_confidence_cache,HIGH,matched,100.0,,1,DEPARTEMENT DE LA SARTHE,seeded from existing high-confidence buyer enrichment
DEPARTEMENT DE VENDEE,departement vendee,228500013,22850001300658,previous_high_confidence_cache,HIGH,matched,100.0,,1,DEPARTEMENT DE VENDEE,seeded from existing high-confidence buyer enrichment
DESTINATION RENNES Tourisme Congrès,destination rennes tourisme congres,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,70.7,,1,DESTINATION RENNES (DESTINATION RENNES),query=destination rennes tourisme congres
DGAC DSNA,dgac dsna,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,30.9,,1,DIRECTION DES SERVICES DE LA NAVIGATION AERIENNE (DSNA),query=dgac dsna
DIR INTERDEPARTEMENTALE DES RTE OUEST,dir interdepartementale rte ouest,130001704,13000170400589,previous_high_confidence_cache,HIGH,matched,89.5,4.9,5,DIRECTION INTERDEPARTEMENTALE DES ROUTES OUEST (DIR),seeded from existing high-confidence buyer enrichment
DIR INTERDEPARTEMENTALE ROUTES OUEST,dir interdepartementale routes ouest,130001704,13000170400589,previous_high_confidence_cache,HIGH,matched,95.8,,1,DIRECTION INTERDEPARTEMENTALE DES ROUTES OUEST (DIR),seeded from existing high-confidence buyer enrichment
DIR INTERREGIONALE SCES PENITENTIAIRES,dir interregionale sces penitentiaires,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=dir interregionale sces penitentiaires
DIR Ouest,dir ouest,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,40.7,15.7,2,DIRECTION INTERDEPARTEMENTALE DES ROUTES OUEST (DIR),query=dir ouest
DIR REG ENVIR AMENAGEMENT LOGT BRETAGN,dir reg envir amenagement logt bretagn,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=dir reg envir amenagement logt bretagn
DIRISI,dirisi,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,21.4,5.6,3,ASSOCIATION CARIBEENNE DE TIR A L'ARC (A.C.T.A),query=dirisi
DRAC Pays de la Loire,drac pays loire,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,50.3,,1,DIRECTION REGIONALE AFFAIRES CULTURELLES PAYS DE LA LOIRE (DRAC),query=drac pays loire
DRAGAGES PORTS,dragages ports,317665420,31766542000046,previous_high_confidence_cache,HIGH,matched,100.0,,1,DRAGAGES PORTS,seeded from existing high-confidence buyer enrichment
DREAL BRETAGNE,dreal bretagne,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,41.7,,1,DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT BRETAGNE (DREAL),query=dreal bretagne
DREAL Pays de la Loire,dreal pays loire,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,44.8,9.0,2,DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT PAYS DE LA LOIRE (DREAL),query=dreal pays loire
DSI de Pôle emploi,dsi pole emploi,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,20.7,,1,FRANCE TRAVAIL,query=dsi pole emploi
DSNA,dsna,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,25.0,18.2,2,DIRECTION DES SERVICES DE LA NAVIGATION AERIENNE (DSNA),query=dsna
Destination Angers,destination angers,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,74.0,23.2,3,CLUB DESTINATION ANJOU,query=destination angers
"Direction Cybersécurité, Cloud et IA",direction cybersecurite cloud ia,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=direction cybersecurite cloud ia
Direction de l'administration pénitentiaire,direction administration penitentiaire,120012018,12001201800111,previous_high_confidence_cache,HIGH,matched,97.4,,1,DIRECTION GENERALE DE L'ADMINISTRATION PENITENTIAIRE,seeded from existing high-confidence buyer enrichment
Direction interdépartementale des routes ouest DIR Ouest,direction interdepartementale routes ouest dir ouest,130001704,13000170400589,previous_high_confidence_cache,HIGH,matched,100.0,,1,DIRECTION INTERDEPARTEMENTALE DES ROUTES OUEST (DIR),seeded from existing high-confidence buyer enrichment
Département de Maine-et-Loire,departement maine loire,224900019,22490001900015,previous_high_confidence_cache,HIGH,matched,100.0,,1,DEPARTEMENT DE MAINE ET LOIRE,seeded from existing high-confidence buyer enrichment
Département de la Sarthe,departement sarthe,227200029,22720002900014,previous_high_confidence_cache,HIGH,matched,100.0,,1,DEPARTEMENT DE LA SARTHE,seeded from existing high-confidence buyer enrichment
Département de la Vendée,departement vendee,228500013,22850001300658,previous_high_confidence_cache,HIGH,matched,100.0,,1,DEPARTEMENT DE VENDEE,seeded from existing high-confidence buyer enrichment
Département des Côtes d'Armor,departement cotes armor,222200016,22220001600327,previous_high_confidence_cache,HIGH,matched,100.0,,1,DEPARTEMENT DES COTES D'ARMOR,seeded from existing high-confidence buyer enrichment
E-TOILE Coordonnateur groupement comm,e toile coordonnateur groupement comm,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=e toile coordonnateur groupement comm
E.C.A.S. gendarmerie nationale,e c s gendarmerie nationale,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,66.6,,1,COMMANDEMENT DU SOUTIEN OPERATIONNEL DE LA GENDARMERIE NATIONALE,query=e c s gendarmerie nationale
EC SUP BEAUX ARTS TOURS ANGERS MANS,ec sup beaux arts tours angers mans,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=ec sup beaux arts tours angers mans
ECOLE CENTRALE DE NANTES,ecole centrale nantes,194401006,19440100600011,previous_high_confidence_cache,HIGH,matched,100.0,18.3,10,ECOLE CENTRALE DE NANTES,seeded from existing high-confidence buyer enrichment
ECOLE NATIONALE SUPERIEURE D'ARTS ET METIERS,ecole nationale superieure arts metiers,197534720,19753472000010,previous_high_confidence_cache,HIGH,matched,94.7,12.4,5,ECOLE NATIONALE SUPERIEURE D'ARTS ET METIERS (ENSAM) (ENSAM),seeded from existing high-confidence buyer enrichment
ECOLE NATIONALE SUPERIEURE MARITIME,ecole nationale superieure maritime,130013097,13001309700071,previous_high_confidence_cache,HIGH,matched,100.0,,1,ECOLE NATIONALE SUPERIEURE MARITIME (ENSM),seeded from existing high-confidence buyer enrichment
EHPAD RESIDENCES LES LIGERIENNES,ehpad residences ligeriennes,264900259,26490025900062,previous_high_confidence_cache,HIGH,matched,98.3,,1,EHPAD RESIDENCES LES LIGERIENNES (EHPAD),seeded from existing high-confidence buyer enrichment
ENSA Nantes,ensa nantes,922749635,92274963500012,previous_high_confidence_cache,HIGH,matched,79.0,35.5,7,ASSOCIATION SPORTIVE DE L'ENSA NANTES,seeded from existing high-confidence buyer enrichment
ENSAM,ensam,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,28.6,0.0,7,LES GADZ'ARTS,query=ensam
EPCC Les Quinconces & L'Espal,epcc quinconces espal,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=epcc quinconces espal
"EPF DE LA VENDEE
123 BOULEVARD LOUIS BLANC
85000 LA ROCHE SUR YON",epf vendee 123 boulevard louis blanc 85000 roche yon,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,47.0,,1,ETABLISSEMENT PUBLIC FONCIER DE LA VENDEE (EPF DE LA VENDEE),"query=epf vendee
123 boulevard louis blanc
85000 roche yon"
EPF de la Vendée,epf vendee,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,55.6,,1,ETABLISSEMENT PUBLIC FONCIER DE LA VENDEE (EPF DE LA VENDEE),query=epf vendee
EPMP,epmp,521005819,52100581900011,previous_high_confidence_cache,HIGH,matched,100.0,30.5,7,EPMP,seeded from existing high-confidence buyer enrichment
EPSILON CENTRALE D'ACHAT INFORMATIQUE,epsilon centrale achat informatique,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=epsilon centrale achat informatique
ESAT Foyers,esat foyers,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,64.9,9.5,7,LES FOYERS DE CLUNY,query=esat foyers
ETABLISSEMENT PUBLIC DU MARAIS POITEVI,etablissement public marais poitevi,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=public marais poitevi
Ecole Centrale de Nantes,ecole centrale nantes,194401006,19440100600011,previous_high_confidence_cache,HIGH,matched,100.0,18.3,10,ECOLE CENTRALE DE NANTES,seeded from existing high-confidence buyer enrichment
Ecole National Sup. d'Arts et Métiers,ecole national sup arts metiers,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,29.2,,1,PARFAIRE (PARFAIRE),query=ecole national sup arts metiers
Ecole Nationale Supérieure d'Arts et Métiers,ecole nationale superieure arts metiers,197534720,19753472000010,previous_high_confidence_cache,HIGH,matched,94.7,12.4,5,ECOLE NATIONALE SUPERIEURE D'ARTS ET METIERS (ENSAM) (ENSAM),seeded from existing high-confidence buyer enrichment
Ecole des Mines de Nantes,ecole mines nantes,523699148,52369914800012,previous_high_confidence_cache,HIGH,matched,78.6,16.7,8,FONDS DE DOTATION DE L'ECOLE DES MINES DE NANTES,seeded from existing high-confidence buyer enrichment
Espacil Habitat,espacil habitat,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,62.5,9.7,3,ESPACIL HABITAT SA D'HABITATIONS A LOYER MODERE,query=espacil habitat
FONDAT REGION OUEST LIGUE CANCER,fondat region ouest ligue cancer,777739160,77773916000011,previous_high_confidence_cache,HIGH,matched,100.0,,1,FONDAT REGION OUEST LIGUE CANCER,seeded from existing high-confidence buyer enrichment
FONDATION PARTENARIALE POLYTECH,fondation partenariale polytech,831928452,83192845200075,previous_high_confidence_cache,HIGH,matched,100.0,,1,FONDATION PARTENARIALE POLYTECH,seeded from existing high-confidence buyer enrichment
France Velo Tourisme,france velo tourisme,515329514,51532951400035,previous_high_confidence_cache,HIGH,matched,100.0,,1,FRANCE VELO TOURISME,seeded from existing high-confidence buyer enrichment
GCS BIOLOGIE 85,gcs biologie 85,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,55.6,,1,GROUPEMENT DE COOPERATION SANITAIRE BIOLOGIE 85 (GCS),query=gcs biologie 85
GCS E SANTE PAYS DE LA LOIRE,gcs e sante pays loire,538208455,53820845500021,previous_high_confidence_cache,HIGH,matched,100.0,,1,GCS E-SANTE PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment
GCS eSanté Pays de la Loire,gcs esante pays loire,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=gcs esante pays loire
GCSMS PART'AGE 72,gcsms part age 72,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=gcsms part age 72
GEVES,geves,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,28.8,15.8,2,GROUPE D ETUDES ET DE CONTROLE DES VARIETES ET DES SEMENCES (GIP GEVES),query=geves
GIE LOIRE OCEAN,gie loire ocean,539616508,53961650800021,api_recherche_entreprises_current,HIGH,matched,100.0,16.1,10,GIE LOIRE OCEAN,query=loire ocean
GIE SESAM VITALE,gie sesam vitale,391722881,39172288100052,previous_high_confidence_cache,HIGH,matched,100.0,,1,GIE SESAM VITALE,seeded from existing high-confidence buyer enrichment
GIE SESAM Vitale,gie sesam vitale,391722881,39172288100052,previous_high_confidence_cache,HIGH,matched,100.0,,1,GIE SESAM VITALE,seeded from existing high-confidence buyer enrichment
GIE SESAM-Vitale,gie sesam vitale,391722881,39172288100052,previous_high_confidence_cache,HIGH,matched,100.0,,1,GIE SESAM VITALE,seeded from existing high-confidence buyer enrichment
GIE des EPL de Vendée,gie epl vendee,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=epl vendee
GIE des EPL des Pays de la Loire,gie epl pays loire,529210809,52921080900016,previous_high_confidence_cache,HIGH,matched,76.3,,1,GIE DES EPL DES PAYS DE LA LOIRE (SOLUTIONS&CO),seeded from existing high-confidence buyer enrichment
GIP ATLANPOLE (44),gip atlanpole 44,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=gip atlanpole 44
GIP RESAH,gip resah,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=gip resah
GIP Vendée Numérique,gip vendee numerique,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,68.6,,1,GROUPEMENT D'INTERET PUBLIC VENDEE NUMERIQUE (GIP),query=gip vendee numerique
GPM de Nantes - St Nazaire,gpm nantes st nazaire,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=gpm nantes st nazaire
GRETA-CFA LOIRE-ATLANTIQUE,greta cfa loire atlantique,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=greta cfa loire atlantique
GROUPEMENT D INTERET PUBLIC PIX,groupement interet public pix,130023435,13002343500022,previous_high_confidence_cache,HIGH,matched,100.0,,1,GROUPEMENT D INTERET PUBLIC PIX (GIP),seeded from existing high-confidence buyer enrichment
GROUPEMENT TRANSAMO - CENOVIA,groupement transamo cenovia,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=groupement transamo cenovia
Gcs E-Sante Pays de la Loire,gcs e sante pays loire,538208455,53820845500021,previous_high_confidence_cache,HIGH,matched,100.0,,1,GCS E-SANTE PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment
Grand Lieu Communauté,grand lieu communaute,244400438,24440043800127,previous_high_confidence_cache,HIGH,matched,100.0,37.5,4,GRAND LIEU COMMUNAUTE,seeded from existing high-confidence buyer enrichment
