contract_id,idweb,notice_id,buyer_key,buyer_key_type,buyer_name_raw,buyer_name_normalized,buyer_siren_clean,buyer_siret_clean,buyer_siren_enriched,segment,cpv_clean,cpv_div2,cpv_class4,cpv_category5,cpv_is_missing,cpv_is_generic,objet,objet_clean,source_date,source_date_source,declared_duration_months,duration_imputed_flag,estimated_end_date,recurrence_window_close,eligible_for_linkage,censoring_date,censoring_duration_months,amount_clean,type_procedure,type_marche,raw_trace_id
BOAMP:18-94803,18-94803,18-94803,SIREN:264400136,SIREN_ENRICHED,CHU de Nantes,chu nantes,,,264400136,Telecom & Networks,32232000,32,3223,32232,False,False,Fourniture et maintenance d'une solution d'apport vidéo pour la régulation médicale effectuée en EHPAD par le SAMU44,fourniture et maintenance d une solution d apport video pour la regulation medicale effectuee en ehpad par le samu44,2018-07-06,publication_date,12.0,False,2019-07-06,2020-01-06,True,2026-07-09,96.09,,PROCEDURE_ADAPTE,FOURNITURES,BOAMP:18-94803
BOAMP:18-93359,18-93359,18-93359,NAME:spr pays loire,NAME,SPR Pays de la Loire,spr pays loire,,,,Unknown,45214800,45,4521,45214,False,False,Construction du pôle mutualisé de formations à SAUMUR (49),construction du pole mutualise de formations a saumur 49,2018-07-06,publication_date,18.0,False,2020-01-06,2020-07-06,True,2026-07-09,96.09,,OUVERT,TRAVAUX,BOAMP:18-93359
BOAMP:18-93488,18-93488,18-93488,NAME:spr pays loire,NAME,SPR Pays de la Loire,spr pays loire,,,,Unknown,45214800,45,4521,45214,False,False,Construction du pôle mutualisé de formations à SAUMUR (49),construction du pole mutualise de formations a saumur 49,2019-05-06,linked_attribution_date,18.0,False,2020-11-06,2021-05-06,True,2026-07-09,86.1,,OUVERT,TRAVAUX,BOAMP:18-93488
BOAMP:18-95630,18-95630,18-95630,SIREN:234400034,SIREN_ENRICHED,Conseil régional des Pays de la Loire,conseil regional pays loire,,,234400034,Unknown,45112500,45,4511,45112,False,False,REFECTION DE LA STATION D'EPURATION ET DU RESEAU DE DEFENSE INCENDIE AU LYCEE LUCON-PETRE (85),refection de la station d epuration et du reseau de defense incendie au lycee lucon petre 85,2018-07-09,publication_date,48.0,True,2022-07-09,2023-01-09,True,2026-07-09,95.99,,PROCEDURE_ADAPTE,TRAVAUX,BOAMP:18-95630
BOAMP:18-96170,18-96170,18-96170,NAME:ctre hosp universitaire angers,NAME,CTRE HOSP UNIVERSITAIRE ANGERS,ctre hosp universitaire angers,,,,Cloud & Infrastructure,45400000,45,4540,45400,False,False,TRAVAUX D'ENTRETIEN ET DE MAINTENANCE DES BATIMENTS ET DES INFRASTRUCTURES DES ETABLISSEMENTS DU GHT 49,travaux d entretien et de maintenance des batiments et des infrastructures des etablissements du ght 49,2018-07-12,publication_date,12.0,False,2019-07-12,2020-01-12,True,2026-07-09,95.89,,OUVERT,TRAVAUX,BOAMP:18-96170
BOAMP:18-96470,18-96470,18-96470,SIREN:935367433,SIREN_ENRICHED,Conseil départemental Loire-Atlantique,conseil departemental loire atlantique,,,935367433,Software & Applications,48730000,48,4873,48730,False,False,Maintenance et évolution de l'infrastructure de sécurité du système d'information,maintenance et evolution de l infrastructure de securite du systeme d information,2018-12-04,linked_attribution_date,12.0,False,2019-12-04,2020-06-04,True,2026-07-09,91.13,320000.0,OUVERT,SERVICES,BOAMP:18-96470
BOAMP:18-98583,18-98583,18-98583,NAME:ville sables olonne,NAME,ville des Sables d'Olonne,ville sables olonne,,,,IT Services & Consulting,72700000,72,7270,72700,False,False,convergence des réseaux - assistance à la fusion des systèmes d'authentification des utilisateurs et droits d'accès aux répertoires et fichiers via samba 4,convergence des reseaux assistance a la fusion des systemes d authentification des utilisateurs et droits d acces aux repertoires et fichiers via samba 4,2018-07-13,publication_date,2.0,False,2018-09-13,2019-03-13,True,2026-07-09,95.86,,PROCEDURE_ADAPTE,SERVICES,BOAMP:18-98583
BOAMP:18-60137,18-60137,18-60137,SIREN:214401093,SIREN_ENRICHED,COMMUNE DE NANTES,commune nantes,,,214401093,IT Services & Consulting,72242000,72,7224,72242,False,False,"prestations de relevés et de modélisations de bâtiments de la ville de nantes, nantes métropole et du ccas, ainsi que le relevé et la modélisation des réseaux et ouvrages enterrés",prestations de releves et de modelisations de batiments de la ville de nantes nantes metropole et du ccas ainsi que le releve et la modelisation des reseaux et ouvrages enterres,2019-04-29,linked_attribution_date,48.0,False,2023-04-29,2023-10-29,True,2026-07-09,86.33,,NEGOCIE,SERVICES,BOAMP:18-60137
BOAMP:18-97260,18-97260,18-97260,SIREN:214401846,SIREN_ENRICHED,Commune de Saint-Nazaire,commune saint nazaire,,,214401846,IT Hardware & Equipment,30120000,30,3012,30120,False,False,18s0066 - fournitures de services de solutions d'impression bureautiques - groupement de commande,18s0066 fournitures de services de solutions d impression bureautiques groupement de commande,2018-11-29,linked_attribution_date,48.0,False,2022-11-29,2023-05-29,True,2026-07-09,91.29,800000.0,OUVERT,FOURNITURES,BOAMP:18-97260
BOAMP:18-98603,18-98603,18-98603,SIREN:180043010,SIREN_ENRICHED,Réseau Canopé,reseau canope,,,180043010,Cybersecurity,72250000,72,7225,72250,False,False,18-050 TMA et intégration SIFC SIC,18 050 tma et integration sifc sic,2018-11-12,linked_attribution_date,24.0,False,2020-11-12,2021-05-12,True,2026-07-09,91.85,,OUVERT,SERVICES,BOAMP:18-98603
BOAMP:18-101437,18-101437,18-101437,SIREN:191700327,SIREN_ENRICHED,Université de La Rochelle,universite rochelle,,,191700327,Software & Applications,48461000,48,4846,48461,False,False,Le présent marché a pour objet lachat dun système de PTV 3D - TR (Time Resolved 3D Particle Tracking Velocimetry). Il doit être adapté aux écoulements dair rencontrés dans les domaines du bâtiment ..,le present marche a pour objet lachat dun systeme de ptv 3d tr time resolved 3d particle tracking velocimetry il doit etre adapte aux ecoulements dair rencontres dans les domaines du batiment,2018-07-18,publication_date,48.0,True,2022-07-18,2023-01-18,True,2026-07-09,95.7,,PROCEDURE_ADAPTE,FOURNITURES,BOAMP:18-101437
BOAMP:18-100479,18-100479,18-100479,SIREN:860800077,SIREN_ENRICHED,Loire Atlantique Développement - GIE,loire atlantique developpement gie,,,860800077,IT Services & Consulting,72500000,72,7250,72500,False,False,Internalisation et infogérance de l'informatique pour les besoins de Loire Atlantique Développement,internalisation et infogerance de l informatique pour les besoins de loire atlantique developpement,2018-07-19,publication_date,24.0,False,2020-07-19,2021-01-19,True,2026-07-09,95.66,,OUVERT,SERVICES,BOAMP:18-100479
BOAMP:18-101350,18-101350,18-101350,SIREN:130029747,SIREN_ENRICHED,Université de Nantes,universite nantes,,,130029747,IT Hardware & Equipment,30200000,30,3020,30200,False,False,"Fourniture de matériels informatiques et fourniture, installation d'équipements audiovisuels pour l'Université de Nantes",fourniture de materiels informatiques et fourniture installation d equipements audiovisuels pour l universite de nantes,2018-12-21,linked_attribution_date,48.0,False,2022-12-21,2023-06-21,True,2026-07-09,90.57,,OUVERT,FOURNITURES,BOAMP:18-101350
BOAMP:18-101085,18-101085,18-101085,NAME:maine loire habitat office pub habitat,NAME,MAINE LOIRE HABITAT OFFICE PUB HABITAT,maine loire habitat office pub habitat,,,,IT Services & Consulting,72700000,72,7270,72700,False,False,Hébergement et infogérance de serveurs - Groupement de commande,hebergement et infogerance de serveurs groupement de commande,2018-12-13,linked_attribution_date,60.0,False,2023-12-13,2024-06-13,True,2026-07-09,90.83,,NEGOCIE,SERVICES,BOAMP:18-101085
BOAMP:18-103319,18-103319,18-103319,SIREN:234400034,SIREN_ENRICHED,préfet de la région Pays de la Loire,prefet region pays loire,,,234400034,IT Services & Consulting,72000000,72,7200,72000,False,True,Prestations de développement et de mise en place d'une solution numérique pour le recueil et le partage d'informations entre les services déconcentrés de l'etat en pays de la loire,prestations de developpement et de mise en place d une solution numerique pour le recueil et le partage d informations entre les services deconcentres de l etat en pays de la loire,2018-07-20,publication_date,12.0,False,2019-07-20,2020-01-20,True,2026-07-09,95.63,,PROCEDURE_ADAPTE,SERVICES,BOAMP:18-103319
BOAMP:18-101099,18-101099,18-101099,SIREN:244900015,SIREN_ENRICHED,Angers Loire Métropole,angers loire metropole,,,244900015,IT Services & Consulting,72224000,72,7222,72224,False,False,opc urbain - renouvelement urbain npnru belle-beille et monplaisir,opc urbain renouvelement urbain npnru belle beille et monplaisir,2018-12-20,linked_attribution_date,80.0,False,2025-08-20,2026-02-20,True,2026-07-09,90.6,300000.0,RESTREINT,SERVICES,BOAMP:18-101099
BOAMP:18-103911,18-103911,18-103911,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,nantes metropole,,,794304097,Telecom & Networks,32323500,32,3232,32323,False,False,"accord-cadre - evaluation préalable, fourniture, pose, prestations de services associées et maintenance de l'ensemble des matériels nécessaires à la vidéoprotection des bâtiments publics métropolitain",accord cadre evaluation prealable fourniture pose prestations de services associees et maintenance de l ensemble des materiels necessaires a la videoprotection des batiments publics metropolitain,2018-07-26,publication_date,48.0,False,2022-07-26,2023-01-26,True,2026-07-09,95.43,,OUVERT,SERVICES,BOAMP:18-103911
BOAMP:18-105237,18-105237,18-105237,SIREN:234400034,SIREN_ENRICHED,Conseil régional des Pays de la Loire,conseil regional pays loire,,,234400034,Cybersecurity,35113440,35,3511,35113,False,False,Conception et acquisition de gilets jaunes normalisés à destination des élèves empruntant le transport scolaire,conception et acquisition de gilets jaunes normalises a destination des eleves empruntant le transport scolaire,2018-07-26,publication_date,12.0,False,2019-07-26,2020-01-26,True,2026-07-09,95.43,,OUVERT,SERVICES,BOAMP:18-105237
BOAMP:18-110962,18-110962,18-110962,NAME:regie dept passages eau vendee,NAME,Régie Dépt Passages d'Eau de Vendée,regie dept passages eau vendee,,,,IT Services & Consulting,72500000,72,7250,72500,False,False,"Infogérance des matériels, systèmes et logiciels informatiques",infogerance des materiels systemes et logiciels informatiques,2018-08-02,publication_date,48.0,True,2022-08-02,2023-02-02,True,2026-07-09,95.2,,PROCEDURE_ADAPTE,SERVICES,BOAMP:18-110962
BOAMP:18-110102,18-110102,18-110102,SIREN:218500478,SIREN_ENRICHED,Commune de Challans,commune challans,,,218500478,Software & Applications,48160000,48,4816,48160,False,False,"fourniture, mise en oeuvre et maintenance d'un système intégré de gestion de bibliothèque, d'un portail documentaire web et d'équipements rfid pour la médiathèque de challans",fourniture mise en oeuvre et maintenance d un systeme integre de gestion de bibliotheque d un portail documentaire web et d equipements rfid pour la mediatheque de challans,2018-10-23,linked_attribution_date,12.0,False,2019-10-23,2020-04-23,True,2026-07-09,92.51,,OUVERT,FOURNITURES,BOAMP:18-110102
BOAMP:18-117157,18-117157,18-117157,NAME:ch mans,NAME,CH LE MANS,ch mans,,,,IT Services & Consulting,72222000,72,7222,72222,False,False,Prestations d'accompagnement à l'innovation numérique pour la Direction des Systèmes d'Information du Centre Hospitalier du Mans,prestations d accompagnement a l innovation numerique pour la direction des systemes d information du centre hospitalier du mans,2018-08-20,publication_date,12.0,False,2019-08-20,2020-02-20,True,2026-07-09,94.61,,PROCEDURE_ADAPTE,SERVICES,BOAMP:18-117157
BOAMP:18-110801,18-110801,18-110801,NAME:cte reg peches maritimes elevages mari,NAME,CTE REG PECHES MARITIMES ELEVAGES MARI,cte reg peches maritimes elevages mari,,,,Software & Applications,48610000,48,4861,48610,False,False,création d'un logiciel de gestion de licences et autorisations de pêche,creation d un logiciel de gestion de licences et autorisations de peche,2018-08-21,publication_date,48.0,True,2022-08-21,2023-02-21,True,2026-07-09,94.58,,AUTRE,SERVICES,BOAMP:18-110801
BOAMP:18-114671,18-114671,18-114671,SIREN:214401721,SIREN_ENRICHED,ville de Sainte-Luce-sur-Loire,ville sainte luce loire,,,214401721,Unknown,45212200,45,4521,45212,False,False,construction d'une halle sportive de 3 463 mètres carrés dans le quartier de la minais,construction d une halle sportive de 3 463 metres carres dans le quartier de la minais,2018-08-23,publication_date,16.0,False,2019-12-23,2020-06-23,True,2026-07-09,94.51,,NEGOCIE,TRAVAUX,BOAMP:18-114671
BOAMP:18-120601,18-120601,18-120601,SIREN:264400136,SIREN_ENRICHED,CHU de Nantes,chu nantes,,,264400136,IT Services & Consulting,72267000,72,7226,72267,False,False,"Marché de tierce maintenance applicative des logiciels ONCOLOG, PRENEONAT, PEDIALOG",marche de tierce maintenance applicative des logiciels oncolog preneonat pedialog,2018-08-28,publication_date,12.0,False,2019-08-28,2020-02-28,True,2026-07-09,94.35,,PROCEDURE_ADAPTE,SERVICES,BOAMP:18-120601
BOAMP:18-121819,18-121819,18-121819,SIREN:264400136,SIREN_ENRICHED,CHU de Nantes,chu nantes,,,264400136,IT Services & Consulting,72267000,72,7226,72267,False,False,"Marché de tierce maintenance applicative des logiciels ONCOLOG, PRENEONAT, PEDIALOG",marche de tierce maintenance applicative des logiciels oncolog preneonat pedialog,2018-08-30,publication_date,48.0,True,2022-08-30,2023-02-28,True,2026-07-09,94.28,,PROCEDURE_ADAPTE,,BOAMP:18-121819
BOAMP:18-122920,18-122920,18-122920,SIREN:214401846,SIREN_ENRICHED,COMMUNE DE SAINT NAZAIRE,commune saint nazaire,,,214401846,IT Services & Consulting,72600000,72,7260,72600,False,False,18S0079_Prestation de migration BO XI vers BI 4.2 et maintenance pour la Ville de Saint-Nazaire en groupement avec la CARENE,18s0079 prestation de migration bo xi vers bi 4 2 et maintenance pour la ville de saint nazaire en groupement avec la carene,2018-11-29,linked_attribution_date,48.0,False,2022-11-29,2023-05-29,True,2026-07-09,91.29,,PROCEDURE_ADAPTE,SERVICES,BOAMP:18-122920
BOAMP:18-123694,18-123694,18-123694,SIREN:227200029,SIREN_ENRICHED,DEPARTEMENT DE LA SARTHE,departement sarthe,,,227200029,IT Services & Consulting,72267100,72,7226,72267,False,False,Fourniture et maintenance des composants logiciels du système d'information décisionnel (SID),fourniture et maintenance des composants logiciels du systeme d information decisionnel sid,2018-09-04,publication_date,48.0,True,2022-09-04,2023-03-04,True,2026-07-09,94.12,,PROCEDURE_ADAPTE,SERVICES,BOAMP:18-123694
BOAMP:18-124536,18-124536,18-124536,SIREN:214401358,SIREN_ENRICHED,Ville de Le Pouliguen,ville pouliguen,,,214401358,Cybersecurity,35113400,35,3511,35113,False,False,LOCATION ET ENTRETIEN DE VETEMENTS DE TRAVAIL ET DE LINGE,location et entretien de vetements de travail et de linge,2018-09-06,publication_date,12.0,False,2019-09-06,2020-03-06,True,2026-07-09,94.05,,PROCEDURE_ADAPTE,SERVICES,BOAMP:18-124536
BOAMP:18-125586,18-125586,18-125586,NAME:agce enst fr etranger,NAME,AGCE POUR L ENST FR A L ETRANGER,agce enst fr etranger,,,,IT Services & Consulting,72000000,72,7200,72000,False,True,Le présent accord-cadre a pour objet l'acquisition d'une licence de cartographie pour l'ensemble des événements et opérations liés à la Semaine des lycées français du monde. Un outil p,le present accord cadre a pour objet l acquisition d une licence de cartographie pour l ensemble des evenements et operations lies a la semaine des lycees francais du monde un outil p,2018-09-07,publication_date,48.0,False,2022-09-07,2023-03-07,True,2026-07-09,94.02,80000.0,PROCEDURE_ADAPTE,FOURNITURES,BOAMP:18-125586
BOAMP:18-125410,18-125410,18-125410,SIREN:409104007,SIREN_ENRICHED,association songo,association songo,,,409104007,Telecom & Networks,32321200,32,3232,32321,False,False,"FOURNITURE, INSTALLATION ET MAINTENANCE DE MATERIELS AUDIOVISUELS (vidéoprojecteurs, caméras, optiques et matériels connexes) POUR LES SALLES MAXI ET MICRO",fourniture installation et maintenance de materiels audiovisuels videoprojecteurs cameras optiques et materiels connexes pour les salles maxi et micro,2018-09-07,publication_date,48.0,True,2022-09-07,2023-03-07,True,2026-07-09,94.02,,PROCEDURE_ADAPTE,FOURNITURES,BOAMP:18-125410
BOAMP:18-126368,18-126368,18-126368,SIREN:227200029,SIREN_ENRICHED,DEPARTEMENT DE LA SARTHE,departement sarthe,,,227200029,IT Services & Consulting,72500000,72,7250,72500,False,False,"Hébergement Datacenter Secours du système d'information du Département de la Sarthe, son raccordement à la salle principale de production et prestations associées",hebergement datacenter secours du systeme d information du departement de la sarthe son raccordement a la salle principale de production et prestations associees,2018-11-12,linked_attribution_date,48.0,True,2022-11-12,2023-05-12,True,2026-07-09,91.85,,PROCEDURE_ADAPTE,SERVICES,BOAMP:18-126368
BOAMP:18-126631,18-126631,18-126631,SIREN:225300011,SIREN_ENRICHED,DEPARTEMENT DE LA MAYENNE,departement mayenne,,,225300011,Unknown,42968200,42,4296,42968,False,False,Acquisition de produits d'hygiène et de sécurité par le Laboratoire Départemental d'Analyses de la Mayenne (LDA53),acquisition de produits d hygiene et de securite par le laboratoire departemental d analyses de la mayenne lda53,2018-09-11,publication_date,48.0,False,2022-09-11,2023-03-11,True,2026-07-09,93.89,3000.0,PROCEDURE_ADAPTE,FOURNITURES,BOAMP:18-126631
BOAMP:18-127908,18-127908,18-127908,SIREN:227200029,SIREN_ENRICHED,DEPARTEMENT DE LA SARTHE,departement sarthe,,,227200029,IT Services & Consulting,72220000,72,7222,72220,False,False,Assistance à maîtrise d'ouvrage (AMO) en vue de l'accompagnement à la mise en oeuvre du Plan de continuité informatique du système d'information du Département de la Sarthe,assistance a maitrise d ouvrage amo en vue de l accompagnement a la mise en oeuvre du plan de continuite informatique du systeme d information du departement de la sarthe,2018-09-13,publication_date,48.0,True,2022-09-13,2023-03-13,True,2026-07-09,93.82,,PROCEDURE_ADAPTE,SERVICES,BOAMP:18-127908
BOAMP:18-127661,18-127661,18-127661,NAME:ccir pays loire,NAME,CCIR Pays de la Loire,ccir pays loire,,,,IT Services & Consulting,72500000,72,7250,72500,False,False,Accord cadre de prestations de services informatiques entreprise,accord cadre de prestations de services informatiques entreprise,2018-09-13,publication_date,48.0,True,2022-09-13,2023-03-13,True,2026-07-09,93.82,,PROCEDURE_ADAPTE,SERVICES,BOAMP:18-127661
BOAMP:18-126992,18-126992,18-126992,NAME:esat foyers,NAME,ESAT Foyers,esat foyers,,,,Software & Applications,48600000,48,4860,48600,False,False,Appel d'Offres Ouvert relatif à la mise en place du 'Dossier Informatisé de l'usager' pour 5 Etablissements Medico-Sociaux,appel d offres ouvert relatif a la mise en place du dossier informatise de l usager pour 5 etablissements medico sociaux,2018-09-13,publication_date,48.0,False,2022-09-13,2023-03-13,True,2026-07-09,93.82,,OUVERT,SERVICES,BOAMP:18-126992
BOAMP:18-127511,18-127511,18-127511,NAME:ch mans,NAME,CH LE MANS,ch mans,,,,Cybersecurity,35111300,35,3511,35111,False,False,Acquisition d'extincteurs et de petites fournitures courantes ET maintenance du parc des matériels de lutte contre l'incendie,acquisition d extincteurs et de petites fournitures courantes et maintenance du parc des materiels de lutte contre l incendie,2019-02-20,linked_attribution_date,48.0,True,2023-02-20,2023-08-20,True,2026-07-09,88.57,,OUVERT,FOURNITURES,BOAMP:18-127511
BOAMP:18-127938,18-127938,18-127938,SIREN:935367433,SIREN_ENRICHED,Conseil départemental Loire-Atlantique,conseil departemental loire atlantique,,,935367433,Unknown,45215210,45,4521,45215,False,False,Reconstruction du centre départemental enfance familles (CDEF) à SAINT SEBASTIEN SUR LOIRE,reconstruction du centre departemental enfance familles cdef a saint sebastien sur loire,2018-09-15,publication_date,20.0,False,2020-05-15,2020-11-15,True,2026-07-09,93.76,,OUVERT,TRAVAUX,BOAMP:18-127938
BOAMP:18-128159,18-128159,18-128159,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,nantes metropole,,,794304097,IT Services & Consulting,72318000,72,7231,72318,False,False,veille presse écrite et presse audiovisuelle,veille presse ecrite et presse audiovisuelle,2018-09-15,publication_date,48.0,False,2022-09-15,2023-03-15,True,2026-07-09,93.76,,OUVERT,SERVICES,BOAMP:18-128159
BOAMP:18-128655,18-128655,18-128655,SIREN:234400034,SIREN_ENRICHED,Conseil régional des Pays de la Loire,conseil regional pays loire,,,234400034,IT Services & Consulting,72420000,72,7242,72420,False,False,REFONTE DES SITES INSTITUTIONNELS ET INTERNE DE LA REGION DES PAYS DE LA LOIRE,refonte des sites institutionnels et interne de la region des pays de la loire,2019-01-11,linked_attribution_date,48.0,False,2023-01-11,2023-07-11,True,2026-07-09,89.88,,OUVERT,SERVICES,BOAMP:18-128655
BOAMP:18-128950,18-128950,18-128950,SIREN:194909701,SIREN_ENRICHED,Université d'Angers,universite angers,,,194909701,Telecom & Networks,32321300,32,3232,32321,False,False,Accord cadre relatif à la fourniture et pose de matériels audiovisuels,accord cadre relatif a la fourniture et pose de materiels audiovisuels,2019-01-17,linked_attribution_date,48.0,False,2023-01-17,2023-07-17,True,2026-07-09,89.68,563800.0,OUVERT,FOURNITURES,BOAMP:18-128950
BOAMP:18-129941,18-129941,18-129941,NAME:bretagne developpement innovation,NAME,Bretagne Développement Innovation,bretagne developpement innovation,,,,IT Services & Consulting,72200000,72,7220,72200,False,False,Conception et à la réalisation des contenus numériques et audiovisuels du showroom SMILE,conception et a la realisation des contenus numeriques et audiovisuels du showroom smile,2018-09-20,publication_date,24.0,False,2020-09-20,2021-03-20,True,2026-07-09,93.59,350000.0,OUVERT,SERVICES,BOAMP:18-129941
BOAMP:18-129881,18-129881,18-129881,SIREN:200083392,SIREN_ENRICHED,Laval Agglomération,laval agglomeration,,,200083392,Software & Applications,48822000,48,4882,48822,False,False,"Évolution de l'infrastructure du système d'information pour le groupement de commande composé de la ville, du CCAS et de l'agglomération de Laval",evolution de l infrastructure du systeme d information pour le groupement de commande compose de la ville du ccas et de l agglomeration de laval,2018-12-10,linked_attribution_date,48.0,False,2022-12-10,2023-06-10,True,2026-07-09,90.93,,OUVERT,SERVICES,BOAMP:18-129881
BOAMP:18-133090,18-133090,18-133090,SIREN:228500013,SIREN_ENRICHED,Département de la Vendée,departement vendee,,,228500013,IT Services & Consulting,72267100,72,7226,72267,False,False,"Maintenance, prestations spécifiques et fournitures associées aux outils Business Objects, I-Parapheur et Pastell, Etl-Talend, et Suitecrm",maintenance prestations specifiques et fournitures associees aux outils business objects i parapheur et pastell etl talend et suitecrm,2019-01-09,linked_attribution_date,24.0,False,2021-01-09,2021-07-09,True,2026-07-09,89.95,,OUVERT,SERVICES,BOAMP:18-133090
BOAMP:18-134465,18-134465,18-134465,SIREN:284400017,SIREN_ENRICHED,SDIS 44,sdis 44,,,284400017,Cybersecurity,35113440,35,3511,35113,False,False,"Fourniture de gilets de signalisation haute visibilité, de reconnaissance et de fonction destinée à l'activité des Sapeur-Pompiers",fourniture de gilets de signalisation haute visibilite de reconnaissance et de fonction destinee a l activite des sapeur pompiers,2018-01-03,linked_attribution_date,12.0,False,2019-01-03,2019-07-03,True,2026-07-09,102.14,,OUVERT,FOURNITURES,BOAMP:18-134465
BOAMP:18-135728,18-135728,18-135728,NAME:sec gal adm min interieur ouest,NAME,SEC GAL POUR L ADM MIN INTERIEUR OUEST,sec gal adm min interieur ouest,,,,Unknown,45454000,45,4545,45454,False,False,Restructuration de l'Hôtel de Police d'ANGERS (49),restructuration de l hotel de police d angers 49,2019-12-13,linked_attribution_date,34.0,False,2022-10-13,2023-04-13,True,2026-07-09,78.84,,OUVERT,TRAVAUX,BOAMP:18-135728
BOAMP:18-125716,18-125716,18-125716,SIREN:575850490,SIREN_ENRICHED,Mancelle d'habitation,mancelle habitation,,,575850490,IT Services & Consulting,72000000,72,7200,72000,False,True,Externalisation et infogérance du SI,externalisation et infogerance du si,2019-03-29,linked_attribution_date,36.0,False,2022-03-29,2022-09-29,True,2026-07-09,87.35,,OUVERT,SERVICES,BOAMP:18-125716
BOAMP:18-137958,18-137958,18-137958,NAME:grand t theatre loire atlantique,NAME,Le Grand T - Théâtre Loire-Atlantique,grand t theatre loire atlantique,,,,IT Services & Consulting,72130000,72,7213,72130,False,False,Conception et réalisation du nouveau site internet (refonte) du Grand T : www.legrandt.fr,conception et realisation du nouveau site internet refonte du grand t www legrandt fr,2018-10-03,publication_date,48.0,True,2022-10-03,2023-04-03,True,2026-07-09,93.17,,PROCEDURE_ADAPTE,SERVICES,BOAMP:18-137958
BOAMP:18-137945,18-137945,18-137945,NAME:ville ecouflant,NAME,Ville d'Ecouflant,ville ecouflant,,,,Cloud & Infrastructure,,,,,True,False,fourniture d'un système de vidéo-protection et d'une infrastructure virtualisée,fourniture d un systeme de video protection et d une infrastructure virtualisee,2018-10-03,publication_date,3.0,False,2019-01-03,2019-07-03,True,2026-07-09,93.17,,PROCEDURE_ADAPTE,FOURNITURES,BOAMP:18-137945
BOAMP:18-139266,18-139266,18-139266,NAME:semitan mandataire cun,NAME,"SEMITAN, mandataire de la CUN",semitan mandataire cun,,,,IT Services & Consulting,72224000,72,7222,72224,False,False,Ingénierie SAE Tramways,ingenierie sae tramways,2019-03-01,linked_attribution_date,54.0,False,2023-09-01,2024-03-01,True,2026-07-09,88.27,,OUVERT,SERVICES,BOAMP:18-139266
BOAMP:18-141219,18-141219,18-141219,SIREN:832970024,SIREN_ENRICHED,Institut Régional Administration Lyon,institut regional administration lyon,,,832970024,Software & Applications,48000000,48,4800,48000,False,True,"Maintenance corrective et évolutive de l'application UNIIRA, des Web Services et pages Web associés ainsi que des sites internet des IRA de Lille et de Lyon",maintenance corrective et evolutive de l application uniira des web services et pages web associes ainsi que des sites internet des ira de lille et de lyon,2018-10-09,publication_date,48.0,True,2022-10-09,2023-04-09,True,2026-07-09,92.97,,PROCEDURE_ADAPTE,SERVICES,BOAMP:18-141219
BOAMP:18-144441,18-144441,18-144441,SIREN:353686934,SIREN_ENRICHED,CAP ATLANTIQUE,cap atlantique,,,353686934,IT Hardware & Equipment,30200000,30,3020,30200,False,False,Accord cadre à marchés subséquents - fourniture de materiel informatique et téléphonique,accord cadre a marches subsequents fourniture de materiel informatique et telephonique,2018-10-17,publication_date,12.0,False,2019-10-17,2020-04-17,True,2026-07-09,92.71,600000.0,OUVERT,FOURNITURES,BOAMP:18-144441
BOAMP:18-144285,18-144285,18-144285,NAME:agce enst fr etranger,NAME,AGCE POUR L ENST FR A L ETRANGER,agce enst fr etranger,,,,IT Services & Consulting,72500000,72,7250,72500,False,False,"Tierce maintenance applicative, d'assistance à maîtrise d'oeuvre et d'assistance à maîtrise d'ouvrage portant sur l'application MAGE basée sur l'ERP PeopleSoft",tierce maintenance applicative d assistance a maitrise d oeuvre et d assistance a maitrise d ouvrage portant sur l application mage basee sur l erp peoplesoft,2019-02-12,linked_attribution_date,48.0,False,2023-02-12,2023-08-12,True,2026-07-09,88.83,2500000.0,OUVERT,SERVICES,BOAMP:18-144285
BOAMP:18-146310,18-146310,18-146310,SIREN:214401325,SIREN_ENRICHED,VILLE DE PORNICHET,ville pornichet,,,214401325,Unknown,45110000,45,4511,45110,False,False,TRANSFORMATION DE DEUX SALLES DE CLASSES EN SALLE D'EXPOSITION,transformation de deux salles de classes en salle d exposition,2018-10-18,publication_date,48.0,True,2022-10-18,2023-04-18,True,2026-07-09,92.67,,PROCEDURE_ADAPTE,TRAVAUX,BOAMP:18-146310
BOAMP:18-146639,18-146639,18-146639,SIREN:247200132,SIREN_ENRICHED,Le Mans Métropole - Communauté Urbaine,mans metropole communaute urbaine,,,247200132,Unknown,39300000,39,3930,39300,False,False,Acquisition de matériels divers pour la Setram,acquisition de materiels divers pour la setram,2019-03-26,linked_attribution_date,12.0,False,2020-03-26,2020-09-26,True,2026-07-09,87.45,,OUVERT,FOURNITURES,BOAMP:18-146639
BOAMP:18-146489,18-146489,18-146489,SIREN:194909701,SIREN_ENRICHED,Université d'Angers,universite angers,,,194909701,Telecom & Networks,32415000,32,3241,32415,False,False,Services Ethernet - Université d'Angers,services ethernet universite d angers,2018-10-20,publication_date,48.0,False,2022-10-20,2023-04-20,True,2026-07-09,92.61,,OUVERT,SERVICES,BOAMP:18-146489
